work_key,author,source_site,page_title,page_url,birth_year,death_year,target,decision_reason,extraction_method,song_context,evidence_text,status
不詳/華陽宮記,祖秀,wikipedia,,,,,,,,False,,missing_page
不詳/葆光錄,龍明子,wikisource,,,,,,,,False,,missing_page
不詳/葆光錄,龍明子,wikisource,,,,,,,,False,,missing_page
不詳/葆光錄,龍明子,wikipedia,,,,,,,,False,,missing_page
不詳/蒙韃備錄,趙珙,wikisource,,,,,,,,False,,missing_page
不詳/蒙韃備錄,趙珙,wikisource,,,,,,,,False,,missing_page
不詳/蒙韃備錄,趙珙,wikipedia,,,,,,,,False,,missing_page
不詳/藏海詩話,吳可,wikisource,,,,,,,,False,,missing_page
不詳/藏海詩話,吳可,wikisource,,,,,,,,False,,missing_page
不詳/藏海詩話,吳可,wikipedia,吴可,https://zh.wikipedia.org/wiki/%E5%90%B4%E5%8F%AF,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/蘭譜奧法,趙時庚,wikisource,,,,,,,,False,,missing_page
不詳/蘭譜奧法,趙時庚,wikisource,,,,,,,,False,,missing_page
不詳/蘭譜奧法,趙時庚,wikipedia,,,,,,,,False,,missing_page
不詳/虎鈐經,許洞,wikisource,,,,,,,,False,,missing_page
不詳/虎鈐經,許洞,wikisource,,,,,,,,False,,missing_page
不詳/虎鈐經,許洞,wikipedia,许洞,https://zh.wikipedia.org/wiki/%E8%AE%B8%E6%B4%9E,976,1015,北宋,death_year_1015_le_1127,categories,True,1015年逝世；976年出生,resolved
不詳/虛空藏菩薩神呪經,曇摩蜜多,wikisource,Author:曇摩蜜多,https://zh.wikisource.org/wiki/Author:%E6%9B%87%E6%91%A9%E8%9C%9C%E5%A4%9A,,,,insufficient_date_evidence,no_dates,True,,no_usable_date
不詳/虛空藏菩薩神呪經,曇摩蜜多,wikipedia,,,,,,,,False,,missing_page
不詳/虞美人 (玉樓縹緲孤煙際),歐陽澈,wikisource,Author:歐陽澈,https://zh.wikisource.org/wiki/Author:%E6%AD%90%E9%99%BD%E6%BE%88,1091,1127,北宋,death_year_1127_le_1127,categories,True,1091年出生；1127年逝世,resolved
不詳/虞美人 (玉樓縹緲孤煙際),玉樓縹緲孤煙際,wikisource,,,,,,,,False,,missing_page
不詳/虞美人 (玉樓縹緲孤煙際),玉樓縹緲孤煙際,wikisource,,,,,,,,False,,missing_page
不詳/虞美人 (玉樓縹緲孤煙際),玉樓縹緲孤煙際,wikipedia,,,,,,,,False,,missing_page
不詳/虞美人 (落花已作風前舞),落花已作風前舞,wikisource,,,,,,,,False,,missing_page
不詳/虞美人 (落花已作風前舞),落花已作風前舞,wikisource,,,,,,,,False,,missing_page
不詳/虞美人 (落花已作風前舞),落花已作風前舞,wikipedia,,,,,,,,False,,missing_page
不詳/虞美人 (落花已作風前舞),葉夢得,wikisource,Author:葉夢得,https://zh.wikisource.org/wiki/Author:%E8%91%89%E5%A4%A2%E5%BE%97,1077,1148,南宋,death_year_1148_gt_1127,categories,True,1077年出生；1148年逝世,resolved
不詳/虹橋,楊蟠,wikisource,,,,,,,,False,,missing_page
不詳/虹橋,楊蟠,wikisource,,,,,,,,False,,missing_page
不詳/虹橋,楊蟠,wikipedia,杨蟠,https://zh.wikipedia.org/wiki/%E6%9D%A8%E8%9F%A0,1017,1106,北宋,death_year_1106_le_1127,categories+intro_lifespan,True,1106年逝世 | 1017年—1106年,resolved
不詳/蛇首巖,求仲弓,wikisource,,,,,,,,False,,missing_page
不詳/蛇首巖,求仲弓,wikisource,,,,,,,,False,,missing_page
不詳/蛇首巖,求仲弓,wikipedia,,,,,,,,False,,missing_page
不詳/蠶婦吟,謝枋得,wikisource,,,,,,,,False,,missing_page
不詳/蠶婦吟,謝枋得,wikisource,,,,,,,,False,,missing_page
不詳/蠶婦吟,謝枋得,wikipedia,謝枋得,https://zh.wikipedia.org/wiki/%E8%AC%9D%E6%9E%8B%E5%BE%97,1226,1289,南宋,death_year_1289_gt_1127,categories,True,1226年出生；1289年逝世,resolved
不詳/行營雜錄,趙葵,wikisource,,,,,,,,False,,missing_page
不詳/行營雜錄,趙葵,wikisource,,,,,,,,False,,missing_page
不詳/行營雜錄,趙葵,wikipedia,趙葵,https://zh.wikipedia.org/wiki/%E8%B6%99%E8%91%B5,1190,1266,南宋,death_year_1266_gt_1127,categories,True,1190年出生；1266年逝世,resolved
不詳/行香子 (前歲栽桃),前歲栽桃,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (前歲栽桃),前歲栽桃,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (前歲栽桃),前歲栽桃,wikipedia,,,,,,,,False,,missing_page
不詳/行香子 (吳潛),吳潛,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (吳潛),吳潛,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (吳潛),吳潛,wikipedia,吳潛,https://zh.wikipedia.org/wiki/%E5%90%B3%E6%BD%9B,1195,1262,南宋,death_year_1262_gt_1127,categories,True,1195年出生；1262年逝世,resolved
不詳/行香子 (晁端禮),晁端禮,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (晁端禮),晁端禮,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (晁端禮),晁端禮,wikipedia,晁端礼,https://zh.wikipedia.org/wiki/%E6%99%81%E7%AB%AF%E7%A4%BC,1046,1113,北宋,death_year_1113_le_1127,categories,True,1046年出生；1113年逝世,resolved
不詳/行香子 (曹勛),曹勛,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (曹勛),曹勛,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (曹勛),曹勛,wikipedia,曹勋,https://zh.wikipedia.org/wiki/%E6%9B%B9%E5%8B%8B,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/行香子 (杜安世),杜安世,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (杜安世),杜安世,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (杜安世),杜安世,wikipedia,,,,,,,,False,,missing_page
不詳/行香子 (汪莘),汪莘,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (汪莘),汪莘,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (汪莘),汪莘,wikipedia,汪莘,https://zh.wikipedia.org/wiki/%E6%B1%AA%E8%8E%98,1155,1227,南宋,death_year_1227_gt_1127,categories,True,1155年出生；1227年逝世,resolved
不詳/行香子 (沈瀛),沈瀛,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (沈瀛),沈瀛,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (沈瀛),沈瀛,wikipedia,沈瀛,https://zh.wikipedia.org/wiki/%E6%B2%88%E7%80%9B,1135,,南宋,birth_year_1135_ge_1127_death_unknown,categories,True,1135年出生,resolved
不詳/行香子 (沈端節),沈端節,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (沈端節),沈端節,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (沈端節),沈端節,wikipedia,沈端节,https://zh.wikipedia.org/wiki/%E6%B2%88%E7%AB%AF%E8%8A%82,,,,insufficient_date_evidence,no_dates,True,,no_usable_date
不詳/行香子 (浙右華亭),浙右華亭,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (浙右華亭),浙右華亭,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (浙右華亭),浙右華亭,wikipedia,,,,,,,,False,,missing_page
不詳/行香子 (淨掃塵埃),淨掃塵埃,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (淨掃塵埃),淨掃塵埃,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (淨掃塵埃),淨掃塵埃,wikipedia,,,,,,,,False,,missing_page
不詳/行香子 (清要無因),要無因,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (清要無因),要無因,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (清要無因),要無因,wikipedia,,,,,,,,False,,missing_page
不詳/行香子 (石孝友),石孝友,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (石孝友),石孝友,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (石孝友),石孝友,wikipedia,石孝友,https://zh.wikipedia.org/wiki/%E7%9F%B3%E5%AD%9D%E5%8F%8B,,,,insufficient_date_evidence,no_dates,True,,no_usable_date
不詳/行香子 (葛立方),葛立方,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (葛立方),葛立方,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (葛立方),葛立方,wikipedia,葛立方,https://zh.wikipedia.org/wiki/%E8%91%9B%E7%AB%8B%E6%96%B9,,1165,南宋,death_year_1165_gt_1127,categories,True,1165年逝世,resolved
不詳/行香子 (趙師俠),趙師俠,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (趙師俠),趙師俠,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (趙師俠),趙師俠,wikipedia,趙師俠,https://zh.wikipedia.org/wiki/%E8%B6%99%E5%B8%AB%E4%BF%A0,,,,insufficient_date_evidence,no_dates,True,,no_usable_date
不詳/行香子 (趙鼎),趙鼎,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (趙鼎),趙鼎,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (趙鼎),趙鼎,wikipedia,赵鼎,https://zh.wikipedia.org/wiki/%E8%B5%B5%E9%BC%8E,1085,1147,南宋,death_year_1147_gt_1127,categories,True,1085年出生；1147年逝世,resolved
不詳/行香子 (野叟愚癡),野叟愚癡,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (野叟愚癡),野叟愚癡,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (野叟愚癡),野叟愚癡,wikipedia,,,,,,,,False,,missing_page
不詳/行香子 (野叟歸歟),野叟歸歟,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (野叟歸歟),野叟歸歟,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (野叟歸歟),野叟歸歟,wikipedia,,,,,,,,False,,missing_page
不詳/行香子 (野叟長年),野叟長年,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (野叟長年),野叟長年,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (野叟長年),野叟長年,wikipedia,,,,,,,,False,,missing_page
不詳/行香子 (韓玉),韓玉,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (韓玉),韓玉,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (韓玉),韓玉,wikipedia,,,,,,,,False,,missing_page
不詳/行香子 (高登),高登,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (高登),高登,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (高登),高登,wikipedia,高登,https://zh.wikipedia.org/wiki/%E9%AB%98%E7%99%BB,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/行香子 (黃孝邁),黃孝邁,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (黃孝邁),黃孝邁,wikisource,,,,,,,,False,,missing_page
不詳/行香子 (黃孝邁),黃孝邁,wikipedia,,,,,,,,False,,missing_page
不詳/衛濟寶書,东轩居士,wikisource,,,,,,,,False,,missing_page
不詳/衛濟寶書,东轩居士,wikisource,,,,,,,,False,,missing_page
不詳/衛濟寶書,东轩居士,wikipedia,沈曾植,https://zh.wikipedia.org/wiki/%E6%B2%88%E6%9B%BE%E6%A4%8D,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/西丘,李廌,wikisource,Author:李廌,https://zh.wikisource.org/wiki/Author:%E6%9D%8E%E5%BB%8C,1059,1109,北宋,death_year_1109_le_1127,categories,True,1059年出生；1109年逝世,resolved
不詳/西郊,李廌,wikisource,Author:李廌,https://zh.wikisource.org/wiki/Author:%E6%9D%8E%E5%BB%8C,1059,1109,北宋,death_year_1109_le_1127,categories,True,1059年出生；1109年逝世,resolved
不詳/西里翁宅,周翼之,wikisource,,,,,,,,False,,missing_page
不詳/西里翁宅,周翼之,wikisource,,,,,,,,False,,missing_page
不詳/西里翁宅,周翼之,wikipedia,,,,,,,,False,,missing_page
不詳/觀出日,李廌,wikisource,Author:李廌,https://zh.wikisource.org/wiki/Author:%E6%9D%8E%E5%BB%8C,1059,1109,北宋,death_year_1109_le_1127,categories,True,1059年出生；1109年逝世,resolved
不詳/觀劈石,韋驤,wikisource,,,,,,,,False,,missing_page
不詳/觀劈石,韋驤,wikisource,,,,,,,,False,,missing_page
不詳/觀劈石,韋驤,wikipedia,韋驤,https://zh.wikipedia.org/wiki/%E9%9F%8B%E9%A9%A4,1033,1105,北宋,death_year_1105_le_1127,categories,True,1033年出生；1105年逝世,resolved
不詳/觀文恪王公樂道院巽亭在城上下臨潩水,李廌,wikisource,Author:李廌,https://zh.wikisource.org/wiki/Author:%E6%9D%8E%E5%BB%8C,1059,1109,北宋,death_year_1109_le_1127,categories,True,1059年出生；1109年逝世,resolved
不詳/觀林詩話,呉聿,wikisource,,,,,,,,False,,missing_page
不詳/觀林詩話,呉聿,wikisource,,,,,,,,False,,missing_page
不詳/觀林詩話,呉聿,wikipedia,,,,,,,,False,,missing_page
不詳/觀漁船水碓有感,陳藻,wikisource,,,,,,,,False,,missing_page
不詳/觀漁船水碓有感,陳藻,wikisource,,,,,,,,False,,missing_page
不詳/觀漁船水碓有感,陳藻,wikipedia,陳藻,https://zh.wikipedia.org/wiki/%E9%99%B3%E8%97%BB,1151,1225,南宋,death_year_1225_gt_1127,categories,True,1151年出生；1225年逝世,resolved
不詳/觀無量壽經,畺良耶舍,wikisource,Author:畺良耶舍,https://zh.wikisource.org/wiki/Author:%E7%95%BA%E8%89%AF%E8%80%B6%E8%88%8D,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/觀無量壽經,畺良耶舍,wikipedia,畺良耶舍,https://zh.wikipedia.org/wiki/%E7%95%BA%E8%89%AF%E8%80%B6%E8%88%8D,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/詠毛女,陳摶,wikisource,,,,,,,,False,,missing_page
不詳/詠毛女,陳摶,wikisource,,,,,,,,False,,missing_page
不詳/詠毛女,陳摶,wikipedia,陈抟,https://zh.wikipedia.org/wiki/%E9%99%88%E6%8A%9F,,989,北宋,death_year_989_le_1127,categories,True,989年逝世,resolved
不詳/詠華清宮,杜常,wikisource,,,,,,,,False,,missing_page
不詳/詠華清宮,杜常,wikisource,,,,,,,,False,,missing_page
不詳/詠華清宮,杜常,wikipedia,,,,,,,,False,,missing_page
不詳/詩人玉屑,慶之,wikisource,,,,,,,,False,,missing_page
不詳/詩人玉屑,慶之,wikisource,,,,,,,,False,,missing_page
不詳/詩人玉屑,慶之,wikipedia,,,,,,,,False,,missing_page
不詳/談藪,龐元英,wikisource,,,,,,,,False,,missing_page
不詳/談藪,龐元英,wikisource,,,,,,,,False,,missing_page
不詳/談藪,龐元英,wikipedia,龐元英,https://zh.wikipedia.org/wiki/%E9%BE%90%E5%85%83%E8%8B%B1,,,,insufficient_date_evidence,no_dates,True,,no_usable_date
不詳/請賓頭盧法,釋慧,wikisource,,,,,,,,False,,missing_page
不詳/請賓頭盧法,釋慧,wikisource,,,,,,,,False,,missing_page
不詳/請賓頭盧法,釋慧,wikipedia,,,,,,,,False,,missing_page
不詳/諧史,沈俶,wikisource,,,,,,,,False,,missing_page
不詳/諧史,沈俶,wikisource,,,,,,,,False,,missing_page
不詳/諧史,沈俶,wikipedia,,,,,,,,False,,missing_page
不詳/諸病主病詩,东轩居士,wikisource,,,,,,,,False,,missing_page
不詳/諸病主病詩,东轩居士,wikisource,,,,,,,,False,,missing_page
不詳/諸病主病詩,东轩居士,wikipedia,沈曾植,https://zh.wikipedia.org/wiki/%E6%B2%88%E6%9B%BE%E6%A4%8D,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/謁孔先生,狄遵度,wikisource,,,,,,,,False,,missing_page
不詳/謁孔先生,狄遵度,wikisource,,,,,,,,False,,missing_page
不詳/謁孔先生,狄遵度,wikipedia,,,,,,,,False,,missing_page
不詳/讚法界頌,龍樹菩薩,wikisource,Author:龍樹菩薩,https://zh.wikisource.org/wiki/Author:%E9%BE%8D%E6%A8%B9%E8%8F%A9%E8%96%A9,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/讚法界頌,龍樹菩薩,wikipedia,龍樹,https://zh.wikipedia.org/wiki/%E9%BE%8D%E6%A8%B9,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/讚阿彌陀佛偈,擇瑛法師,wikisource,,,,,,,,False,,missing_page
不詳/讚阿彌陀佛偈,擇瑛法師,wikisource,,,,,,,,False,,missing_page
不詳/讚阿彌陀佛偈,擇瑛法師,wikipedia,,,,,,,,False,,missing_page
不詳/貞女峽 (歐陽經),歐陽經,wikisource,,,,,,,,False,,missing_page
不詳/貞女峽 (歐陽經),歐陽經,wikisource,,,,,,,,False,,missing_page
不詳/貞女峽 (歐陽經),歐陽經,wikipedia,,,,,,,,False,,missing_page
不詳/賓頭盧突羅闍為優陀延王說法經,求那跋陀羅,wikisource,Author:求那跋陀羅,https://zh.wikisource.org/wiki/Author:%E6%B1%82%E9%82%A3%E8%B7%8B%E9%99%80%E7%BE%85,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/賓頭盧突羅闍為優陀延王說法經,求那跋陀羅,wikipedia,,,,,,,,False,,missing_page
不詳/賞李吟,朋說,wikisource,,,,,,,,False,,missing_page
不詳/賞李吟,朋說,wikisource,,,,,,,,False,,missing_page
不詳/賞李吟,朋說,wikipedia,,,,,,,,False,,missing_page
不詳/贈吳正仲,吳敏,wikisource,,,,,,,,False,,missing_page
不詳/贈吳正仲,吳敏,wikisource,,,,,,,,False,,missing_page
不詳/贈吳正仲,吳敏,wikipedia,吳敏,https://zh.wikipedia.org/wiki/%E5%90%B3%E6%95%8F,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/贈山翁,李濤,wikisource,Author:李濤,https://zh.wikisource.org/wiki/Author:%E6%9D%8E%E6%BF%A4,,961,,not_song_context,categories,False,961年逝世,rejected_non_song_or_disambiguation
不詳/贈山翁,李濤,wikipedia,李涛,https://zh.wikipedia.org/wiki/%E6%9D%8E%E6%B6%9B,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/贈張乖崖,陳摶,wikisource,,,,,,,,False,,missing_page
不詳/贈張乖崖,陳摶,wikisource,,,,,,,,False,,missing_page
不詳/贈張乖崖,陳摶,wikipedia,陈抟,https://zh.wikipedia.org/wiki/%E9%99%88%E6%8A%9F,,989,北宋,death_year_989_le_1127,categories,True,989年逝世,resolved
不詳/贈神童林公滋公澤女神童幼玉,喻良能,wikisource,,,,,,,,False,,missing_page
不詳/贈神童林公滋公澤女神童幼玉,喻良能,wikisource,,,,,,,,False,,missing_page
不詳/贈神童林公滋公澤女神童幼玉,喻良能,wikipedia,,,,,,,,False,,missing_page
不詳/贈隱者 (余闕),余闕,wikisource,,,,,,,,False,,missing_page
不詳/贈隱者 (余闕),余闕,wikisource,,,,,,,,False,,missing_page
不詳/贈隱者 (余闕),余闕,wikipedia,余阙,https://zh.wikipedia.org/wiki/%E4%BD%99%E9%98%99,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/贈隱者 (劉鎮),劉鎮,wikisource,,,,,,,,False,,missing_page
不詳/贈隱者 (劉鎮),劉鎮,wikisource,,,,,,,,False,,missing_page
不詳/贈隱者 (劉鎮),劉鎮,wikipedia,刘镇,https://zh.wikipedia.org/wiki/%E5%88%98%E9%95%87,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/贈隱者 (吳惟信),吳惟信,wikisource,,,,,,,,False,,missing_page
不詳/贈隱者 (吳惟信),吳惟信,wikisource,,,,,,,,False,,missing_page
不詳/贈隱者 (吳惟信),吳惟信,wikipedia,,,,,,,,False,,missing_page
不詳/贈隱者 (周文璞),周文璞,wikisource,,,,,,,,False,,missing_page
不詳/贈隱者 (周文璞),周文璞,wikisource,,,,,,,,False,,missing_page
不詳/贈隱者 (周文璞),周文璞,wikipedia,,,,,,,,False,,missing_page
不詳/贈隱者 (宋自遜),自遜,wikisource,,,,,,,,False,,missing_page
不詳/贈隱者 (宋自遜),自遜,wikisource,,,,,,,,False,,missing_page
不詳/贈隱者 (宋自遜),自遜,wikipedia,,,,,,,,False,,missing_page
不詳/贈隱者 (蒲壽宬),蒲壽宬,wikisource,,,,,,,,False,,missing_page
不詳/贈隱者 (蒲壽宬),蒲壽宬,wikisource,,,,,,,,False,,missing_page
不詳/贈隱者 (蒲壽宬),蒲壽宬,wikipedia,蒲壽晟,https://zh.wikipedia.org/wiki/%E8%92%B2%E5%A3%BD%E6%99%9F,,,,insufficient_date_evidence,no_dates,True,,no_usable_date
不詳/趙后遺事,秦醇,wikisource,,,,,,,,False,,missing_page
不詳/趙后遺事,秦醇,wikisource,,,,,,,,False,,missing_page
不詳/趙后遺事,秦醇,wikipedia,,,,,,,,False,,missing_page
不詳/踏莎行 (呂本中),呂本中,wikisource,Author:呂本中,https://zh.wikisource.org/wiki/Author:%E5%91%82%E6%9C%AC%E4%B8%AD,1084,1145,南宋,death_year_1145_gt_1127,categories,True,1084年出生；1145年逝世,resolved
不詳/踏莎行 (雁字書空),歐陽澈,wikisource,Author:歐陽澈,https://zh.wikisource.org/wiki/Author:%E6%AD%90%E9%99%BD%E6%BE%88,1091,1127,北宋,death_year_1127_le_1127,categories,True,1091年出生；1127年逝世,resolved
不詳/踏莎行 (雁字書空),雁字書空,wikisource,,,,,,,,False,,missing_page
不詳/踏莎行 (雁字書空),雁字書空,wikisource,,,,,,,,False,,missing_page
不詳/踏莎行 (雁字書空),雁字書空,wikipedia,,,,,,,,False,,missing_page
不詳/辯言,员兴宗,wikisource,,,,,,,,False,,missing_page
不詳/辯言,员兴宗,wikisource,,,,,,,,False,,missing_page
不詳/辯言,员兴宗,wikipedia,,,,,,,,False,,missing_page
不詳/送內,陳師道,wikisource,Author:陳師道,https://zh.wikisource.org/wiki/Author:%E9%99%B3%E5%B8%AB%E9%81%93,1053,1101,北宋,death_year_1101_le_1127,categories,True,1053年出生；1101年逝世,resolved
不詳/送劉戶曹,呂大臨,wikisource,Author:呂大臨,https://zh.wikisource.org/wiki/Author:%E5%91%82%E5%A4%A7%E8%87%A8,1040,1092,北宋,death_year_1092_le_1127,categories,True,1040年出生；1092年逝世,resolved
不詳/送周茂叔殿丞,呂陶,wikisource,,,,,,,,False,,missing_page
不詳/送周茂叔殿丞,呂陶,wikisource,,,,,,,,False,,missing_page
不詳/送周茂叔殿丞,呂陶,wikipedia,呂陶,https://zh.wikipedia.org/wiki/%E5%91%82%E9%99%B6,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/送外舅郭大夫概西川提點刑獄,陳師道,wikisource,Author:陳師道,https://zh.wikisource.org/wiki/Author:%E9%99%B3%E5%B8%AB%E9%81%93,1053,1101,北宋,death_year_1101_le_1127,categories,True,1053年出生；1101年逝世,resolved
不詳/送江楚州,陳師道,wikisource,Author:陳師道,https://zh.wikisource.org/wiki/Author:%E9%99%B3%E5%B8%AB%E9%81%93,1053,1101,北宋,death_year_1101_le_1127,categories,True,1053年出生；1101年逝世,resolved
不詳/送霍子侔還都,李廌,wikisource,Author:李廌,https://zh.wikisource.org/wiki/Author:%E6%9D%8E%E5%BB%8C,1059,1109,北宋,death_year_1109_le_1127,categories,True,1059年出生；1109年逝世,resolved
不詳/遇便風,陳舜俞,wikisource,,,,,,,,False,,missing_page
不詳/遇便風,陳舜俞,wikisource,,,,,,,,False,,missing_page
不詳/遇便風,陳舜俞,wikipedia,陳舜俞,https://zh.wikipedia.org/wiki/%E9%99%B3%E8%88%9C%E4%BF%9E,1026,1076,北宋,death_year_1076_le_1127,categories,True,1026年出生；1076年逝世,resolved
不詳/遊超化寺,李廌,wikisource,Author:李廌,https://zh.wikisource.org/wiki/Author:%E6%9D%8E%E5%BB%8C,1059,1109,北宋,death_year_1109_le_1127,categories,True,1059年出生；1109年逝世,resolved
不詳/過永城,虞儔,wikisource,,,,,,,,False,,missing_page
不詳/過永城,虞儔,wikisource,,,,,,,,False,,missing_page
不詳/過永城,虞儔,wikipedia,,,,,,,,False,,missing_page
不詳/過臨淄,李格非,wikisource,Author:李格非,https://zh.wikisource.org/wiki/Author:%E6%9D%8E%E6%A0%BC%E9%9D%9E,1045,1105,北宋,death_year_1105_le_1127,categories,True,1045年出生；1105年逝世,resolved
不詳/還丹復命篇,薛道光,wikisource,,,,,,,,False,,missing_page
不詳/還丹復命篇,薛道光,wikisource,,,,,,,,False,,missing_page
不詳/還丹復命篇,薛道光,wikipedia,薛式,https://zh.wikipedia.org/wiki/%E8%96%9B%E5%BC%8F,1078,1191,南宋,death_year_1191_gt_1127,categories,True,1078年出生；1191年逝世,resolved
不詳/郴江百詠,阮閱,wikisource,,,,,,,,False,,missing_page
不詳/郴江百詠,阮閱,wikisource,,,,,,,,False,,missing_page
不詳/郴江百詠,阮閱,wikipedia,阮閱,https://zh.wikipedia.org/wiki/%E9%98%AE%E9%96%B1,,,,insufficient_date_evidence,no_dates,True,,no_usable_date
不詳/酒爾雅,何剡,wikisource,,,,,,,,False,,missing_page
不詳/酒爾雅,何剡,wikisource,,,,,,,,False,,missing_page
不詳/酒爾雅,何剡,wikipedia,,,,,,,,False,,missing_page
不詳/酒譜,竇蘋,wikisource,,,,,,,,False,,missing_page
不詳/酒譜,竇蘋,wikisource,,,,,,,,False,,missing_page
不詳/酒譜,竇蘋,wikipedia,,,,,,,,False,,missing_page
不詳/酒譜 (說郛本),說郛本,wikisource,,,,,,,,False,,missing_page
不詳/酒譜 (說郛本),說郛本,wikisource,,,,,,,,False,,missing_page
不詳/酒譜 (說郛本),說郛本,wikipedia,,,,,,,,False,,missing_page
不詳/醉太平 (劉過),劉過,wikisource,Author:劉過,https://zh.wikisource.org/wiki/Author:%E5%8A%89%E9%81%8E,1154,1206,南宋,death_year_1206_gt_1127,categories,True,1154年出生；1206年逝世,resolved
不詳/醉醒吟,仇遠,wikisource,,,,,,,,False,,missing_page
不詳/醉醒吟,仇遠,wikisource,,,,,,,,False,,missing_page
不詳/醉醒吟,仇遠,wikipedia,仇遠,https://zh.wikipedia.org/wiki/%E4%BB%87%E9%81%A0,1247,,南宋,birth_year_1247_ge_1127_death_unknown,categories,True,1247年出生,resolved
不詳/采古來能書人名,羊欣,wikisource,,,,,,,,False,,missing_page
不詳/采古來能書人名,羊欣,wikisource,,,,,,,,False,,missing_page
不詳/采古來能書人名,羊欣,wikipedia,羊欣,https://zh.wikipedia.org/wiki/%E7%BE%8A%E6%AC%A3,,,,insufficient_date_evidence,no_dates,True,,no_usable_date
不詳/采桑子 (呂本中),呂本中,wikisource,Author:呂本中,https://zh.wikisource.org/wiki/Author:%E5%91%82%E6%9C%AC%E4%B8%AD,1084,1145,南宋,death_year_1145_gt_1127,categories,True,1084年出生；1145年逝世,resolved
不詳/采石瓜洲斃亮記,蹇駒,wikisource,,,,,,,,False,,missing_page
不詳/采石瓜洲斃亮記,蹇駒,wikisource,,,,,,,,False,,missing_page
不詳/采石瓜洲斃亮記,蹇駒,wikipedia,,,,,,,,False,,missing_page
不詳/重修宣和博古圖錄,于承祖,wikisource,,,,,,,,False,,missing_page
不詳/重修宣和博古圖錄,于承祖,wikisource,,,,,,,,False,,missing_page
不詳/重修宣和博古圖錄,于承祖,wikipedia,,,,,,,,False,,missing_page
不詳/重修宣和博古圖錄,于道南,wikisource,,,,,,,,False,,missing_page
不詳/重修宣和博古圖錄,于道南,wikisource,,,,,,,,False,,missing_page
不詳/重修宣和博古圖錄,于道南,wikipedia,,,,,,,,False,,missing_page
不詳/重修宣和博古圖錄,王黼,wikisource,,,,,,,,False,,missing_page
