work_key,author,source_site,page_title,page_url,birth_year,death_year,target,decision_reason,extraction_method,song_context,evidence_text,status
不詳/楚辭補註,王逸,wikipedia,王逸,https://zh.wikipedia.org/wiki/%E7%8E%8B%E9%80%B8,,,,insufficient_date_evidence,no_dates,True,,no_usable_date
不詳/樂府指迷,沈義父,wikisource,,,,,,,,False,,missing_page
不詳/樂府指迷,沈義父,wikisource,,,,,,,,False,,missing_page
不詳/樂府指迷,沈義父,wikipedia,沈義父,https://zh.wikipedia.org/wiki/%E6%B2%88%E7%BE%A9%E7%88%B6,,,,insufficient_date_evidence,no_dates,True,,no_usable_date
不詳/櫻桃,謝希孟,wikisource,,,,,,,,False,,missing_page
不詳/櫻桃,謝希孟,wikisource,,,,,,,,False,,missing_page
不詳/櫻桃,謝希孟,wikipedia,,,,,,,,False,,missing_page
不詳/次韻章舜舉,陳造,wikisource,,,,,,,,False,,missing_page
不詳/次韻章舜舉,陳造,wikisource,,,,,,,,False,,missing_page
不詳/次韻章舜舉,陳造,wikipedia,陳造,https://zh.wikipedia.org/wiki/%E9%99%B3%E9%80%A0,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/歙州硯譜,唐積,wikisource,,,,,,,,False,,missing_page
不詳/歙州硯譜,唐積,wikisource,,,,,,,,False,,missing_page
不詳/歙州硯譜,唐積,wikipedia,,,,,,,,False,,missing_page
不詳/武陵春 (曹勳),曹勳,wikisource,,,,,,,,False,,missing_page
不詳/武陵春 (曹勳),曹勳,wikisource,,,,,,,,False,,missing_page
不詳/武陵春 (曹勳),曹勳,wikipedia,曹勋,https://zh.wikipedia.org/wiki/%E6%9B%B9%E5%8B%8B,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/歲寒堂詩話,張戒,wikisource,,,,,,,,False,,missing_page
不詳/歲寒堂詩話,張戒,wikisource,,,,,,,,False,,missing_page
不詳/歲寒堂詩話,張戒,wikipedia,張戒,https://zh.wikipedia.org/wiki/%E5%BC%B5%E6%88%92,,,,insufficient_date_evidence,no_dates,True,,no_usable_date
不詳/歸隱,陳摶,wikisource,,,,,,,,False,,missing_page
不詳/歸隱,陳摶,wikisource,,,,,,,,False,,missing_page
不詳/歸隱,陳摶,wikipedia,陈抟,https://zh.wikipedia.org/wiki/%E9%99%88%E6%8A%9F,,989,北宋,death_year_989_le_1127,categories,True,989年逝世,resolved
不詳/永明智覺禪師唯心訣,延壽,wikisource,Author:延壽,https://zh.wikisource.org/wiki/Author:%E5%BB%B6%E5%A3%BD,904,975,,not_song_context,categories,False,904年出生；975年逝世,rejected_non_song_or_disambiguation
不詳/永明智覺禪師唯心訣,延壽,wikipedia,延寿,https://zh.wikipedia.org/wiki/%E5%BB%B6%E5%AF%BF,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/汙亭,司馬光,wikisource,Author:司馬光,https://zh.wikisource.org/wiki/Author:%E5%8F%B8%E9%A6%AC%E5%85%89,1019,1086,北宋,death_year_1086_le_1127,categories,True,1019年出生；1086年逝世,resolved
不詳/汝華巖,李廌,wikisource,Author:李廌,https://zh.wikisource.org/wiki/Author:%E6%9D%8E%E5%BB%8C,1059,1109,北宋,death_year_1109_le_1127,categories,True,1059年出生；1109年逝世,resolved
不詳/江湖堂,陳師道,wikisource,Author:陳師道,https://zh.wikisource.org/wiki/Author:%E9%99%B3%E5%B8%AB%E9%81%93,1053,1101,北宋,death_year_1101_le_1127,categories,True,1053年出生；1101年逝世,resolved
不詳/沙彌威儀,求那跋摩,wikisource,Author:求那跋摩,https://zh.wikisource.org/wiki/Author:%E6%B1%82%E9%82%A3%E8%B7%8B%E6%91%A9,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/沙彌威儀,求那跋摩,wikipedia,求那跋摩,https://zh.wikipedia.org/wiki/%E6%B1%82%E9%82%A3%E8%B7%8B%E6%91%A9,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/泉志,洪遵,wikisource,,,,,,,,False,,missing_page
不詳/泉志,洪遵,wikisource,,,,,,,,False,,missing_page
不詳/泉志,洪遵,wikipedia,洪遵,https://zh.wikipedia.org/wiki/%E6%B4%AA%E9%81%B5,1120,1174,南宋,death_year_1174_gt_1127,categories,True,1120年出生；1174年逝世,resolved
不詳/法智遺編觀心二百問,繼忠,wikisource,,,,,,,,False,,missing_page
不詳/法智遺編觀心二百問,繼忠,wikisource,,,,,,,,False,,missing_page
不詳/法智遺編觀心二百問,繼忠,wikipedia,,,,,,,,False,,missing_page
不詳/注解傷寒論,成無己,wikisource,Author:成無己,https://zh.wikisource.org/wiki/Author:%E6%88%90%E7%84%A1%E5%B7%B1,,,,insufficient_date_evidence,no_dates,True,,no_usable_date
不詳/注解傷寒論,成無己,wikipedia,成無己,https://zh.wikipedia.org/wiki/%E6%88%90%E7%84%A1%E5%B7%B1,1044,1052,北宋,death_year_1052_le_1127,wikitext_lifespan,True,1044~1052年,resolved
不詳/海棠譜,陳思,wikisource,,,,,,,,False,,missing_page
不詳/海棠譜,陳思,wikisource,,,,,,,,False,,missing_page
不詳/海棠譜,陳思,wikipedia,陳思,https://zh.wikipedia.org/wiki/%E9%99%B3%E6%80%9D,1225,1264,南宋,death_year_1264_gt_1127,wikitext_lifespan,True,1225年—1264年,resolved
不詳/涉史隨筆,葛洪,wikisource,Author:葛洪,https://zh.wikisource.org/wiki/Author:%E8%91%9B%E6%B4%AA,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/涉史隨筆,葛洪,wikipedia,葛洪,https://zh.wikipedia.org/wiki/%E8%91%9B%E6%B4%AA,,,,insufficient_date_evidence,no_dates,True,,no_usable_date
不詳/清平樂 (柳塘書事),呂本中,wikisource,Author:呂本中,https://zh.wikisource.org/wiki/Author:%E5%91%82%E6%9C%AC%E4%B8%AD,1084,1145,南宋,death_year_1145_gt_1127,categories,True,1084年出生；1145年逝世,resolved
不詳/清平樂 (柳塘書事),柳塘書事,wikisource,,,,,,,,False,,missing_page
不詳/清平樂 (柳塘書事),柳塘書事,wikisource,,,,,,,,False,,missing_page
不詳/清平樂 (柳塘書事),柳塘書事,wikipedia,,,,,,,,False,,missing_page
不詳/清明日對酒,高翥,wikisource,,,,,,,,False,,missing_page
不詳/清明日對酒,高翥,wikisource,,,,,,,,False,,missing_page
不詳/清明日對酒,高翥,wikipedia,高翥,https://zh.wikipedia.org/wiki/%E9%AB%98%E7%BF%A5,1170,1241,南宋,death_year_1241_gt_1127,categories,True,1170年出生；1241年逝世,resolved
不詳/清異錄,陶穀,wikisource,Author:陶穀,https://zh.wikisource.org/wiki/Author:%E9%99%B6%E7%A9%80,903,970,北宋,death_year_970_le_1127,categories,True,903年出生；970年逝世,resolved
不詳/減字木蘭花 (呂本中),呂本中,wikisource,Author:呂本中,https://zh.wikisource.org/wiki/Author:%E5%91%82%E6%9C%AC%E4%B8%AD,1084,1145,南宋,death_year_1145_gt_1127,categories,True,1084年出生；1145年逝世,resolved
不詳/游山上一道觀三佛寺,周敦頤,wikisource,Author:周敦頤,https://zh.wikisource.org/wiki/Author:%E5%91%A8%E6%95%A6%E9%A0%A4,1017,1073,北宋,death_year_1073_le_1127,categories,True,1017年出生；1073年逝世,resolved
不詳/游武夷,陳宓,wikisource,,,,,,,,False,,missing_page
不詳/游武夷,陳宓,wikisource,,,,,,,,False,,missing_page
不詳/游武夷,陳宓,wikipedia,陳宓,https://zh.wikipedia.org/wiki/%E9%99%B3%E5%AE%93,,1230,南宋,death_year_1230_gt_1127,categories,True,1230年逝世,resolved
不詳/湖上 (徐元傑),徐元傑,wikisource,,,,,,,,False,,missing_page
不詳/湖上 (徐元傑),徐元傑,wikisource,,,,,,,,False,,missing_page
不詳/湖上 (徐元傑),徐元傑,wikipedia,徐元傑,https://zh.wikipedia.org/wiki/%E5%BE%90%E5%85%83%E5%82%91,1196,1246,南宋,death_year_1246_gt_1127,categories,True,1196年出生；1246年逝世,resolved
不詳/溪橋晚興,鄭協,wikisource,,,,,,,,False,,missing_page
不詳/溪橋晚興,鄭協,wikisource,,,,,,,,False,,missing_page
不詳/溪橋晚興,鄭協,wikipedia,鄭協,https://zh.wikipedia.org/wiki/%E9%84%AD%E5%8D%94,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/溪蠻叢笑,朱輔,wikisource,,,,,,,,False,,missing_page
不詳/溪蠻叢笑,朱輔,wikisource,,,,,,,,False,,missing_page
不詳/溪蠻叢笑,朱輔,wikipedia,朱輔,https://zh.wikipedia.org/wiki/%E6%9C%B1%E8%BC%94,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/溫公日記,司馬光,wikisource,Author:司馬光,https://zh.wikisource.org/wiki/Author:%E5%8F%B8%E9%A6%AC%E5%85%89,1019,1086,北宋,death_year_1086_le_1127,categories,True,1019年出生；1086年逝世,resolved
不詳/滁州琅玡山茶仙亭,曾肇,wikisource,,,,,,,,False,,missing_page
不詳/滁州琅玡山茶仙亭,曾肇,wikisource,,,,,,,,False,,missing_page
不詳/滁州琅玡山茶仙亭,曾肇,wikipedia,曾肇,https://zh.wikipedia.org/wiki/%E6%9B%BE%E8%82%87,1047,1107,北宋,death_year_1107_le_1127,categories,True,1047年出生；1107年逝世,resolved
不詳/滿江紅 (僧晦庵),僧晦庵,wikisource,,,,,,,,False,,missing_page
不詳/滿江紅 (僧晦庵),僧晦庵,wikisource,,,,,,,,False,,missing_page
不詳/滿江紅 (僧晦庵),僧晦庵,wikipedia,,,,,,,,False,,missing_page
不詳/滿江紅 (登黃鶴樓有感),岳飛,wikisource,Author:岳飛,https://zh.wikisource.org/wiki/Author:%E5%B2%B3%E9%A3%9B,1103,1142,南宋,death_year_1142_gt_1127,categories,True,1103年出生；1142年逝世,resolved
不詳/滿江紅 (登黃鶴樓有感),登黃鶴樓有感,wikisource,,,,,,,,False,,missing_page
不詳/滿江紅 (登黃鶴樓有感),登黃鶴樓有感,wikisource,,,,,,,,False,,missing_page
不詳/滿江紅 (登黃鶴樓有感),登黃鶴樓有感,wikipedia,,,,,,,,False,,missing_page
不詳/漁陽石譜序,漁陽公,wikisource,,,,,,,,False,,missing_page
不詳/漁陽石譜序,漁陽公,wikisource,,,,,,,,False,,missing_page
不詳/漁陽石譜序,漁陽公,wikipedia,,,,,,,,False,,missing_page
不詳/潛確居類書,陳仁鍚,wikisource,,,,,,,,False,,missing_page
不詳/潛確居類書,陳仁鍚,wikisource,,,,,,,,False,,missing_page
不詳/潛確居類書,陳仁鍚,wikipedia,,,,,,,,False,,missing_page
不詳/潛虛,司馬光,wikisource,Author:司馬光,https://zh.wikisource.org/wiki/Author:%E5%8F%B8%E9%A6%AC%E5%85%89,1019,1086,北宋,death_year_1086_le_1127,categories,True,1019年出生；1086年逝世,resolved
不詳/澄江亭,楊蟠,wikisource,,,,,,,,False,,missing_page
不詳/澄江亭,楊蟠,wikisource,,,,,,,,False,,missing_page
不詳/澄江亭,楊蟠,wikipedia,杨蟠,https://zh.wikipedia.org/wiki/%E6%9D%A8%E8%9F%A0,1017,1106,北宋,death_year_1106_le_1127,categories+intro_lifespan,True,1106年逝世 | 1017年—1106年,resolved
不詳/熙寧元年八月十九日過湖州東林沈山用石榴皮寫絕句於壁自號回山人,呂嵓,wikisource,Author:呂嵓,https://zh.wikisource.org/wiki/Author:%E5%91%82%E5%B5%93,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/熙寧元年八月十九日過湖州東林沈山用石榴皮寫絕句於壁自號回山人,呂嵓,wikipedia,,,,,,,,False,,missing_page
不詳/燕北錄,王易,wikisource,Author:王易,https://zh.wikisource.org/wiki/Author:%E7%8E%8B%E6%98%93,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/燕北錄,王易,wikipedia,王易,https://zh.wikipedia.org/wiki/%E7%8E%8B%E6%98%93,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/狂仙,徐積,wikisource,,,,,,,,False,,missing_page
不詳/狂仙,徐積,wikisource,,,,,,,,False,,missing_page
不詳/狂仙,徐積,wikipedia,徐積,https://zh.wikipedia.org/wiki/%E5%BE%90%E7%A9%8D,1028,1103,北宋,death_year_1103_le_1127,categories,True,1028年出生；1103年逝世,resolved
不詳/玉汝惠貓頭笋,韓維,wikisource,,,,,,,,False,,missing_page
不詳/玉汝惠貓頭笋,韓維,wikisource,,,,,,,,False,,missing_page
不詳/玉汝惠貓頭笋,韓維,wikipedia,韓維,https://zh.wikipedia.org/wiki/%E9%9F%93%E7%B6%AD,1017,1098,北宋,death_year_1098_le_1127,categories,True,1017年出生；1098年逝世,resolved
不詳/王氏蘭譜 (說郛本),說郛本,wikisource,,,,,,,,False,,missing_page
不詳/王氏蘭譜 (說郛本),說郛本,wikisource,,,,,,,,False,,missing_page
不詳/王氏蘭譜 (說郛本),說郛本,wikipedia,,,,,,,,False,,missing_page
不詳/環溪詩話,吳沆,wikisource,,,,,,,,False,,missing_page
不詳/環溪詩話,吳沆,wikisource,,,,,,,,False,,missing_page
不詳/環溪詩話,吳沆,wikipedia,吴沆,https://zh.wikipedia.org/wiki/%E5%90%B4%E6%B2%86,,,,insufficient_date_evidence,no_dates,True,,no_usable_date
不詳/登幼山,羅畸,wikisource,,,,,,,,False,,missing_page
不詳/登幼山,羅畸,wikisource,,,,,,,,False,,missing_page
不詳/登幼山,羅畸,wikipedia,,,,,,,,False,,missing_page
不詳/登戎州江樓閑望,幸夤遜,wikisource,,,,,,,,False,,missing_page
不詳/登戎州江樓閑望,幸夤遜,wikisource,,,,,,,,False,,missing_page
不詳/登戎州江樓閑望,幸夤遜,wikipedia,幸寅遜,https://zh.wikipedia.org/wiki/%E5%B9%B8%E5%AF%85%E9%81%9C,,,,insufficient_date_evidence,no_dates,True,,no_usable_date
不詳/白馬寺詩,李廌,wikisource,Author:李廌,https://zh.wikisource.org/wiki/Author:%E6%9D%8E%E5%BB%8C,1059,1109,北宋,death_year_1109_le_1127,categories,True,1059年出生；1109年逝世,resolved
不詳/百菊集譜,史鑄,wikisource,,,,,,,,False,,missing_page
不詳/百菊集譜,史鑄,wikisource,,,,,,,,False,,missing_page
不詳/百菊集譜,史鑄,wikipedia,,,,,,,,False,,missing_page
不詳/盧巖,李廌,wikisource,Author:李廌,https://zh.wikisource.org/wiki/Author:%E6%9D%8E%E5%BB%8C,1059,1109,北宋,death_year_1109_le_1127,categories,True,1059年出生；1109年逝世,resolved
不詳/直玉堂作,洪咨夔,wikisource,,,,,,,,False,,missing_page
不詳/直玉堂作,洪咨夔,wikisource,,,,,,,,False,,missing_page
不詳/直玉堂作,洪咨夔,wikipedia,洪咨夔,https://zh.wikipedia.org/wiki/%E6%B4%AA%E5%92%A8%E5%A4%94,1176,1236,南宋,death_year_1236_gt_1127,categories,True,1176年出生；1236年逝世,resolved
不詳/省心雜言,李邦獻,wikisource,,,,,,,,False,,missing_page
不詳/省心雜言,李邦獻,wikisource,,,,,,,,False,,missing_page
不詳/省心雜言,李邦獻,wikipedia,,,,,,,,False,,missing_page
不詳/眠雲齋,陳師道,wikisource,Author:陳師道,https://zh.wikisource.org/wiki/Author:%E9%99%B3%E5%B8%AB%E9%81%93,1053,1101,北宋,death_year_1101_le_1127,categories,True,1053年出生；1101年逝世,resolved
不詳/眼兒媚 (卓田),卓田,wikisource,,,,,,,,False,,missing_page
不詳/眼兒媚 (卓田),卓田,wikisource,,,,,,,,False,,missing_page
不詳/眼兒媚 (卓田),卓田,wikipedia,,,,,,,,False,,missing_page
不詳/石林詩話,葉夢得,wikisource,Author:葉夢得,https://zh.wikisource.org/wiki/Author:%E8%91%89%E5%A4%A2%E5%BE%97,1077,1148,南宋,death_year_1148_gt_1127,categories,True,1077年出生；1148年逝世,resolved
不詳/示三子,陳師道,wikisource,Author:陳師道,https://zh.wikisource.org/wiki/Author:%E9%99%B3%E5%B8%AB%E9%81%93,1053,1101,北宋,death_year_1101_le_1127,categories,True,1053年出生；1101年逝世,resolved
不詳/禮（呂大臨）,呂大臨,wikisource,Author:呂大臨,https://zh.wikisource.org/wiki/Author:%E5%91%82%E5%A4%A7%E8%87%A8,1040,1092,北宋,death_year_1092_le_1127,categories,True,1040年出生；1092年逝世,resolved
不詳/禾譜題序,程祁,wikisource,,,,,,,,False,,missing_page
不詳/禾譜題序,程祁,wikisource,,,,,,,,False,,missing_page
不詳/禾譜題序,程祁,wikipedia,程祁,https://zh.wikipedia.org/wiki/%E7%A8%8B%E7%A5%81,,,,insufficient_date_evidence,no_dates,True,,no_usable_date
不詳/秋夜曲 (李復),李復,wikisource,Author:李復,https://zh.wikisource.org/wiki/Author:%E6%9D%8E%E5%BE%A9,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/秋夜曲 (李復),李復,wikipedia,李復 (北宋),https://zh.wikipedia.org/wiki/%E6%9D%8E%E5%BE%A9_%28%E5%8C%97%E5%AE%8B%29,1052,1128,南宋,death_year_1128_gt_1127,categories,True,1052年出生；1128年逝世,resolved
不詳/秋愁 (層樓夜午轉西風),層樓夜午轉西風,wikisource,,,,,,,,False,,missing_page
不詳/秋愁 (層樓夜午轉西風),層樓夜午轉西風,wikisource,,,,,,,,False,,missing_page
不詳/秋愁 (層樓夜午轉西風),層樓夜午轉西風,wikipedia,,,,,,,,False,,missing_page
不詳/秋愁 (層樓夜午轉西風),歐陽澈,wikisource,Author:歐陽澈,https://zh.wikisource.org/wiki/Author:%E6%AD%90%E9%99%BD%E6%BE%88,1091,1127,北宋,death_year_1127_le_1127,categories,True,1091年出生；1127年逝世,resolved
不詳/秋懷示黃預,陳師道,wikisource,Author:陳師道,https://zh.wikisource.org/wiki/Author:%E9%99%B3%E5%B8%AB%E9%81%93,1053,1101,北宋,death_year_1101_le_1127,categories,True,1053年出生；1101年逝世,resolved
不詳/立春偶成,張栻,wikisource,,,,,,,,False,,missing_page
不詳/立春偶成,張栻,wikisource,,,,,,,,False,,missing_page
不詳/立春偶成,張栻,wikipedia,張栻,https://zh.wikipedia.org/wiki/%E5%BC%B5%E6%A0%BB,1133,1180,南宋,death_year_1180_gt_1127,categories,True,1133年出生；1180年逝世,resolved
不詳/立秋,劉翰,wikisource,,,,,,,,False,,missing_page
不詳/立秋,劉翰,wikisource,,,,,,,,False,,missing_page
不詳/立秋,劉翰,wikipedia,劉翰,https://zh.wikipedia.org/wiki/%E5%8A%89%E7%BF%B0,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/童蒙訓,呂本中,wikisource,Author:呂本中,https://zh.wikisource.org/wiki/Author:%E5%91%82%E6%9C%AC%E4%B8%AD,1084,1145,南宋,death_year_1145_gt_1127,categories,True,1084年出生；1145年逝世,resolved
不詳/答張文潛,陳師道,wikisource,Author:陳師道,https://zh.wikisource.org/wiki/Author:%E9%99%B3%E5%B8%AB%E9%81%93,1053,1101,北宋,death_year_1101_le_1127,categories,True,1053年出生；1101年逝世,resolved
不詳/答鍾弱翁,牧童,wikisource,,,,,,,,False,,missing_page
不詳/答鍾弱翁,牧童,wikisource,,,,,,,,False,,missing_page
不詳/答鍾弱翁,牧童,wikipedia,,,,,,,,False,,missing_page
不詳/紀古滇說原集,張道宗,wikisource,,,,,,,,False,,missing_page
不詳/紀古滇說原集,張道宗,wikisource,,,,,,,,False,,missing_page
不詳/紀古滇說原集,張道宗,wikipedia,張道宗,https://zh.wikipedia.org/wiki/%E5%BC%B5%E9%81%93%E5%AE%97,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/紫薇詩話,呂本中,wikisource,Author:呂本中,https://zh.wikisource.org/wiki/Author:%E5%91%82%E6%9C%AC%E4%B8%AD,1084,1145,南宋,death_year_1145_gt_1127,categories,True,1084年出生；1145年逝世,resolved
不詳/絕句 (僧志安),僧志安,wikisource,,,,,,,,False,,missing_page
不詳/絕句 (僧志安),僧志安,wikisource,,,,,,,,False,,missing_page
不詳/絕句 (僧志安),僧志安,wikipedia,,,,,,,,False,,missing_page
不詳/羅湖野錄,釋曉瑩,wikisource,,,,,,,,False,,missing_page
不詳/羅湖野錄,釋曉瑩,wikisource,,,,,,,,False,,missing_page
不詳/羅湖野錄,釋曉瑩,wikipedia,,,,,,,,False,,missing_page
不詳/翠光亭,楊徽之,wikisource,,,,,,,,False,,missing_page
不詳/翠光亭,楊徽之,wikisource,,,,,,,,False,,missing_page
不詳/翠光亭,楊徽之,wikipedia,楊徽之,https://zh.wikipedia.org/wiki/%E6%A5%8A%E5%BE%BD%E4%B9%8B,921,1000,北宋,death_year_1000_le_1127,categories,True,1000年逝世；921年出生,resolved
不詳/翻譯名義集,釋法雲,wikisource,Author:釋法雲,https://zh.wikisource.org/wiki/Author:%E9%87%8B%E6%B3%95%E9%9B%B2,,,,insufficient_date_evidence,no_dates,True,,no_usable_date
不詳/翻譯名義集,釋法雲,wikipedia,,,,,,,,False,,missing_page
不詳/肯綮錄,趙叔向,wikisource,,,,,,,,False,,missing_page
不詳/肯綮錄,趙叔向,wikisource,,,,,,,,False,,missing_page
不詳/肯綮錄,趙叔向,wikipedia,,,,,,,,False,,missing_page
不詳/能改齋詞話,吳曾,wikisource,,,,,,,,False,,missing_page
不詳/能改齋詞話,吳曾,wikisource,,,,,,,,False,,missing_page
不詳/能改齋詞話,吳曾,wikipedia,吳曾,https://zh.wikipedia.org/wiki/%E5%90%B3%E6%9B%BE,,,,insufficient_date_evidence,no_dates,True,,no_usable_date
不詳/臨溪檜,李廌,wikisource,Author:李廌,https://zh.wikisource.org/wiki/Author:%E6%9D%8E%E5%BB%8C,1059,1109,北宋,death_year_1109_le_1127,categories,True,1059年出生；1109年逝世,resolved
不詳/臨漢隱居詩話,魏泰,wikisource,Author:魏泰,https://zh.wikisource.org/wiki/Author:%E9%AD%8F%E6%B3%B0,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/臨漢隱居詩話,魏泰,wikipedia,魏泰,https://zh.wikipedia.org/wiki/%E9%AD%8F%E6%B3%B0,,,,insufficient_date_evidence,no_dates,True,,no_usable_date
不詳/與王介甫書,司馬光,wikisource,Author:司馬光,https://zh.wikisource.org/wiki/Author:%E5%8F%B8%E9%A6%AC%E5%85%89,1019,1086,北宋,death_year_1086_le_1127,categories,True,1019年出生；1086年逝世,resolved
不詳/舟上望九華山,董嗣杲,wikisource,,,,,,,,False,,missing_page
不詳/舟上望九華山,董嗣杲,wikisource,,,,,,,,False,,missing_page
不詳/舟上望九華山,董嗣杲,wikipedia,,,,,,,,False,,missing_page
不詳/般若心經略疏連珠記,師會,wikisource,,,,,,,,False,,missing_page
不詳/般若心經略疏連珠記,師會,wikisource,,,,,,,,False,,missing_page
不詳/般若心經略疏連珠記,師會,wikipedia,,,,,,,,False,,missing_page
不詳/艇齋詩話,曾季貍,wikisource,,,,,,,,False,,missing_page
不詳/艇齋詩話,曾季貍,wikisource,,,,,,,,False,,missing_page
不詳/艇齋詩話,曾季貍,wikipedia,曾季狸,https://zh.wikipedia.org/wiki/%E6%9B%BE%E5%AD%A3%E7%8B%B8,1120,1179,南宋,death_year_1179_gt_1127,categories+wikitext_lifespan,True,1120年出生 | 1178 —1179,resolved
不詳/艮嶽記,張淏,wikisource,,,,,,,,False,,missing_page
不詳/艮嶽記,張淏,wikisource,,,,,,,,False,,missing_page
不詳/艮嶽記,張淏,wikipedia,张淏,https://zh.wikipedia.org/wiki/%E5%BC%A0%E6%B7%8F,,,,insufficient_date_evidence,no_dates,True,,no_usable_date
不詳/良馬對,岳飛,wikisource,Author:岳飛,https://zh.wikisource.org/wiki/Author:%E5%B2%B3%E9%A3%9B,1103,1142,南宋,death_year_1142_gt_1127,categories,True,1103年出生；1142年逝世,resolved
不詳/芍藥譜 (吳曾),吳曾,wikisource,,,,,,,,False,,missing_page
不詳/芍藥譜 (吳曾),吳曾,wikisource,,,,,,,,False,,missing_page
不詳/芍藥譜 (吳曾),吳曾,wikipedia,吳曾,https://zh.wikipedia.org/wiki/%E5%90%B3%E6%9B%BE,,,,insufficient_date_evidence,no_dates,True,,no_usable_date
不詳/芝園集,元照,wikisource,,,,,,,,False,,missing_page
不詳/芝園集,元照,wikisource,,,,,,,,False,,missing_page
不詳/芝園集,元照,wikipedia,元照,https://zh.wikipedia.org/wiki/%E5%85%83%E7%85%A7,1048,1116,北宋,death_year_1116_le_1127,categories,True,1048年出生；1116年逝世,resolved
不詳/苕溪漁隱叢話,胡仔,wikisource,Author:胡仔,https://zh.wikisource.org/wiki/Author:%E8%83%A1%E4%BB%94,1095,1170,南宋,death_year_1170_gt_1127,categories,True,1095年出生；1170年逝世,resolved
不詳/苕溪漁隱詞話,胡仔,wikisource,Author:胡仔,https://zh.wikisource.org/wiki/Author:%E8%83%A1%E4%BB%94,1095,1170,南宋,death_year_1170_gt_1127,categories,True,1095年出生；1170年逝世,resolved
不詳/茶山解嘲,葛勝仲,wikisource,,,,,,,,False,,missing_page
不詳/茶山解嘲,葛勝仲,wikisource,,,,,,,,False,,missing_page
不詳/茶山解嘲,葛勝仲,wikipedia,葛勝仲,https://zh.wikipedia.org/wiki/%E8%91%9B%E5%8B%9D%E4%BB%B2,1072,1144,南宋,death_year_1144_gt_1127,categories,True,1072年出生；1144年逝世,resolved
不詳/茶竈,項安世,wikisource,,,,,,,,False,,missing_page
不詳/茶竈,項安世,wikisource,,,,,,,,False,,missing_page
不詳/茶竈,項安世,wikipedia,项安世,https://zh.wikipedia.org/wiki/%E9%A1%B9%E5%AE%89%E4%B8%96,1153,1208,南宋,death_year_1208_gt_1127,categories,True,1153年出生；1208年逝世,resolved
不詳/荈茗錄,陶穀,wikisource,Author:陶穀,https://zh.wikisource.org/wiki/Author:%E9%99%B6%E7%A9%80,903,970,北宋,death_year_970_le_1127,categories,True,903年出生；970年逝世,resolved
不詳/草堂詩話,蔡夢弼,wikisource,,,,,,,,False,,missing_page
不詳/草堂詩話,蔡夢弼,wikisource,,,,,,,,False,,missing_page
不詳/草堂詩話,蔡夢弼,wikipedia,,,,,,,,False,,missing_page
不詳/荔枝譜 (吳曾),吳曾,wikisource,,,,,,,,False,,missing_page
不詳/荔枝譜 (吳曾),吳曾,wikisource,,,,,,,,False,,missing_page
不詳/荔枝譜 (吳曾),吳曾,wikipedia,吳曾,https://zh.wikipedia.org/wiki/%E5%90%B3%E6%9B%BE,,,,insufficient_date_evidence,no_dates,True,,no_usable_date
不詳/菩提心離相論,龍樹菩薩,wikisource,Author:龍樹菩薩,https://zh.wikisource.org/wiki/Author:%E9%BE%8D%E6%A8%B9%E8%8F%A9%E8%96%A9,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/菩提心離相論,龍樹菩薩,wikipedia,龍樹,https://zh.wikipedia.org/wiki/%E9%BE%8D%E6%A8%B9,,,,not_song_context,no_dates,False,,rejected_non_song_or_disambiguation
不詳/菩薩蠻 (呂本中),呂本中,wikisource,Author:呂本中,https://zh.wikisource.org/wiki/Author:%E5%91%82%E6%9C%AC%E4%B8%AD,1084,1145,南宋,death_year_1145_gt_1127,categories,True,1084年出生；1145年逝世,resolved
不詳/菩薩蠻 (李億),李億,wikisource,,,,,,,,False,,missing_page
不詳/菩薩蠻 (李億),李億,wikisource,,,,,,,,False,,missing_page
不詳/菩薩蠻 (李億),李億,wikipedia,,,,,,,,False,,missing_page
不詳/華嚴庵,李廌,wikisource,Author:李廌,https://zh.wikisource.org/wiki/Author:%E6%9D%8E%E5%BB%8C,1059,1109,北宋,death_year_1109_le_1127,categories,True,1059年出生；1109年逝世,resolved
不詳/華陽宮記,祖秀,wikisource,,,,,,,,False,,missing_page
不詳/華陽宮記,祖秀,wikisource,,,,,,,,False,,missing_page
