row_uid	polity_id	display_name	start_year	end_year	type	periods	english_name	english_page_title	ja_page_title	ja_name_source	raw_dates	interval_index	date_basis	region_en	province_en	review_status	notes	computed_periods	periods_original	merge_status	merge_issues
han_0140	japan.kishu	紀州藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Kishū	Kishū Domain	紀州藩	html_alternate_ja	1600-1871		polity	Kansai	Kii Province (Present-day Wakayama and Southern Mie Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0141	japan.kishiwada	岸和田藩	1594	1871	藩	安土桃山時代;江戸時代;明治時代	Kishiwada	Kishiwada Domain	岸和田藩	html_alternate_ja	1594-1871		polity	Kansai	Izumi Province (Present-day Southern Osaka Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0142	japan.hakata	伯太藩	1727	1871	藩	江戸時代;明治時代	Hakata	Hakata Domain	伯太藩	html_alternate_ja	1727-1871		polity	Kansai	Izumi Province (Present-day Southern Osaka Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0143	japan.sayama	狭山藩	1600	1869	藩	安土桃山時代;江戸時代;明治時代	Sayama	Sayama Domain	狭山藩	html_alternate_ja	1600-1869		polity	Kansai	Kawachi Province (Present-day Eastern Osaka Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0144	japan.tannan	丹南藩	1623	1871	藩	江戸時代;明治時代	Tannan	Tannan Domain	丹南藩	html_alternate_ja	1623-1871		polity	Kansai	Kawachi Province (Present-day Eastern Osaka Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0145	japan.takatsuki	高槻藩	1615	1871	藩	江戸時代;明治時代	Takatsuki	Takatsuki Domain	高槻藩	html_alternate_ja	1615-1871		polity	Kansai	Settsu Province (Present-day Eastern Hyogo and Northern Osaka Prefectures)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0146	japan.asada	麻田藩	1615	1871	藩	江戸時代;明治時代	Asada	Asada Domain	麻田藩	html_alternate_ja	1615-1871		polity	Kansai	Settsu Province (Present-day Eastern Hyogo and Northern Osaka Prefectures)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0147	japan.amagasaki	尼崎藩	1615	1871	藩	江戸時代;明治時代	Amagasaki	Amagasaki Domain	尼崎藩	html_alternate_ja	1615-1871		polity	Kansai	Settsu Province (Present-day Eastern Hyogo and Northern Osaka Prefectures)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0148	japan.sanda	三田藩	1633	1871	藩	江戸時代;明治時代	Sanda	Sanda Domain	三田藩	html_alternate_ja	1633-1871		polity	Kansai	Settsu Province (Present-day Eastern Hyogo and Northern Osaka Prefectures)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0149	japan.sonobe	園部藩	1619	1871	藩	江戸時代;明治時代	Sonobe	Sonobe Domain	園部藩	html_alternate_ja	1619-1871		polity	Kansai	Tanba Province (Present-day Northeastern Hyogo and Central Kyoto Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0150	japan.yamaga	山家藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Yamaga	Yamaga Domain	山家藩	html_alternate_ja	1600-1871		polity	Kansai	Tanba Province (Present-day Northeastern Hyogo and Central Kyoto Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0151	japan.ayabe	綾部藩	1633	1871	藩	江戸時代;明治時代	Ayabe	Ayabe Domain	綾部藩	html_alternate_ja	1633-1871		polity	Kansai	Tanba Province (Present-day Northeastern Hyogo and Central Kyoto Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0152	japan.sasayama	篠山藩	1609	1871	藩	江戸時代;明治時代	Sasayama	Sasayama Domain	篠山藩	html_alternate_ja	1609-1871		polity	Kansai	Tanba Province (Present-day Northeastern Hyogo and Central Kyoto Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0153	japan.tango_tanabe	丹後田辺藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Tango-Tanabe	Tango-Tanabe Domain	丹後田辺藩	html_alternate_ja	1600-1871		polity	Kansai	Tango Province (Present-day Northern Kyoto Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0154	japan.akashi	明石藩	1617	1871	藩	江戸時代;明治時代	Akashi	Akashi Domain	明石藩	html_alternate_ja	1617-1871		polity	Kansai	Harima Province (Present-day Southern Hyogo Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0155	japan.ono	小野藩	1636	1871	藩	江戸時代;明治時代	Ono	Ono Domain	小野藩	html_alternate_ja	1636-1871		polity	Kansai	Harima Province (Present-day Southern Hyogo Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0156	japan.mikusa	三草藩	1746	1871	藩	江戸時代;明治時代	Mikusa	Mikusa Domain	三草藩	html_alternate_ja	1746-1871		polity	Kansai	Harima Province (Present-day Southern Hyogo Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0157	japan.himeji	姫路藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Himeji	Himeji Domain	姫路藩	html_alternate_ja	1600-1871		polity	Kansai	Harima Province (Present-day Southern Hyogo Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0158	japan.hayashida	林田藩	1617	1871	藩	江戸時代;明治時代	Hayashida	Hayashida Domain	林田藩	html_alternate_ja	1617-1871		polity	Kansai	Harima Province (Present-day Southern Hyogo Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0159	japan.tatsuno	龍野藩	1672	1871	藩	江戸時代;明治時代	Tatsuno	Tatsuno Domain	龍野藩	html_alternate_ja	1672-1871		polity	Kansai	Harima Province (Present-day Southern Hyogo Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0160	japan.anji	安志藩	1716	1871	藩	江戸時代;明治時代	Anji	Anji Domain	安志藩	html_alternate_ja	1716-1871		polity	Kansai	Harima Province (Present-day Southern Hyogo Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0161	japan.mikazuki	三日月藩	1697	1871	藩	江戸時代;明治時代	Mikazuki	Mikazuki Domain	三日月藩	html_alternate_ja	1697-1871		polity	Kansai	Harima Province (Present-day Southern Hyogo Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0162	japan.ako	赤穂藩	1615	1871	藩	江戸時代;明治時代	Akō	Akō Domain	赤穂藩	html_alternate_ja	1615-1871		polity	Kansai	Harima Province (Present-day Southern Hyogo Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0163	japan.yamasaki	山崎藩	1615	1871	藩	江戸時代;明治時代	Yamasaki	Yamasaki Domain	山崎藩	html_alternate_ja	1615-1871		polity	Kansai	Harima Province (Present-day Southern Hyogo Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0164	japan.izushi	出石藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Izushi	Izushi Domain	出石藩	html_alternate_ja	1600-1871		polity	Kansai	Tajima Province (Present-day Northern Hyogo Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0165	japan.toyooka	豊岡藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Toyooka	Toyooka Domain	豊岡藩	html_alternate_ja	1600-1871		polity	Kansai	Tajima Province (Present-day Northern Hyogo Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0166	japan.tottori	鳥取藩	1587	1871	藩	安土桃山時代;江戸時代;明治時代	Tottori	Tottori Domain	鳥取藩	html_alternate_ja	1587-1871		polity	Chūgoku	Inaba Province (Present-day Eastern Tottori Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0167	japan.shikano	鳥取藩	1640	1662	藩	江戸時代	Shikano	Shikano Domain	鳥取藩	html_alternate_ja	1640-1662		polity	Chūgoku	Inaba Province (Present-day Eastern Tottori Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代	江戸時代	folder_ready	
han_0168	japan.wakasa	鳥取藩	1868	1870	藩	明治時代	Wakasa	Wakasa Domain	鳥取藩	html_alternate_ja	1868-1870		polity	Chūgoku	Inaba Province (Present-day Eastern Tottori Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	明治時代	明治時代	folder_ready	
han_0169	japan.hirose	広瀬藩	1666	1868	藩	江戸時代	Hirose	Hirose Domain	広瀬藩	html_alternate_ja	1666-1868		polity	Chūgoku	Izumo Province (Present-day Eastern Shimane Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代	江戸時代	folder_ready	
han_0170	japan.matsue	松江藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Matsue	Matsue Domain	松江藩	html_alternate_ja	1600-1871		polity	Chūgoku	Izumo Province (Present-day Eastern Shimane Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0171	japan.hamada	浜田藩	1618	1866	藩	江戸時代	Hamada	Hamada Domain	浜田藩	html_alternate_ja	1618-1866		polity	Chūgoku	Iwami Province (Present-day Western Shimane Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代	江戸時代	folder_ready	
han_0172	japan.tsuwano	津和野藩	1601	1868	藩	安土桃山時代;江戸時代	Tsuwano	Tsuwano Domain	津和野藩	html_alternate_ja	1601-1868		polity	Chūgoku	Iwami Province (Present-day Western Shimane Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代	安土桃山時代;江戸時代	folder_ready	
han_0173	japan.okayama	岡山藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Okayama	Okayama Domain	岡山藩	html_alternate_ja	1600-1871		polity	Chūgoku	Bizen Province (Present-day Southwestern Okayama Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0174	japan.tsuyama	津山藩	1603	1871	藩	江戸時代;明治時代	Tsuyama	Tsuyama Domain	津山藩	html_alternate_ja	1603-1871		polity	Chūgoku	Mimasaka Province (Present-day Northeastern Okayama Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0175	japan.ashimori	足守藩	1601	1871	藩	安土桃山時代;江戸時代;明治時代	Ashimori	Ashimori Domain	足守藩	html_alternate_ja	1601-1871		polity	Chūgoku	Bitchū Province (Present-day Western Okayama Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0176	japan.okada	岡田藩	1615	1871	藩	江戸時代;明治時代	Okada	Okada Domain	岡田藩	html_alternate_ja	1615-1871		polity	Chūgoku	Bitchū Province (Present-day Western Okayama Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0177	japan.niimi	新見藩	1697	1871	藩	江戸時代;明治時代	Niimi	Niimi Domain	新見藩	html_alternate_ja	1697-1871		polity	Chūgoku	Bitchū Province (Present-day Western Okayama Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0178	japan.hiroshima	広島藩	1591	1871	藩	安土桃山時代;江戸時代;明治時代	Hiroshima	Hiroshima Domain	広島藩	html_alternate_ja	1591-1871		polity	Chūgoku	Aki Province (Present-day Western Hiroshima Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0179	japan.hiroshimashinden	広島藩	1730	1869	藩	江戸時代;明治時代	Hiroshimashinden	Hiroshimashinden Domain	広島藩	html_alternate_ja	1730-1869		polity	Chūgoku	Aki Province (Present-day Western Hiroshima Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0180	japan.iwakuni	岩国藩	1587	1871	藩	安土桃山時代;江戸時代;明治時代	Iwakuni	Iwakuni Domain	岩国藩	html_alternate_ja	1587-1871		polity	Chūgoku	Suō Province (Present-day Eastern Yamaguchi Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0181	japan.tokuyama	徳山藩	1650	1871	藩	江戸時代;明治時代	Tokuyama	Tokuyama Domain	徳山藩	html_alternate_ja	1650-1871		polity	Chūgoku	Suō Province (Present-day Eastern Yamaguchi Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0182	japan.chofu	長府藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Chōfu	Chōfu Domain	長府藩	html_alternate_ja	1600-1871		polity	Chūgoku	Nagato Province (Present-day Western Yamaguchi Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0183	japan.kiyosue	清末藩	1653	1871	藩	江戸時代;明治時代	Kiyosue	Kiyosue Domain	清末藩	html_alternate_ja	1653-1871		polity	Chūgoku	Nagato Province (Present-day Western Yamaguchi Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0184	japan.tokushima	徳島藩	1601	1871	藩	安土桃山時代;江戸時代;明治時代	Tokushima	Tokushima Domain	徳島藩	html_alternate_ja	1601-1871		polity	Shikoku	Awa Province (Present-day Tokushima Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0185	japan.awa_katsuyama	安房勝山藩	1622	1871	藩	江戸時代;明治時代	Awa-Katsuyama	Awa-Katsuyama Domain	安房勝山藩	html_alternate_ja	1622-1871		polity	Shikoku	Awa Province (Present-day Tokushima Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0186	japan.tateyama	館山藩	1593	1871	藩	安土桃山時代;江戸時代;明治時代	Tateyama	Tateyama Domain	館山藩	html_alternate_ja	1593-1871		polity	Shikoku	Awa Province (Present-day Tokushima Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0187	japan.hojo	北条藩	1638	1827	藩	江戸時代	Hōjō	Hōjō Domain	北条藩	html_alternate_ja	1638-1827		polity	Shikoku	Awa Province (Present-day Tokushima Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代	江戸時代	folder_ready	
han_0188	japan.komatsu	小松藩	1636	1871	藩	江戸時代;明治時代	Komatsu	Komatsu Domain	小松藩	html_alternate_ja	1636-1871		polity	Shikoku	Iyo Province (Present-day Ehime Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0189	japan.iyo_matsuyama	伊予松山藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Iyo-Matsuyama	Iyo-Matsuyama Domain	伊予松山藩	html_alternate_ja	1600-1871		polity	Shikoku	Iyo Province (Present-day Ehime Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0190	japan.ozu	大洲藩	1608	1871	藩	江戸時代;明治時代	Ozu	Ozu Domain	大洲藩	html_alternate_ja	1608-1871		polity	Shikoku	Iyo Province (Present-day Ehime Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0191	japan.niiya	新谷藩	1623	1868	藩	江戸時代	Niiya	Niiya Domain	新谷藩	html_alternate_ja	1623-1868		polity	Shikoku	Iyo Province (Present-day Ehime Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代	江戸時代	folder_ready	
han_0192	japan.iyo_yoshida	伊予吉田藩	1657	1871	藩	江戸時代;明治時代	Iyo-Yoshida	Iyo-Yoshida Domain	伊予吉田藩	html_alternate_ja	1657-1871		polity	Shikoku	Iyo Province (Present-day Ehime Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0193	japan.tosa	土佐藩	1601	1871	藩	安土桃山時代;江戸時代;明治時代	Tosa	Tosa Domain	土佐藩	html_alternate_ja	1601-1871		polity	Shikoku	Tosa Province (Present-day Kochi Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0194	japan.fukuoka	福岡藩	1600	1868	藩	安土桃山時代;江戸時代	Fukuoka	Fukuoka Domain	福岡藩	html_alternate_ja	1600-1868		polity	Kyūshū	Chikuzen Province (Present-day Northwestern Fukuoka Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代	安土桃山時代;江戸時代	folder_ready	
han_0195	japan.akizuki	秋月藩	1623	1871	藩	江戸時代;明治時代	Akizuki	Akizuki Domain	秋月藩	html_alternate_ja	1623-1871		polity	Kyūshū	Chikuzen Province (Present-day Northwestern Fukuoka Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0196	japan.kurume	久留米藩	1620	1871	藩	江戸時代;明治時代	Kurume	Kurume Domain	久留米藩	html_alternate_ja	1620-1871		polity	Kyūshū	Chikugo Province (Present-day Southern Fukuoka Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0197	japan.yanagawa	柳河藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Yanagawa	Yanagawa Domain	柳河藩	html_alternate_ja	1600-1871		polity	Kyūshū	Chikugo Province (Present-day Southern Fukuoka Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0198	japan.kokura	小倉藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Kokura	Kokura Domain	小倉藩	html_alternate_ja	1600-1871		polity	Kyūshū	Buzen Province (Present-day Northeastern Fukuoka and Northwestern Oita Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0199	japan.nakatsu	中津藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Nakatsu	Nakatsu Domain	中津藩	html_alternate_ja	1600-1871		polity	Kyūshū	Buzen Province (Present-day Northeastern Fukuoka and Northwestern Oita Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0200	japan.hiji	日出藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Hiji	Hiji Domain	日出藩	html_alternate_ja	1600-1871		polity	Kyūshū	Bungo Province (Present-day Central Oita Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0201	japan.funai	府内藩	1601	1871	藩	安土桃山時代;江戸時代;明治時代	Funai	Funai Domain	府内藩	html_alternate_ja	1601-1871		polity	Kyūshū	Bungo Province (Present-day Central Oita Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0202	japan.usuki	臼杵藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Usuki	Usuki Domain	臼杵藩	html_alternate_ja	1600-1871		polity	Kyūshū	Bungo Province (Present-day Central Oita Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0203	japan.saiki	佐伯藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Saiki	Saiki Domain	佐伯藩	html_alternate_ja	1600-1871		polity	Kyūshū	Bungo Province (Present-day Central Oita Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0204	japan.oka	岡藩	1594	1871	藩	安土桃山時代;江戸時代;明治時代	Oka	Oka Domain	岡藩	html_alternate_ja	1594-1871		polity	Kyūshū	Bungo Province (Present-day Central Oita Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0205	japan.karatsu	唐津藩	1593	1871	藩	安土桃山時代;江戸時代;明治時代	Karatsu	Karatsu Domain	唐津藩	html_alternate_ja	1593-1871		polity	Kyūshū	Hizen Province (Present-day Saga and Nagasaki Prefectures)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0206	japan.saga	佐賀藩	1593	1871	藩	安土桃山時代;江戸時代;明治時代	Saga	Saga Domain	佐賀藩	html_alternate_ja	1593-1871		polity	Kyūshū	Hizen Province (Present-day Saga and Nagasaki Prefectures)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0207	japan.hasunoike	蓮池藩	1642	1871	藩	江戸時代;明治時代	Hasunoike	Hasunoike Domain	蓮池藩	html_alternate_ja	1642-1871		polity	Kyūshū	Hizen Province (Present-day Saga and Nagasaki Prefectures)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0208	japan.ogi	小城藩	1642	1871	藩	江戸時代;明治時代	Ogi	Ogi Domain	小城藩	html_alternate_ja	1642-1871		polity	Kyūshū	Hizen Province (Present-day Saga and Nagasaki Prefectures)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0209	japan.kashima	鹿島藩	1609	1871	藩	江戸時代;明治時代	Kashima	Kashima Domain	鹿島藩	html_alternate_ja	1609-1871		polity	Kyūshū	Hizen Province (Present-day Saga and Nagasaki Prefectures)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0210	japan.hirado	平戸藩	1587	1871	藩	安土桃山時代;江戸時代;明治時代	Hirado	Hirado Domain	平戸藩	html_alternate_ja	1587-1871		polity	Kyūshū	Hizen Province (Present-day Saga and Nagasaki Prefectures)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0211	japan.hiradoshinden	平戸藩	1689	1870	藩	江戸時代;明治時代	Hiradoshinden	Hiradoshinden Domain	平戸藩	html_alternate_ja	1689-1870		polity	Kyūshū	Hizen Province (Present-day Saga and Nagasaki Prefectures)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0212	japan.omura	大村藩	1587	1871	藩	安土桃山時代;江戸時代;明治時代	Ōmura	Ōmura Domain	大村藩	html_alternate_ja	1587-1871		polity	Kyūshū	Hizen Province (Present-day Saga and Nagasaki Prefectures)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0213	japan.shimabara	島原藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Shimabara	Shimabara Domain	島原藩	html_alternate_ja	1600-1871		polity	Kyūshū	Hizen Province (Present-day Saga and Nagasaki Prefectures)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
