row_uid	polity_id	display_name	start_year	end_year	type	periods	english_name	english_page_title	ja_page_title	ja_name_source	raw_dates	interval_index	date_basis	region_en	province_en	review_status	notes	computed_periods	periods_original	merge_status	merge_issues
han_0065	japan.odawara	小田原藩	1590	1871	藩	安土桃山時代;江戸時代;明治時代	Odawara	Odawara Domain	小田原藩	html_alternate_ja	1590-1871		polity	Kantō region	Sagami Province (Present-day Southwestern Kanagawa Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0066	japan.itoigawa	糸魚川藩	1692	1871	藩	江戸時代;明治時代	Itoigawa	Itoigawa Domain	糸魚川藩	html_alternate_ja	1692-1871		polity	Chūbu	Echigo Province (Present-day Niigata Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0067	japan.kurokawa	黒川藩	1724	1871	藩	江戸時代;明治時代	Kurokawa	Kurokawa Domain	黒川藩	html_alternate_ja	1724-1871		polity	Chūbu	Echigo Province (Present-day Niigata Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0068	japan.mikkaichi	三日市藩	1724	1871	藩	江戸時代;明治時代	Mikkaichi	Mikkaichi Domain	三日市藩	html_alternate_ja	1724-1871		polity	Chūbu	Echigo Province (Present-day Niigata Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0069	japan.murakami	村上藩	1598	1871	藩	安土桃山時代;江戸時代;明治時代	Murakami	Murakami Domain	村上藩	html_alternate_ja	1598-1871		polity	Chūbu	Echigo Province (Present-day Niigata Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0070	japan.muramatsu	村松藩	1639	1871	藩	江戸時代;明治時代	Muramatsu	Muramatsu Domain	村松藩	html_alternate_ja	1639-1871		polity	Chūbu	Echigo Province (Present-day Niigata Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0071	japan.nagaoka	長岡藩	1616	1871	藩	江戸時代;明治時代	Nagaoka	Nagaoka Domain	越後長岡藩	html_alternate_ja	1616-1871		polity	Chūbu	Echigo Province (Present-day Niigata Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0072	japan.shibata	新発田藩	1598	1871	藩	安土桃山時代;江戸時代;明治時代	Shibata	Shibata Domain	新発田藩	html_alternate_ja	1598-1871		polity	Chūbu	Echigo Province (Present-day Niigata Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0073	japan.shiiya	椎谷藩	1698	1871	藩	江戸時代;明治時代	Shiiya	Shiiya Domain	椎谷藩	html_alternate_ja	1698-1871		polity	Chūbu	Echigo Province (Present-day Niigata Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0074	japan.takada	高田藩	1598	1871	藩	安土桃山時代;江戸時代;明治時代	Takada	Takada Domain	高田藩	html_alternate_ja	1598-1871		polity	Chūbu	Echigo Province (Present-day Niigata Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0075	japan.yoita	与板藩	1634	1871	藩	江戸時代;明治時代	Yoita	Yoita Domain	与板藩	html_alternate_ja	1634-1871		polity	Chūbu	Echigo Province (Present-day Niigata Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0076	japan.iida	飯田藩	1601	1871	藩	安土桃山時代;江戸時代;明治時代	Iida	Iida Domain	信濃飯田藩	html_alternate_ja	1601-1871		polity	Chūbu	Shinano Province (Present-day Nagano Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0077	japan.iiyama	飯山藩	1603	1871	藩	江戸時代;明治時代	Iiyama	Iiyama Domain	飯山藩	html_alternate_ja	1603-1871		polity	Chūbu	Shinano Province (Present-day Nagano Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0078	japan.iwamurada	岩村田藩	1703	1871	藩	江戸時代;明治時代	Iwamurada	Iwamurada Domain	岩村田藩	html_alternate_ja	1703-1871		polity	Chūbu	Shinano Province (Present-day Nagano Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0079	japan.komoro	小諸藩	1590	1871	藩	安土桃山時代;江戸時代;明治時代	Komoro	Komoro Domain	小諸藩	html_alternate_ja	1590-1871		polity	Chūbu	Shinano Province (Present-day Nagano Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0080	japan.matsumoto	松本藩	1615	1871	藩	江戸時代;明治時代	Matsumoto	Matsumoto Domain	松本藩	html_alternate_ja	1615-1871		polity	Chūbu	Shinano Province (Present-day Nagano Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0081	japan.matsushiro	松代藩	1616	1871	藩	江戸時代;明治時代	Matsushiro	Matsushiro Domain	松代藩	html_alternate_ja	1616-1871		polity	Chūbu	Shinano Province (Present-day Nagano Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0082	japan.ohama	大浜藩	1765	1777	藩	江戸時代	Ōhama	Ōhama Domain	大浜藩	html_alternate_ja	1765-1777		polity	Chūbu	Shinano Province (Present-day Nagano Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代	江戸時代	folder_ready	
han_0083	japan.suzaka	須坂藩	1615	1871	藩	江戸時代;明治時代	Suzaka	Suzaka Domain	須坂藩	html_alternate_ja	1615-1871		polity	Chūbu	Shinano Province (Present-day Nagano Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0084	japan.suwa	諏訪藩	1590	1871	藩	安土桃山時代;江戸時代;明治時代	Suwa	Suwa Domain	諏訪藩	html_alternate_ja	1590-1871		polity	Chūbu	Shinano Province (Present-day Nagano Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0085	japan.ueda	上田藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Ueda	Ueda Domain	上田藩	html_alternate_ja	1600-1871		polity	Chūbu	Shinano Province (Present-day Nagano Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0086	japan.kofu	甲府藩	1603	1871	藩	江戸時代;明治時代	Kōfu	Kōfu Domain	甲府藩	html_alternate_ja	1603-1871		polity	Chūbu	Kai Province (Present-day Yamanashi Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0087	japan.toyama	富山藩	1639	1871	藩	江戸時代;明治時代	Toyama	Toyama Domain	富山藩	html_alternate_ja	1639-1871		polity	Chūbu	Etchū Province (Present-day Toyama Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0088	japan.daishoji	大聖寺藩	1639	1871	藩	江戸時代;明治時代	Daishōji	Daishōji Domain	大聖寺藩	html_alternate_ja	1639-1871		polity	Chūbu	Kaga Province (Present-day Southern Ishikawa Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0089	japan.kaga	加賀藩	1583	1871	藩	安土桃山時代;江戸時代;明治時代	Kaga	Kaga Domain	加賀藩	html_alternate_ja	1583-1871		polity	Chūbu	Kaga Province (Present-day Southern Ishikawa Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0090	japan.fukui	福井藩	1601	1871	藩	安土桃山時代;江戸時代;明治時代	Fukui	Fukui Domain	福井藩	html_alternate_ja	1601-1871		polity	Chūbu	Echizen Province (Present-day Northern Fukui Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0091	japan.maruoka	丸岡藩	1613	1871	藩	江戸時代;明治時代	Maruoka	Maruoka Domain	丸岡藩	html_alternate_ja	1613-1871		polity	Chūbu	Echizen Province (Present-day Northern Fukui Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0092	japan.ono	大野藩	1634	1871	藩	江戸時代;明治時代	Ōno	Ōno Domain	大野藩	html_alternate_ja	1634-1871		polity	Chūbu	Echizen Province (Present-day Northern Fukui Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0093	japan.sabae	鯖江藩	1720	1871	藩	江戸時代;明治時代	Sabae	Sabae Domain	鯖江藩	html_alternate_ja	1720-1871		polity	Chūbu	Echizen Province (Present-day Northern Fukui Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0094	japan.tsuruga	敦賀藩	1682	1871	藩	江戸時代;明治時代	Tsuruga	Tsuruga Domain	敦賀藩	html_alternate_ja	1682-1871		polity	Chūbu	Echizen Province (Present-day Northern Fukui Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0095	japan.echizen_katsuyama	越前勝山藩	1682	1871	藩	江戸時代;明治時代	Echizen-Katsuyama	Echizen-Katsuyama Domain	越前勝山藩	html_alternate_ja	1682-1871		polity	Chūbu	Echizen Province (Present-day Northern Fukui Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0096	japan.obama	小浜藩	1601	1871	藩	安土桃山時代;江戸時代;明治時代	Obama	Obama Domain	小浜藩	html_alternate_ja	1601-1871		polity	Chūbu	Wakasa Province (Present-day Southern Fukui Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0097	japan.numazu	沼津藩	1601	1871	藩	安土桃山時代;江戸時代;明治時代	Numazu	Numazu Domain	沼津藩	html_alternate_ja	1601-1871		polity	Tōkai	Suruga Province (Present-day Central Shizuoka Prefecture around Shizuoka City)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0098	japan.ojima	小島藩	1689	1868	藩	江戸時代	Ōjima	Ōjima Domain	小島藩	html_alternate_ja	1689-1868		polity	Tōkai	Suruga Province (Present-day Central Shizuoka Prefecture around Shizuoka City)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代	江戸時代	folder_ready	
han_0099	japan.tanaka	田中藩	1601	1868	藩	安土桃山時代;江戸時代	Tanaka	Tanaka Domain	田中藩	html_alternate_ja	1601-1868		polity	Tōkai	Suruga Province (Present-day Central Shizuoka Prefecture around Shizuoka City)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代	安土桃山時代;江戸時代	folder_ready	
han_0100	japan.sagara	相良藩	1692	1871	藩	江戸時代;明治時代	Sagara	Sagara Domain	相良藩	html_alternate_ja	1692–1871		polity	Tōkai	Tōtōmi Province (Present-day Western Shizuoka Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0101	japan.kakegawa	掛川藩	1601	1871	藩	安土桃山時代;江戸時代;明治時代	Kakegawa	Kakegawa Domain	掛川藩	html_alternate_ja	1601-1871		polity	Tōkai	Tōtōmi Province (Present-day Western Shizuoka Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0102	japan.yokosuka	横須賀藩	1601	1871	藩	安土桃山時代;江戸時代;明治時代	Yokosuka	Yokosuka Domain	横須賀藩	html_alternate_ja	1601-1871		polity	Tōkai	Tōtōmi Province (Present-day Western Shizuoka Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0103	japan.hamamatsu	浜松藩	1601	1868	藩	安土桃山時代;江戸時代	Hamamatsu	Hamamatsu Domain	浜松藩	html_alternate_ja	1601-1868		polity	Tōkai	Tōtōmi Province (Present-day Western Shizuoka Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代	安土桃山時代;江戸時代	folder_ready	
han_0104	japan.yoshida	吉田藩	1601	1871	藩	安土桃山時代;江戸時代;明治時代	Yoshida	Yoshida Domain	三河吉田藩	html_alternate_ja	1601-1871		polity	Tōkai	Mikawa Province (Present-day Eastern Aichi Prefecture around Toyohashi)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0105	japan.tahara	田原藩	1601	1871	藩	安土桃山時代;江戸時代;明治時代	Tahara	Tahara Domain	田原藩	html_alternate_ja	1601-1871		polity	Tōkai	Mikawa Province (Present-day Eastern Aichi Prefecture around Toyohashi)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0106	japan.okazaki	岡崎藩	1601	1871	藩	安土桃山時代;江戸時代;明治時代	Okazaki	Okazaki Domain	岡崎藩	html_alternate_ja	1601-1871		polity	Tōkai	Mikawa Province (Present-day Eastern Aichi Prefecture around Toyohashi)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0107	japan.koromo	挙母藩	1749	1871	藩	江戸時代;明治時代	Koromo	Koromo Domain	挙母藩	html_alternate_ja	1749-1871		polity	Tōkai	Mikawa Province (Present-day Eastern Aichi Prefecture around Toyohashi)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0108	japan.nishio	西尾藩	1601	1871	藩	安土桃山時代;江戸時代;明治時代	Nishio	Nishio Domain	西尾藩	html_alternate_ja	1601-1871		polity	Tōkai	Mikawa Province (Present-day Eastern Aichi Prefecture around Toyohashi)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0109	japan.kariya	刈谷藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Kariya	Kariya Domain	刈谷藩	html_alternate_ja	1600-1871		polity	Tōkai	Mikawa Province (Present-day Eastern Aichi Prefecture around Toyohashi)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0110	japan.okutono	奥殿藩	1711	1863	藩	江戸時代	Okutono	Okutono Domain	奥殿藩	html_alternate_ja	1711-1863		polity	Tōkai	Mikawa Province (Present-day Eastern Aichi Prefecture around Toyohashi)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代	江戸時代	folder_ready	
han_0111	japan.owari	尾張藩	1610	1871	藩	江戸時代;明治時代	Owari	Owari Domain	尾張藩	html_alternate_ja	1610-1871		polity	Tōkai	Owari Province (Present-day Western Aichi Prefecture around Nagoya)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0112	japan.inuyama	犬山藩	1617	1871	藩	江戸時代;明治時代	Inuyama	Inuyama Domain	犬山藩	html_alternate_ja	1617-1871		polity	Tōkai	Owari Province (Present-day Western Aichi Prefecture around Nagoya)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0113	japan.ogawa	緒川藩	1601	1606	藩	安土桃山時代;江戸時代	Ogawa	Ogawa Domain	緒川藩	html_alternate_ja	1601-1606		polity	Tōkai	Owari Province (Present-day Western Aichi Prefecture around Nagoya)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代	安土桃山時代;江戸時代	folder_ready	
han_0114	japan.hida_takayama	飛騨高山藩	1586	1692	藩	安土桃山時代;江戸時代	Hida-Takayama	Hida-Takayama Domain	飛騨高山藩	html_alternate_ja	1586-1692		polity	Tōkai	Hida Province (Present-day Northern Gifu Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代	安土桃山時代;江戸時代	folder_ready	
han_0115	japan.naegi	苗木藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Naegi	Naegi Domain	苗木藩	html_alternate_ja	1600-1871		polity	Tōkai	Mino Province (Present-day Southern Gifu Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0116	japan.iwamura	岩村藩	1601	1871	藩	安土桃山時代;江戸時代;明治時代	Iwamura	Iwamura Domain	岩村藩	html_alternate_ja	1601-1871		polity	Tōkai	Mino Province (Present-day Southern Gifu Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0117	japan.kano	加納藩	1601	1871	藩	安土桃山時代;江戸時代;明治時代	Kanō	Kanō Domain	加納藩	html_alternate_ja	1601-1871		polity	Tōkai	Mino Province (Present-day Southern Gifu Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0118	japan.takatomi	高富藩	1664	1871	藩	江戸時代;明治時代	Takatomi	Takatomi Domain	高富藩	html_alternate_ja	1664-1871		polity	Tōkai	Mino Province (Present-day Southern Gifu Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0119	japan.gujo	八幡藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Gujō	Gujō Domain	郡上藩	html_alternate_ja	1600-1871		polity	Tōkai	Mino Province (Present-day Southern Gifu Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0120	japan.ogaki	大垣藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Ōgaki	Ōgaki Domain	大垣藩	html_alternate_ja	1600-1871		polity	Tōkai	Mino Province (Present-day Southern Gifu Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0121	japan.kuwana	桑名藩	1601	1871	藩	安土桃山時代;江戸時代;明治時代	Kuwana	Kuwana Domain	桑名藩	html_alternate_ja	1601-1871		polity	Kansai	Ise Province (Present-day Central Mie Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0122	japan.komono	菰野藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Komono	Komono Domain	菰野藩	html_alternate_ja	1600-1871		polity	Kansai	Ise Province (Present-day Central Mie Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0123	japan.kanbe	神戸藩	1651	1871	藩	江戸時代;明治時代	Kanbe	Kanbe Domain	神戸藩	html_alternate_ja	1651-1871		polity	Kansai	Ise Province (Present-day Central Mie Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0124	japan.ise_kameyama	伊勢亀山藩	1601	1871	藩	安土桃山時代;江戸時代;明治時代	Ise-Kameyama	Ise-Kameyama Domain	伊勢亀山藩	html_alternate_ja	1601-1871		polity	Kansai	Ise Province (Present-day Central Mie Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0125	japan.tsu	津藩	1594	1871	藩	安土桃山時代;江戸時代;明治時代	Tsu	Tsu Domain	津藩	html_alternate_ja	1594-1871		polity	Kansai	Ise Province (Present-day Central Mie Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0126	japan.hisai	久居藩	1669	1871	藩	江戸時代;明治時代	Hisai	Hisai Domain	久居藩	html_alternate_ja	1669-1871		polity	Kansai	Ise Province (Present-day Central Mie Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0127	japan.omizo	大溝藩	1619	1871	藩	江戸時代;明治時代	Ōmizo	Ōmizo Domain	大溝藩	html_alternate_ja	1619-1871		polity	Kansai	Ōmi Province (Present-day Shiga Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0128	japan.hikone	彦根藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Hikone	Hikone Domain	彦根藩	html_alternate_ja	1600-1871		polity	Kansai	Ōmi Province (Present-day Shiga Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0129	japan.yamakami	山上藩	1698	1871	藩	江戸時代;明治時代	Yamakami	Yamakami Domain	山上藩	html_alternate_ja	1698-1871		polity	Kansai	Ōmi Province (Present-day Shiga Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0130	japan.mikami	三上藩	1690	1871	藩	江戸時代;明治時代	Mikami	Mikami Domain	三上藩	html_alternate_ja	1690-1871		polity	Kansai	Ōmi Province (Present-day Shiga Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0131	japan.nisshoji	仁正寺藩	1620	1871	藩	江戸時代;明治時代	Nisshōji	Nisshōji Domain	仁正寺藩	html_alternate_ja	1620-1871		polity	Kansai	Ōmi Province (Present-day Shiga Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0132	japan.minakuchi	水口藩	1712	1871	藩	江戸時代;明治時代	Minakuchi	Minakuchi Domain	水口藩	html_alternate_ja	1712-1871		polity	Kansai	Ōmi Province (Present-day Shiga Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0133	japan.zeze	膳所藩	1601	1871	藩	安土桃山時代;江戸時代;明治時代	Zeze	Zeze Domain	膳所藩	html_alternate_ja	1601-1871		polity	Kansai	Ōmi Province (Present-day Shiga Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0134	japan.yodo	淀藩	1623	1871	藩	江戸時代;明治時代	Yodo	Yodo Domain	淀藩	html_alternate_ja	1623-1871		polity	Kansai	Yamashiro Province (Present-day Southern Kyoto Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0135	japan.koriyama	郡山藩	1615	1871	藩	江戸時代;明治時代	Kōriyama	Kōriyama Domain	郡山藩	html_alternate_ja	1615-1871		polity	Kansai	Yamato Province (Present-day Nara Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0136	japan.koizumi	小泉藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Koizumi	Koizumi Domain	小泉藩	html_alternate_ja	1600-1871		polity	Kansai	Yamato Province (Present-day Nara Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代;明治時代	安土桃山時代;江戸時代;明治時代	folder_ready	
han_0137	japan.yanagimoto	柳本藩	1615	1871	藩	江戸時代;明治時代	Yanagimoto	Yanagimoto Domain	柳本藩	html_alternate_ja	1615-1871		polity	Kansai	Yamato Province (Present-day Nara Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
han_0138	japan.uda_matsuyama	宇陀松山藩	1600	1695	藩	安土桃山時代;江戸時代	Uda-Matsuyama	Uda-Matsuyama Domain	宇陀松山藩	html_alternate_ja	1600-1695		polity	Kansai	Yamato Province (Present-day Nara Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	安土桃山時代;江戸時代	安土桃山時代;江戸時代	folder_ready	
han_0139	japan.takatori	高取藩	1640	1871	藩	江戸時代;明治時代	Takatori	Takatori Domain	高取藩	html_alternate_ja	1640-1871		polity	Kansai	Yamato Province (Present-day Nara Prefecture)	ok	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.	江戸時代;明治時代	江戸時代;明治時代	folder_ready	
