moe_id,glyph,canonical_moe_id,canonical_glyph,status,error,record_url
A00103-016,仚,A00103,企,canonical_group_error,A00103 企: LookupError: A00103: search for canonical glyph '企' returned no detail IDs.,
A00104-001,󰇟,A00104,位,canonical_group_error,A00104 位: LookupError: A00104: search for canonical glyph '位' returned no detail IDs.,
A00104-002,𢓔,A00104,位,canonical_group_error,A00104 位: LookupError: A00104: search for canonical glyph '位' returned no detail IDs.,
A00104-003,󰇠,A00104,位,canonical_group_error,A00104 位: LookupError: A00104: search for canonical glyph '位' returned no detail IDs.,
A00104-004,󰇡,A00104,位,canonical_group_error,A00104 位: LookupError: A00104: search for canonical glyph '位' returned no detail IDs.,
A00106-001,㑏,A00106,佇,canonical_group_error,A00106 佇: LookupError: A00106: search for canonical glyph '佇' returned no detail IDs.,
A00106-002,𡀐,A00106,佇,canonical_group_error,A00106 佇: LookupError: A00106: search for canonical glyph '佇' returned no detail IDs.,
A00106-003,竚,A00106,佇,canonical_group_error,A00106 佇: LookupError: A00106: search for canonical glyph '佇' returned no detail IDs.,
A00106-004,󰇢,A00106,佇,canonical_group_error,A00106 佇: LookupError: A00106: search for canonical glyph '佇' returned no detail IDs.,
A00106-006,󰇣,A00106,佇,canonical_group_error,A00106 佇: LookupError: A00106: search for canonical glyph '佇' returned no detail IDs.,
A00107-001,󰇤,A00107,佗,canonical_group_error,A00107 佗: LookupError: A00107: search for canonical glyph '佗' returned no detail IDs.,
A00107-002,它,A00107,佗,canonical_group_error,A00107 佗: LookupError: A00107: search for canonical glyph '佗' returned no detail IDs.,
A00107-003,󰇥,A00107,佗,canonical_group_error,A00107 佗: LookupError: A00107: search for canonical glyph '佗' returned no detail IDs.,
A00109-001,󰇩,A00109,伴,canonical_group_error,A00109 伴: LookupError: A00109: search for canonical glyph '伴' returned no detail IDs.,
A00110-001,仏,A00110,佛,canonical_group_error,A00110 佛: LookupError: A00110: search for canonical glyph '佛' returned no detail IDs.,
A00110-002,𠇛,A00110,佛,canonical_group_error,A00110 佛: LookupError: A00110: search for canonical glyph '佛' returned no detail IDs.,
A00110-003,㘬,A00110,佛,canonical_group_error,A00110 佛: LookupError: A00110: search for canonical glyph '佛' returned no detail IDs.,
A00110-004,𦤲,A00110,佛,canonical_group_error,A00110 佛: LookupError: A00110: search for canonical glyph '佛' returned no detail IDs.,
A00110-005,󰇪,A00110,佛,canonical_group_error,A00110 佛: LookupError: A00110: search for canonical glyph '佛' returned no detail IDs.,
A00110-006,仸,A00110,佛,canonical_group_error,A00110 佛: LookupError: A00110: search for canonical glyph '佛' returned no detail IDs.,
A00110-007,󰇫,A00110,佛,canonical_group_error,A00110 佛: LookupError: A00110: search for canonical glyph '佛' returned no detail IDs.,
A00110-008,彿,A00110,佛,canonical_group_error,A00110 佛: LookupError: A00110: search for canonical glyph '佛' returned no detail IDs.,
A00110-009,󰇂,A00110,佛,canonical_group_error,A00110 佛: LookupError: A00110: search for canonical glyph '佛' returned no detail IDs.,
A00110-011,󰇭,A00110,佛,canonical_group_error,A00110 佛: LookupError: A00110: search for canonical glyph '佛' returned no detail IDs.,
A00110-014,󰇮,A00110,佛,canonical_group_error,A00110 佛: LookupError: A00110: search for canonical glyph '佛' returned no detail IDs.,
A00110-015,󰇯,A00110,佛,canonical_group_error,A00110 佛: LookupError: A00110: search for canonical glyph '佛' returned no detail IDs.,
A00111-001,󰇰,A00111,何,canonical_group_error,A00111 何: LookupError: A00111: search for canonical glyph '何' returned no detail IDs.,
A00111-002,󰇱,A00111,何,canonical_group_error,A00111 何: LookupError: A00111: search for canonical glyph '何' returned no detail IDs.,
A00111-003,󰇲,A00111,何,canonical_group_error,A00111 何: LookupError: A00111: search for canonical glyph '何' returned no detail IDs.,
A00113-002,󰇳,A00113,佐,canonical_group_error,A00113 佐: LookupError: A00113: search for canonical glyph '佐' returned no detail IDs.,
A00113-003,󰇴,A00113,佐,canonical_group_error,A00113 佐: LookupError: A00113: search for canonical glyph '佐' returned no detail IDs.,
A00113-005,𠡃,A00113,佐,canonical_group_error,A00113 佐: LookupError: A00113: search for canonical glyph '佐' returned no detail IDs.,
A00114-001,󰇵,A00114,佑,canonical_group_error,A00114 佑: LookupError: A00114: search for canonical glyph '佑' returned no detail IDs.,
A00116-001,𣱇,A00116,伺,canonical_group_error,A00116 伺: LookupError: A00116: search for canonical glyph '伺' returned no detail IDs.,
A00116-002,覗,A00116,伺,canonical_group_error,A00116 伺: LookupError: A00116: search for canonical glyph '伺' returned no detail IDs.,
A00117-001,𠈐,A00117,伸,canonical_group_error,A00117 伸: LookupError: A00117: search for canonical glyph '伸' returned no detail IDs.,
A00117-002,󰇶,A00117,伸,canonical_group_error,A00117 伸: LookupError: A00117: search for canonical glyph '伸' returned no detail IDs.,
A00117-002-1,󰇷,A00117,伸,canonical_group_error,A00117 伸: LookupError: A00117: search for canonical glyph '伸' returned no detail IDs.,
A00117-004-1,󰍷,A00117,伸,canonical_group_error,A00117 伸: LookupError: A00117: search for canonical glyph '伸' returned no detail IDs.,
A00120-001,佀,A00120,似,canonical_group_error,A00120 似: LookupError: A00120: search for canonical glyph '似' returned no detail IDs.,
A00120-002,𠚦,A00120,似,canonical_group_error,A00120 似: LookupError: A00120: search for canonical glyph '似' returned no detail IDs.,
A00120-003,仏,A00120,似,canonical_group_error,A00120 似: LookupError: A00120: search for canonical glyph '似' returned no detail IDs.,
A00120-004,𠋨,A00120,似,canonical_group_error,A00120 似: LookupError: A00120: search for canonical glyph '似' returned no detail IDs.,
A00120-005,󰇹,A00120,似,canonical_group_error,A00120 似: LookupError: A00120: search for canonical glyph '似' returned no detail IDs.,
A00120-006,󰇺,A00120,似,canonical_group_error,A00120 似: LookupError: A00120: search for canonical glyph '似' returned no detail IDs.,
A00120-007,価,A00120,似,canonical_group_error,A00120 似: LookupError: A00120: search for canonical glyph '似' returned no detail IDs.,
A00120-008,󰇻,A00120,似,canonical_group_error,A00120 似: LookupError: A00120: search for canonical glyph '似' returned no detail IDs.,
A00120-009,󰇼,A00120,似,canonical_group_error,A00120 似: LookupError: A00120: search for canonical glyph '似' returned no detail IDs.,
A00120-010,󰇽,A00120,似,canonical_group_error,A00120 似: LookupError: A00120: search for canonical glyph '似' returned no detail IDs.,
A00121-001,󰇾,A00121,但,canonical_group_error,A00121 但: LookupError: A00121: search for canonical glyph '但' returned no detail IDs.,
A00121-002,󰇿,A00121,但,canonical_group_error,A00121 但: LookupError: A00121: search for canonical glyph '但' returned no detail IDs.,
A00121-003,󰈀,A00121,但,canonical_group_error,A00121 但: LookupError: A00121: search for canonical glyph '但' returned no detail IDs.,
A00121-004,󰈁,A00121,但,canonical_group_error,A00121 但: LookupError: A00121: search for canonical glyph '但' returned no detail IDs.,
A00121-005,𠇙,A00121,但,canonical_group_error,A00121 但: LookupError: A00121: search for canonical glyph '但' returned no detail IDs.,
A00123-001,㑅,A00123,作,canonical_group_error,A00123 作: LookupError: A00123: search for canonical glyph '作' returned no detail IDs.,
A00123-002,𢓓,A00123,作,canonical_group_error,A00123 作: LookupError: A00123: search for canonical glyph '作' returned no detail IDs.,
A00123-003-1,𢼎,A00123,作,canonical_group_error,A00123 作: LookupError: A00123: search for canonical glyph '作' returned no detail IDs.,
A00123-004,󰈂,A00123,作,canonical_group_error,A00123 作: LookupError: A00123: search for canonical glyph '作' returned no detail IDs.,
A00123-005,𠆯,A00123,作,canonical_group_error,A00123 作: LookupError: A00123: search for canonical glyph '作' returned no detail IDs.,
A00123-008,󰈃,A00123,作,canonical_group_error,A00123 作: LookupError: A00123: search for canonical glyph '作' returned no detail IDs.,
A00123-009,󰈄,A00123,作,canonical_group_error,A00123 作: LookupError: A00123: search for canonical glyph '作' returned no detail IDs.,
A00123-010,𠈨,A00123,作,canonical_group_error,A00123 作: LookupError: A00123: search for canonical glyph '作' returned no detail IDs.,
A00124-001,伲,A00124,你,canonical_group_error,A00124 你: LookupError: A00124: search for canonical glyph '你' returned no detail IDs.,
A00124-002,你,A00124,你,canonical_group_error,A00124 你: LookupError: A00124: search for canonical glyph '你' returned no detail IDs.,
A00124-003,伱,A00124,你,canonical_group_error,A00124 你: LookupError: A00124: search for canonical glyph '你' returned no detail IDs.,
A00124-004,𤙌,A00124,你,canonical_group_error,A00124 你: LookupError: A00124: search for canonical glyph '你' returned no detail IDs.,
A00124-005,儞,A00124,你,canonical_group_error,A00124 你: LookupError: A00124: search for canonical glyph '你' returned no detail IDs.,
A00125-001,󰈅,A00125,伯,canonical_group_error,A00125 伯: LookupError: A00125: search for canonical glyph '伯' returned no detail IDs.,
A00125-003,󰈆,A00125,伯,canonical_group_error,A00125 伯: LookupError: A00125: search for canonical glyph '伯' returned no detail IDs.,
A00126-001,仾,A00126,低,canonical_group_error,A00126 低: LookupError: A00126: search for canonical glyph '低' returned no detail IDs.,
A00126-002,󰈇,A00126,低,canonical_group_error,A00126 低: LookupError: A00126: search for canonical glyph '低' returned no detail IDs.,
A00126-003,󰈈,A00126,低,canonical_group_error,A00126 低: LookupError: A00126: search for canonical glyph '低' returned no detail IDs.,
A00126-004,󰈉,A00126,低,canonical_group_error,A00126 低: LookupError: A00126: search for canonical glyph '低' returned no detail IDs.,
A00126-005,󰈊,A00126,低,canonical_group_error,A00126 低: LookupError: A00126: search for canonical glyph '低' returned no detail IDs.,
A00126-006,󰈋,A00126,低,canonical_group_error,A00126 低: LookupError: A00126: search for canonical glyph '低' returned no detail IDs.,
A00126-007,󰈌,A00126,低,canonical_group_error,A00126 低: LookupError: A00126: search for canonical glyph '低' returned no detail IDs.,
A00126-009,󰈍,A00126,低,canonical_group_error,A00126 低: LookupError: A00126: search for canonical glyph '低' returned no detail IDs.,
A00126-010,󰈎,A00126,低,canonical_group_error,A00126 低: LookupError: A00126: search for canonical glyph '低' returned no detail IDs.,
A00126-011,𠍪,A00126,低,canonical_group_error,A00126 低: LookupError: A00126: search for canonical glyph '低' returned no detail IDs.,
A00126-012,󰈏,A00126,低,canonical_group_error,A00126 低: LookupError: A00126: search for canonical glyph '低' returned no detail IDs.,
A00126-015,󰈐,A00126,低,canonical_group_error,A00126 低: LookupError: A00126: search for canonical glyph '低' returned no detail IDs.,
A00126-017,󰈑,A00126,低,canonical_group_error,A00126 低: LookupError: A00126: search for canonical glyph '低' returned no detail IDs.,
A00126-018,󰈒,A00126,低,canonical_group_error,A00126 低: LookupError: A00126: search for canonical glyph '低' returned no detail IDs.,
A00127-001,󰈔,A00127,伶,canonical_group_error,A00127 伶: LookupError: A00127: search for canonical glyph '伶' returned no detail IDs.,
A00127-002,󰈕,A00127,伶,canonical_group_error,A00127 伶: LookupError: A00127: search for canonical glyph '伶' returned no detail IDs.,
A00128-001,󰈖,A00128,余,canonical_group_error,A00128 余: LookupError: A00128: search for canonical glyph '余' returned no detail IDs.,
A00128-002,𠎳,A00128,余,canonical_group_error,A00128 余: LookupError: A00128: search for canonical glyph '余' returned no detail IDs.,
A00131-001,󰈗,A00131,依,canonical_group_error,A00131 依: LookupError: A00131: search for canonical glyph '依' returned no detail IDs.,
A00131-002,󰈘,A00131,依,canonical_group_error,A00131 依: LookupError: A00131: search for canonical glyph '依' returned no detail IDs.,
A00131-003,󰈙,A00131,依,canonical_group_error,A00131 依: LookupError: A00131: search for canonical glyph '依' returned no detail IDs.,
A00132-001,󰈚,A00132,侍,canonical_group_error,A00132 侍: LookupError: A00132: search for canonical glyph '侍' returned no detail IDs.,
A00132-002-1,󰈛,A00132,侍,canonical_group_error,A00132 侍: LookupError: A00132: search for canonical glyph '侍' returned no detail IDs.,
A00132-003,󰈜,A00132,侍,canonical_group_error,A00132 侍: LookupError: A00132: search for canonical glyph '侍' returned no detail IDs.,
A00132-004,󰈝,A00132,侍,canonical_group_error,A00132 侍: LookupError: A00132: search for canonical glyph '侍' returned no detail IDs.,
A00134-001,𠉕,A00134,使,canonical_group_error,A00134 使: LookupError: A00134: search for canonical glyph '使' returned no detail IDs.,
A00134-002,𡥐,A00134,使,canonical_group_error,A00134 使: LookupError: A00134: search for canonical glyph '使' returned no detail IDs.,
A00134-003,𡷮,A00134,使,canonical_group_error,A00134 使: LookupError: A00134: search for canonical glyph '使' returned no detail IDs.,
A00134-006,󰈟,A00134,使,canonical_group_error,A00134 使: LookupError: A00134: search for canonical glyph '使' returned no detail IDs.,
A00134-009,󰈠,A00134,使,canonical_group_error,A00134 使: LookupError: A00134: search for canonical glyph '使' returned no detail IDs.,
A00134-010,󰈡,A00134,使,canonical_group_error,A00134 使: LookupError: A00134: search for canonical glyph '使' returned no detail IDs.,
A00134-011,󰈢,A00134,使,canonical_group_error,A00134 使: LookupError: A00134: search for canonical glyph '使' returned no detail IDs.,
A00134-013,󰈣,A00134,使,canonical_group_error,A00134 使: LookupError: A00134: search for canonical glyph '使' returned no detail IDs.,
A00135-001,󰈤,A00135,佬,canonical_group_error,A00135 佬: LookupError: A00135: search for canonical glyph '佬' returned no detail IDs.,
A00136-001,󰈥,A00136,供,canonical_group_error,A00136 供: LookupError: A00136: search for canonical glyph '供' returned no detail IDs.,
A00137-001,𠊖,A00137,例,canonical_group_error,A00137 例: LookupError: A00137: search for canonical glyph '例' returned no detail IDs.,
A00137-002,𣖊,A00137,例,canonical_group_error,A00137 例: LookupError: A00137: search for canonical glyph '例' returned no detail IDs.,
A00137-003,󷈜,A00137,例,canonical_group_error,A00137 例: LookupError: A00137: search for canonical glyph '例' returned no detail IDs.,
A00137-004,󰈧,A00137,例,canonical_group_error,A00137 例: LookupError: A00137: search for canonical glyph '例' returned no detail IDs.,
A00137-005,󳫕,A00137,例,canonical_group_error,A00137 例: LookupError: A00137: search for canonical glyph '例' returned no detail IDs.,
A00137-006,󰈨,A00137,例,canonical_group_error,A00137 例: LookupError: A00137: search for canonical glyph '例' returned no detail IDs.,
A00138-001,来,A00138,來,canonical_group_error,A00138 來: LookupError: A00138: search for canonical glyph '來' returned no detail IDs.,
A00138-002,𧼛,A00138,來,canonical_group_error,A00138 來: LookupError: A00138: search for canonical glyph '來' returned no detail IDs.,
A00138-003,󰈩,A00138,來,canonical_group_error,A00138 來: LookupError: A00138: search for canonical glyph '來' returned no detail IDs.,
A00138-003-1,徠,A00138,來,canonical_group_error,A00138 來: LookupError: A00138: search for canonical glyph '來' returned no detail IDs.,
A00138-003-2,逨,A00138,來,canonical_group_error,A00138 來: LookupError: A00138: search for canonical glyph '來' returned no detail IDs.,
A00138-003-3,倈,A00138,來,canonical_group_error,A00138 來: LookupError: A00138: search for canonical glyph '來' returned no detail IDs.,
A00138-004,󰈪,A00138,來,canonical_group_error,A00138 來: LookupError: A00138: search for canonical glyph '來' returned no detail IDs.,
A00138-005,󰈫,A00138,來,canonical_group_error,A00138 來: LookupError: A00138: search for canonical glyph '來' returned no detail IDs.,
A00138-006,󰈬,A00138,來,canonical_group_error,A00138 來: LookupError: A00138: search for canonical glyph '來' returned no detail IDs.,
A00138-007,󰈭,A00138,來,canonical_group_error,A00138 來: LookupError: A00138: search for canonical glyph '來' returned no detail IDs.,
A00138-009,󰈮,A00138,來,canonical_group_error,A00138 來: LookupError: A00138: search for canonical glyph '來' returned no detail IDs.,
A00141-001,倂,A00141,併,canonical_group_error,A00141 併: LookupError: A00141: search for canonical glyph '併' returned no detail IDs.,
A00142-001,𠈎,A00142,侈,canonical_group_error,A00142 侈: LookupError: A00142: search for canonical glyph '侈' returned no detail IDs.,
A00142-002,𣆚,A00142,侈,canonical_group_error,A00142 侈: LookupError: A00142: search for canonical glyph '侈' returned no detail IDs.,
A00142-003,󰈯,A00142,侈,canonical_group_error,A00142 侈: LookupError: A00142: search for canonical glyph '侈' returned no detail IDs.,
A00142-004,奓,A00142,侈,canonical_group_error,A00142 侈: LookupError: A00142: search for canonical glyph '侈' returned no detail IDs.,
A00142-005,󰈱,A00142,侈,canonical_group_error,A00142 侈: LookupError: A00142: search for canonical glyph '侈' returned no detail IDs.,
A00142-005-1,𠕰,A00142,侈,canonical_group_error,A00142 侈: LookupError: A00142: search for canonical glyph '侈' returned no detail IDs.,
A00142-005-3,𠕝,A00142,侈,canonical_group_error,A00142 侈: LookupError: A00142: search for canonical glyph '侈' returned no detail IDs.,
A00142-006,󰈲,A00142,侈,canonical_group_error,A00142 侈: LookupError: A00142: search for canonical glyph '侈' returned no detail IDs.,
A00142-007,󰈳,A00142,侈,canonical_group_error,A00142 侈: LookupError: A00142: search for canonical glyph '侈' returned no detail IDs.,
A00142-008,󰈴,A00142,侈,canonical_group_error,A00142 侈: LookupError: A00142: search for canonical glyph '侈' returned no detail IDs.,
A00143-001,󰈵,A00143,佩,canonical_group_error,A00143 佩: LookupError: A00143: search for canonical glyph '佩' returned no detail IDs.,
A00143-002,󰈶,A00143,佩,canonical_group_error,A00143 佩: LookupError: A00143: search for canonical glyph '佩' returned no detail IDs.,
A00145-001,𠌈,A00145,侖,canonical_group_error,A00145 侖: LookupError: A00145: search for canonical glyph '侖' returned no detail IDs.,
A00145-002,𠎚,A00145,侖,canonical_group_error,A00145 侖: LookupError: A00145: search for canonical glyph '侖' returned no detail IDs.,
A00145-003,󴻄,A00145,侖,canonical_group_error,A00145 侖: LookupError: A00145: search for canonical glyph '侖' returned no detail IDs.,
A00145-004,󰈻,A00145,侖,canonical_group_error,A00145 侖: LookupError: A00145: search for canonical glyph '侖' returned no detail IDs.,
A00145-004-1,󰈼,A00145,侖,canonical_group_error,A00145 侖: LookupError: A00145: search for canonical glyph '侖' returned no detail IDs.,
A00145-005,󰈽,A00145,侖,canonical_group_error,A00145 侖: LookupError: A00145: search for canonical glyph '侖' returned no detail IDs.,
A00145-006,󰈾,A00145,侖,canonical_group_error,A00145 侖: LookupError: A00145: search for canonical glyph '侖' returned no detail IDs.,
A00145-007,󰈿,A00145,侖,canonical_group_error,A00145 侖: LookupError: A00145: search for canonical glyph '侖' returned no detail IDs.,
A00146-001-1,𢔍,A00146,佾,variant_link_not_resolved,Canonical page A00146 佾 did not yield a linked detail page displaying A00146-001-1.,
A00146-003-1,󱸭,A00146,佾,variant_link_not_resolved,Canonical page A00146 佾 did not yield a linked detail page displaying A00146-003-1.,
A00148-001,㐰,A00148,信,canonical_group_error,A00148 信: LookupError: A00148: search for canonical glyph '信' returned no detail IDs.,
A00148-002,𡥪,A00148,信,canonical_group_error,A00148 信: LookupError: A00148: search for canonical glyph '信' returned no detail IDs.,
A00148-003,䚱,A00148,信,canonical_group_error,A00148 信: LookupError: A00148: search for canonical glyph '信' returned no detail IDs.,
A00148-004,訫,A00148,信,canonical_group_error,A00148 信: LookupError: A00148: search for canonical glyph '信' returned no detail IDs.,
A00148-005,󰉃,A00148,信,canonical_group_error,A00148 信: LookupError: A00148: search for canonical glyph '信' returned no detail IDs.,
A00149-001,㑴,A00149,侵,canonical_group_error,A00149 侵: LookupError: A00149: search for canonical glyph '侵' returned no detail IDs.,
A00149-002,𢔀,A00149,侵,canonical_group_error,A00149 侵: LookupError: A00149: search for canonical glyph '侵' returned no detail IDs.,
A00149-003,󰉄,A00149,侵,canonical_group_error,A00149 侵: LookupError: A00149: search for canonical glyph '侵' returned no detail IDs.,
A00149-004,󰉅,A00149,侵,canonical_group_error,A00149 侵: LookupError: A00149: search for canonical glyph '侵' returned no detail IDs.,
A00149-005,󲳙,A00149,侵,canonical_group_error,A00149 侵: LookupError: A00149: search for canonical glyph '侵' returned no detail IDs.,
A00149-006,󰉇,A00149,侵,canonical_group_error,A00149 侵: LookupError: A00149: search for canonical glyph '侵' returned no detail IDs.,
A00149-007,󰉈,A00149,侵,canonical_group_error,A00149 侵: LookupError: A00149: search for canonical glyph '侵' returned no detail IDs.,
A00149-008,󰉉,A00149,侵,canonical_group_error,A00149 侵: LookupError: A00149: search for canonical glyph '侵' returned no detail IDs.,
A00149-009,󰉊,A00149,侵,canonical_group_error,A00149 侵: LookupError: A00149: search for canonical glyph '侵' returned no detail IDs.,
A00149-010,󰉋,A00149,侵,canonical_group_error,A00149 侵: LookupError: A00149: search for canonical glyph '侵' returned no detail IDs.,
A00149-012,󰉌,A00149,侵,canonical_group_error,A00149 侵: LookupError: A00149: search for canonical glyph '侵' returned no detail IDs.,
A00149-013,󰉍,A00149,侵,canonical_group_error,A00149 侵: LookupError: A00149: search for canonical glyph '侵' returned no detail IDs.,
A00150-001,矦,A00150,侯,canonical_group_error,A00150 侯: LookupError: A00150: search for canonical glyph '侯' returned no detail IDs.,
A00150-002,𠨶,A00150,侯,canonical_group_error,A00150 侯: LookupError: A00150: search for canonical glyph '侯' returned no detail IDs.,
A00150-003,𥎦,A00150,侯,canonical_group_error,A00150 侯: LookupError: A00150: search for canonical glyph '侯' returned no detail IDs.,
A00150-004,󰉎,A00150,侯,canonical_group_error,A00150 侯: LookupError: A00150: search for canonical glyph '侯' returned no detail IDs.,
A00150-005,󰉏,A00150,侯,canonical_group_error,A00150 侯: LookupError: A00150: search for canonical glyph '侯' returned no detail IDs.,
A00150-006,󰉐,A00150,侯,canonical_group_error,A00150 侯: LookupError: A00150: search for canonical glyph '侯' returned no detail IDs.,
A00150-007,󰉑,A00150,侯,canonical_group_error,A00150 侯: LookupError: A00150: search for canonical glyph '侯' returned no detail IDs.,
A00150-008,󰋈,A00150,侯,canonical_group_error,A00150 侯: LookupError: A00150: search for canonical glyph '侯' returned no detail IDs.,
A00150-009,󰋉,A00150,侯,canonical_group_error,A00150 侯: LookupError: A00150: search for canonical glyph '侯' returned no detail IDs.,
A00150-010,󰉔,A00150,侯,canonical_group_error,A00150 侯: LookupError: A00150: search for canonical glyph '侯' returned no detail IDs.,
A00150-011,󰉕,A00150,侯,canonical_group_error,A00150 侯: LookupError: A00150: search for canonical glyph '侯' returned no detail IDs.,
A00150-012,󰉖,A00150,侯,canonical_group_error,A00150 侯: LookupError: A00150: search for canonical glyph '侯' returned no detail IDs.,
A00150-014,󰉗,A00150,侯,canonical_group_error,A00150 侯: LookupError: A00150: search for canonical glyph '侯' returned no detail IDs.,
A00150-016,󰉘,A00150,侯,canonical_group_error,A00150 侯: LookupError: A00150: search for canonical glyph '侯' returned no detail IDs.,
A00150-017,󰉙,A00150,侯,canonical_group_error,A00150 侯: LookupError: A00150: search for canonical glyph '侯' returned no detail IDs.,
A00150-018,󰌎,A00150,侯,canonical_group_error,A00150 侯: LookupError: A00150: search for canonical glyph '侯' returned no detail IDs.,
A00150-019,󰉛,A00150,侯,canonical_group_error,A00150 侯: LookupError: A00150: search for canonical glyph '侯' returned no detail IDs.,
A00150-020,󰉜,A00150,侯,canonical_group_error,A00150 侯: LookupError: A00150: search for canonical glyph '侯' returned no detail IDs.,
A00150-021,󰉝,A00150,侯,canonical_group_error,A00150 侯: LookupError: A00150: search for canonical glyph '侯' returned no detail IDs.,
A00150-022,󰉞,A00150,侯,canonical_group_error,A00150 侯: LookupError: A00150: search for canonical glyph '侯' returned no detail IDs.,
A00150-023,󰉟,A00150,侯,canonical_group_error,A00150 侯: LookupError: A00150: search for canonical glyph '侯' returned no detail IDs.,
A00150-024,󰋭,A00150,侯,canonical_group_error,A00150 侯: LookupError: A00150: search for canonical glyph '侯' returned no detail IDs.,
A00151-001,𠊳,A00151,便,canonical_group_error,A00151 便: LookupError: A00151: search for canonical glyph '便' returned no detail IDs.,
A00151-003,󰉡,A00151,便,canonical_group_error,A00151 便: LookupError: A00151: search for canonical glyph '便' returned no detail IDs.,
A00151-004,󰉢,A00151,便,canonical_group_error,A00151 便: LookupError: A00151: search for canonical glyph '便' returned no detail IDs.,
A00152-001,侠,A00152,俠,canonical_group_error,A00152 俠: LookupError: A00152: search for canonical glyph '俠' returned no detail IDs.,
A00152-004,󱸉,A00152,俠,canonical_group_error,A00152 俠: LookupError: A00152: search for canonical glyph '俠' returned no detail IDs.,
A00155-001,𠈃,A00155,保,canonical_group_error,A00155 保: LookupError: A00155: search for canonical glyph '保' returned no detail IDs.,
A00155-002,𠊻,A00155,保,canonical_group_error,A00155 保: LookupError: A00155: search for canonical glyph '保' returned no detail IDs.,
A00155-003,𠌀,A00155,保,canonical_group_error,A00155 保: LookupError: A00155: search for canonical glyph '保' returned no detail IDs.,
A00155-004,𠦀,A00155,保,canonical_group_error,A00155 保: LookupError: A00155: search for canonical glyph '保' returned no detail IDs.,
A00155-005,㙅,A00155,保,canonical_group_error,A00155 保: LookupError: A00155: search for canonical glyph '保' returned no detail IDs.,
A00155-006,𡥀,A00155,保,canonical_group_error,A00155 保: LookupError: A00155: search for canonical glyph '保' returned no detail IDs.,
A00155-007,𣎼,A00155,保,canonical_group_error,A00155 保: LookupError: A00155: search for canonical glyph '保' returned no detail IDs.,
A00155-008-1,𤔃,A00155,保,canonical_group_error,A00155 保: LookupError: A00155: search for canonical glyph '保' returned no detail IDs.,
A00155-009,𤞥,A00155,保,canonical_group_error,A00155 保: LookupError: A00155: search for canonical glyph '保' returned no detail IDs.,
A00155-010,󰉥,A00155,保,canonical_group_error,A00155 保: LookupError: A00155: search for canonical glyph '保' returned no detail IDs.,
A00155-012,󰉦,A00155,保,canonical_group_error,A00155 保: LookupError: A00155: search for canonical glyph '保' returned no detail IDs.,
A00155-013,󰉧,A00155,保,canonical_group_error,A00155 保: LookupError: A00155: search for canonical glyph '保' returned no detail IDs.,
A00155-017,󷇠,A00155,保,canonical_group_error,A00155 保: LookupError: A00155: search for canonical glyph '保' returned no detail IDs.,
A00155-018,󰉩,A00155,保,canonical_group_error,A00155 保: LookupError: A00155: search for canonical glyph '保' returned no detail IDs.,
A00155-019,󰉪,A00155,保,canonical_group_error,A00155 保: LookupError: A00155: search for canonical glyph '保' returned no detail IDs.,
A00155-020,󰉫,A00155,保,canonical_group_error,A00155 保: LookupError: A00155: search for canonical glyph '保' returned no detail IDs.,
A00156-001,󰉭,A00156,促,canonical_group_error,A00156 促: LookupError: A00156: search for canonical glyph '促' returned no detail IDs.,
A00156-002,󰉮,A00156,促,canonical_group_error,A00156 促: LookupError: A00156: search for canonical glyph '促' returned no detail IDs.,
A00156-003,󰉯,A00156,促,canonical_group_error,A00156 促: LookupError: A00156: search for canonical glyph '促' returned no detail IDs.,
A00156-004,󰉰,A00156,促,canonical_group_error,A00156 促: LookupError: A00156: search for canonical glyph '促' returned no detail IDs.,
A00156-005,䟟,A00156,促,canonical_group_error,A00156 促: LookupError: A00156: search for canonical glyph '促' returned no detail IDs.,
A00156-006,趗,A00156,促,canonical_group_error,A00156 促: LookupError: A00156: search for canonical glyph '促' returned no detail IDs.,
A00158-001,󰉲,A00158,俘,canonical_group_error,A00158 俘: LookupError: A00158: search for canonical glyph '俘' returned no detail IDs.,
A00160-001,㑺,A00160,俊,canonical_group_error,A00160 俊: LookupError: A00160: search for canonical glyph '俊' returned no detail IDs.,
A00160-002,儁,A00160,俊,canonical_group_error,A00160 俊: LookupError: A00160: search for canonical glyph '俊' returned no detail IDs.,
A00160-003,㒞,A00160,俊,canonical_group_error,A00160 俊: LookupError: A00160: search for canonical glyph '俊' returned no detail IDs.,
A00160-004,󷇏,A00160,俊,canonical_group_error,A00160 俊: LookupError: A00160: search for canonical glyph '俊' returned no detail IDs.,
A00160-005,󰉹,A00160,俊,canonical_group_error,A00160 俊: LookupError: A00160: search for canonical glyph '俊' returned no detail IDs.,
A00160-006,󰉺,A00160,俊,canonical_group_error,A00160 俊: LookupError: A00160: search for canonical glyph '俊' returned no detail IDs.,
A00160-007,儶,A00160,俊,canonical_group_error,A00160 俊: LookupError: A00160: search for canonical glyph '俊' returned no detail IDs.,
A00160-008,󰉻,A00160,俊,canonical_group_error,A00160 俊: LookupError: A00160: search for canonical glyph '俊' returned no detail IDs.,
A00160-011,󱸊,A00160,俊,canonical_group_error,A00160 俊: LookupError: A00160: search for canonical glyph '俊' returned no detail IDs.,
