relative_path,changed,skipped,old_nation,new_nation,old_times,new_times,old_region,new_region,reason
大日本帝国/朝鮮/感樹齋先生文集/感樹齋先生文集__juan_04.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/感樹齋先生文集/感樹齋先生文集__juan_05.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/感樹齋先生文集/感樹齋先生文集__juan_06.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/感樹齋先生文集/感樹齋先生文集__juan_07.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/感樹齋先生文集/感樹齋先生文集__juan_08.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/愼默齋遺稿 (陳文玉)/愼默齋遺稿 (陳文玉)__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/懶窩集/懶窩集__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/懶窩集/懶窩集__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/懶窩集/懶窩集__juan_03.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/懶窩集/懶窩集__juan_04.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/懶窩集/懶窩集__juan_05.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/懶窩集/懶窩集__juan_06.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/懶窩集/懶窩集__juan_07.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/懶窩集/懶窩集__juan_08.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/懶窩集/懶窩集__juan_09.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/懶窩集/懶窩集__juan_10.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/打愚先生遺稿續/打愚先生遺稿續__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/打愚先生遺稿續/打愚先生遺稿續__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/打愚先生遺稿續/打愚先生遺稿續__juan_03.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/打愚先生遺稿續/打愚先生遺稿續__juan_04.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_03.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_04.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_05.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_06.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_07.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_08.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_09.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_10.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_11.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_12.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_13.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_14.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_15.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_16.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_17.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_18.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_19.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_20.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_21.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_22.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_23.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_24.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_25.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_26.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_27.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_28.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_29.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_30.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_31.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_32.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_33.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_34.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_35.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_36.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_37.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_38.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_39.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_40.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_41.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_42.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_43.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_44.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_45.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_46.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_47.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_48.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_49.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_50.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_51.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_52.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/拓菴先生文集/拓菴先生文集__juan_53.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/敬庵先生文集 (吴汝橃)/敬庵先生文集 (吴汝橃)__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/敬庵先生文集 (吴汝橃)/敬庵先生文集 (吴汝橃)__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/敬庵遺稿/敬庵遺稿__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/敬庵遺稿/敬庵遺稿__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/敬庵遺稿/敬庵遺稿__juan_03.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/敬庵遺稿/敬庵遺稿__juan_04.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/敬庵遺稿/敬庵遺稿__juan_05.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/敬庵遺稿/敬庵遺稿__juan_06.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/敬庵遺稿/敬庵遺稿__juan_07.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/敬庵遺稿/敬庵遺稿__juan_08.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/敬庵遺稿/敬庵遺稿__juan_09.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/敬庵遺稿/敬庵遺稿__juan_10.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/敬庵遺稿/敬庵遺稿__juan_11.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/敬齋集 (河演)/敬齋集 (河演)__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/敬齋集 (河演)/敬齋集 (河演)__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/敬齋集 (河演)/敬齋集 (河演)__juan_03.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/敬齋集 (河演)/敬齋集 (河演)__juan_04.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/敬齋集 (河演)/敬齋集 (河演)__juan_05.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/春圃柳先生遺稿/春圃柳先生遺稿__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晚醒先生文集/晚醒先生文集__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晚醒先生文集/晚醒先生文集__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晚醒先生文集/晚醒先生文集__juan_03.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晚醒先生文集/晚醒先生文集__juan_04.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晚醒先生文集/晚醒先生文集__juan_05.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晚醒先生文集/晚醒先生文集__juan_06.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晚醒先生文集/晚醒先生文集__juan_07.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晚醒先生文集/晚醒先生文集__juan_08.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晚醒先生文集/晚醒先生文集__juan_09.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晚醒先生文集/晚醒先生文集__juan_10.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晚醒先生文集/晚醒先生文集__juan_11.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晚醒先生文集/晚醒先生文集__juan_12.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晚醒先生文集/晚醒先生文集__juan_13.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晚醒先生文集/晚醒先生文集__juan_14.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晚醒先生文集/晚醒先生文集__juan_15.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晚醒先生文集/晚醒先生文集__juan_16.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晚醒先生文集/晚醒先生文集__juan_17.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晚醒先生文集/晚醒先生文集__juan_18.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩悟先生文集 (申達道)/晩悟先生文集 (申達道)__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩悟先生文集 (申達道)/晩悟先生文集 (申達道)__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩悟先生文集 (申達道)/晩悟先生文集 (申達道)__juan_03.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩悟先生文集 (申達道)/晩悟先生文集 (申達道)__juan_04.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩悟先生文集 (申達道)/晩悟先生文集 (申達道)__juan_05.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩悟先生文集 (申達道)/晩悟先生文集 (申達道)__juan_06.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩悟先生文集 (申達道)/晩悟先生文集 (申達道)__juan_07.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩悟先生文集 (申達道)/晩悟先生文集 (申達道)__juan_08.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩悟先生文集 (申達道)/晩悟先生文集 (申達道)__juan_09.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩悟先生文集 (申達道)/晩悟先生文集 (申達道)__juan_10.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩求先生續集/晩求先生續集__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩求先生續集/晩求先生續集__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩求先生續集/晩求先生續集__juan_03.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩求先生續集/晩求先生續集__juan_04.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩求先生續集/晩求先生續集__juan_05.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩求先生續集/晩求先生續集__juan_06.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩求先生續集/晩求先生續集__juan_07.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩求先生續集/晩求先生續集__juan_08.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩覺齋先生文集/晩覺齋先生文集__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩覺齋先生文集/晩覺齋先生文集__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩覺齋先生文集/晩覺齋先生文集__juan_03.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
