relative_path,changed,skipped,old_nation,new_nation,old_times,new_times,old_region,new_region,reason
大日本帝国/朝鮮/晩覺齋先生文集/晩覺齋先生文集__juan_04.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩覺齋先生文集/晩覺齋先生文集__juan_05.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/晩覺齋先生文集/晩覺齋先生文集__juan_06.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/景齋集/景齋集__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/景齋集/景齋集__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/景齋集/景齋集__juan_03.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/景齋集/景齋集__juan_04.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/景齋集/景齋集__juan_05.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/景齋集/景齋集__juan_06.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/景齋集/景齋集__juan_07.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/景齋集/景齋集__juan_08.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/景齋集/景齋集__juan_09.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/景齋集/景齋集__juan_10.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/景齋集/景齋集__juan_11.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/景齋集/景齋集__juan_12.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/景齋集/景齋集__juan_13.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/景齋集/景齋集__juan_14.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/東園集 (金貴榮)/東園集 (金貴榮)__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/東園集 (金貴榮)/東園集 (金貴榮)__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/東園集 (金貴榮)/東園集 (金貴榮)__juan_03.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/東園集 (金貴榮)/東園集 (金貴榮)__juan_04.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/東園集 (金貴榮)/東園集 (金貴榮)__juan_05.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/東谿遺稿/東谿遺稿__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/東谿遺稿/東谿遺稿__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/果菴先生文集/果菴先生文集__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/果菴先生文集/果菴先生文集__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/果菴先生文集/果菴先生文集__juan_03.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/果菴先生文集/果菴先生文集__juan_04.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/果菴先生文集/果菴先生文集__juan_05.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/果菴先生文集/果菴先生文集__juan_06.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/果菴先生文集/果菴先生文集__juan_07.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/果菴先生文集/果菴先生文集__juan_08.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/果菴先生文集/果菴先生文集__juan_09.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/果菴先生文集/果菴先生文集__juan_10.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/果菴先生文集/果菴先生文集__juan_11.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/果菴先生文集/果菴先生文集__juan_12.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/果菴先生文集/果菴先生文集__juan_13.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/果菴先生文集/果菴先生文集__juan_14.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/果菴先生文集/果菴先生文集__juan_15.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/桓檀古記/桓檀古記__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/梅泉續集/梅泉續集__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/梅泉續集/梅泉續集__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/梅泉集/梅泉集__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/梅泉集/梅泉集__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/梅泉集/梅泉集__juan_03.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/梅泉集/梅泉集__juan_04.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/梅泉集/梅泉集__juan_05.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/梅泉集/梅泉集__juan_06.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/梅泉集/梅泉集__juan_07.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/梅軒先生文集/梅軒先生文集__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/梅軒先生文集/梅軒先生文集__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/梅軒先生文集/梅軒先生文集__juan_03.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/正字宋公遺稿/正字宋公遺稿__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/正字宋公遺稿/正字宋公遺稿__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/正字宋公遺稿/正字宋公遺稿__juan_03.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/歸巖先生文集/歸巖先生文集__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/歸巖先生文集/歸巖先生文集__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/歸巖先生文集/歸巖先生文集__juan_03.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/歸巖先生文集/歸巖先生文集__juan_04.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/歸巖先生文集/歸巖先生文集__juan_05.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/歸巖先生文集/歸巖先生文集__juan_06.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/歸巖先生文集/歸巖先生文集__juan_07.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/歸巖先生文集/歸巖先生文集__juan_08.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/歸巖先生文集/歸巖先生文集__juan_09.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/歸巖先生文集/歸巖先生文集__juan_10.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/歸巖先生文集/歸巖先生文集__juan_11.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/歸巖先生文集/歸巖先生文集__juan_12.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/水村文集/水村文集__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/水村文集/水村文集__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/水村文集/水村文集__juan_03.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/水村文集/水村文集__juan_04.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/水村文集/水村文集__juan_05.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/水村文集/水村文集__juan_06.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/水村文集/水村文集__juan_07.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/水村文集/水村文集__juan_08.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/水村文集/水村文集__juan_09.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/水村文集/水村文集__juan_10.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/泛虛亭集 (尙震)/泛虛亭集 (尙震)__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/泛虛亭集 (尙震)/泛虛亭集 (尙震)__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/泛虛亭集 (尙震)/泛虛亭集 (尙震)__juan_03.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/泛虛亭集 (尙震)/泛虛亭集 (尙震)__juan_04.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/泛虛亭集 (尙震)/泛虛亭集 (尙震)__juan_05.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/泛虛亭集 (尙震)/泛虛亭集 (尙震)__juan_06.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/泛虛亭集 (尙震)/泛虛亭集 (尙震)__juan_07.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/泛虛亭集 (尙震)/泛虛亭集 (尙震)__juan_08.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/泛虛亭集 (尙震)/泛虛亭集 (尙震)__juan_09.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/湛軒書/湛軒書__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/湛軒書/湛軒書__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/湛軒書/湛軒書__juan_03.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/湛軒書/湛軒書__juan_04.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/湛軒書/湛軒書__juan_05.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/湛軒書/湛軒書__juan_06.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/湛軒書/湛軒書__juan_07.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/湛軒書/湛軒書__juan_08.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/湛軒書/湛軒書__juan_09.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/湛軒書/湛軒書__juan_10.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/湛軒書/湛軒書__juan_11.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/湛軒書/湛軒書__juan_12.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/湛軒書/湛軒書__juan_13.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/湛軒書/湛軒書__juan_14.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/溪堂先生文集/溪堂先生文集__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/溪堂先生文集/溪堂先生文集__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/溪堂先生文集/溪堂先生文集__juan_03.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/溪堂先生文集/溪堂先生文集__juan_04.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/溪堂先生文集/溪堂先生文集__juan_05.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/溪堂先生文集/溪堂先生文集__juan_06.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/溪堂先生文集/溪堂先生文集__juan_07.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/溪堂先生文集/溪堂先生文集__juan_08.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/溪堂先生文集/溪堂先生文集__juan_09.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/溪堂先生文集/溪堂先生文集__juan_10.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/溪堂先生文集/溪堂先生文集__juan_11.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/溪堂先生文集/溪堂先生文集__juan_12.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/溪堂先生文集/溪堂先生文集__juan_13.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/溪堂先生文集/溪堂先生文集__juan_14.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/溪堂先生文集/溪堂先生文集__juan_15.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/溪堂先生文集/溪堂先生文集__juan_16.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/澗松先生續集/澗松先生續集__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/澗松先生續集/澗松先生續集__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/澗松先生續集/澗松先生續集__juan_03.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/澗松先生續集/澗松先生續集__juan_04.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/澗松先生續集/澗松先生續集__juan_05.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/澹人集/澹人集__juan_01.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/澹人集/澹人集__juan_02.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/澹人集/澹人集__juan_03.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/澹人集/澹人集__juan_04.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/澹人集/澹人集__juan_05.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/澹人集/澹人集__juan_06.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/澹人集/澹人集__juan_07.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/澹人集/澹人集__juan_08.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/澹人集/澹人集__juan_09.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/澹人集/澹人集__juan_10.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/澹人集/澹人集__juan_11.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/澹人集/澹人集__juan_12.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/澹人集/澹人集__juan_13.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/澹人集/澹人集__juan_14.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
大日本帝国/朝鮮/澹人集/澹人集__juan_15.txt,yes,no,朝鮮,大日本帝國，朝鮮,大日本帝國,大日本帝國,,朝鮮,derived from 大日本帝國/<territory>/... folder path
