folder_type,corpus_root,category,work_folder,pageid,work_title,display_title,page_title,author,times,juan_index,raw_path,clean_path,char_count_raw,char_count_clean,is_empty_page 
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0718.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0718.txt,12344,12344,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0719.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0719.txt,10667,10667,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0720.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0720.txt,10718,10718,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0721.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0721.txt,9020,9020,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0722.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0722.txt,11475,11475,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0723.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0723.txt,17183,17183,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0724.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0724.txt,16151,16151,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0725.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0725.txt,10105,10105,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0726.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0726.txt,14607,14607,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0727.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0727.txt,16174,16174,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0728.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0728.txt,7287,7287,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0729.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0729.txt,8186,8186,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0730.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0730.txt,13305,13305,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0731.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0731.txt,11850,11850,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0732.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0732.txt,12131,12131,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0733.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0733.txt,10421,10421,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0734.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0734.txt,13949,13949,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0735.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0735.txt,13074,13074,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0736.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0736.txt,11795,11795,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0737.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0737.txt,5461,5461,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0738.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0738.txt,17205,17205,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0739.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0739.txt,13120,13120,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0740.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0740.txt,8309,8309,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0741.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0741.txt,11251,11251,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0742.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0742.txt,8735,8735,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0743.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0743.txt,12334,12334,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0744.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0744.txt,11272,11272,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0745.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0745.txt,13114,13114,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0746.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0746.txt,9530,9530,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0747.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0747.txt,7723,7723,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0748.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0748.txt,12709,12709,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0749.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0749.txt,17738,17738,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0750.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0750.txt,9350,9350,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0751.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0751.txt,9142,9142,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0752.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0752.txt,12809,12809,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0753.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0753.txt,11043,11043,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0754.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0754.txt,10937,10937,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0755.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0755.txt,12550,12550,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0756.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0756.txt,7838,7838,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0757.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0757.txt,14481,14481,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0758.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0758.txt,7277,7277,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0759.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0759.txt,14547,14547,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0760.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0760.txt,15973,15973,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0761.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0761.txt,10159,10159,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0762.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0762.txt,14274,14274,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0763.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0763.txt,6436,6436,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0764.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0764.txt,10974,10974,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0765.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0765.txt,11280,11280,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0766.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0766.txt,10216,10216,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0767.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0767.txt,10324,10324,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0768.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0768.txt,16164,16164,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0769.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0769.txt,6153,6153,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0770.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0770.txt,19902,19902,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0771.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0771.txt,13162,13162,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0772.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0772.txt,7813,7813,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0773.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0773.txt,12681,12681,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0774.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0774.txt,8872,8872,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0775.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0775.txt,9894,9894,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0776.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0776.txt,14013,14013,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0777.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0777.txt,13417,13417,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0778.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0778.txt,12576,12576,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0779.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0779.txt,12625,12625,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0780.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0780.txt,10679,10679,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0781.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0781.txt,10917,10917,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0782.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0782.txt,7546,7546,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0783.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0783.txt,9687,9687,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0784.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0784.txt,4133,4133,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0785.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0785.txt,11191,11191,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0786.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0786.txt,12406,12406,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0787.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0787.txt,12744,12744,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0788.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0788.txt,16340,16340,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0789.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0789.txt,8659,8659,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0790.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0790.txt,15231,15231,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0791.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0791.txt,16172,16172,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0792.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0792.txt,12821,12821,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0793.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0793.txt,8834,8834,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0794.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0794.txt,16893,16893,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0795.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0795.txt,13662,13662,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0796.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0796.txt,9957,9957,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0797.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0797.txt,12763,12763,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0798.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0798.txt,12624,12624,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0799.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0799.txt,12404,12404,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0800.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0800.txt,20513,20513,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0801.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0801.txt,17262,17262,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0802.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0802.txt,13898,13898,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0803.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0803.txt,7782,7782,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0804.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0804.txt,14214,14214,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0805.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_0805.txt,11542,11542,0
