folder_type,corpus_root,category,work_folder,pageid,work_title,display_title,page_title,author,times,juan_index,raw_path,clean_path,char_count_raw,char_count_clean,is_empty_page 
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8339.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8339.txt,3198,3198,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8340.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8340.txt,9544,9544,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8341.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8341.txt,6746,6746,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8342.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8342.txt,16794,16794,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8343.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8343.txt,6706,6706,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8344.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8344.txt,12989,12989,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8345.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8345.txt,17238,17238,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8346.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8346.txt,10351,10351,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8347.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8347.txt,11649,11649,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8348.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8348.txt,14136,14136,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8349.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8349.txt,29002,29002,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8350.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8350.txt,21385,21385,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8351.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8351.txt,12612,12612,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8352.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8352.txt,25871,25871,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8353.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8353.txt,18072,18072,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8354.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8354.txt,12330,12330,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8355.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8355.txt,25152,25152,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8356.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8356.txt,20904,20904,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8357.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8357.txt,32214,32214,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8358.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8358.txt,15276,15276,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8359.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8359.txt,18798,18798,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8360.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8360.txt,20211,20211,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8361.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8361.txt,16710,16710,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8362.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8362.txt,14749,14749,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8363.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8363.txt,25780,25780,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8364.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8364.txt,15838,15838,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8365.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8365.txt,25600,25600,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8366.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8366.txt,17710,17710,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8367.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8367.txt,13943,13943,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8368.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8368.txt,9946,9946,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8369.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8369.txt,13327,13327,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8370.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8370.txt,10279,10279,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8371.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8371.txt,14477,14477,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8372.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8372.txt,10731,10731,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8373.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8373.txt,19404,19404,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8374.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8374.txt,15325,15325,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8375.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8375.txt,17793,17793,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8376.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8376.txt,17721,17721,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8377.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8377.txt,18377,18377,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8378.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8378.txt,24725,24725,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8379.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8379.txt,5782,5782,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8380.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8380.txt,15232,15232,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8381.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8381.txt,7617,7617,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8382.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8382.txt,8752,8752,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8383.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8383.txt,8703,8703,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8384.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8384.txt,10849,10849,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8385.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8385.txt,20222,20222,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8386.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8386.txt,20119,20119,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8387.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8387.txt,14732,14732,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8388.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8388.txt,18340,18340,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8389.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8389.txt,14896,14896,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8390.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8390.txt,7891,7891,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8391.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8391.txt,21695,21695,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8392.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8392.txt,13741,13741,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8393.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8393.txt,18946,18946,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8394.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8394.txt,20789,20789,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8395.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8395.txt,15112,15112,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8396.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8396.txt,17777,17777,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8397.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8397.txt,16400,16400,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8398.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8398.txt,17282,17282,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8399.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8399.txt,15975,15975,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8400.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8400.txt,16046,16046,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8401.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8401.txt,14622,14622,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8402.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8402.txt,18395,18395,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8403.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8403.txt,18506,18506,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8404.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8404.txt,25850,25850,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8405.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8405.txt,19942,19942,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8406.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8406.txt,14091,14091,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8407.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8407.txt,5414,5414,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8408.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8408.txt,13524,13524,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8409.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8409.txt,14725,14725,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8410.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8410.txt,12842,12842,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8411.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8411.txt,15255,15255,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8412.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8412.txt,9894,9894,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8413.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8413.txt,12263,12263,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8414.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8414.txt,15023,15023,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8415.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8415.txt,14710,14710,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8416.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8416.txt,12497,12497,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8417.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8417.txt,13061,13061,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8418.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8418.txt,13733,13733,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8419.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8419.txt,11959,11959,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8420.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8420.txt,9649,9649,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8421.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8421.txt,20937,20937,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8422.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8422.txt,16609,16609,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8423.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8423.txt,15837,15837,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8424.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8424.txt,12462,12462,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8425.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8425.txt,10346,10346,0
clean,中國漢文,清朝,欽定古今圖書集成,,欽定古今圖書集成,欽定古今圖書集成,欽定古今圖書集成,,,1,中國漢文\raw\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8426.txt,中國漢文\clean\清朝\欽定古今圖書集成\欽定古今圖書集成_juan_8426.txt,15383,15383,0
