folder_type,corpus_root,category,work_folder,pageid,work_title,display_title,page_title,author,times,juan_count,min_juan_index,max_juan_index,total_char_count_raw,total_char_count_clean,empty_juan_count,example_raw_path,example_clean_path 
clean,朝鮮漢文,朝鮮王朝,病中，聞夜雨，有懷草堂，因敍平生 (其二),,病中，聞夜雨，有懷草堂，因敍平生 (其二),病中，聞夜雨，有懷草堂，因敍平生 (其二),病中，聞夜雨，有懷草堂，因敍平生 (其二),,,1,1,1,520,32,0,朝鮮漢文\raw\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其二)\病中，聞夜雨，有懷草堂，因敍平生 (其二)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其二)\病中，聞夜雨，有懷草堂，因敍平生 (其二)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,病中，聞夜雨，有懷草堂，因敍平生 (其二十),,病中，聞夜雨，有懷草堂，因敍平生 (其二十),病中，聞夜雨，有懷草堂，因敍平生 (其二十),病中，聞夜雨，有懷草堂，因敍平生 (其二十),,,1,1,1,520,32,0,朝鮮漢文\raw\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其二十)\病中，聞夜雨，有懷草堂，因敍平生 (其二十)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其二十)\病中，聞夜雨，有懷草堂，因敍平生 (其二十)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,病中，聞夜雨，有懷草堂，因敍平生 (其二十一),,病中，聞夜雨，有懷草堂，因敍平生 (其二十一),病中，聞夜雨，有懷草堂，因敍平生 (其二十一),病中，聞夜雨，有懷草堂，因敍平生 (其二十一),,,1,1,1,520,32,0,朝鮮漢文\raw\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其二十一)\病中，聞夜雨，有懷草堂，因敍平生 (其二十一)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其二十一)\病中，聞夜雨，有懷草堂，因敍平生 (其二十一)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,病中，聞夜雨，有懷草堂，因敍平生 (其二十三),,病中，聞夜雨，有懷草堂，因敍平生 (其二十三),病中，聞夜雨，有懷草堂，因敍平生 (其二十三),病中，聞夜雨，有懷草堂，因敍平生 (其二十三),,,1,1,1,520,32,0,朝鮮漢文\raw\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其二十三)\病中，聞夜雨，有懷草堂，因敍平生 (其二十三)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其二十三)\病中，聞夜雨，有懷草堂，因敍平生 (其二十三)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,病中，聞夜雨，有懷草堂，因敍平生 (其二十二),,病中，聞夜雨，有懷草堂，因敍平生 (其二十二),病中，聞夜雨，有懷草堂，因敍平生 (其二十二),病中，聞夜雨，有懷草堂，因敍平生 (其二十二),,,1,1,1,564,76,0,朝鮮漢文\raw\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其二十二)\病中，聞夜雨，有懷草堂，因敍平生 (其二十二)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其二十二)\病中，聞夜雨，有懷草堂，因敍平生 (其二十二)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,病中，聞夜雨，有懷草堂，因敍平生 (其二十四),,病中，聞夜雨，有懷草堂，因敍平生 (其二十四),病中，聞夜雨，有懷草堂，因敍平生 (其二十四),病中，聞夜雨，有懷草堂，因敍平生 (其二十四),,,1,1,1,526,38,0,朝鮮漢文\raw\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其二十四)\病中，聞夜雨，有懷草堂，因敍平生 (其二十四)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其二十四)\病中，聞夜雨，有懷草堂，因敍平生 (其二十四)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,病中，聞夜雨，有懷草堂，因敍平生 (其五),,病中，聞夜雨，有懷草堂，因敍平生 (其五),病中，聞夜雨，有懷草堂，因敍平生 (其五),病中，聞夜雨，有懷草堂，因敍平生 (其五),,,1,1,1,520,32,0,朝鮮漢文\raw\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其五)\病中，聞夜雨，有懷草堂，因敍平生 (其五)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其五)\病中，聞夜雨，有懷草堂，因敍平生 (其五)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,病中，聞夜雨，有懷草堂，因敍平生 (其八),,病中，聞夜雨，有懷草堂，因敍平生 (其八),病中，聞夜雨，有懷草堂，因敍平生 (其八),病中，聞夜雨，有懷草堂，因敍平生 (其八),,,1,1,1,520,32,0,朝鮮漢文\raw\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其八)\病中，聞夜雨，有懷草堂，因敍平生 (其八)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其八)\病中，聞夜雨，有懷草堂，因敍平生 (其八)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,病中，聞夜雨，有懷草堂，因敍平生 (其六),,病中，聞夜雨，有懷草堂，因敍平生 (其六),病中，聞夜雨，有懷草堂，因敍平生 (其六),病中，聞夜雨，有懷草堂，因敍平生 (其六),,,1,1,1,548,60,0,朝鮮漢文\raw\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其六)\病中，聞夜雨，有懷草堂，因敍平生 (其六)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其六)\病中，聞夜雨，有懷草堂，因敍平生 (其六)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,病中，聞夜雨，有懷草堂，因敍平生 (其十),,病中，聞夜雨，有懷草堂，因敍平生 (其十),病中，聞夜雨，有懷草堂，因敍平生 (其十),病中，聞夜雨，有懷草堂，因敍平生 (其十),,,1,1,1,520,32,0,朝鮮漢文\raw\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其十)\病中，聞夜雨，有懷草堂，因敍平生 (其十)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其十)\病中，聞夜雨，有懷草堂，因敍平生 (其十)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,病中，聞夜雨，有懷草堂，因敍平生 (其十一),,病中，聞夜雨，有懷草堂，因敍平生 (其十一),病中，聞夜雨，有懷草堂，因敍平生 (其十一),病中，聞夜雨，有懷草堂，因敍平生 (其十一),,,1,1,1,520,32,0,朝鮮漢文\raw\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其十一)\病中，聞夜雨，有懷草堂，因敍平生 (其十一)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其十一)\病中，聞夜雨，有懷草堂，因敍平生 (其十一)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,病中，聞夜雨，有懷草堂，因敍平生 (其十七),,病中，聞夜雨，有懷草堂，因敍平生 (其十七),病中，聞夜雨，有懷草堂，因敍平生 (其十七),病中，聞夜雨，有懷草堂，因敍平生 (其十七),,,1,1,1,520,32,0,朝鮮漢文\raw\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其十七)\病中，聞夜雨，有懷草堂，因敍平生 (其十七)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其十七)\病中，聞夜雨，有懷草堂，因敍平生 (其十七)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,病中，聞夜雨，有懷草堂，因敍平生 (其十三),,病中，聞夜雨，有懷草堂，因敍平生 (其十三),病中，聞夜雨，有懷草堂，因敍平生 (其十三),病中，聞夜雨，有懷草堂，因敍平生 (其十三),,,1,1,1,568,80,0,朝鮮漢文\raw\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其十三)\病中，聞夜雨，有懷草堂，因敍平生 (其十三)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其十三)\病中，聞夜雨，有懷草堂，因敍平生 (其十三)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,病中，聞夜雨，有懷草堂，因敍平生 (其十九),,病中，聞夜雨，有懷草堂，因敍平生 (其十九),病中，聞夜雨，有懷草堂，因敍平生 (其十九),病中，聞夜雨，有懷草堂，因敍平生 (其十九),,,1,1,1,520,32,0,朝鮮漢文\raw\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其十九)\病中，聞夜雨，有懷草堂，因敍平生 (其十九)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其十九)\病中，聞夜雨，有懷草堂，因敍平生 (其十九)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,病中，聞夜雨，有懷草堂，因敍平生 (其十二),,病中，聞夜雨，有懷草堂，因敍平生 (其十二),病中，聞夜雨，有懷草堂，因敍平生 (其十二),病中，聞夜雨，有懷草堂，因敍平生 (其十二),,,1,1,1,550,62,0,朝鮮漢文\raw\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其十二)\病中，聞夜雨，有懷草堂，因敍平生 (其十二)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其十二)\病中，聞夜雨，有懷草堂，因敍平生 (其十二)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,病中，聞夜雨，有懷草堂，因敍平生 (其十五),,病中，聞夜雨，有懷草堂，因敍平生 (其十五),病中，聞夜雨，有懷草堂，因敍平生 (其十五),病中，聞夜雨，有懷草堂，因敍平生 (其十五),,,1,1,1,562,74,0,朝鮮漢文\raw\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其十五)\病中，聞夜雨，有懷草堂，因敍平生 (其十五)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其十五)\病中，聞夜雨，有懷草堂，因敍平生 (其十五)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,病中，聞夜雨，有懷草堂，因敍平生 (其十八),,病中，聞夜雨，有懷草堂，因敍平生 (其十八),病中，聞夜雨，有懷草堂，因敍平生 (其十八),病中，聞夜雨，有懷草堂，因敍平生 (其十八),,,1,1,1,520,32,0,朝鮮漢文\raw\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其十八)\病中，聞夜雨，有懷草堂，因敍平生 (其十八)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其十八)\病中，聞夜雨，有懷草堂，因敍平生 (其十八)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,病中，聞夜雨，有懷草堂，因敍平生 (其十六),,病中，聞夜雨，有懷草堂，因敍平生 (其十六),病中，聞夜雨，有懷草堂，因敍平生 (其十六),病中，聞夜雨，有懷草堂，因敍平生 (其十六),,,1,1,1,520,32,0,朝鮮漢文\raw\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其十六)\病中，聞夜雨，有懷草堂，因敍平生 (其十六)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其十六)\病中，聞夜雨，有懷草堂，因敍平生 (其十六)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,病中，聞夜雨，有懷草堂，因敍平生 (其十四),,病中，聞夜雨，有懷草堂，因敍平生 (其十四),病中，聞夜雨，有懷草堂，因敍平生 (其十四),病中，聞夜雨，有懷草堂，因敍平生 (其十四),,,1,1,1,534,46,0,朝鮮漢文\raw\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其十四)\病中，聞夜雨，有懷草堂，因敍平生 (其十四)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其十四)\病中，聞夜雨，有懷草堂，因敍平生 (其十四)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,病中，聞夜雨，有懷草堂，因敍平生 (其四),,病中，聞夜雨，有懷草堂，因敍平生 (其四),病中，聞夜雨，有懷草堂，因敍平生 (其四),病中，聞夜雨，有懷草堂，因敍平生 (其四),,,1,1,1,520,32,0,朝鮮漢文\raw\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其四)\病中，聞夜雨，有懷草堂，因敍平生 (其四)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\病中，聞夜雨，有懷草堂，因敍平生 (其四)\病中，聞夜雨，有懷草堂，因敍平生 (其四)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,病後步西園有懷,,病後步西園有懷,病後步西園有懷,病後步西園有懷,,,1,1,1,642,154,0,朝鮮漢文\raw\朝鮮王朝\病後步西園有懷\病後步西園有懷__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\病後步西園有懷\病後步西園有懷__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,登摩尼山天壇，用牧隱韻,,登摩尼山天壇，用牧隱韻,登摩尼山天壇，用牧隱韻,登摩尼山天壇，用牧隱韻,,,1,1,1,552,64,0,朝鮮漢文\raw\朝鮮王朝\登摩尼山天壇，用牧隱韻\登摩尼山天壇，用牧隱韻__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\登摩尼山天壇，用牧隱韻\登摩尼山天壇，用牧隱韻__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,登百祥樓,,登百祥樓,登百祥樓,登百祥樓,,,1,1,1,552,64,0,朝鮮漢文\raw\朝鮮王朝\登百祥樓\登百祥樓__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\登百祥樓\登百祥樓__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,白蓮寺夜坐書懷,,白蓮寺夜坐書懷,白蓮寺夜坐書懷,白蓮寺夜坐書懷,,,1,1,1,536,48,0,朝鮮漢文\raw\朝鮮王朝\白蓮寺夜坐書懷\白蓮寺夜坐書懷__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\白蓮寺夜坐書懷\白蓮寺夜坐書懷__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,白蓮寺，訪鄭德容、林子愼,,白蓮寺，訪鄭德容、林子愼,白蓮寺，訪鄭德容、林子愼,白蓮寺，訪鄭德容、林子愼,,,1,1,1,512,24,0,朝鮮漢文\raw\朝鮮王朝\白蓮寺，訪鄭德容、林子愼\白蓮寺，訪鄭德容、林子愼__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\白蓮寺，訪鄭德容、林子愼\白蓮寺，訪鄭德容、林子愼__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,百祥樓月夜，次使相韻,,百祥樓月夜，次使相韻,百祥樓月夜，次使相韻,百祥樓月夜，次使相韻,,,1,1,1,520,32,0,朝鮮漢文\raw\朝鮮王朝\百祥樓月夜，次使相韻\百祥樓月夜，次使相韻__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\百祥樓月夜，次使相韻\百祥樓月夜，次使相韻__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,目前謠,,目前謠,目前謠,目前謠,,,1,1,1,610,122,0,朝鮮漢文\raw\朝鮮王朝\目前謠\目前謠__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\目前謠\目前謠__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,睡起 (權韠),,睡起 (權韠),睡起 (權韠),睡起 (權韠),,,1,1,1,524,36,0,朝鮮漢文\raw\朝鮮王朝\睡起 (權韠)\睡起 (權韠)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\睡起 (權韠)\睡起 (權韠)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,石洲集,,石洲集,石洲集,石洲集/卷一,,,8,1,8,49741,49731,0,朝鮮漢文\raw\朝鮮王朝\石洲集\石洲集__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\石洲集\石洲集__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,示玄翁趙,,示玄翁趙,示玄翁趙,示玄翁趙,,,1,1,1,536,48,0,朝鮮漢文\raw\朝鮮王朝\示玄翁趙\示玄翁趙__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\示玄翁趙\示玄翁趙__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,祭宋聘君文,,祭宋聘君文,祭宋聘君文,祭宋聘君文,,,1,1,1,704,216,0,朝鮮漢文\raw\朝鮮王朝\祭宋聘君文\祭宋聘君文__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\祭宋聘君文\祭宋聘君文__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,秋夜感懷 (權韠),,秋夜感懷 (權韠),秋夜感懷 (權韠),秋夜感懷 (權韠),,,1,1,1,531,43,0,朝鮮漢文\raw\朝鮮王朝\秋夜感懷 (權韠)\秋夜感懷 (權韠)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\秋夜感懷 (權韠)\秋夜感懷 (權韠)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,秋夜旅懷,,秋夜旅懷,秋夜旅懷,秋夜旅懷,,,1,1,1,536,48,0,朝鮮漢文\raw\朝鮮王朝\秋夜旅懷\秋夜旅懷__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\秋夜旅懷\秋夜旅懷__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,秋夜，披香堂口占,,秋夜，披香堂口占,秋夜，披香堂口占,秋夜，披香堂口占,,,1,1,1,520,32,0,朝鮮漢文\raw\朝鮮王朝\秋夜，披香堂口占\秋夜，披香堂口占__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\秋夜，披香堂口占\秋夜，披香堂口占__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,秋懷戲效李白,,秋懷戲效李白,秋懷戲效李白,秋懷戲效李白,,,1,1,1,536,48,0,朝鮮漢文\raw\朝鮮王朝\秋懷戲效李白\秋懷戲效李白__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\秋懷戲效李白\秋懷戲效李白__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,秋懷辭,,秋懷辭,秋懷辭,秋懷辭,,,1,1,1,630,142,0,朝鮮漢文\raw\朝鮮王朝\秋懷辭\秋懷辭__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\秋懷辭\秋懷辭__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,秋懷，側體,,秋懷，側體,秋懷，側體,秋懷，側體,,,1,1,1,552,64,0,朝鮮漢文\raw\朝鮮王朝\秋懷，側體\秋懷，側體__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\秋懷，側體\秋懷，側體__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,秋日把酒，感而賦詩,,秋日把酒，感而賦詩,秋日把酒，感而賦詩,秋日把酒，感而賦詩,,,1,1,1,548,60,0,朝鮮漢文\raw\朝鮮王朝\秋日把酒，感而賦詩\秋日把酒，感而賦詩__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\秋日把酒，感而賦詩\秋日把酒，感而賦詩__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,秋日書感,,秋日書感,秋日書感,秋日書感,,,1,1,1,520,32,0,朝鮮漢文\raw\朝鮮王朝\秋日書感\秋日書感__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\秋日書感\秋日書感__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,秋日，題宋子淸蓮亭,,秋日，題宋子淸蓮亭,秋日，題宋子淸蓮亭,秋日，題宋子淸蓮亭,,,1,1,1,520,32,0,朝鮮漢文\raw\朝鮮王朝\秋日，題宋子淸蓮亭\秋日，題宋子淸蓮亭__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\秋日，題宋子淸蓮亭\秋日，題宋子淸蓮亭__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,秋晩絶句回文,,秋晩絶句回文,秋晩絶句回文,秋晩絶句回文,,,1,1,1,520,32,0,朝鮮漢文\raw\朝鮮王朝\秋晩絶句回文\秋晩絶句回文__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\秋晩絶句回文\秋晩絶句回文__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,秦始皇 (權韠),,秦始皇 (權韠),秦始皇 (權韠),秦始皇 (權韠),,,1,1,1,512,24,0,朝鮮漢文\raw\朝鮮王朝\秦始皇 (權韠)\秦始皇 (權韠)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\秦始皇 (權韠)\秦始皇 (權韠)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,種松，示諸生,,種松，示諸生,種松，示諸生,種松，示諸生,,,1,1,1,520,32,0,朝鮮漢文\raw\朝鮮王朝\種松，示諸生\種松，示諸生__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\種松，示諸生\種松，示諸生__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,竹 (權韠),,竹 (權韠),竹 (權韠),竹 (權韠),,,1,1,1,618,130,0,朝鮮漢文\raw\朝鮮王朝\竹 (權韠)\竹 (權韠)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\竹 (權韠)\竹 (權韠)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,竹梧堂記,,竹梧堂記,竹梧堂記,竹梧堂記,,,1,1,1,762,274,0,朝鮮漢文\raw\朝鮮王朝\竹梧堂記\竹梧堂記__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\竹梧堂記\竹梧堂記__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,簡李子敏,,簡李子敏,簡李子敏,簡李子敏,,,1,1,1,541,53,0,朝鮮漢文\raw\朝鮮王朝\簡李子敏\簡李子敏__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\簡李子敏\簡李子敏__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,簡李子敏,,簡李子敏·附次韻,簡李子敏·附次韻,簡李子敏·附次韻,,,1,1,1,512,24,0,朝鮮漢文\raw\朝鮮王朝\簡李子敏\簡李子敏·附次韻__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\簡李子敏\簡李子敏·附次韻__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,簡李子敏 (其一),,簡李子敏 (其一),簡李子敏 (其一),簡李子敏 (其一),,,1,1,1,512,24,0,朝鮮漢文\raw\朝鮮王朝\簡李子敏 (其一)\簡李子敏 (其一)__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\簡李子敏 (其一)\簡李子敏 (其一)__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,絶筆,,絶筆,絶筆,絶筆,,,1,1,1,520,32,0,朝鮮漢文\raw\朝鮮王朝\絶筆\絶筆__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\絶筆\絶筆__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,翻俗傳紙鳶歌,,翻俗傳紙鳶歌,翻俗傳紙鳶歌,翻俗傳紙鳶歌,,,1,1,1,520,32,0,朝鮮漢文\raw\朝鮮王朝\翻俗傳紙鳶歌\翻俗傳紙鳶歌__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\翻俗傳紙鳶歌\翻俗傳紙鳶歌__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,老乞大,,老乞大,老乞大,老乞大/卷上,,,2,1,2,19088,19085,0,朝鮮漢文\raw\朝鮮王朝\老乞大\老乞大__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\老乞大\老乞大__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,老稼齋燕行日記,,老稼齋燕行日記,老稼齋燕行日記,老稼齋燕行日記/卷一,,,9,1,9,0,0,9,朝鮮漢文\raw\朝鮮王朝\老稼齋燕行日記\老稼齋燕行日記__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\老稼齋燕行日記\老稼齋燕行日記__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,聞任茂叔削科,,聞任茂叔削科,聞任茂叔削科,聞任茂叔削科,,,1,1,1,520,32,0,朝鮮漢文\raw\朝鮮王朝\聞任茂叔削科\聞任茂叔削科__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\聞任茂叔削科\聞任茂叔削科__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,肅川池亭，次子敏韻，送尹定卿赴京,,肅川池亭，次子敏韻，送尹定卿赴京,肅川池亭，次子敏韻，送尹定卿赴京,肅川池亭，次子敏韻，送尹定卿赴京,,,1,1,1,552,64,0,朝鮮漢文\raw\朝鮮王朝\肅川池亭，次子敏韻，送尹定卿赴京\肅川池亭，次子敏韻，送尹定卿赴京__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\肅川池亭，次子敏韻，送尹定卿赴京\肅川池亭，次子敏韻，送尹定卿赴京__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,臨江仙,,臨江仙·題尹晴詩卷,臨江仙·題尹晴詩卷,臨江仙·題尹晴詩卷,,,1,1,1,564,76,0,朝鮮漢文\raw\朝鮮王朝\臨江仙\臨江仙·題尹晴詩卷__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\臨江仙\臨江仙·題尹晴詩卷__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,自懷川回公山，途中作,,自懷川回公山，途中作,自懷川回公山，途中作,自懷川回公山，途中作,,,1,1,1,552,64,0,朝鮮漢文\raw\朝鮮王朝\自懷川回公山，途中作\自懷川回公山，途中作__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\自懷川回公山，途中作\自懷川回公山，途中作__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,自歎,,自歎,自歎,自歎,,,1,1,1,598,110,0,朝鮮漢文\raw\朝鮮王朝\自歎\自歎__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\自歎\自歎__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,自歎,,自歎·其一,自歎·其一,自歎·其一,,,1,1,1,536,48,0,朝鮮漢文\raw\朝鮮王朝\自歎\自歎·其一__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\自歎\自歎·其一__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,自歎,,自歎·其二,自歎·其二,自歎·其二,,,1,1,1,546,58,0,朝鮮漢文\raw\朝鮮王朝\自歎\自歎·其二__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\自歎\自歎·其二__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,自河源向首陽，途中驢病，留延安村舍，時余新脫湖南之厄，氣甚不平,,自河源向首陽，途中驢病，留延安村舍，時余新脫湖南之厄，氣甚不平,自河源向首陽，途中驢病，留延安村舍，時余新脫湖南之厄，氣甚不平,自河源向首陽，途中驢病，留延安村舍，時余新脫湖南之厄，氣甚不平,,,1,1,1,536,48,0,朝鮮漢文\raw\朝鮮王朝\自河源向首陽，途中驢病，留延安村舍，時余新脫湖南之厄，氣甚不平\自河源向首陽，途中驢病，留延安村舍，時余新脫湖南之厄，氣甚不平__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\自河源向首陽，途中驢病，留延安村舍，時余新脫湖南之厄，氣甚不平\自河源向首陽，途中驢病，留延安村舍，時余新脫湖南之厄，氣甚不平__juan_01.txt
clean,朝鮮漢文,朝鮮王朝,自警箴,,自警箴,自警箴,自警箴,,,1,1,1,584,96,0,朝鮮漢文\raw\朝鮮王朝\自警箴\自警箴__juan_01.txt,朝鮮漢文\clean\朝鮮王朝\自警箴\自警箴__juan_01.txt
