folder_type,corpus_root,category,work_folder,pageid,work_title,display_title,page_title,author,times,juan_count,min_juan_index,max_juan_index,total_char_count_raw,total_char_count_clean,empty_juan_count,example_raw_path,example_clean_path 
clean,中國漢文,南北朝,讓吏部尚書表,,讓吏部尚書表,讓吏部尚書表,讓吏部尚書表,,,1,1,1,133,96,0,中國漢文\raw\南北朝\讓吏部尚書表\讓吏部尚書表__juan_01.txt,中國漢文\clean\南北朝\讓吏部尚書表\讓吏部尚書表__juan_01.txt
clean,中國漢文,南北朝,讓詹事表,,讓詹事表,讓詹事表,讓詹事表,,,1,1,1,167,130,0,中國漢文\raw\南北朝\讓詹事表\讓詹事表__juan_01.txt,中國漢文\clean\南北朝\讓詹事表\讓詹事表__juan_01.txt
clean,中國漢文,南北朝,象經序,,象經序,象經序,象經序,,,1,1,1,466,429,0,中國漢文\raw\南北朝\象經序\象經序__juan_01.txt,中國漢文\clean\南北朝\象經序\象經序__juan_01.txt
clean,中國漢文,南北朝,豫州墓誌銘,,豫州墓誌銘,豫州墓誌銘,豫州墓誌銘,,,1,1,1,305,268,0,中國漢文\raw\南北朝\豫州墓誌銘\豫州墓誌銘__juan_01.txt,中國漢文\clean\南北朝\豫州墓誌銘\豫州墓誌銘__juan_01.txt
clean,中國漢文,南北朝,豫章王拜後赦教,,豫章王拜後赦教,豫章王拜後赦教,豫章王拜後赦教,,,1,1,1,189,152,0,中國漢文\raw\南北朝\豫章王拜後赦教\豫章王拜後赦教__juan_01.txt,中國漢文\clean\南北朝\豫章王拜後赦教\豫章王拜後赦教__juan_01.txt
clean,中國漢文,南北朝,豫章長公主墓誌銘,,豫章長公主墓誌銘,豫章長公主墓誌銘,豫章長公主墓誌銘,,,1,1,1,163,126,0,中國漢文\raw\南北朝\豫章長公主墓誌銘\豫章長公主墓誌銘__juan_01.txt,中國漢文\clean\南北朝\豫章長公主墓誌銘\豫章長公主墓誌銘__juan_01.txt
clean,中國漢文,南北朝,賀老人星表,,賀老人星表,賀老人星表,賀老人星表,,,1,1,1,166,129,0,中國漢文\raw\南北朝\賀老人星表\賀老人星表__juan_01.txt,中國漢文\clean\南北朝\賀老人星表\賀老人星表__juan_01.txt
clean,中國漢文,南北朝,賀老人星詩,,賀老人星詩,賀老人星詩,賀老人星詩,,,1,1,1,93,56,0,中國漢文\raw\南北朝\賀老人星詩\賀老人星詩__juan_01.txt,中國漢文\clean\南北朝\賀老人星詩\賀老人星詩__juan_01.txt
clean,中國漢文,南北朝,賦詠聯句,,賦詠聯句,賦詠聯句,賦詠聯句,,,1,1,1,232,195,0,中國漢文\raw\南北朝\賦詠聯句\賦詠聯句__juan_01.txt,中國漢文\clean\南北朝\賦詠聯句\賦詠聯句__juan_01.txt
clean,中國漢文,南北朝,賦貧民田,,賦貧民田,賦貧民田,賦貧民田,,,1,1,1,213,176,0,中國漢文\raw\南北朝\賦貧民田\賦貧民田__juan_01.txt,中國漢文\clean\南北朝\賦貧民田\賦貧民田__juan_01.txt
clean,中國漢文,南北朝,賦體,,賦體,賦體,賦體,,,1,1,1,119,82,0,中國漢文\raw\南北朝\賦體\賦體__juan_01.txt,中國漢文\clean\南北朝\賦體\賦體__juan_01.txt
clean,中國漢文,南北朝,賦體 (陸倕),,賦體 (陸倕),賦體 (陸倕),賦體 (陸倕),,,1,1,1,137,100,0,中國漢文\raw\南北朝\賦體 (陸倕)\賦體 (陸倕)__juan_01.txt,中國漢文\clean\南北朝\賦體 (陸倕)\賦體 (陸倕)__juan_01.txt
clean,中國漢文,南北朝,賽敬亭山廟喜雨,,賽敬亭山廟喜雨,賽敬亭山廟喜雨,賽敬亭山廟喜雨,,,1,1,1,201,164,0,中國漢文\raw\南北朝\賽敬亭山廟喜雨\賽敬亭山廟喜雨__juan_01.txt,中國漢文\clean\南北朝\賽敬亭山廟喜雨\賽敬亭山廟喜雨__juan_01.txt
clean,中國漢文,南北朝,贈任昉詩,,贈任昉詩,贈任昉詩,贈任昉詩,,,1,1,1,216,179,0,中國漢文\raw\南北朝\贈任昉詩\贈任昉詩__juan_01.txt,中國漢文\clean\南北朝\贈任昉詩\贈任昉詩__juan_01.txt
clean,中國漢文,南北朝,贈周處士,,贈周處士,贈周處士,贈周處士,,,1,1,1,189,152,0,中國漢文\raw\南北朝\贈周處士\贈周處士__juan_01.txt,中國漢文\clean\南北朝\贈周處士\贈周處士__juan_01.txt
clean,中國漢文,南北朝,贈族人秣陵兄弟,,贈族人秣陵兄弟,贈族人秣陵兄弟,贈族人秣陵兄弟,,,1,1,1,357,320,0,中國漢文\raw\南北朝\贈族人秣陵兄弟\贈族人秣陵兄弟__juan_01.txt,中國漢文\clean\南北朝\贈族人秣陵兄弟\贈族人秣陵兄弟__juan_01.txt
clean,中國漢文,南北朝,贈江長史别,,贈江長史别,贈江長史别,贈江長史别,,,1,1,1,225,188,0,中國漢文\raw\南北朝\贈江長史别\贈江長史别__juan_01.txt,中國漢文\clean\南北朝\贈江長史别\贈江長史别__juan_01.txt
clean,中國漢文,南北朝,贈王主簿,,贈王主簿,贈王主簿,贈王主簿,,,1,1,1,153,116,0,中國漢文\raw\南北朝\贈王主簿\贈王主簿__juan_01.txt,中國漢文\clean\南北朝\贈王主簿\贈王主簿__juan_01.txt
clean,中國漢文,南北朝,贈王左丞 (何遜),,贈王左丞 (何遜),贈王左丞 (何遜),贈王左丞 (何遜),,,1,1,1,117,80,0,中國漢文\raw\南北朝\贈王左丞 (何遜)\贈王左丞 (何遜)__juan_01.txt,中國漢文\clean\南北朝\贈王左丞 (何遜)\贈王左丞 (何遜)__juan_01.txt
clean,中國漢文,南北朝,贈范曄詩,,贈范曄詩,贈范曄詩,贈范曄詩,,,1,1,1,93,56,0,中國漢文\raw\南北朝\贈范曄詩\贈范曄詩__juan_01.txt,中國漢文\clean\南北朝\贈范曄詩\贈范曄詩__juan_01.txt
clean,中國漢文,南北朝,贈諸遊舊,,贈諸遊舊,贈諸遊舊,贈諸遊舊,,,1,1,1,189,152,0,中國漢文\raw\南北朝\贈諸遊舊\贈諸遊舊__juan_01.txt,中國漢文\clean\南北朝\贈諸遊舊\贈諸遊舊__juan_01.txt
clean,中國漢文,南北朝,贈韋記室黯别,,贈韋記室黯别,贈韋記室黯别,贈韋記室黯别,,,1,1,1,129,92,0,中國漢文\raw\南北朝\贈韋記室黯别\贈韋記室黯别__juan_01.txt,中國漢文\clean\南北朝\贈韋記室黯别\贈韋記室黯别__juan_01.txt
clean,中國漢文,南北朝,赤鸚鵡賦,,赤鸚鵡賦,赤鸚鵡賦,赤鸚鵡賦,,,1,1,1,206,169,0,中國漢文\raw\南北朝\赤鸚鵡賦\赤鸚鵡賦__juan_01.txt,中國漢文\clean\南北朝\赤鸚鵡賦\赤鸚鵡賦__juan_01.txt
clean,中國漢文,南北朝,赦詔 (王褒),,赦詔 (王褒),赦詔 (王褒),赦詔 (王褒),,,1,1,1,234,197,0,中國漢文\raw\南北朝\赦詔 (王褒)\赦詔 (王褒)__juan_01.txt,中國漢文\clean\南北朝\赦詔 (王褒)\赦詔 (王褒)__juan_01.txt
clean,中國漢文,南北朝,赦詔 (陳叔寶),,赦詔 (陳叔寶),赦詔 (陳叔寶),赦詔 (陳叔寶),,,1,1,1,528,491,0,中國漢文\raw\南北朝\赦詔 (陳叔寶)\赦詔 (陳叔寶)__juan_01.txt,中國漢文\clean\南北朝\赦詔 (陳叔寶)\赦詔 (陳叔寶)__juan_01.txt
clean,中國漢文,南北朝,車中見新林分别甚盛,,車中見新林分别甚盛,車中見新林分别甚盛,車中見新林分别甚盛,,,1,1,1,117,80,0,中國漢文\raw\南北朝\車中見新林分别甚盛\車中見新林分别甚盛__juan_01.txt,中國漢文\clean\南北朝\車中見新林分别甚盛\車中見新林分别甚盛__juan_01.txt
clean,中國漢文,南北朝,輕舉篇,,輕舉篇,輕舉篇,輕舉篇,,,1,1,1,165,128,0,中國漢文\raw\南北朝\輕舉篇\輕舉篇__juan_01.txt,中國漢文\clean\南北朝\輕舉篇\輕舉篇__juan_01.txt
clean,中國漢文,南北朝,辭隨王子隆牋,,辭隨王子隆牋,辭隨王子隆牋,辭隨王子隆牋,,,1,1,1,404,367,0,中國漢文\raw\南北朝\辭隨王子隆牋\辭隨王子隆牋__juan_01.txt,中國漢文\clean\南北朝\辭隨王子隆牋\辭隨王子隆牋__juan_01.txt
clean,中國漢文,南北朝,辯意長者子經,,辯意長者子經,辯意長者子經,辯意長者子經,,,1,1,1,4635,4598,0,中國漢文\raw\南北朝\辯意長者子經\辯意長者子經__juan_01.txt,中國漢文\clean\南北朝\辯意長者子經\辯意長者子經__juan_01.txt
clean,中國漢文,南北朝,迎神歌,,迎神歌,迎神歌,迎神歌,,,1,1,1,197,160,0,中國漢文\raw\南北朝\迎神歌\迎神歌__juan_01.txt,中國漢文\clean\南北朝\迎神歌\迎神歌__juan_01.txt
clean,中國漢文,南北朝,述異記,,述異記,述異記,述異記,,,1,1,1,24408,24289,0,中國漢文\raw\南北朝\述異記\述異記__juan_01.txt,中國漢文\clean\南北朝\述異記\述異記__juan_01.txt
clean,中國漢文,南北朝,追封吳明徹詔,,追封吳明徹詔,追封吳明徹詔,追封吳明徹詔,,,1,1,1,332,295,0,中國漢文\raw\南北朝\追封吳明徹詔\追封吳明徹詔__juan_01.txt,中國漢文\clean\南北朝\追封吳明徹詔\追封吳明徹詔__juan_01.txt
clean,中國漢文,南北朝,追贈司馬申詔,,追贈司馬申詔,追贈司馬申詔,追贈司馬申詔,,,1,1,1,198,161,0,中國漢文\raw\南北朝\追贈司馬申詔\追贈司馬申詔__juan_01.txt,中國漢文\clean\南北朝\追贈司馬申詔\追贈司馬申詔__juan_01.txt
clean,中國漢文,南北朝,追贈徐陵詔,,追贈徐陵詔,追贈徐陵詔,追贈徐陵詔,,,1,1,1,212,175,0,中國漢文\raw\南北朝\追贈徐陵詔\追贈徐陵詔__juan_01.txt,中國漢文\clean\南北朝\追贈徐陵詔\追贈徐陵詔__juan_01.txt
clean,中國漢文,南北朝,追贈程文季詔,,追贈程文季詔,追贈程文季詔,追贈程文季詔,,,1,1,1,191,154,0,中國漢文\raw\南北朝\追贈程文季詔\追贈程文季詔__juan_01.txt,中國漢文\clean\南北朝\追贈程文季詔\追贈程文季詔__juan_01.txt
clean,中國漢文,南北朝,送別裴儀同,,送別裴儀同,送別裴儀同,送別裴儀同,,,1,1,1,117,80,0,中國漢文\raw\南北朝\送別裴儀同\送別裴儀同__juan_01.txt,中國漢文\clean\南北朝\送別裴儀同\送別裴儀同__juan_01.txt
clean,中國漢文,南北朝,送劉中書葬,,送劉中書葬,送劉中書葬,送劉中書葬,,,1,1,1,129,92,0,中國漢文\raw\南北朝\送劉中書葬\送劉中書葬__juan_01.txt,中國漢文\clean\南北朝\送劉中書葬\送劉中書葬__juan_01.txt
clean,中國漢文,南北朝,送江兵曹檀主簿朱孝廉還上國,,送江兵曹檀主簿朱孝廉還上國,送江兵曹檀主簿朱孝廉還上國,送江兵曹檀主簿朱孝廉還上國,,,1,1,1,117,80,0,中國漢文\raw\南北朝\送江兵曹檀主簿朱孝廉還上國\送江兵曹檀主簿朱孝廉還上國__juan_01.txt,中國漢文\clean\南北朝\送江兵曹檀主簿朱孝廉還上國\送江兵曹檀主簿朱孝廉還上國__juan_01.txt
clean,中國漢文,南北朝,送江水曹還遠館,,送江水曹還遠館,送江水曹還遠館,送江水曹還遠館,,,1,1,1,117,80,0,中國漢文\raw\南北朝\送江水曹還遠館\送江水曹還遠館__juan_01.txt,中國漢文\clean\南北朝\送江水曹還遠館\送江水曹還遠館__juan_01.txt
clean,中國漢文,南北朝,送神歌,,送神歌,送神歌,送神歌,,,1,1,1,149,112,0,中國漢文\raw\南北朝\送神歌\送神歌__juan_01.txt,中國漢文\clean\南北朝\送神歌\送神歌__juan_01.txt
clean,中國漢文,南北朝,送褚都曹,,送褚都曹,送褚都曹,送褚都曹,,,1,1,1,93,56,0,中國漢文\raw\南北朝\送褚都曹\送褚都曹__juan_01.txt,中國漢文\clean\南北朝\送褚都曹\送褚都曹__juan_01.txt
clean,中國漢文,南北朝,送觀寧侯葬,,送觀寧侯葬,送觀寧侯葬,送觀寧侯葬,,,1,1,1,285,248,0,中國漢文\raw\南北朝\送觀寧侯葬\送觀寧侯葬__juan_01.txt,中國漢文\clean\南北朝\送觀寧侯葬\送觀寧侯葬__juan_01.txt
clean,中國漢文,南北朝,送韋司馬别,,送韋司馬别,送韋司馬别,送韋司馬别,,,1,1,1,249,212,0,中國漢文\raw\南北朝\送韋司馬别\送韋司馬别__juan_01.txt,中國漢文\clean\南北朝\送韋司馬别\送韋司馬别__juan_01.txt
clean,中國漢文,南北朝,連珠 (吳均),,連珠 (吳均),連珠 (吳均),連珠 (吳均),,,1,1,1,169,132,0,中國漢文\raw\南北朝\連珠 (吳均)\連珠 (吳均)__juan_01.txt,中國漢文\clean\南北朝\連珠 (吳均)\連珠 (吳均)__juan_01.txt
clean,中國漢文,南北朝,逮詣南司辭府牋,,逮詣南司辭府牋,逮詣南司辭府牋,逮詣南司辭府牋,,,1,1,1,355,318,0,中國漢文\raw\南北朝\逮詣南司辭府牋\逮詣南司辭府牋__juan_01.txt,中國漢文\clean\南北朝\逮詣南司辭府牋\逮詣南司辭府牋__juan_01.txt
clean,中國漢文,南北朝,進天文要略表,,進天文要略表,進天文要略表,進天文要略表,,,1,1,1,373,336,0,中國漢文\raw\南北朝\進天文要略表\進天文要略表__juan_01.txt,中國漢文\clean\南北朝\進天文要略表\進天文要略表__juan_01.txt
clean,中國漢文,南北朝,遊俠篇 (王褒),,遊俠篇 (王褒),遊俠篇 (王褒),遊俠篇 (王褒),,,1,1,1,117,80,0,中國漢文\raw\南北朝\遊俠篇 (王褒)\遊俠篇 (王褒)__juan_01.txt,中國漢文\clean\南北朝\遊俠篇 (王褒)\遊俠篇 (王褒)__juan_01.txt
clean,中國漢文,南北朝,遊太平山,,遊太平山,遊太平山,遊太平山,,,1,1,1,93,56,0,中國漢文\raw\南北朝\遊太平山\遊太平山__juan_01.txt,中國漢文\clean\南北朝\遊太平山\遊太平山__juan_01.txt
clean,中國漢文,南北朝,遊山 (謝朓),,遊山 (謝朓),遊山 (謝朓),遊山 (謝朓),,,1,1,1,249,212,0,中國漢文\raw\南北朝\遊山 (謝朓)\遊山 (謝朓)__juan_01.txt,中國漢文\clean\南北朝\遊山 (謝朓)\遊山 (謝朓)__juan_01.txt
clean,中國漢文,南北朝,遊後園賦,,遊後園賦,遊後園賦,遊後園賦,,,1,1,1,279,242,0,中國漢文\raw\南北朝\遊後園賦\遊後園賦__juan_01.txt,中國漢文\clean\南北朝\遊後園賦\遊後園賦__juan_01.txt
clean,中國漢文,南北朝,遊思賦,,遊思賦,遊思賦,遊思賦,,,1,1,1,422,385,0,中國漢文\raw\南北朝\遊思賦\遊思賦__juan_01.txt,中國漢文\clean\南北朝\遊思賦\遊思賦__juan_01.txt
clean,中國漢文,南北朝,遊敬亭山,,遊敬亭山,遊敬亭山,遊敬亭山,,,1,1,1,189,152,0,中國漢文\raw\南北朝\遊敬亭山\遊敬亭山__juan_01.txt,中國漢文\clean\南北朝\遊敬亭山\遊敬亭山__juan_01.txt
clean,中國漢文,南北朝,遊東堂詠桐,,遊東堂詠桐,遊東堂詠桐,遊東堂詠桐,,,1,1,1,117,80,0,中國漢文\raw\南北朝\遊東堂詠桐\遊東堂詠桐__juan_01.txt,中國漢文\clean\南北朝\遊東堂詠桐\遊東堂詠桐__juan_01.txt
clean,中國漢文,南北朝,遊豫章西觀洪崖井,,遊豫章西觀洪崖井,遊豫章西觀洪崖井,遊豫章西觀洪崖井,,,1,1,1,141,104,0,中國漢文\raw\南北朝\遊豫章西觀洪崖井\遊豫章西觀洪崖井__juan_01.txt,中國漢文\clean\南北朝\遊豫章西觀洪崖井\遊豫章西觀洪崖井__juan_01.txt
clean,中國漢文,南北朝,過去現在因果經,,過去現在因果經,過去現在因果經,過去現在因果經,,,1,1,1,51952,51896,0,中國漢文\raw\南北朝\過去現在因果經\過去現在因果經__juan_01.txt,中國漢文\clean\南北朝\過去現在因果經\過去現在因果經__juan_01.txt
clean,中國漢文,南北朝,過藏矜道館,,過藏矜道館,過藏矜道館,過藏矜道館,,,1,1,1,93,56,0,中國漢文\raw\南北朝\過藏矜道館\過藏矜道館__juan_01.txt,中國漢文\clean\南北朝\過藏矜道館\過藏矜道館__juan_01.txt
clean,中國漢文,南北朝,道中贈桓司馬季珪,,道中贈桓司馬季珪,道中贈桓司馬季珪,道中贈桓司馬季珪,,,1,1,1,117,80,0,中國漢文\raw\南北朝\道中贈桓司馬季珪\道中贈桓司馬季珪__juan_01.txt,中國漢文\clean\南北朝\道中贈桓司馬季珪\道中贈桓司馬季珪__juan_01.txt
clean,中國漢文,南北朝,達摩悟性論,,達摩悟性論,達摩悟性論,達摩悟性論,,,1,1,1,4578,4541,0,中國漢文\raw\南北朝\達摩悟性論\達摩悟性論__juan_01.txt,中國漢文\clean\南北朝\達摩悟性論\達摩悟性論__juan_01.txt
clean,中國漢文,南北朝,遷吏部郎啟,,遷吏部郎啟,遷吏部郎啟,遷吏部郎啟,,,1,1,1,149,112,0,中國漢文\raw\南北朝\遷吏部郎啟\遷吏部郎啟__juan_01.txt,中國漢文\clean\南北朝\遷吏部郎啟\遷吏部郎啟__juan_01.txt
clean,中國漢文,南北朝,遺辛術書,,遺辛術書,遺辛術書,遺辛術書,,,1,1,1,106,69,0,中國漢文\raw\南北朝\遺辛術書\遺辛術書__juan_01.txt,中國漢文\clean\南北朝\遺辛術書\遺辛術書__juan_01.txt
clean,中國漢文,南北朝,還塗臨渚,,還塗臨渚,還塗臨渚,還塗臨渚,,,1,1,1,156,119,0,中國漢文\raw\南北朝\還塗臨渚\還塗臨渚__juan_01.txt,中國漢文\clean\南北朝\還塗臨渚\還塗臨渚__juan_01.txt
clean,中國漢文,南北朝,還渡五洲,,還渡五洲,還渡五洲,還渡五洲,,,1,1,1,153,116,0,中國漢文\raw\南北朝\還渡五洲\還渡五洲__juan_01.txt,中國漢文\clean\南北朝\還渡五洲\還渡五洲__juan_01.txt
clean,中國漢文,南北朝,邊城思,,邊城思,邊城思,邊城思,,,1,1,1,93,56,0,中國漢文\raw\南北朝\邊城思\邊城思__juan_01.txt,中國漢文\clean\南北朝\邊城思\邊城思__juan_01.txt
clean,中國漢文,南北朝,邢特進集,,邢特進集,邢特進集,邢特進集,,,1,1,1,8795,8758,0,中國漢文\raw\南北朝\邢特進集\邢特進集__juan_01.txt,中國漢文\clean\南北朝\邢特進集\邢特進集__juan_01.txt
clean,中國漢文,南北朝,郡內高齋閒望答呂法曹,,郡內高齋閒望答呂法曹,郡內高齋閒望答呂法曹,郡內高齋閒望答呂法曹,,,1,1,1,153,116,0,中國漢文\raw\南北朝\郡內高齋閒望答呂法曹\郡內高齋閒望答呂法曹__juan_01.txt,中國漢文\clean\南北朝\郡內高齋閒望答呂法曹\郡內高齋閒望答呂法曹__juan_01.txt
clean,中國漢文,南北朝,郡國建學表,,郡國建學表,郡國建學表,郡國建學表,,,1,1,1,491,454,0,中國漢文\raw\南北朝\郡國建學表\郡國建學表__juan_01.txt,中國漢文\clean\南北朝\郡國建學表\郡國建學表__juan_01.txt
clean,中國漢文,南北朝,酒訓,,酒訓,酒訓,酒訓,,,1,1,1,962,925,0,中國漢文\raw\南北朝\酒訓\酒訓__juan_01.txt,中國漢文\clean\南北朝\酒訓\酒訓__juan_01.txt
clean,中國漢文,南北朝,酬德賦,,酬德賦,酬德賦,酬德賦,,,1,1,1,1247,1209,0,中國漢文\raw\南北朝\酬德賦\酬德賦__juan_01.txt,中國漢文\clean\南北朝\酬德賦\酬德賦__juan_01.txt
clean,中國漢文,南北朝,酬晉安王德元,,酬晉安王德元,酬晉安王德元,酬晉安王德元,,,1,1,1,141,104,0,中國漢文\raw\南北朝\酬晉安王德元\酬晉安王德元__juan_01.txt,中國漢文\clean\南北朝\酬晉安王德元\酬晉安王德元__juan_01.txt
clean,中國漢文,南北朝,酬范記室雲,,酬范記室雲,酬范記室雲,酬范記室雲,,,1,1,1,129,92,0,中國漢文\raw\南北朝\酬范記室雲\酬范記室雲__juan_01.txt,中國漢文\clean\南北朝\酬范記室雲\酬范記室雲__juan_01.txt
clean,中國漢文,南北朝,釋奠祭孔子文,,釋奠祭孔子文,釋奠祭孔子文,釋奠祭孔子文,,,1,1,1,141,104,0,中國漢文\raw\南北朝\釋奠祭孔子文\釋奠祭孔子文__juan_01.txt,中國漢文\clean\南北朝\釋奠祭孔子文\釋奠祭孔子文__juan_01.txt
clean,中國漢文,南北朝,重答張長史書,,重答張長史書,重答張長史書,重答張長史書,,,1,1,1,1959,1920,0,中國漢文\raw\南北朝\重答張長史書\重答張長史書__juan_01.txt,中國漢文\clean\南北朝\重答張長史書\重答張長史書__juan_01.txt
clean,中國漢文,南北朝,野夕答孫郎擢,,野夕答孫郎擢,野夕答孫郎擢,野夕答孫郎擢,,,1,1,1,117,80,0,中國漢文\raw\南北朝\野夕答孫郎擢\野夕答孫郎擢__juan_01.txt,中國漢文\clean\南北朝\野夕答孫郎擢\野夕答孫郎擢__juan_01.txt
clean,中國漢文,南北朝,野鵝賦,,野鵝賦,野鵝賦,野鵝賦,,,1,1,1,625,587,0,中國漢文\raw\南北朝\野鵝賦\野鵝賦__juan_01.txt,中國漢文\clean\南北朝\野鵝賦\野鵝賦__juan_01.txt
clean,中國漢文,南北朝,野鶩賦,,野鶩賦,野鶩賦,野鶩賦,,,1,1,1,209,172,0,中國漢文\raw\南北朝\野鶩賦\野鶩賦__juan_01.txt,中國漢文\clean\南北朝\野鶩賦\野鶩賦__juan_01.txt
clean,中國漢文,南北朝,金剛般若波羅蜜經 (留支三藏),,金剛般若波羅蜜經 (留支三藏),金剛般若波羅蜜經 (留支三藏),金剛般若波羅蜜經 (留支三藏),,,1,1,1,8011,7930,0,中國漢文\raw\南北朝\金剛般若波羅蜜經 (留支三藏)\金剛般若波羅蜜經 (留支三藏)__juan_01.txt,中國漢文\clean\南北朝\金剛般若波羅蜜經 (留支三藏)\金剛般若波羅蜜經 (留支三藏)__juan_01.txt
clean,中國漢文,南北朝,金剛般若波羅蜜經 (真諦),,金剛般若波羅蜜經 (真諦),金剛般若波羅蜜經 (真諦),金剛般若波羅蜜經 (真諦),,,1,1,1,8344,8307,0,中國漢文\raw\南北朝\金剛般若波羅蜜經 (真諦)\金剛般若波羅蜜經 (真諦)__juan_01.txt,中國漢文\clean\南北朝\金剛般若波羅蜜經 (真諦)\金剛般若波羅蜜經 (真諦)__juan_01.txt
clean,中國漢文,南北朝,金剛般若波羅蜜經 (菩提流支),,金剛般若波羅蜜經 (菩提流支),金剛般若波羅蜜經 (菩提流支),金剛般若波羅蜜經 (菩提流支),,,1,1,1,7878,7841,0,中國漢文\raw\南北朝\金剛般若波羅蜜經 (菩提流支)\金剛般若波羅蜜經 (菩提流支)__juan_01.txt,中國漢文\clean\南北朝\金剛般若波羅蜜經 (菩提流支)\金剛般若波羅蜜經 (菩提流支)__juan_01.txt
clean,中國漢文,南北朝,金樓子,,金樓子,金樓子,金樓子/卷一,,,21,1,21,128208,127626,0,中國漢文\raw\南北朝\金樓子\金樓子__juan_01.txt,中國漢文\clean\南北朝\金樓子\金樓子__juan_01.txt
clean,中國漢文,南北朝,金色王經,,金色王經,金色王經,金色王經,,,1,1,1,4450,4413,0,中國漢文\raw\南北朝\金色王經\金色王經__juan_01.txt,中國漢文\clean\南北朝\金色王經\金色王經__juan_01.txt
clean,中國漢文,南北朝,金谷聚,,金谷聚,金谷聚,金谷聚,,,1,1,1,89,52,0,中國漢文\raw\南北朝\金谷聚\金谷聚__juan_01.txt,中國漢文\clean\南北朝\金谷聚\金谷聚__juan_01.txt
clean,中國漢文,南北朝,銅爵臺同謝諮議賦,,銅爵臺同謝諮議賦,銅爵臺同謝諮議賦,銅爵臺同謝諮議賦,,,1,1,1,117,80,0,中國漢文\raw\南北朝\銅爵臺同謝諮議賦\銅爵臺同謝諮議賦__juan_01.txt,中國漢文\clean\南北朝\銅爵臺同謝諮議賦\銅爵臺同謝諮議賦__juan_01.txt
clean,中國漢文,南北朝,銅雀妓 (何遜),,銅雀妓 (何遜),銅雀妓 (何遜),銅雀妓 (何遜),,,1,1,1,117,80,0,中國漢文\raw\南北朝\銅雀妓 (何遜)\銅雀妓 (何遜)__juan_01.txt,中國漢文\clean\南北朝\銅雀妓 (何遜)\銅雀妓 (何遜)__juan_01.txt
clean,中國漢文,南北朝,銅雀悲,,銅雀悲,銅雀悲,銅雀悲,,,1,1,1,93,56,0,中國漢文\raw\南北朝\銅雀悲\銅雀悲__juan_01.txt,中國漢文\clean\南北朝\銅雀悲\銅雀悲__juan_01.txt
clean,中國漢文,南北朝,鏡臺,,鏡臺,鏡臺,鏡臺,,,1,1,1,109,72,0,中國漢文\raw\南北朝\鏡臺\鏡臺__juan_01.txt,中國漢文\clean\南北朝\鏡臺\鏡臺__juan_01.txt
clean,中國漢文,南北朝,長安有狹邪行,,長安有狹邪行,長安有狹邪行,長安有狹邪行,,,1,1,1,153,116,0,中國漢文\raw\南北朝\長安有狹邪行\長安有狹邪行__juan_01.txt,中國漢文\clean\南北朝\長安有狹邪行\長安有狹邪行__juan_01.txt
clean,中國漢文,南北朝,長安道 (王褒),,長安道 (王褒),長安道 (王褒),長安道 (王褒),,,1,1,1,117,80,0,中國漢文\raw\南北朝\長安道 (王褒)\長安道 (王褒)__juan_01.txt,中國漢文\clean\南北朝\長安道 (王褒)\長安道 (王褒)__juan_01.txt
clean,中國漢文,南北朝,長安道 (陳叔寶),,長安道 (陳叔寶),長安道 (陳叔寶),長安道 (陳叔寶),,,1,1,1,117,80,0,中國漢文\raw\南北朝\長安道 (陳叔寶)\長安道 (陳叔寶)__juan_01.txt,中國漢文\clean\南北朝\長安道 (陳叔寶)\長安道 (陳叔寶)__juan_01.txt
clean,中國漢文,南北朝,長相思 (陳叔寶),,長相思 (陳叔寶),長相思 (陳叔寶),長相思 (陳叔寶),,,1,1,1,165,128,0,中國漢文\raw\南北朝\長相思 (陳叔寶)\長相思 (陳叔寶)__juan_01.txt,中國漢文\clean\南北朝\長相思 (陳叔寶)\長相思 (陳叔寶)__juan_01.txt
clean,中國漢文,南北朝,門有車馬客 (何遜),,門有車馬客 (何遜),門有車馬客 (何遜),門有車馬客 (何遜),,,1,1,1,141,104,0,中國漢文\raw\南北朝\門有車馬客 (何遜)\門有車馬客 (何遜)__juan_01.txt,中國漢文\clean\南北朝\門有車馬客 (何遜)\門有車馬客 (何遜)__juan_01.txt
clean,中國漢文,南北朝,門論,,門論,門論,門論,,,1,1,1,392,355,0,中國漢文\raw\南北朝\門論\門論__juan_01.txt,中國漢文\clean\南北朝\門論\門論__juan_01.txt
clean,中國漢文,南北朝,閒坐,,閒坐,閒坐,閒坐,,,1,1,1,184,147,0,中國漢文\raw\南北朝\閒坐\閒坐__juan_01.txt,中國漢文\clean\南北朝\閒坐\閒坐__juan_01.txt
clean,中國漢文,南北朝,閨怨 (何遜),,閨怨 (何遜),閨怨 (何遜),閨怨 (何遜),,,1,1,1,194,155,0,中國漢文\raw\南北朝\閨怨 (何遜)\閨怨 (何遜)__juan_01.txt,中國漢文\clean\南北朝\閨怨 (何遜)\閨怨 (何遜)__juan_01.txt
clean,中國漢文,南北朝,關山月 (張正見),,關山月 (張正見),關山月 (張正見),關山月 (張正見),,,1,1,1,117,80,0,中國漢文\raw\南北朝\關山月 (張正見)\關山月 (張正見)__juan_01.txt,中國漢文\clean\南北朝\關山月 (張正見)\關山月 (張正見)__juan_01.txt
