character,laoguoyin,zhuyin,ipa,codepoint
着,zheo,ㄓㄜ,ʈʂɤ,U+7740
着,zho5,ㄓㄛ5,ʈʂɔ5,U+7740
睂,mei2,ㄇㄟ2,meɪ2,U+7742
睛,zing1,ㄗㄧㄥ1,,U+775B
睡,shuei4,ㄕㄨㄟ4,ʂueɪ4,U+7761
睢,huei1,ㄏㄨㄟ1,xueɪ1,U+7762
睢,suei1,ㄙㄨㄟ1,sueɪ1,U+7762
督,du5,ㄉㄨ5,tu5,U+7763
睫,zie5,ㄗㄧㄝ5,tsiɛ5,U+776B
睹,du3,ㄉㄨ3,tu3,U+7779
瞅,cheu3,ㄔㄡ3,ʈʂʰoʊ3,U+7785
瞑,mian2,ㄇㄧㄢ2,miɛn2,U+7791
瞑,mian4,ㄇㄧㄢ4,miɛn4,U+7791
瞑,ming2,ㄇㄧㄥ2,,U+7791
瞞,man2,ㄇㄢ2,man2,U+779E
瞠,cheng1,ㄔㄥ1,ʈʂʰəŋ1,U+77A0
瞥,bie5,ㄅㄧㄝ5,piɛ5,U+77A5
瞥,pie5,ㄆㄧㄝ5,pʰiɛ5,U+77A5
瞧,ciau2,ㄘㄧㄠ2,tsʰiɑʊ2,U+77A7
瞫,shen3,ㄕㄣ3,ʂən3,U+77AB
瞫,tan4,ㄊㄢ4,tʰan4,U+77AB
瞬,shun4,ㄕㄨㄣ4,ʂuən4,U+77AC
瞲,xyu5,ㄒㄩ5,ɕy5,U+77B2
瞲,xyue5,ㄒㄩㄝ5,ɕyɛ5,U+77B2
瞻,zhan1,ㄓㄢ1,ʈʂan1,U+77BB
瞿,qyu2,ㄑㄩ2,tɕʰy2,U+77BF
矇,mung2,ㄇㄨㄥ2,mʊŋ2,U+77C7
矌,guo5,ㄍㄨㄛ5,kuɔ5,U+77CC
矌,kuang4,ㄎㄨㄤ4,,U+77CC
矎,xyuan1,ㄒㄩㄢ1,,U+77CE
矎,xyung4,ㄒㄩㄥ4,ɕyŋ4,U+77CE
矣,yi3,ㄧ3,i3,U+77E3
知,zhi1,ㄓㄭ1,ʈʂɨ1,U+77E5
矩,jyu3,ㄐㄩ3,tɕy3,U+77E9
短,duan3,ㄉㄨㄢ3,tuan3,U+77ED
矮,ai3,ㄞ3,aɪ3,U+77EE
矯,jiau3,ㄐㄧㄠ3,tɕiɑʊ3,U+77EF
石,shi,ㄕㄭ,ʂɨ,U+77F3
石,shi5,ㄕㄭ5,ʂɨ5,U+77F3
矸,gan4,ㄍㄢ4,kan4,U+77F8
矸,ngan4,ㄫㄢ4,ŋan4,U+77F8
矺,tuo5,ㄊㄨㄛ5,tʰuɔ5,U+77FA
矺,zheo5,ㄓㄜ5,ʈʂɤ5,U+77FA
矼,gang1,ㄍㄤ1,kɑŋ1,U+77FC
矼,jiang1,ㄐㄧㄤ1,,U+77FC
砂,sha1,ㄕㄚ1,ʂa1,U+7802
砅,li4,ㄌㄧ4,li4,U+7805
砅,ping2,ㄆㄧㄥ2,,U+7805
砌,cyi4,ㄘㄧ4,tsʰi4,U+780C
砍,kan3,ㄎㄢ3,kʰan3,U+780D
砒,pi1,ㄆㄧ1,pʰi1,U+7812
研,yan2,ㄧㄢ2,iɛn2,U+7814
砟,zuo5,ㄗㄨㄛ5,tsuɔ5,U+781F
砥,di3,ㄉㄧ3,ti3,U+7825
砥,zhi3,ㄓㄭ3,ʈʂɨ3,U+7825
砲,bo5,ㄅㄛ5,pɔ5,U+7832
砲,pau4,ㄆㄠ4,pʰɑʊ4,U+7832
破,po4,ㄆㄛ4,pʰɔ4,U+7834
砸,za5,ㄗㄚ5,tsa5,U+7838
硊,wei3,ㄨㄟ3,ueɪ3,U+784A
硜,keng1,ㄎㄥ1,kʰəŋ1,U+785C
硝,siau1,ㄙㄧㄠ1,siɑʊ1,U+785D
硫,lieu2,ㄌㄧㄡ2,liɔʊ2,U+786B
硬,ing4,ㄧㄥ4,,U+786C
碍,ngai4,ㄫㄞ4,ŋaɪ4,U+788D
碑,bei1,ㄅㄟ1,peɪ1,U+7891
碟,die5,ㄉㄧㄝ5,tiɛ5,U+789F
碣,jie5,ㄐㄧㄝ5,tɕiɛ5,U+78A3
碣,ko5,ㄎㄛ5,kʰɔ5,U+78A3
碣,ya5,ㄧㄚ5,iɑ5,U+78A3
碰,peng4,ㄆㄥ4,pʰəŋ4,U+78B0
確,qio5,ㄑㄧㄛ5,tɕʰiɔ5,U+78BA
碼,ma3,ㄇㄚ3,ma3,U+78BC
碾,njian3,ㄬㄧㄢ3,ɲiɛn3,U+78BE
磁,ci2,ㄘㄭ2,tsʰɨ2,U+78C1
磅,pang1,ㄆㄤ1,pʰɑŋ1,U+78C5
磈,kuei3,ㄎㄨㄟ3,kʰueɪ3,U+78C8
磈,wei3,ㄨㄟ3,ueɪ3,U+78C8
磕,ko5,ㄎㄛ5,kʰɔ5,U+78D5
磚,zhuan1,ㄓㄨㄢ1,ʈʂuan1,U+78DA
磨,mo2,ㄇㄛ2,mɔ2,U+78E8
磨,mo4,ㄇㄛ4,mɔ4,U+78E8
磩,chu5,ㄔㄨ5,ʈʂʰu5,U+78E9
磩,cyi5,ㄘㄧ5,tsʰi5,U+78E9
磬,qing4,ㄑㄧㄥ4,,U+78EC
磷,lin2,ㄌㄧㄣ2,lin2,U+78F7
磺,huang2,ㄏㄨㄤ2,,U+78FA
磼,za5,ㄗㄚ5,tsa5,U+78FC
礁,ziau1,ㄗㄧㄠ1,tsiɑʊ1,U+7901
礎,chu3,ㄔㄨ3,ʈʂʰu3,U+790E
礐,lo5,ㄌㄛ5,lɔ5,U+7910
礐,qio5,ㄑㄧㄛ5,tɕʰiɔ5,U+7910
礐,xio5,ㄒㄧㄛ5,ɕiɔ5,U+7910
礙,ngai4,ㄫㄞ4,ŋaɪ4,U+7919
礟,pau4,ㄆㄠ4,pʰɑʊ4,U+791F
礦,gung3,ㄍㄨㄥ3,kʊŋ3,U+7926
礬,fan2,ㄈㄢ2,fan2,U+792C
礶,guan4,ㄍㄨㄢ4,kuan4,U+7936
示,shi4,ㄕㄭ4,ʂɨ4,U+793A
社,she4,ㄕㄝ4,ʂɛ4,U+793E
社,sheo4,ㄕㄜ4,ʂɤ4,U+793E
祊,beng1,ㄅㄥ1,pəŋ1,U+794A
祊,fang1,ㄈㄤ1,fɑŋ1,U+794A
祖,zu3,ㄗㄨ3,tsu3,U+7956
祘,suan4,ㄙㄨㄢ4,suan4,U+7958
神,shen2,ㄕㄣ2,ʂən2,U+795E
祠,ci2,ㄘㄭ2,tsʰɨ2,U+7960
祥,siang2,ㄙㄧㄤ2,,U+7965
票,piau4,ㄆㄧㄠ4,pʰiɑʊ4,U+7968
祭,zhai4,ㄓㄞ4,ʈʂaɪ4,U+796D
祭,zyi4,ㄗㄧ4,tsi4,U+796D
祲,cin1,ㄘㄧㄣ1,tsʰin1,U+7972
祲,zin4,ㄗㄧㄣ4,tsin4,U+7972
祿,lu5,ㄌㄨ5,lu5,U+797F
禁,jin1,ㄐㄧㄣ1,tɕin1,U+7981
禁,jin4,ㄐㄧㄣ4,tɕin4,U+7981
禍,huo4,ㄏㄨㄛ4,xuɔ4,U+798D
福,fu5,ㄈㄨ5,fu5,U+798F
禓,shang1,ㄕㄤ1,ʂɑŋ1,U+7993
禓,yang2,ㄧㄤ2,,U+7993
禠,si1,ㄙㄭ1,sɨ1,U+79A0
禠,ti2,ㄊㄧ2,tʰi2,U+79A0
禡,ma4,ㄇㄚ4,ma4,U+79A1
禪,shan2,ㄕㄢ2,ʂan2,U+79AA
禪,shan4,ㄕㄢ4,ʂan4,U+79AA
禮,li3,ㄌㄧ3,li3,U+79AE
禱,dau3,ㄉㄠ3,tɑʊ3,U+79B1
禹,yu3,ㄩ3,y3,U+79B9
禽,qin2,ㄑㄧㄣ2,tɕʰin2,U+79BD
禾,ho2,ㄏㄛ2,xɔ2,U+79BE
禿,tu5,ㄊㄨ5,tʰu5,U+79BF
秀,sieu4,ㄙㄧㄡ4,siɔʊ4,U+79C0
私,s,ㄙ,s,U+79C1
私,si1,ㄙㄭ1,sɨ1,U+79C1
秋,cieu1,ㄘㄧㄡ1,tsʰiɔʊ1,U+79CB
科,ko1,ㄎㄛ1,kʰɔ1,U+79D1
秒,miau3,ㄇㄧㄠ3,miɑʊ3,U+79D2
租,zu1,ㄗㄨ1,tsu1,U+79DF
秤,cheng4,ㄔㄥ4,ʈʂʰəŋ4,U+79E4
秦,cin2,ㄘㄧㄣ2,tsʰin2,U+79E6
秧,yang1,ㄧㄤ1,,U+79E7
移,yi2,ㄧ2,i2,U+79FB
稀,xi1,ㄒㄧ1,ɕi1,U+7A00
稅,tuei4,ㄊㄨㄟ4,tʰueɪ4,U+7A05
程,cheng2,ㄔㄥ2,ʈʂʰəŋ2,U+7A0B
稍,shau4,ㄕㄠ4,ʂɑʊ4,U+7A0D
稜,leng2,ㄌㄥ2,ləŋ2,U+7A1C
稟,bin3,ㄅㄧㄣ3,pin3,U+7A1F
種,zhung3,ㄓㄨㄥ3,ʈʂʊŋ3,U+7A2E
種,zhung4,ㄓㄨㄥ4,ʈʂʊŋ4,U+7A2E
稱,cheng1,ㄔㄥ1,ʈʂʰəŋ1,U+7A31
稱,cheng4,ㄔㄥ4,ʈʂʰəŋ4,U+7A31
稷,zyi5,ㄗㄧ5,tsi5,U+7A37
稼,jia4,ㄐㄧㄚ4,tɕiɑ4,U+7A3C
稽,ji1,ㄐㄧ1,tɕi1,U+7A3D
稽,qi3,ㄑㄧ3,tɕʰi3,U+7A3D
穌,su1,ㄙㄨ1,su1,U+7A4C
積,zyi5,ㄗㄧ5,tsi5,U+7A4D
穎,ing3,ㄧㄥ3,,U+7A4E
穩,un3,ㄨㄣ3,uən3,U+7A69
穱,zhuo5,ㄓㄨㄛ5,ʈʂuɔ5,U+7A71
穱,zio5,ㄗㄧㄛ5,tsiɔ5,U+7A71
穴,xyue5,ㄒㄩㄝ5,ɕyɛ5,U+7A74
究,jieu4,ㄐㄧㄡ4,tɕiɔʊ4,U+7A76
空,kung1,ㄎㄨㄥ1,kʰʊŋ1,U+7A7A
空,kung4,ㄎㄨㄥ4,kʰʊŋ4,U+7A7A
穿,chuan1,ㄔㄨㄢ1,ʈʂʰuan1,U+7A7F
突,tu5,ㄊㄨ5,tʰu5,U+7A81
窄,zeo5,ㄗㄜ5,tsɤ5,U+7A84
窄,zheo5,ㄓㄜ5,ʈʂɤ5,U+7A84
窈,yau3,ㄧㄠ3,iɑʊ3,U+7A88
窌,jiau4,ㄐㄧㄠ4,tɕiɑʊ4,U+7A8C
窌,liau2,ㄌㄧㄠ2,liɑʊ2,U+7A8C
窒,die5,ㄉㄧㄝ5,tiɛ5,U+7A92
窒,zhi5,ㄓㄭ5,ʈʂɨ5,U+7A92
窖,jiau4,ㄐㄧㄠ4,tɕiɑʊ4,U+7A96
窗,chuang1,ㄔㄨㄤ1,,U+7A97
窟,jyue5,ㄐㄩㄝ5,tɕyɛ5,U+7A9F
窠,ko1,ㄎㄛ1,kʰɔ1,U+7AA0
窩,wo1,ㄨㄛ1,uɔ1,U+7AA9
窬,teu2,ㄊㄡ2,tʰoʊ2,U+7AAC
窬,yu2,ㄩ2,y2,U+7AAC
窮,qyung2,ㄑㄩㄥ2,tɕʰyŋ2,U+7AAE
窯,yau2,ㄧㄠ2,iɑʊ2,U+7AAF
竄,cuan4,ㄘㄨㄢ4,tsʰuan4,U+7AC4
竅,qiau4,ㄑㄧㄠ4,tɕʰiɑʊ4,U+7AC5
竇,deu4,ㄉㄡ4,toʊ4,U+7AC7
竈,zau4,ㄗㄠ4,tsɑʊ4,U+7AC8
竊,cie5,ㄘㄧㄝ5,tsʰiɛ5,U+7ACA
立,li5,ㄌㄧ5,li5,U+7ACB
竒,ji1,ㄐㄧ1,tɕi1,U+7AD2
竘,keu3,ㄎㄡ3,kʰoʊ3,U+7AD8
竘,qyu3,ㄑㄩ3,tɕʰy3,U+7AD8
站,zhan4,ㄓㄢ4,ʈʂan4,U+7AD9
章,zhang1,ㄓㄤ1,ʈʂɑŋ1,U+7AE0
竣,cyuan1,ㄘㄩㄢ1,,U+7AE3
竣,zyun1,ㄗㄩㄣ1,,U+7AE3
竭,jie5,ㄐㄧㄝ5,tɕiɛ5,U+7AED
端,duan1,ㄉㄨㄢ1,tuan1,U+7AEF
竲,ceng2,ㄘㄥ2,tsʰəŋ2,U+7AF2
竲,zheng1,ㄓㄥ1,ʈʂəŋ1,U+7AF2
竹,zhu5,ㄓㄨ5,ʈʂu5,U+7AF9
竺,du5,ㄉㄨ5,tu5,U+7AFA
竿,gan1,ㄍㄢ1,kan1,U+7AFF
笋,sun3,ㄙㄨㄣ3,suən3,U+7B0B
笏,hu5,ㄏㄨ5,xu5,U+7B0F
笐,gang1,ㄍㄤ1,kɑŋ1,U+7B10
笐,hang2,ㄏㄤ2,xɑŋ2,U+7B10
笑,siau4,ㄙㄧㄠ4,siɑʊ4,U+7B11
笙,sheng1,ㄕㄥ1,ʂəŋ1,U+7B19
笛,di5,ㄉㄧ5,ti5,U+7B1B
笠,li5,ㄌㄧ5,li5,U+7B20
符,fu2,ㄈㄨ2,fu2,U+7B26
笨,ben4,ㄅㄣ4,pən4,U+7B28
笪,da5,ㄉㄚ5,ta5,U+7B2A
笪,dan4,ㄉㄢ4,tan4,U+7B2A
第,di4,ㄉㄧ4,ti4,U+7B2C
笮,zeo5,ㄗㄜ5,tsɤ5,U+7B2E
笮,zo5,ㄗㄛ5,tsɔ5,U+7B2E
筆,bi5,ㄅㄧ5,pi5,U+7B46
等,deng3,ㄉㄥ3,təŋ3,U+7B49
筊,jiau3,ㄐㄧㄠ3,tɕiɑʊ3,U+7B4A
筊,xiau2,ㄒㄧㄠ2,ɕiɑʊ2,U+7B4A
筋,jin1,ㄐㄧㄣ1,tɕin1,U+7B4B
筍,sun3,ㄙㄨㄣ3,suən3,U+7B4D
筏,fa5,ㄈㄚ5,fa5,U+7B4F
筐,kuang1,ㄎㄨㄤ1,,U+7B50
答,da5,ㄉㄚ5,ta5,U+7B54
策,ceo5,ㄘㄜ5,tsʰɤ5,U+7B56
筩,tung2,ㄊㄨㄥ2,tʰʊŋ2,U+7B69
筩,yung3,,,U+7B69
筷,kuai4,ㄎㄨㄞ4,kʰuaɪ4,U+7B77
箇,go4,ㄍㄛ4,kɔ4,U+7B87
箋,zian1,ㄗㄧㄢ1,tsiɛn1,U+7B8B
箍,gu1,ㄍㄨ1,ku1,U+7B8D
箐,cing4,ㄘㄧㄥ4,,U+7B90
箑,sha5,ㄕㄚ5,ʂa5,U+7B91
箑,zie5,ㄗㄧㄝ5,tsiɛ5,U+7B91
箕,ji1,ㄐㄧ1,tɕi1,U+7B95
算,suan4,ㄙㄨㄢ4,suan4,U+7B97
管,guan3,ㄍㄨㄢ3,kuan3,U+7BA1
箭,zian4,ㄗㄧㄢ4,tsiɛn4,U+7BAD
箱,siang1,ㄙㄧㄤ1,,U+7BB1
箵,sheng3,ㄕㄥ3,ʂəŋ3,U+7BB5
箸,zho5,ㄓㄛ5,ʈʂɔ5,U+7BB8
節,zie5,ㄗㄧㄝ5,tsiɛ5,U+7BC0
範,fan4,ㄈㄢ4,fan4,U+7BC4
篆,zhuan4,ㄓㄨㄢ4,ʈʂuan4,U+7BC6
篇,pian1,ㄆㄧㄢ1,pʰiɛn1,U+7BC7
篙,gau1,ㄍㄠ1,kɑʊ1,U+7BD9
篠,siau3,ㄙㄧㄠ3,siɑʊ3,U+7BE0
篡,cuan4,ㄘㄨㄢ4,tsʰuan4,U+7BE1
篤,du5,ㄉㄨ5,tu5,U+7BE4
篩,shai1,ㄕㄞ1,ʂaɪ1,U+7BE9
篩,shi1,ㄕㄭ1,ʂɨ1,U+7BE9
篷,pung2,ㄆㄨㄥ2,pʰʊŋ2,U+7BF7
篸,shen1,ㄕㄣ1,ʂən1,U+7BF8
篸,zan4,ㄗㄢ4,tsan4,U+7BF8
篻,miau2,ㄇㄧㄠ2,miɑʊ2,U+7BFB
篻,piau3,ㄆㄧㄠ3,pʰiɑʊ3,U+7BFB
篿,tuan2,ㄊㄨㄢ2,tʰuan2,U+7BFF
篿,zhuan1,ㄓㄨㄢ1,ʈʂuan1,U+7BFF
簃,chi2,ㄔㄭ2,ʈʂʰɨ2,U+7C03
簃,yi2,ㄧ2,i2,U+7C03
簍,leu3,ㄌㄡ3,loʊ3,U+7C0D
簧,huang2,ㄏㄨㄤ2,,U+7C27
簪,zan1,ㄗㄢ1,tsan1,U+7C2A
簫,siau1,ㄙㄧㄠ1,siɑʊ1,U+7C2B
簽,cian1,ㄘㄧㄢ1,tsʰiɛn1,U+7C3D
簾,lian2,ㄌㄧㄢ2,liɛn2,U+7C3E
簿,bu4,ㄅㄨ4,pu4,U+7C3F
籌,cheu2,ㄔㄡ2,ʈʂʰoʊ2,U+7C4C
籍,zyi5,ㄗㄧ5,tsi5,U+7C4D
籐,teng2,ㄊㄥ2,tʰəŋ2,U+7C50
籔,seu3,ㄙㄡ3,soʊ3,U+7C54
籔,shu3,ㄕㄨ3,ʂu3,U+7C54
籖,cian1,ㄘㄧㄢ1,tsʰiɛn1,U+7C56
籠,lung2,ㄌㄨㄥ2,lʊŋ2,U+7C60
籬,li2,ㄌㄧ2,li2,U+7C6C
米,mi3,ㄇㄧ3,mi3,U+7C73
粉,fen3,ㄈㄣ3,fən3,U+7C89
粒,li5,ㄌㄧ5,li5,U+7C92
粗,cu1,ㄘㄨ1,tsʰu1,U+7C97
粟,su5,ㄙㄨ5,su5,U+7C9F
粣,ceo5,ㄘㄜ5,tsʰɤ5,U+7CA3
粣,sa5,ㄙㄚ5,sa5,U+7CA3
粧,zhuang1,ㄓㄨㄤ1,,U+7CA7
粱,liang2,ㄌㄧㄤ2,,U+7CB1
粵,yue5,ㄩㄝ5,yɛ5,U+7CB5
粹,cuei4,ㄘㄨㄟ4,tsʰueɪ4,U+7CB9
粽,zung4,ㄗㄨㄥ4,tsʊŋ4,U+7CBD
精,zing1,ㄗㄧㄥ1,,U+7CBE
糉,zung4,ㄗㄨㄥ4,tsʊŋ4,U+7CC9
糕,gau1,ㄍㄠ1,kɑʊ1,U+7CD5
糖,tang2,ㄊㄤ2,tʰɑŋ2,U+7CD6
糜,mi2,ㄇㄧ2,mi2,U+7CDC
糞,fen4,ㄈㄣ4,fən4,U+7CDE
糟,zau1,ㄗㄠ1,tsɑʊ1,U+7CDF
糠,kang1,ㄎㄤ1,kʰɑŋ1,U+7CE0
糧,liang2,ㄌㄧㄤ2,,U+7CE7
糭,zung4,ㄗㄨㄥ4,tsʊŋ4,U+7CED
糯,nuo4,ㄋㄨㄛ4,nuɔ4,U+7CEF
糰,tuan2,ㄊㄨㄢ2,tʰuan2,U+7CF0
系,xi4,ㄒㄧ4,ɕi4,U+7CFB
糾,jieu3,ㄐㄧㄡ3,tɕiɔʊ3,U+7CFE
約,yau4,ㄧㄠ4,iɑʊ4,U+7D04
約,yo5,ㄧㄛ5,iɔ5,U+7D04
紅,hung2,ㄏㄨㄥ2,xʊŋ2,U+7D05
紋,un2,ㄨㄣ2,uən2,U+7D0B
納,n,ㄋ,n,U+7D0D
納,na5,ㄋㄚ5,na5,U+7D0D
紐,njieu3,ㄬㄧㄡ3,ɲiɔʊ3,U+7D10
純,chun2,ㄔㄨㄣ2,ʈʂʰuən2,U+7D14
純,cyuan2,ㄘㄩㄢ2,,U+7D14
純,zhun3,ㄓㄨㄣ3,ʈʂuən3,U+7D14
紗,sha1,ㄕㄚ1,ʂa1,U+7D17
紙,zhi3,ㄓㄭ3,ʈʂɨ3,U+7D19
級,ji5,ㄐㄧ5,tɕi5,U+7D1A
素,su4,ㄙㄨ4,su4,U+7D20
紡,fang3,ㄈㄤ3,fɑŋ3,U+7D21
索,sheo5,ㄕㄜ5,ʂɤ5,U+7D22
索,sho5,ㄕㄛ5,ʂɔ5,U+7D22
索,so5,ㄙㄛ5,sɔ5,U+7D22
紥,za5,ㄗㄚ5,tsa5,U+7D25
紫,zi3,ㄗㄭ3,tsɨ3,U+7D2B
累,luei4,ㄌㄨㄟ4,lueɪ4,U+7D2F
細,syi4,ㄙㄧ4,si4,U+7D30
紾,tian3,ㄊㄧㄢ3,tʰiɛn3,U+7D3E
紾,zhen3,ㄓㄣ3,ʈʂən3,U+7D3E
絀,chu5,ㄔㄨ5,ʈʂʰu5,U+7D40
絀,zhuo5,ㄓㄨㄛ5,ʈʂuɔ5,U+7D40
終,zhung1,ㄓㄨㄥ1,ʈʂʊŋ1,U+7D42
絃,xian2,ㄒㄧㄢ2,ɕiɛn2,U+7D43
組,zu3,ㄗㄨ3,tsu3,U+7D44
結,ji5,ㄐㄧ5,tɕi5,U+7D50
結,jie5,ㄐㄧㄝ5,tɕiɛ5,U+7D50
絓,gua5,ㄍㄨㄚ5,kuɑ5,U+7D53
絓,huai4,ㄏㄨㄞ4,xuaɪ4,U+7D53
絓,kuai1,ㄎㄨㄞ1,kʰuaɪ1,U+7D53
絕,zyue5,ㄗㄩㄝ5,tsyɛ5,U+7D55
絜,jie5,ㄐㄧㄝ5,tɕiɛ5,U+7D5C
絜,xie5,ㄒㄧㄝ5,ɕiɛ5,U+7D5C
絞,jiau3,ㄐㄧㄠ3,tɕiɑʊ3,U+7D5E
絞,xiau2,ㄒㄧㄠ2,ɕiɑʊ2,U+7D5E
絡,lo5,ㄌㄛ5,lɔ5,U+7D61
絣,beng1,ㄅㄥ1,pəŋ1,U+7D63
絣,bing4,ㄅㄧㄥ4,,U+7D63
給,gei3,ㄍㄟ3,keɪ3,U+7D66
給,ji5,ㄐㄧ5,tɕi5,U+7D66
絨,rung2,ㄖㄨㄥ2,ʐʊŋ2,U+7D68
絮,chu4,ㄔㄨ4,ʈʂʰu4,U+7D6E
絮,na4,ㄋㄚ4,na4,U+7D6E
絮,njyu3,ㄬㄩ3,ɲy3,U+7D6E
絮,syu4,ㄙㄩ4,sy4,U+7D6E
絯,xiai3,ㄒㄧㄞ3,,U+7D6F
統,tung3,ㄊㄨㄥ3,tʰʊŋ3,U+7D71
絲,si1,ㄙㄭ1,sɨ1,U+7D72
絳,jiang4,ㄐㄧㄤ4,,U+7D73
絹,jyuan4,ㄐㄩㄢ4,,U+7D79
綅,sian1,ㄙㄧㄢ1,siɛn1,U+7D85
綅,zin1,ㄗㄧㄣ1,tsin1,U+7D85
綑,kun3,ㄎㄨㄣ3,kʰuən3,U+7D91
經,jing1,ㄐㄧㄥ1,,U+7D93
綠,lu5,ㄌㄨ5,lu5,U+7DA0
綢,cheu2,ㄔㄡ2,ʈʂʰoʊ2,U+7DA2
綪,cian4,ㄘㄧㄢ4,tsʰiɛn4,U+7DAA
綪,zheng1,ㄓㄥ1,ʈʂəŋ1,U+7DAA
綫,sian4,ㄙㄧㄢ4,siɛn4,U+7DAB
綮,qi3,ㄑㄧ3,tɕʰi3,U+7DAE
綮,qing4,ㄑㄧㄥ4,,U+7DAE
綱,gang1,ㄍㄤ1,kɑŋ1,U+7DB1
網,wang3,ㄨㄤ3,,U+7DB2
綷,cuei4,ㄘㄨㄟ4,tsʰueɪ4,U+7DB7
綷,zuei4,ㄗㄨㄟ4,tsueɪ4,U+7DB7
綸,guan1,ㄍㄨㄢ1,kuan1,U+7DB8
綻,zhan4,ㄓㄢ4,ʈʂan4,U+7DBB
綿,mian2,ㄇㄧㄢ2,miɛn2,U+7DBF
緄,gun3,ㄍㄨㄣ3,kuən3,U+7DC4
緄,hun2,ㄏㄨㄣ2,xuən2,U+7DC4
緊,jin3,ㄐㄧㄣ3,tɕin3,U+7DCA
緒,syu4,ㄙㄩ4,sy4,U+7DD2
緘,jian1,ㄐㄧㄢ1,tɕiɛn1,U+7DD8
線,sian4,ㄙㄧㄢ4,siɛn4,U+7DDA
緜,mian2,ㄇㄧㄢ2,miɛn2,U+7DDC
緝,zyi5,ㄗㄧ5,tsi5,U+7DDD
緞,duan4,ㄉㄨㄢ4,tuan4,U+7DDE
編,bian1,ㄅㄧㄢ1,piɛn1,U+7DE8
緩,huan3,ㄏㄨㄢ3,xuan3,U+7DE9
練,lian4,ㄌㄧㄢ4,liɛn4,U+7DF4
緷,hun4,ㄏㄨㄣ4,xuən4,U+7DF7
緷,yun4,,,U+7DF7
緼,wen1,ㄨㄣ1,uən1,U+7DFC
緼,yun4,,,U+7DFC
縎,gu5,ㄍㄨ5,ku5,U+7E0E
縎,hua5,ㄏㄨㄚ5,xuɑ5,U+7E0E
縐,zheu4,ㄓㄡ4,ʈʂoʊ4,U+7E10
縒,co5,ㄘㄛ5,tsʰɔ5,U+7E12
縒,so1,ㄙㄛ1,sɔ1,U+7E12
縛,fo5,ㄈㄛ5,fɔ5,U+7E1B
縣,xian4,ㄒㄧㄢ4,ɕiɛn4,U+7E23
縫,fung2,ㄈㄨㄥ2,fʊŋ2,U+7E2B
縮,shu5,ㄕㄨ5,ʂu5,U+7E2E
縯,yan3,ㄧㄢ3,iɛn3,U+7E2F
縯,yin3,ㄧㄧㄣ3,,U+7E2F
縱,zung1,ㄗㄨㄥ1,tsʊŋ1,U+7E31
縱,zung4,ㄗㄨㄥ4,tsʊŋ4,U+7E31
縷,lyu3,ㄌㄩ3,ly3,U+7E37
總,zung3,ㄗㄨㄥ3,tsʊŋ3,U+7E3D
績,zyi5,ㄗㄧ5,tsi5,U+7E3E
繁,fan2,ㄈㄢ2,fan2,U+7E41
繁,pan2,ㄆㄢ2,pʰan2,U+7E41
繃,beng1,ㄅㄥ1,pəŋ1,U+7E43
繅,sau1,ㄙㄠ1,sɑʊ1,U+7E45
繅,zau3,ㄗㄠ3,tsɑʊ3,U+7E45
繆,jieu1,ㄐㄧㄡ1,tɕiɔʊ1,U+7E46
繆,mu5,ㄇㄨ5,mu5,U+7E46
繇,yau2,ㄧㄠ2,iɑʊ2,U+7E47
繇,yeu2,ㄧㄡ2,iɔʊ2,U+7E47
織,zhi5,ㄓㄭ5,ʈʂɨ5,U+7E54
繖,san3,ㄙㄢ3,san3,U+7E56
繙,fan1,ㄈㄢ1,fan1,U+7E59
繞,rau4,ㄖㄠ4,ʐɑʊ4,U+7E5E
繡,sieu4,ㄙㄧㄡ4,siɔʊ4,U+7E61
繩,sheng2,ㄕㄥ2,ʂəŋ2,U+7E69
繪,huei4,ㄏㄨㄟ4,xueɪ4,U+7E6A
繫,ji4,ㄐㄧ4,tɕi4,U+7E6B
繫,xi4,ㄒㄧ4,ɕi4,U+7E6B
繳,jiau3,ㄐㄧㄠ3,tɕiɑʊ3,U+7E73
繻,ru2,ㄖㄨ2,ʐu2,U+7E7B
繻,syu1,ㄙㄩ1,sy1,U+7E7B
續,syu4,ㄙㄩ4,sy4,U+7E8C
續,syu5,ㄙㄩ5,sy5,U+7E8C
纓,ing1,ㄧㄥ1,,U+7E93
纔,cai2,ㄘㄞ2,tsʰaɪ2,U+7E94
纔,chan1,ㄔㄢ1,ʈʂʰan1,U+7E94
纔,chan2,ㄔㄢ2,ʈʂʰan2,U+7E94
纖,sian1,ㄙㄧㄢ1,siɛn1,U+7E96
纖,zian1,ㄗㄧㄢ1,tsiɛn1,U+7E96
纚,li2,ㄌㄧ2,li2,U+7E9A
纚,shi3,ㄕㄭ3,ʂɨ3,U+7E9A
纛,du5,ㄉㄨ5,tu5,U+7E9B
纜,lan3,ㄌㄢ3,lan3,U+7E9C
绣,sieu4,ㄙㄧㄡ4,siɔʊ4,U+7EE3
缸,gang1,ㄍㄤ1,kɑŋ1,U+7F38
缺,qyue5,ㄑㄩㄝ5,tɕʰyɛ5,U+7F3A
罄,qing4,ㄑㄧㄥ4,,U+7F44
罐,guan4,ㄍㄨㄢ4,kuan4,U+7F50
罔,wang3,ㄨㄤ3,,U+7F54
