source_title,relation,target,template
𩛩,alt,氿,zh-forms
𩛩,alt,漚,zh-forms
𩛩,zh-see,軋,zh-see
𩜴,zh-see,餈,zh-see
𩦥,zh-see,𩣺,zh-see
𩢧,alt,䮃,zh-forms
𩢧,zh-see,驅,zh-see
𩣌,zh-see,驅,zh-see
𩤀,zh-see,驅,zh-see
𩧥,zh-see,驢,zh-see
𩰑,zh-see,鬥,zh-see
𩰑,zh-see,祐,zh-see
𩰒,zh-see,鬥,zh-see
𩰕,zh-see,鬩,zh-see
𩰨,zh-see,爵,zh-see
𩱉,zh-see,釜,zh-see
𩸆,zh-see,䱒,zh-see
𩲼,zh-see,䰧,zh-see
𩼼,zh-see,鱣,zh-see
𪀋,zh-see,鴨,zh-see
𪁪,alt,𨿙,zh-forms
𪄳,s,鿺,zh-forms
𪆵,zh-see,鶒,zh-see
𪇆,alt,𩁍,zh-forms
𪇆,alt,𪅱,zh-forms
𪇆,alt,𪈺,zh-forms
𪇆,alt,鸀,zh-forms
𪇆,alt,𪇆,zh-forms
𪇆,alt,𪈌,zh-forms
𪇆,alt,𮭉,zh-forms
𪃿,s,𬸠,zh-forms
𪈮,zh-see,𪈿,zh-see
𪊋,zh-see,麂,zh-see
𪎰,zh-see,黂,zh-see
𪎖,zh-see,糜,zh-see
𪊫,zh-see,𪋐,zh-see
𪔄,zh-see,鼒,zh-see
𪐹,zh-see,䵳,zh-see
𪔈,zh-see,妘,zh-see
𪕸,alt,姑,zh-forms
𪕸,alt,蛄,zh-forms
𪕸,alt,孤,zh-forms
𪕸,zh-see,𪕷,zh-see
𪚦,zh-see,龜,zh-see
𪚨,zh-see,龜,zh-see
𪚜,zh-see,䶬,zh-see
𪚟,zh-see,䶬,zh-see
𪙑,s,𬺑,zh-forms
𪘩,s,𬺊,zh-forms
𪗪,zh-see,齝,zh-see
𪚧,zh-see,龜,zh-see
𪙻,zh-see,䶪,zh-see
世,alt,丗,zh-forms
世,alt,卋,zh-forms
世,alt,㔺,zh-forms
世,alt,𠀍,zh-forms
世,alt,𠦔,zh-forms
世,alt,𬆑,zh-forms
价,Han simp:1,價,Han simp
价,zh-see,價,zh-see
侵,alt,㑴,zh-forms
侵,alt,𢔀,zh-forms
侵,alt,摻,zh-forms
保,alt,𠈃,zh-forms
保,alt,𠊻,zh-forms
保,alt,𠌀,zh-forms
保,alt,𠍂,zh-forms
保,alt,㙅,zh-forms
保,alt,𤞥,zh-forms
保,alt,𠦀,zh-forms
保,alt,𠫡,zh-forms
保,alt,𡥀,zh-forms
保,alt,𣎼,zh-forms
保,alt,𤔍,zh-forms
保,alt,葆,zh-forms
刧,zh-see,劫,zh-see
厮,zh-see,廝,zh-see
叴,alt,厹,zh-forms
咽,alt,𠰸,zh-forms
咽,alt,胭,zh-forms
咽,zh-see,嚥,zh-see
嗁,zh-see,啼,zh-see
噱,alt,㖸,zh-forms
噱,alt,𠼥,zh-forms
噱,alt,𠻔,zh-forms
噱,alt,𠽁,zh-forms
噱,alt,𧮫,zh-forms
坒,alt,㘩,zh-forms
坒,zh-see,陛,zh-see
坒,zh-see,壁,zh-see
塊,s,块,zh-forms
塊,alt,凷,zh-forms
塊,alt,墤,zh-forms
塊,alt,㙕,zh-forms
塊,alt,𠚛,zh-forms
塊,alt,𡒽,zh-forms
塊,alt,圦,zh-forms
塊,alt,𡉇,zh-forms
塊,s,块,zh-forms
塊,s,块,zh-forms
塔,alt,㙮,zh-forms
塔,alt,墖,zh-forms
塔,alt,𩫊,zh-forms
壘,s,垒,zh-forms
壘,alt,㙼,zh-forms
壘,alt,壨,zh-forms
壘,zh-see,礧,zh-see
夢,s,梦,zh-forms
夢,alt,夣,zh-forms
夢,alt,瞢,zh-forms
夢,alt,㝱,zh-forms
夢,alt,𡬌,zh-forms
妿,alt,㚳,zh-forms
婚,alt,昏,zh-forms
婚,alt,𡝪,zh-forms
婚,alt,㛰,zh-forms
婚,alt,𡕽,zh-forms
婚,alt,𡖀,zh-forms
婚,alt,𤔿,zh-forms
媌,alt,嫹,zh-forms
媌,alt,㑤,zh-forms
宇,alt,𡧃,zh-forms
懦,alt,㐡,zh-forms
昆,alt,晜,zh-forms
昆,alt,𥊽,zh-forms
昆,alt,㒭,zh-forms
昆,alt,𣋥,zh-forms
昆,alt,𧲟,zh-forms
昆,alt,蜫,zh-forms
昆,alt,䖵,zh-forms
昆,alt,𧥺,zh-forms
昆,alt,坤,zh-forms
昆,zh-see,崑,zh-see
耗,alt,㘪,zh-forms
耗,alt,秏,zh-forms
腆,alt,倎,zh-forms
藕,alt,蕅,zh-forms
藕,alt,㒖,zh-forms
藕,alt,𦸲,zh-forms
誘,s,诱,zh-forms
誘,alt,䛻,zh-forms
誘,alt,㕗,zh-forms
誘,alt,唀,zh-forms
誘,alt,𥤃,zh-forms
誘,alt,𦎙,zh-forms
誘,alt,𦎅,zh-forms
貌,alt,皃,zh-forms
貌,alt,㹸,zh-forms
野,alt,㙒,zh-forms
野,alt,墅,zh-forms
野,alt,埜,zh-forms
野,alt,𡐨,zh-forms
野,alt,壄,zh-forms
野,alt,𡑀,zh-forms
野,zh-see,嘢,zh-see
銜,s,衔,zh-forms
銜,alt,䘖,zh-forms
銜,alt,衘,zh-forms
銜,alt,啣,zh-forms
銜,alt,㘅,zh-forms
銜,alt,𠼫,zh-forms
銜,alt,㗸,zh-forms
銜,alt,𠷢,zh-forms
銜,alt,𠾑,zh-forms
銜,alt,𭊷,zh-forms
銜,alt,咁,zh-forms
銜,alt,嗛,zh-forms
髮,s,发,zh-forms
髮,alt,髪,zh-forms
髮,alt,𩠖,zh-forms
髮,alt,𩑛,zh-forms
髮,alt,𩑱,zh-forms
髮,alt,𤕥,zh-forms
鶉,s,鹑,zh-forms
鶉,alt,㝇,zh-forms
鶉,alt,𪆾,zh-forms
鶉,alt,𩁛,zh-forms
鶉,alt,𨿡,zh-forms
鶉,alt,𪂎,zh-forms
齅,zh-see,嗅,zh-see
𪛓,zh-see,龣,zh-see
𪚱,zh-see,𪚰,zh-see
𢈈,zh-see,匌,zh-see
𢈈,zh-see,㕉,zh-see
𢈈,zh-see,𢩅,zh-see
𢈈,zh-see,䀹,zh-see
𡣎,zh-see,㜪,zh-see
𪚽,zh-see,䶱,zh-see
𪚫,zh-see,𪚮,zh-see
𪚵,zh-see,𪚭,zh-see
𪚾,zh-see,貝,zh-see
𪚿,zh-see,龜,zh-see
卷,t2,捲,zh-forms
卷,alt,𠨟,zh-forms
卷,alt,𨤖,zh-forms
卷,alt,𠨟,zh-forms
卷,alt,㢧,zh-forms
卷,alt,𢎥,zh-forms
卷,alt,𨤖,zh-forms
卷,alt,𠨟,zh-forms
卷,alt,婘,zh-forms
卷,alt,𨤖,zh-forms
卷,zh-see,券,zh-see
塹,s,堑,zh-forms
尿,alt,溺,zh-forms
尿,alt,㳮,zh-forms
尿,alt,㞙,zh-forms
尿,alt,𡱴,zh-forms
尿,alt,𡲘,zh-forms
尿,alt,𡱤,zh-forms
尿,alt,𣭼,zh-forms
尿,alt,𣻨,zh-forms
尿,alt,𡲳,zh-forms
岢,alt,㞹,zh-forms
島,s,岛,zh-forms
島,alt,㠀,zh-forms
島,alt,嶋,zh-forms
島,alt,嶌,zh-forms
島,alt,隝,zh-forms
島,alt,嶹,zh-forms
島,alt,隯,zh-forms
嵐,s,岚,zh-forms
嵾,s,㟥,zh-forms
嵾,alt,㠁,zh-forms
嵾,alt,𡼶,zh-forms
嶇,s,岖,zh-forms
嶇,alt,崎,zh-forms
巷,alt,𨞠,zh-forms
巷,alt,𨜕,zh-forms
巷,alt,䢽,zh-forms
巷,alt,衖,zh-forms
希,alt,𢁫,zh-forms
希,alt,𠬹,zh-forms
希,alt,𠬯,zh-forms
希,alt,㠻,zh-forms
希,alt,𭤔,zh-forms
希,alt,𢁙,zh-forms
希,zh-see,稀,zh-see
廛,alt,厘,zh-forms
廛,alt,鄽,zh-forms
廛,alt,㙻,zh-forms
廛,alt,㢆,zh-forms
廛,alt,㕓,zh-forms
廛,alt,䣑,zh-forms
廛,alt,𡏂,zh-forms
廛,alt,𢋨,zh-forms
彆,s,别,zh-forms
彆,s2,彆,zh-forms
彆,t2,別,zh-forms
怗,alt,㤐,zh-forms
慁,alt,㥵,zh-forms
懑,zh-see,懣,zh-see
懤,s,㤽,zh-forms
懤,alt,㦞,zh-forms
懤,alt,𣝷,zh-forms
扅,alt,㦾,zh-forms
扅,alt,𢨹,zh-forms
扅,alt,𢨴,zh-forms
扅,alt,𨳷,zh-forms
扽,alt,頓,zh-forms
扽,alt,扥,zh-forms
扽,alt,𢻴,zh-forms
扽,alt,㩐,zh-forms
拎,alt,㩕,zh-forms
搖,s,摇,zh-forms
搖,alt,繇,zh-forms
摶,s,抟,zh-forms
斟,alt,漛,zh-forms
斟,alt,滕,zh-forms
泉,alt,𤽄,zh-forms
泉,alt,湶,zh-forms
玈,alt,𪑄,zh-forms
玈,alt,㢳,zh-forms
玈,alt,𢏾,zh-forms
玈,alt,𢐸,zh-forms
玈,alt,𪒓,zh-forms
玈,alt,𤣧,zh-forms
跔,alt,㣘,zh-forms
餌,s,饵,zh-forms
餌,alt,𩱓,zh-forms
餌,alt,㢽,zh-forms
餌,alt,𧊗,zh-forms
餌,alt,𩚪,zh-forms
餌,alt,𩛣,zh-forms
𡰪,zh-see,䐁,zh-see
𡰪,zh-see,𡱂,zh-see
𡾱,s,㟜,zh-forms
𢀑,zh-see,巨,zh-see
光,alt,灮,zh-forms
光,alt,㶢,zh-forms
光,alt,炗,zh-forms
光,alt,炚,zh-forms
光,alt,炛,zh-forms
光,alt,烡,zh-forms
光,alt,茪,zh-forms
光,alt,㫕,zh-forms
光,alt,𣅏,zh-forms
光,alt,𠈑,zh-forms
光,alt,𤈈,zh-forms
光,alt,𤉭,zh-forms
光,alt,𤈛,zh-forms
光,alt,𤎫,zh-forms
光,alt,𤐥,zh-forms
光,alt,𤑋,zh-forms
抃,alt,拚,zh-forms
春,alt,萅,zh-forms
春,alt,旾,zh-forms
春,alt,㫩,zh-forms
春,alt,𣇸,zh-forms
春,alt,𣈤,zh-forms
春,alt,膥,zh-forms
晨,alt,䢅,zh-forms
晨,alt,辰,zh-forms
晨,alt,曟,zh-forms
晨,alt,㫳,zh-forms
晨,alt,𠔹,zh-forms
暐,s,𬀩,zh-forms
暐,alt,㬙,zh-forms
杯,alt,桮,zh-forms
杯,alt,盃,zh-forms
栚,alt,㮳,zh-forms
栚,alt,𣒁,zh-forms
栚,alt,𬫞,zh-forms
棊,zh-see,棋,zh-see
棊,zh-see,基,zh-see
棻,alt,梤,zh-forms
椾,zh-see,箋,zh-see
槳,s,桨,zh-forms
橠,alt,㰙,zh-forms
檠,alt,㯳,zh-forms
檠,alt,𢐧,zh-forms
檠,alt,擏,zh-forms
櫺,s,棂,zh-forms
櫺,t2,欞,zh-forms
沿,alt,㳂,zh-forms
沿,zh-see,檐,zh-see
灉,alt,澭,zh-forms
炒,alt,煼,zh-forms
炒,alt,𩱦,zh-forms
炒,alt,㷅,zh-forms
炒,alt,焣,zh-forms
炒,alt,𩱈,zh-forms
炒,alt,𢐨,zh-forms
炒,alt,𤑵,zh-forms
炒,alt,𤌽,zh-forms
炒,alt,𤌉,zh-forms
炒,alt,𤊛,zh-forms
炒,alt,㶤,zh-forms
炒,alt,𤊝,zh-forms
無,s,无,zh-forms
無,alt,𭴿,zh-forms
無,alt,橆,zh-forms
無,alt,𣞤,zh-forms
無,alt,𣟒,zh-forms
無,alt,𬻜,zh-forms
無,alt,𬻝,zh-forms
無,alt,𭴾,zh-forms
無,alt,𤍍,zh-forms
無,alt,𣞣,zh-forms
無,alt,𫡟,zh-forms
無,alt,𣠮,zh-forms
無,alt,𡙻,zh-forms
無,alt,𤀢,zh-forms
無,alt,𣑨,zh-forms
無,alt,𣚨,zh-forms
無,alt,𠘩,zh-forms
無,alt,㷻,zh-forms
無,s,无,zh-forms
無,alt,嘸,zh-forms
無,zh-see,冇,zh-see
焦,alt,乾,zh-forms
焦,alt,燋,zh-forms
焦,alt,凋,zh-forms
焦,alt,礁,zh-forms
焦,alt,灱,zh-forms
焭,zh-see,煢,zh-see
燧,alt,鿪,zh-forms
燧,alt,㸂,zh-forms
玌,alt,㺫,zh-forms
玫,alt,玟,zh-forms
玫,alt,㺳,zh-forms
玫,alt,𭸷,zh-forms
玫,alt,珻,zh-forms
義,s,义,zh-forms
義,alt,羛,zh-forms
艮,alt,𥃩,zh-forms
艮,alt,㫔,zh-forms
觢,alt,挈,zh-forms
送,alt,䢠,zh-forms
送,alt,𠌡,zh-forms
飪,s,饪,zh-forms
飪,alt,餁,zh-forms
飪,alt,䏕,zh-forms
飪,alt,恁,zh-forms
飪,alt,㶵,zh-forms
飪,alt,𤇲,zh-forms
飪,alt,𤏼,zh-forms
飪,alt,𦜙,zh-forms
飪,alt,䭃,zh-forms
鼎,alt,𣇓,zh-forms
𣧖,alt,札,zh-forms
𣧖,alt,㱜,zh-forms
𣧖,alt,𣧐,zh-forms
𣧖,alt,𣦷,zh-forms
𣧖,alt,𣧇,zh-forms
𣧖,alt,𣦾,zh-forms
料,alt,𥸾,zh-forms
星,alt,曐,zh-forms
星,alt,𠻖,zh-forms
星,alt,𤯢,zh-forms
星,alt,皨,zh-forms
星,alt,𤾪,zh-forms
星,alt,𤽛,zh-forms
星,alt,𭥕,zh-forms
珉,alt,瑉,zh-forms
珉,alt,玟,zh-forms
珉,alt,琝,zh-forms
珉,alt,䂥,zh-forms
珉,alt,砇,zh-forms
瑎,zh-see,階,zh-see
瑩,s,莹,zh-forms
疤,alt,㿬,zh-forms
痎,alt,侅,zh-forms
痎,alt,姟,zh-forms
痎,alt,苔,zh-forms
痎,alt,㾂,zh-forms
痎,alt,諧,zh-forms
癬,s,癣,zh-forms
癬,alt,㿅,zh-forms
癬,alt,㾌,zh-forms
睤,zh-see,睥,zh-see
砝,alt,法,zh-forms
砝,alt,䂲,zh-forms
硇,alt,䃩,zh-forms
硇,alt,𥗰,zh-forms
硇,alt,𥗸,zh-forms
硇,alt,𠬦,zh-forms
硇,alt,𣲿,zh-forms
硇,alt,𣳦,zh-forms
硇,alt,𥑩,zh-forms
硇,alt,𥑨,zh-forms
硇,alt,𥐼,zh-forms
硇,alt,𥐻,zh-forms
硇,alt,碙,zh-forms
硇,alt,𥓁,zh-forms
硇,alt,𥑚,zh-forms
硇,alt,𥑪,zh-forms
移,alt,䄬,zh-forms
移,alt,迻,zh-forms
移,alt,乁,zh-forms
移,alt,扡,zh-forms
移,alt,𡖰,zh-forms
移,alt,𢼏,zh-forms
移,alt,𥞀,zh-forms
移,alt,𥟻,zh-forms
移,alt,𧚕,zh-forms
移,alt,一𤓯多,zh-forms
稺,zh-see,稚,zh-see
窗,alt,窻,zh-forms
窗,alt,䆫,zh-forms
窗,alt,窓,zh-forms
窗,alt,牕,zh-forms
窗,alt,囪,zh-forms
窗,alt,囱,zh-forms
窗,alt,牎,zh-forms
窗,alt,𤗄,zh-forms
窗,alt,𪺠,zh-forms
窗,alt,𤗉,zh-forms
窗,alt,𮈾,zh-forms
窗,alt,𡆧,zh-forms
竅,s,窍,zh-forms
精,zh-see,晴,zh-see
紆,s,纡,zh-forms
綆,s,绠,zh-forms
綻,s,绽,zh-forms
緧,s,𬘶,zh-forms
纜,s,缆,zh-forms
鉗,s,钳,zh-forms
鉗,alt,拑,zh-forms
餉,s,饷,zh-forms
餉,alt,饟,zh-forms
餉,alt,𫗵,zh-forms
餉,alt,飠㐮,zh-forms
齊,s,齐,zh-forms
齊,alt,斉,zh-forms
齊,alt,斊,zh-forms
齊,alt,立,zh-forms
齊,alt,亝,zh-forms
齊,alt,𠫼,zh-forms
齊,alt,𠄷,zh-forms
齊,s,齐,zh-forms
齊,alt,褿,zh-forms
齊,alt,全,zh-forms
齊,alt,仝,zh-forms
齊,alt,巢,zh-forms
齊,alt,樵,zh-forms
齊,alt,昭,zh-forms
齊,alt,𤍫,zh-forms
齊,alt,焦,zh-forms
齊,alt,勻,zh-forms
䆤,zh-see,穿,zh-see
䭔,s,𫗰,zh-forms
典,alt,𠔓,zh-forms
牀,zh-see,床,zh-see
穉,zh-see,稚,zh-see
綳,zh-see,繃,zh-see
聾,s,聋,zh-forms
聾,alt,䏊,zh-forms
膋,s,䒿,zh-forms
膋,alt,𤇾肉,zh-forms
臍,s,脐,zh-forms
舵,alt,舦,zh-forms
舵,alt,艜,zh-forms
舵,alt,柁,zh-forms
荇,alt,莕,zh-forms
蒸,alt,烝,zh-forms
蓀,s,荪,zh-forms
蓀,alt,𦺈,zh-forms
蓀,alt,𦳪,zh-forms
蓀,alt,䕖,zh-forms
蓀,alt,𧂍,zh-forms
蓀,alt,𦽙,zh-forms
蓀,alt,𧆙,zh-forms
蔆,zh-see,菱,zh-see
蕢,s,蒉,zh-forms
蕢,alt,𧂟,zh-forms
蕢,alt,䕚,zh-forms
蕢,alt,臾,zh-forms
蕢,alt,𤆂,zh-forms
蕢,zh-see,塊,zh-see
蘄,s,蕲,zh-forms
蚌,alt,蜯,zh-forms
蚌,zh-see,螷,zh-see
蚌,zh-see,蜂,zh-see
蛓,alt,蚝,zh-forms
蛾,alt,䖸,zh-forms
蛾,alt,𧒎,zh-forms
蛾,zh-see,蟻,zh-see
蜆,s,蚬,zh-forms
蜆,alt,䗾,zh-forms
蟆,alt,蟇,zh-forms
蟆,zh-see,𧕥,zh-see
蠘,alt,蠞,zh-forms
蠭,zh-see,蜂,zh-see
衰,alt,𠆏,zh-forms
衰,alt,𠆂,zh-forms
衰,alt,𠱗,zh-forms
衰,zh-see,蓑,zh-see
褵,t2,䙰,zh-forms
詞,s,词,zh-forms
詞,alt,䛐,zh-forms
謐,s,谧,zh-forms
䙴,zh-see,遷,zh-see
䚹,alt,䚰,zh-forms
䬥,zh-see,饐,zh-see
𥅘,alt,䑐,zh-forms
𥅘,zh-see,𥌃,zh-see
侐,alt,伵,zh-forms
冑,s,胄,zh-forms
冑,alt,𩊄,zh-forms
冑,alt,䩜,zh-forms
御,alt,馭,zh-forms
御,alt,𡕺,zh-forms
御,alt,衘,zh-forms
御,alt,䘖,zh-forms
御,alt,䘘,zh-forms
御,alt,䢩,zh-forms
御,alt,𢕜,zh-forms
御,alt,𢓷,zh-forms
御,alt,𢓦,zh-forms
御,alt,𢔬,zh-forms
御,alt,𧗨,zh-forms
御,alt,𧗪,zh-forms
御,alt,𠉳,zh-forms
御,alt,𠊏,zh-forms
御,alt,𢖡,zh-forms
御,alt,𠨙,zh-forms
御,alt,𭰚,zh-forms
御,zh-see,禦,zh-see
歸,s,归,zh-forms
歸,alt,皈,zh-forms
歸,alt,𦤇,zh-forms
歸,alt,帰,zh-forms
歸,alt,㱕,zh-forms
歸,alt,㷌,zh-forms
歸,alt,䢜,zh-forms
歸,alt,𨺔,zh-forms
歸,alt,𨺜,zh-forms
歸,alt,𢅨,zh-forms
歸,alt,𢅦,zh-forms
歸,zh-see,愧,zh-see
歸,zh-see,饋,zh-see
琴,alt,珡,zh-forms
琴,alt,𤦡,zh-forms
琴,alt,𤩟,zh-forms
琴,alt,琹,zh-forms
琴,alt,𨨖,zh-forms
琴,alt,𨪖,zh-forms
琴,alt,𩰔,zh-forms
琴,alt,䦦,zh-forms
琴,alt,𤫍,zh-forms
琴,alt,𨫹,zh-forms
琴,alt,䥅,zh-forms
琴,alt,䥆,zh-forms
琴,alt,𤫒,zh-forms
由,alt,繇,zh-forms
由,zh-see,甴,zh-see
貫,s,贯,zh-forms
軝,s,𬨂,zh-forms
軨,s,𫐉,zh-forms
軨,alt,䡼,zh-forms
軨,alt,䡿,zh-forms
軨,alt,𨏨,zh-forms
軨,s,𫐉,zh-forms
軨,alt,鈴,zh-forms
透,alt,䞬,zh-forms
遊,s,游,zh-forms
遊,alt,𨔼,zh-forms
遊,alt,逰,zh-forms
遷,s,迁,zh-forms
遷,alt,𨙙,zh-forms
遷,alt,䙴,zh-forms
遷,alt,𠨧,zh-forms
遷,alt,䙲,zh-forms
遷,alt,𢍱,zh-forms
遷,alt,𦦉,zh-forms
遷,alt,𦦒,zh-forms
遷,alt,𢍹,zh-forms
遷,alt,𦧂,zh-forms
遷,alt,𨙞,zh-forms
遷,alt,迁,zh-forms
遷,alt,拪,zh-forms
遷,alt,䢬,zh-forms
遷,alt,𢰕,zh-forms
遷,alt,𢫥,zh-forms
遷,alt,𠨩,zh-forms
遷,alt,𠨨,zh-forms
遷,alt,𨔰,zh-forms
遷,alt,𨗺,zh-forms
遷,alt,𨗇,zh-forms
遷,alt,𨕞,zh-forms
遷,alt,𨗢,zh-forms
遷,alt,𨒿,zh-forms
遷,alt,𨙘,zh-forms
遷,alt,𪝴,zh-forms
邦,zh-see,幫,zh-see
鄖,s,郧,zh-forms
鄖,alt,䢵,zh-forms
釚,s,𫟲,zh-forms
鈂,s,𬬵,zh-forms
鈂,alt,揕,zh-forms
鈂,alt,抌,zh-forms
鈍,s,钝,zh-forms
錆,s,锖,zh-forms
鐫,s,镌,zh-forms
鐫,t2,鎸,zh-forms
鐫,alt,䥴,zh-forms
鑮,s,𬮁,zh-forms
鑱,s,镵,zh-forms
閏,s,闰,zh-forms
閏,alt,閠,zh-forms
閏,alt,䦞,zh-forms
閏,alt,𥹿,zh-forms
隙,alt,䧍,zh-forms
隙,alt,𡮱,zh-forms
隙,alt,𧯈,zh-forms
隙,alt,𧯊,zh-forms
隙,alt,𨻈,zh-forms
隙,alt,𨻩,zh-forms
隙,alt,𨻶,zh-forms
隙,alt,隟,zh-forms
霄,alt,㲵,zh-forms
霄,alt,䨭,zh-forms
霽,s,霁,zh-forms
騰,s,腾,zh-forms
騰,zh-see,揗,zh-see
髻,alt,䯻,zh-forms
鳩,s,鸠,zh-forms
鳩,alt,䲥,zh-forms
鳩,alt,𩾛,zh-forms
鳩,alt,㞗,zh-forms
鳩,alt,𨳊,zh-forms
鳩,alt,尻,zh-forms
鳩,alt,九,zh-forms
鴣,s,鸪,zh-forms
鴿,s,鸽,zh-forms
鵠,s,鹄,zh-forms
鵠,zh-see,鶴,zh-see
鵠,zh-see,浩,zh-see
鷯,s,鹩,zh-forms
鸚,s,鹦,zh-forms
齎,s,赍,zh-forms
齎,alt,賫,zh-forms
齎,alt,賷,zh-forms
䣩,zh-see,純,zh-see
䣩,zh-see,醇,zh-see
上,alt,丄,zh-forms
上,alt,𠄞,zh-forms
上,zh-see,緔,zh-see
上,zh-see,鞝,zh-see
下,alt,丅,zh-forms
下,alt,𠄟,zh-forms
下,alt,吓,zh-forms
下,alt,低,zh-forms
幫,s,帮,zh-forms
幫,alt,幇,zh-forms
幫,alt,幚,zh-forms
幫,alt,鞤,zh-forms
幫,alt,縍,zh-forms
幫,alt,䩷,zh-forms
幫,alt,㿶,zh-forms
煮,alt,煑,zh-forms
煮,alt,𣎧,zh-forms
煮,alt,𤆯,zh-forms
煮,alt,𤋯,zh-forms
煮,alt,𤌄,zh-forms
煮,alt,𭧶,zh-forms
煮,alt,𤑜,zh-forms
煮,alt,𤑨,zh-forms
煮,alt,𢐼,zh-forms
煮,alt,𩱰,zh-forms
緉,s,𮉧,zh-forms
羣,zh-see,群,zh-see
訡,zh-see,吟,zh-see
鑣,s,镳,zh-forms
鑣,alt,䮽,zh-forms
鑣,alt,𬴍,zh-forms
韙,s,韪,zh-forms
類,s,类,zh-forms
類,alt,类,zh-forms
類,alt,𩔖,zh-forms
颺,s,飏,zh-forms
颻,s,飖,zh-forms
餬,zh-see,糊,zh-see
馞,alt,䭯,zh-forms
馳,s,驰,zh-forms
馳,alt,䮈,zh-forms
馳,alt,𧂓,zh-forms
駓,s,𬳵,zh-forms
駙,s,驸,zh-forms
騜,s,𫘩,zh-forms
騜,alt,䮲,zh-forms
驁,s,骜,zh-forms
驫,s,骉,zh-forms
驫,alt,𠫑,zh-forms
魑,alt,螭,zh-forms
魑,alt,䬜,zh-forms
魑,alt,䄜,zh-forms
魑,alt,𩳩,zh-forms
鮛,alt,䱙,zh-forms
鮛,alt,𩾈,zh-forms
鯬,s,𫚞,zh-forms
鰧,s,䲢,zh-forms
鰧,alt,䲍,zh-forms
鰧,alt,𩺭,zh-forms
鰷,s,鲦,zh-forms
鰷,alt,鯈,zh-forms
鰷,alt,䱔,zh-forms
鰷,alt,𩵌,zh-forms
鳝,zh-see,鱔,zh-see
鴆,s,鸩,zh-forms
鴆,alt,酖,zh-forms
鴇,s,鸨,zh-forms
鶀,zh-see,䳢,zh-see
䬝,s,𩙯,zh-forms
𩷕,s,鿶,zh-forms
𦐄,alt,𨾒,zh-forms
人,alt,亻,zh-forms
人,alt,𠆢,zh-forms
人,alt,儿,zh-forms
人,alt,𠂉,zh-forms
人,alt,几,zh-forms
人,alt,𠔽,zh-forms
人,alt,𤯔,zh-forms
人,alt,𦉫,zh-forms
人,alt,寧,zh-forms
人,alt,儂,zh-forms
人,alt,侬,zh-forms
人,alt,𠆧,zh-forms
人,alt,農,zh-forms
八,alt,捌,zh-forms
八,zh-see,捌,zh-see
四,alt,肆,zh-forms
四,alt,亖,zh-forms
四,alt,皿,zh-forms
四,alt,龱,zh-forms
四,alt,𠁤,zh-forms
四,alt,𠃢,zh-forms
四,alt,𦉭,zh-forms
丢,zh-see,丟,zh-see
两,zh-see,兩,zh-see
久,alt,乆,zh-forms
久,alt,𫝄,zh-forms
乘,alt,乗,zh-forms
乘,alt,椉,zh-forms
乘,alt,𠅞,zh-forms
乘,alt,𠅟,zh-forms
乘,alt,𠓲,zh-forms
乘,alt,𠨇,zh-forms
乘,alt,𣒧,zh-forms
乘,alt,𣔕,zh-forms
乘,alt,𬽌,zh-forms
事,alt,亊,zh-forms
事,alt,叓,zh-forms
事,alt,㕝,zh-forms
事,alt,𠁱,zh-forms
事,alt,𠫺,zh-forms
事,alt,𠭏,zh-forms
事,alt,𤔇,zh-forms
事,alt,𪜃,zh-forms
事,alt,𠭆,zh-forms
于,zh-see,於,zh-see
于,alt,亐,zh-forms
于,alt,亏,zh-forms
于,alt,𠂌,zh-forms
于,alt,丂,zh-forms
于,alt,亐,zh-forms
于,alt,亏,zh-forms
于,alt,亐,zh-forms
于,alt,亏,zh-forms
于,alt,亐,zh-forms
于,alt,亏,zh-forms
亚,zh-see,亞,zh-see
亡,t2,亾,zh-forms
亡,alt,𬼖,zh-forms
京,alt,亰,zh-forms
京,alt,𡬱,zh-forms
京,alt,𢂋,zh-forms
京,alt,𦣿,zh-forms
亼,zh-see,集,zh-see
仓,zh-see,倉,zh-see
仓,zh-see,艙,zh-see
仙,alt,僊,zh-forms
仙,alt,仚,zh-forms
仙,alt,屳,zh-forms
仙,alt,㒨,zh-forms
仙,alt,僲,zh-forms
仙,alt,𠑗,zh-forms
仙,alt,𠏡,zh-forms
仙,alt,𠇈,zh-forms
仙,alt,銑,zh-forms
仯,alt,仦,zh-forms
仯,zh-see,眇,zh-see
似,alt,佀,zh-forms
似,alt,仏,zh-forms
似,alt,𠚦,zh-forms
低,alt,𠇓,zh-forms
佛,alt,仏,zh-forms
佛,alt,㚕,zh-forms
佛,alt,仸,zh-forms
佛,alt,𠑵,zh-forms
佛,alt,𠇛,zh-forms
佛,alt,𦤲,zh-forms
佛,zh-see,彿,zh-see
佛,alt,拂,zh-forms
佛,zh-see,拂,zh-see
佛,zh-see,勃,zh-see
侣,zh-see,侶,zh-see
倅,alt,卒,zh-forms
冰,alt,仌,zh-forms
冰,alt,冫,zh-forms
冰,alt,氷,zh-forms
冰,alt,𣲝,zh-forms
冰,alt,𨻱,zh-forms
冰,alt,𣲙,zh-forms
冰,alt,仒,zh-forms
冰,zh-see,凝,zh-see
反,alt,仮,zh-forms
夜,alt,亱,zh-forms
夜,alt,𠙇,zh-forms
