title,file_base,raw_path,clean_path,categories,cjk_chars,sentences
堵敖,堵敖.txt,raw\堵敖.txt,clean\堵敖.txt,,125,6
堺市,堺市.txt,raw\堺市.txt,clean\堺市.txt,,318,21
塔什干,塔什干.txt,raw\塔什干.txt,clean\塔什干.txt,,48,4
塔利班,塔利班.txt,raw\塔利班.txt,clean\塔利班.txt,,244,14
塔吉克斯坦,塔吉克斯坦.txt,raw\塔吉克斯坦.txt,clean\塔吉克斯坦.txt,,59,6
塔吉克蘇維埃社會主義共和國,塔吉克蘇維埃社會主義共和國.txt,raw\塔吉克蘇維埃社會主義共和國.txt,clean\塔吉克蘇維埃社會主義共和國.txt,,25,2
塔如濤群島,塔如濤群島.txt,raw\塔如濤群島.txt,clean\塔如濤群島.txt,,134,5
塔察篇古,塔察篇古.txt,raw\塔察篇古.txt,clean\塔察篇古.txt,,205,7
塔納赫,塔納赫.txt,raw\塔納赫.txt,clean\塔納赫.txt,,219,10
塔綠班,塔綠班.txt,raw\塔綠班.txt,clean\塔綠班.txt,,60,2
塚本幼稚園幼兒教育學園,塚本幼稚園幼兒教育學園.txt,raw\塚本幼稚園幼兒教育學園.txt,clean\塚本幼稚園幼兒教育學園.txt,,319,20
塞克森,塞克森.txt,raw\塞克森.txt,clean\塞克森.txt,,200,7
塞內加爾,塞內加爾.txt,raw\塞內加爾.txt,clean\塞內加爾.txt,,79,6
塞利姆一世,塞利姆一世.txt,raw\塞利姆一世.txt,clean\塞利姆一世.txt,,564,39
塞勒,塞勒.txt,raw\塞勒.txt,clean\塞勒.txt,,215,14
塞勒 (清宗室),塞勒 (清宗室).txt,raw\塞勒 (清宗室).txt,clean\塞勒 (清宗室).txt,,350,6
塞席爾,塞席爾.txt,raw\塞席爾.txt,clean\塞席爾.txt,,74,6
塞德娜,塞德娜.txt,raw\塞德娜.txt,clean\塞德娜.txt,,150,8
塞萬提斯,塞萬提斯.txt,raw\塞萬提斯.txt,clean\塞萬提斯.txt,,325,17
塞通三進制計算機,塞通三進制計算機.txt,raw\塞通三進制計算機.txt,clean\塞通三進制計算機.txt,,97,6
境港市,境港市.txt,raw\境港市.txt,clean\境港市.txt,,78,5
墓,墓.txt,raw\墓.txt,clean\墓.txt,,36,4
墓碑,墓碑.txt,raw\墓碑.txt,clean\墓碑.txt,,40,4
墓誌,墓誌.txt,raw\墓誌.txt,clean\墓誌.txt,,214,8
增廣賢文,增廣賢文.txt,raw\增廣賢文.txt,clean\增廣賢文.txt,,113,5
增毛驛,增毛驛.txt,raw\增毛驛.txt,clean\增毛驛.txt,,49,4
墨,墨.txt,raw\墨.txt,clean\墨.txt,,429,23
墨子,墨子.txt,raw\墨子.txt,clean\墨子.txt,,495,26
墨子 (書),墨子 (書).txt,raw\墨子 (書).txt,clean\墨子 (書).txt,,71,2
墨子閒詁,墨子閒詁.txt,raw\墨子閒詁.txt,clean\墨子閒詁.txt,,169,6
墨家,墨家.txt,raw\墨家.txt,clean\墨家.txt,,620,36
墨茶,墨茶.txt,raw\墨茶.txt,clean\墨茶.txt,,472,17
墨西哥,墨西哥.txt,raw\墨西哥.txt,clean\墨西哥.txt,,178,10
墨西哥城,墨西哥城.txt,raw\墨西哥城.txt,clean\墨西哥城.txt,,48,5
墨辯,墨辯.txt,raw\墨辯.txt,clean\墨辯.txt,,801,55
壕,壕.txt,raw\壕.txt,clean\壕.txt,,31,3
壟斷,壟斷.txt,raw\壟斷.txt,clean\壟斷.txt,,182,7
士,士.txt,raw\士.txt,clean\士.txt,,51,1
士䵋,士䵋.txt,raw\士䵋.txt,clean\士䵋.txt,,99,5
士仁,士仁.txt,raw\士仁.txt,clean\士仁.txt,,355,17
士冠禮,士冠禮.txt,raw\士冠禮.txt,clean\士冠禮.txt,,470,37
士別市,士別市.txt,raw\士別市.txt,clean\士別市.txt,,171,6
士匡,士匡.txt,raw\士匡.txt,clean\士匡.txt,,213,11
士壹,士壹.txt,raw\士壹.txt,clean\士壹.txt,,303,19
士官,士官.txt,raw\士官.txt,clean\士官.txt,,87,4
士幹,士幹.txt,raw\士幹.txt,clean\士幹.txt,,202,11
士廞,士廞.txt,raw\士廞.txt,clean\士廞.txt,,117,8
士徽,士徽.txt,raw\士徽.txt,clean\士徽.txt,,318,15
士族,士族.txt,raw\士族.txt,clean\士族.txt,,502,19
士林驛,士林驛.txt,raw\士林驛.txt,clean\士林驛.txt,,48,1
士武,士武.txt,raw\士武.txt,clean\士武.txt,,78,3
士燮,士燮.txt,raw\士燮.txt,clean\士燮.txt,,701,31
士祗,士祗.txt,raw\士祗.txt,clean\士祗.txt,,200,11
士賜,士賜.txt,raw\士賜.txt,clean\士賜.txt,,78,3
士頌,士頌.txt,raw\士頌.txt,clean\士頌.txt,,200,11
壬寅佩洛西訪臺,壬寅佩洛西訪臺.txt,raw\壬寅佩洛西訪臺.txt,clean\壬寅佩洛西訪臺.txt,,125,8
壬寅俄亂,壬寅俄亂.txt,raw\壬寅俄亂.txt,clean\壬寅俄亂.txt,,1289,63
壬寅布法羅槍擊案,壬寅布法羅槍擊案.txt,raw\壬寅布法羅槍擊案.txt,clean\壬寅布法羅槍擊案.txt,,65,2
壬寅烏東四州入俄公投,壬寅烏東四州入俄公投.txt,raw\壬寅烏東四州入俄公投.txt,clean\壬寅烏東四州入俄公投.txt,,125,5
壬寅紐約地鐵槍擊案,壬寅紐約地鐵槍擊案.txt,raw\壬寅紐約地鐵槍擊案.txt,clean\壬寅紐約地鐵槍擊案.txt,,130,2
壬寅英國猴痘之疫,壬寅英國猴痘之疫.txt,raw\壬寅英國猴痘之疫.txt,clean\壬寅英國猴痘之疫.txt,,69,6
壬寅韓國梨泰院踣踐之厄,壬寅韓國梨泰院踣踐之厄.txt,raw\壬寅韓國梨泰院踣踐之厄.txt,clean\壬寅韓國梨泰院踣踐之厄.txt,,96,6
壬寅韓國首爾水災,壬寅韓國首爾水災.txt,raw\壬寅韓國首爾水災.txt,clean\壬寅韓國首爾水災.txt,,57,1
壬辰倭亂,壬辰倭亂.txt,raw\壬辰倭亂.txt,clean\壬辰倭亂.txt,,329,20
壬辰啟東民亂,壬辰啟東民亂.txt,raw\壬辰啟東民亂.txt,clean\壬辰啟東民亂.txt,,123,5
壯族,壯族.txt,raw\壯族.txt,clean\壯族.txt,,95,6
壯語維基大典,壯語維基大典.txt,raw\壯語維基大典.txt,clean\壯語維基大典.txt,,61,2
壹子尤壞，於是更之沉魚落雁,壹子尤壞，於是更之沉魚落雁.txt,raw\壹子尤壞，於是更之沉魚落雁.txt,clean\壹子尤壞，於是更之沉魚落雁.txt,,49,1
壹岐市,壹岐市.txt,raw\壹岐市.txt,clean\壹岐市.txt,,75,5
壺公,壺公.txt,raw\壺公.txt,clean\壺公.txt,,1107,50
壺衍鞮單于,壺衍鞮單于.txt,raw\壺衍鞮單于.txt,clean\壺衍鞮單于.txt,,166,9
壽夢,壽夢.txt,raw\壽夢.txt,clean\壽夢.txt,,538,29
夏,夏.txt,raw\夏.txt,clean\夏.txt,,357,18
夏 (釋義),夏 (釋義).txt,raw\夏 (釋義).txt,clean\夏 (釋義).txt,,58,2
夏仁宗,夏仁宗.txt,raw\夏仁宗.txt,clean\夏仁宗.txt,,286,37
夏侯令女,夏侯令女.txt,raw\夏侯令女.txt,clean\夏侯令女.txt,,317,16
夏侯傑,夏侯傑.txt,raw\夏侯傑.txt,clean\夏侯傑.txt,,33,1
夏侯儒,夏侯儒.txt,raw\夏侯儒.txt,clean\夏侯儒.txt,,266,12
夏侯和,夏侯和.txt,raw\夏侯和.txt,clean\夏侯和.txt,,60,4
夏侯威,夏侯威.txt,raw\夏侯威.txt,clean\夏侯威.txt,,189,11
夏侯尚,夏侯尚.txt,raw\夏侯尚.txt,clean\夏侯尚.txt,,335,21
夏侯恩,夏侯恩.txt,raw\夏侯恩.txt,clean\夏侯恩.txt,,50,1
夏侯惇,夏侯惇.txt,raw\夏侯惇.txt,clean\夏侯惇.txt,,642,41
夏侯惠,夏侯惠.txt,raw\夏侯惠.txt,clean\夏侯惠.txt,,66,4
夏侯楙,夏侯楙.txt,raw\夏侯楙.txt,clean\夏侯楙.txt,,212,10
夏侯榮,夏侯榮.txt,raw\夏侯榮.txt,clean\夏侯榮.txt,,126,7
夏侯氏,夏侯氏.txt,raw\夏侯氏.txt,clean\夏侯氏.txt,,88,2
夏侯淵,夏侯淵.txt,raw\夏侯淵.txt,clean\夏侯淵.txt,,1087,68
夏侯玄,夏侯玄.txt,raw\夏侯玄.txt,clean\夏侯玄.txt,,1208,63
夏侯稱,夏侯稱.txt,raw\夏侯稱.txt,clean\夏侯稱.txt,,149,7
夏侯蘭,夏侯蘭.txt,raw\夏侯蘭.txt,clean\夏侯蘭.txt,,367,23
夏侯衡,夏侯衡.txt,raw\夏侯衡.txt,clean\夏侯衡.txt,,51,3
夏侯陽,夏侯陽.txt,raw\夏侯陽.txt,clean\夏侯陽.txt,,534,34
夏侯霸,夏侯霸.txt,raw\夏侯霸.txt,clean\夏侯霸.txt,,395,20
夏俊峰殺人案,夏俊峰殺人案.txt,raw\夏俊峰殺人案.txt,clean\夏俊峰殺人案.txt,,106,10
夏后氏,夏后氏.txt,raw\夏后氏.txt,clean\夏后氏.txt,,557,44
夏太宗,夏太宗.txt,raw\夏太宗.txt,clean\夏太宗.txt,,322,18
夏威夷州,夏威夷州.txt,raw\夏威夷州.txt,clean\夏威夷州.txt,,71,6
夏季大三角,夏季大三角.txt,raw\夏季大三角.txt,clean\夏季大三角.txt,,181,5
夏崇宗,夏崇宗.txt,raw\夏崇宗.txt,clean\夏崇宗.txt,,109,4
夏帝履癸,夏帝履癸.txt,raw\夏帝履癸.txt,clean\夏帝履癸.txt,,165,14
夏徵舒,夏徵舒.txt,raw\夏徵舒.txt,clean\夏徵舒.txt,,229,19
夏惠宗,夏惠宗.txt,raw\夏惠宗.txt,clean\夏惠宗.txt,,170,9
夏景宗,夏景宗.txt,raw\夏景宗.txt,clean\夏景宗.txt,,1378,54
夏末帝,夏末帝.txt,raw\夏末帝.txt,clean\夏末帝.txt,,102,5
夏桓宗,夏桓宗.txt,raw\夏桓宗.txt,clean\夏桓宗.txt,,190,9
夏武烈帝,夏武烈帝.txt,raw\夏武烈帝.txt,clean\夏武烈帝.txt,,697,35
夏毅宗,夏毅宗.txt,raw\夏毅宗.txt,clean\夏毅宗.txt,,679,29
夏獻宗,夏獻宗.txt,raw\夏獻宗.txt,clean\夏獻宗.txt,,88,7
夏珪,夏珪.txt,raw\夏珪.txt,clean\夏珪.txt,,110,12
夏目漱石,夏目漱石.txt,raw\夏目漱石.txt,clean\夏目漱石.txt,,447,21
夏神宗,夏神宗.txt,raw\夏神宗.txt,clean\夏神宗.txt,,153,11
夏禹,夏禹.txt,raw\夏禹.txt,clean\夏禹.txt,,214,11
夏襄宗,夏襄宗.txt,raw\夏襄宗.txt,clean\夏襄宗.txt,,148,8
夏言,夏言.txt,raw\夏言.txt,clean\夏言.txt,,3380,229
夕張市,夕張市.txt,raw\夕張市.txt,clean\夕張市.txt,,113,5
外丙,外丙.txt,raw\外丙.txt,clean\外丙.txt,,85,5
外國哲學,外國哲學.txt,raw\外國哲學.txt,clean\外國哲學.txt,,47,2
外壬,外壬.txt,raw\外壬.txt,clean\外壬.txt,,70,3
外語教學與研究出版社,外語教學與研究出版社.txt,raw\外語教學與研究出版社.txt,clean\外語教學與研究出版社.txt,,176,9
多久市,多久市.txt,raw\多久市.txt,clean\多久市.txt,,76,4
多倫多,多倫多.txt,raw\多倫多.txt,clean\多倫多.txt,,126,7
多哥,多哥.txt,raw\多哥.txt,clean\多哥.txt,,44,4
多婁王,多婁王.txt,raw\多婁王.txt,clean\多婁王.txt,,514,38
多摩市,多摩市.txt,raw\多摩市.txt,clean\多摩市.txt,,77,6
多明尼加,多明尼加.txt,raw\多明尼加.txt,clean\多明尼加.txt,,43,5
多治見市,多治見市.txt,raw\多治見市.txt,clean\多治見市.txt,,170,11
多爾袞,多爾袞.txt,raw\多爾袞.txt,clean\多爾袞.txt,,204,11
多瑙河,多瑙河.txt,raw\多瑙河.txt,clean\多瑙河.txt,,65,5
多田薰,多田薰.txt,raw\多田薰.txt,clean\多田薰.txt,,50,2
多米尼克,多米尼克.txt,raw\多米尼克.txt,clean\多米尼克.txt,,29,3
多羅謙郡王,多羅謙郡王.txt,raw\多羅謙郡王.txt,clean\多羅謙郡王.txt,,693,8
多羅郡王,多羅郡王.txt,raw\多羅郡王.txt,clean\多羅郡王.txt,,68,4
多賀城市,多賀城市.txt,raw\多賀城市.txt,clean\多賀城市.txt,,78,5
多邊形,多邊形.txt,raw\多邊形.txt,clean\多邊形.txt,,323,11
多鄰國,多鄰國.txt,raw\多鄰國.txt,clean\多鄰國.txt,,41,3
多鐸,多鐸.txt,raw\多鐸.txt,clean\多鐸.txt,,1135,34
多頭,多頭.txt,raw\多頭.txt,clean\多頭.txt,,43,2
夜,夜.txt,raw\夜.txt,clean\夜.txt,,265,21
夜之探險隊,夜之探險隊.txt,raw\夜之探險隊.txt,clean\夜之探險隊.txt,,54,4
夜半夢林默娘乘潮，棄朽物至來者，此乃實之也,夜半夢林默娘乘潮，棄朽物至來者，此乃實之也.txt,raw\夜半夢林默娘乘潮，棄朽物至來者，此乃實之也.txt,clean\夜半夢林默娘乘潮，棄朽物至來者，此乃實之也.txt,,128,6
夜航詩話,夜航詩話.txt,raw\夜航詩話.txt,clean\夜航詩話.txt,,139,10
夢幻遊戲,夢幻遊戲.txt,raw\夢幻遊戲.txt,clean\夢幻遊戲.txt,,46,3
夢溪筆談,夢溪筆談.txt,raw\夢溪筆談.txt,clean\夢溪筆談.txt,,249,6
夢蓮湖,夢蓮湖.txt,raw\夢蓮湖.txt,clean\夢蓮湖.txt,,135,5
大丁,大丁.txt,raw\大丁.txt,clean\大丁.txt,,62,2
大中華佛國,大中華佛國.txt,raw\大中華佛國.txt,clean\大中華佛國.txt,,400,20
大乘都,大乘都.txt,raw\大乘都.txt,clean\大乘都.txt,,137,10
大仙市,大仙市.txt,raw\大仙市.txt,clean\大仙市.txt,,136,5
大來皇女,大來皇女.txt,raw\大來皇女.txt,clean\大來皇女.txt,,320,5
大元義,大元義.txt,raw\大元義.txt,clean\大元義.txt,,87,5
大光顯,大光顯.txt,raw\大光顯.txt,clean\大光顯.txt,,114,9
大分市,大分市.txt,raw\大分市.txt,clean\大分市.txt,,228,13
大分水嶺,大分水嶺.txt,raw\大分水嶺.txt,clean\大分水嶺.txt,,113,2
大分縣,大分縣.txt,raw\大分縣.txt,clean\大分縣.txt,,139,6
大化革新,大化革新.txt,raw\大化革新.txt,clean\大化革新.txt,,150,7
大司馬,大司馬.txt,raw\大司馬.txt,clean\大司馬.txt,,207,12
大同,大同.txt,raw\大同.txt,clean\大同.txt,,325,23
大同新邨,大同新邨.txt,raw\大同新邨.txt,clean\大同新邨.txt,,35,3
大同樂會,大同樂會.txt,raw\大同樂會.txt,clean\大同樂會.txt,,155,11
大名,大名.txt,raw\大名.txt,clean\大名.txt,,177,12
大和 (唐朝),大和 (唐朝).txt,raw\大和 (唐朝).txt,clean\大和 (唐朝).txt,,76,8
大和市,大和市.txt,raw\大和市.txt,clean\大和市.txt,,59,4
大和郡山市,大和郡山市.txt,raw\大和郡山市.txt,clean\大和郡山市.txt,,77,5
大和高田市,大和高田市.txt,raw\大和高田市.txt,clean\大和高田市.txt,,101,6
大國男兒,大國男兒.txt,raw\大國男兒.txt,clean\大國男兒.txt,,33,1
大圍,大圍.txt,raw\大圍.txt,clean\大圍.txt,,316,7
大圍驛,大圍驛.txt,raw\大圍驛.txt,clean\大圍驛.txt,,128,4
大園區,大園區.txt,raw\大園區.txt,clean\大園區.txt,,598,4
大垣市,大垣市.txt,raw\大垣市.txt,clean\大垣市.txt,,220,17
大埔墟驛,大埔墟驛.txt,raw\大埔墟驛.txt,clean\大埔墟驛.txt,,170,9
大堡礁,大堡礁.txt,raw\大堡礁.txt,clean\大堡礁.txt,,148,7
大夏,大夏.txt,raw\大夏.txt,clean\大夏.txt,,84,9
大夏大學,大夏大學.txt,raw\大夏大學.txt,clean\大夏大學.txt,,170,6
大奧 (漫畫),大奧 (漫畫).txt,raw\大奧 (漫畫).txt,clean\大奧 (漫畫).txt,,45,3
大學,大學.txt,raw\大學.txt,clean\大學.txt,,233,17
大學堂,大學堂.txt,raw\大學堂.txt,clean\大學堂.txt,,129,8
大學驛,大學驛.txt,raw\大學驛.txt,clean\大學驛.txt,,73,1
大學驛 (香港),大學驛 (香港).txt,raw\大學驛 (香港).txt,clean\大學驛 (香港).txt,,118,5
大安區,大安區.txt,raw\大安區.txt,clean\大安區.txt,,74,6
大安驛,大安驛.txt,raw\大安驛.txt,clean\大安驛.txt,,37,1
大安驛 (臺灣),大安驛 (臺灣).txt,raw\大安驛 (臺灣).txt,clean\大安驛 (臺灣).txt,,43,4
大宛,大宛.txt,raw\大宛.txt,clean\大宛.txt,,390,20
大山水庫,大山水庫.txt,raw\大山水庫.txt,clean\大山水庫.txt,,236,8
大崎市,大崎市.txt,raw\大崎市.txt,clean\大崎市.txt,,165,6
大嶼山,大嶼山.txt,raw\大嶼山.txt,clean\大嶼山.txt,,165,9
大川市,大川市.txt,raw\大川市.txt,clean\大川市.txt,,76,4
大川新之助,大川新之助.txt,raw\大川新之助.txt,clean\大川新之助.txt,,31,2
大平正芳,大平正芳.txt,raw\大平正芳.txt,clean\大平正芳.txt,,109,5
大府市,大府市.txt,raw\大府市.txt,clean\大府市.txt,,89,5
大廉,大廉.txt,raw\大廉.txt,clean\大廉.txt,,103,6
大彝震,大彝震.txt,raw\大彝震.txt,clean\大彝震.txt,,103,6
大心,大心.txt,raw\大心.txt,clean\大心.txt,,68,7
大悲咒,大悲咒.txt,raw\大悲咒.txt,clean\大悲咒.txt,,173,9
大慶市,大慶市.txt,raw\大慶市.txt,clean\大慶市.txt,,395,26
大日本史,大日本史.txt,raw\大日本史.txt,clean\大日本史.txt,,601,29
大日本帝國,大日本帝國.txt,raw\大日本帝國.txt,clean\大日本帝國.txt,,155,8
大日驛,大日驛.txt,raw\大日驛.txt,clean\大日驛.txt,,55,3
大明宮,大明宮.txt,raw\大明宮.txt,clean\大明宮.txt,,121,7
大月市,大月市.txt,raw\大月市.txt,clean\大月市.txt,,128,6
大月氏,大月氏.txt,raw\大月氏.txt,clean\大月氏.txt,,373,13
大月薰,大月薰.txt,raw\大月薰.txt,clean\大月薰.txt,,201,16
大村市,大村市.txt,raw\大村市.txt,clean\大村市.txt,,91,5
大東市,大東市.txt,raw\大東市.txt,clean\大東市.txt,,66,4
大東諸島,大東諸島.txt,raw\大東諸島.txt,clean\大東諸島.txt,,102,6
大森兄弟,大森兄弟.txt,raw\大森兄弟.txt,clean\大森兄弟.txt,,49,5
大業,大業.txt,raw\大業.txt,clean\大業.txt,,153,11
大橋,大橋.txt,raw\大橋.txt,clean\大橋.txt,,111,6
大正 (年號),大正 (年號).txt,raw\大正 (年號).txt,clean\大正 (年號).txt,,61,4
大正天皇,大正天皇.txt,raw\大正天皇.txt,clean\大正天皇.txt,,219,13
大正民主,大正民主.txt,raw\大正民主.txt,clean\大正民主.txt,,67,5
大武神王,大武神王.txt,raw\大武神王.txt,clean\大武神王.txt,,493,32
大水坑驛,大水坑驛.txt,raw\大水坑驛.txt,clean\大水坑驛.txt,,104,4
大法院,大法院.txt,raw\大法院.txt,clean\大法院.txt,,51,2
大洋洲,大洋洲.txt,raw\大洋洲.txt,clean\大洋洲.txt,,79,5
大洋洲驛,大洋洲驛.txt,raw\大洋洲驛.txt,clean\大洋洲驛.txt,,50,4
大津市,大津市.txt,raw\大津市.txt,clean\大津市.txt,,197,12
大洲市,大洲市.txt,raw\大洲市.txt,clean\大洲市.txt,,172,8
大湖公園驛,大湖公園驛.txt,raw\大湖公園驛.txt,clean\大湖公園驛.txt,,42,4
大漢溪,大漢溪.txt,raw\大漢溪.txt,clean\大漢溪.txt,,279,18
大澳,大澳.txt,raw\大澳.txt,clean\大澳.txt,,213,17
大熊貓,大熊貓.txt,raw\大熊貓.txt,clean\大熊貓.txt,,57,4
大牟田市,大牟田市.txt,raw\大牟田市.txt,clean\大牟田市.txt,,93,6
大特爾諾沃,大特爾諾沃.txt,raw\大特爾諾沃.txt,clean\大特爾諾沃.txt,,38,3
大玄錫,大玄錫.txt,raw\大玄錫.txt,clean\大玄錫.txt,,114,7
大理上德帝,大理上德帝.txt,raw\大理上德帝.txt,clean\大理上德帝.txt,,145,7
大理上明帝,大理上明帝.txt,raw\大理上明帝.txt,clean\大理上明帝.txt,,127,5
大理中宗,大理中宗.txt,raw\大理中宗.txt,clean\大理中宗.txt,,259,15
大理保定帝,大理保定帝.txt,raw\大理保定帝.txt,clean\大理保定帝.txt,,142,7
大理國,大理國.txt,raw\大理國.txt,clean\大理國.txt,,339,23
大理天明帝,大理天明帝.txt,raw\大理天明帝.txt,clean\大理天明帝.txt,,223,10
大理太祖,大理太祖.txt,raw\大理太祖.txt,clean\大理太祖.txt,,810,48
大理孝德帝,大理孝德帝.txt,raw\大理孝德帝.txt,clean\大理孝德帝.txt,,362,17
大理孝義帝,大理孝義帝.txt,raw\大理孝義帝.txt,clean\大理孝義帝.txt,,175,9
大理宣宗,大理宣宗.txt,raw\大理宣宗.txt,clean\大理宣宗.txt,,292,17
大理宣肅帝,大理宣肅帝.txt,raw\大理宣肅帝.txt,clean\大理宣肅帝.txt,,88,3
大理廣慈帝,大理廣慈帝.txt,raw\大理廣慈帝.txt,clean\大理廣慈帝.txt,,162,6
大理憲宗,大理憲宗.txt,raw\大理憲宗.txt,clean\大理憲宗.txt,,563,30
大理應道帝,大理應道帝.txt,raw\大理應道帝.txt,clean\大理應道帝.txt,,85,4
大理文武帝,大理文武帝.txt,raw\大理文武帝.txt,clean\大理文武帝.txt,,98,3
大理文經帝,大理文經帝.txt,raw\大理文經帝.txt,clean\大理文經帝.txt,,142,7
大理昭明帝,大理昭明帝.txt,raw\大理昭明帝.txt,clean\大理昭明帝.txt,,117,5
大理景宗,大理景宗.txt,raw\大理景宗.txt,clean\大理景宗.txt,,177,10
大理白族自治州,大理白族自治州.txt,raw\大理白族自治州.txt,clean\大理白族自治州.txt,,118,4
大理神宗,大理神宗.txt,raw\大理神宗.txt,clean\大理神宗.txt,,172,11
大理秉義帝,大理秉義帝.txt,raw\大理秉義帝.txt,clean\大理秉義帝.txt,,92,4
大理聖德帝,大理聖德帝.txt,raw\大理聖德帝.txt,clean\大理聖德帝.txt,,93,3
大理英宗,大理英宗.txt,raw\大理英宗.txt,clean\大理英宗.txt,,118,8
大瑋瑎,大瑋瑎.txt,raw\大瑋瑎.txt,clean\大瑋瑎.txt,,128,6
大田,大田.txt,raw\大田.txt,clean\大田.txt,,110,8
大田原市,大田原市.txt,raw\大田原市.txt,clean\大田原市.txt,,168,8
大田市,大田市.txt,raw\大田市.txt,clean\大田市.txt,,321,18
大田廣域市,大田廣域市.txt,raw\大田廣域市.txt,clean\大田廣域市.txt,,88,4
大町市,大町市.txt,raw\大町市.txt,clean\大町市.txt,,183,10
大直驛,大直驛.txt,raw\大直驛.txt,clean\大直驛.txt,,36,4
大秦鐵路,大秦鐵路.txt,raw\大秦鐵路.txt,clean\大秦鐵路.txt,,65,3
大窩口驛,大窩口驛.txt,raw\大窩口驛.txt,clean\大窩口驛.txt,,89,4
大竹市,大竹市.txt,raw\大竹市.txt,clean\大竹市.txt,,90,5
大篆,大篆.txt,raw\大篆.txt,clean\大篆.txt,,255,13
大網白里市,大網白里市.txt,raw\大網白里市.txt,clean\大網白里市.txt,,69,4
大罷免,大罷免.txt,raw\大罷免.txt,clean\大罷免.txt,,73,4
大義覺迷錄,大義覺迷錄.txt,raw\大義覺迷錄.txt,clean\大義覺迷錄.txt,,67,3
大腸包小腸,大腸包小腸.txt,raw\大腸包小腸.txt,clean\大腸包小腸.txt,,117,6
大船渡市,大船渡市.txt,raw\大船渡市.txt,clean\大船渡市.txt,,122,7
大英博物館,大英博物館.txt,raw\大英博物館.txt,clean\大英博物館.txt,,77,7
大英百科,大英百科.txt,raw\大英百科.txt,clean\大英百科.txt,,151,6
大蒙古國,大蒙古國.txt,raw\大蒙古國.txt,clean\大蒙古國.txt,,357,15
大虔晃,大虔晃.txt,raw\大虔晃.txt,clean\大虔晃.txt,,88,5
大衛,大衛.txt,raw\大衛.txt,clean\大衛.txt,,260,18
大西洋,大西洋.txt,raw\大西洋.txt,clean\大西洋.txt,,129,8
大角,大角.txt,raw\大角.txt,clean\大角.txt,,48,6
大角咀,大角咀.txt,raw\大角咀.txt,clean\大角咀.txt,,249,10
大語言模型,大語言模型.txt,raw\大語言模型.txt,clean\大語言模型.txt,,186,8
大諲譔,大諲譔.txt,raw\大諲譔.txt,clean\大諲譔.txt,,571,38
大護法,大護法.txt,raw\大護法.txt,clean\大護法.txt,,351,26
大赦,大赦.txt,raw\大赦.txt,clean\大赦.txt,,50,4
大連市,大連市.txt,raw\大連市.txt,clean\大連市.txt,,172,4
大運河,大運河.txt,raw\大運河.txt,clean\大運河.txt,,470,19
大選,大選.txt,raw\大選.txt,clean\大選.txt,,99,5
大邱廣域市,大邱廣域市.txt,raw\大邱廣域市.txt,clean\大邱廣域市.txt,,103,3
大都,大都.txt,raw\大都.txt,clean\大都.txt,,144,6
大野城市,大野城市.txt,raw\大野城市.txt,clean\大野城市.txt,,65,4
大野市,大野市.txt,raw\大野市.txt,clean\大野市.txt,,295,16
大長今,大長今.txt,raw\大長今.txt,clean\大長今.txt,,76,8
大阪,大阪.txt,raw\大阪.txt,clean\大阪.txt,,31,1
大阪中華學校,大阪中華學校.txt,raw\大阪中華學校.txt,clean\大阪中華學校.txt,,124,8
大阪大學,大阪大學.txt,raw\大阪大學.txt,clean\大阪大學.txt,,121,9
大阪市,大阪市.txt,raw\大阪市.txt,clean\大阪市.txt,,577,15
大阪府,大阪府.txt,raw\大阪府.txt,clean\大阪府.txt,,427,9
大阪狹山市,大阪狹山市.txt,raw\大阪狹山市.txt,clean\大阪狹山市.txt,,76,5
大阪電視臺,大阪電視臺.txt,raw\大阪電視臺.txt,clean\大阪電視臺.txt,,56,5
大陸,大陸.txt,raw\大陸.txt,clean\大陸.txt,,54,5
大雁塔,大雁塔.txt,raw\大雁塔.txt,clean\大雁塔.txt,,83,4
大霹靂,大霹靂.txt,raw\大霹靂.txt,clean\大霹靂.txt,,319,15
大韓帝國,大韓帝國.txt,raw\大韓帝國.txt,clean\大韓帝國.txt,,86,5
大韓民國,大韓民國.txt,raw\大韓民國.txt,clean\大韓民國.txt,,844,31
大韓民國每日放送,大韓民國每日放送.txt,raw\大韓民國每日放送.txt,clean\大韓民國每日放送.txt,,68,5
大韓民國紀年,大韓民國紀年.txt,raw\大韓民國紀年.txt,clean\大韓民國紀年.txt,,93,3
大韓民國總統,大韓民國總統.txt,raw\大韓民國總統.txt,clean\大韓民國總統.txt,,107,3
大韓民國臨時憲章,大韓民國臨時憲章.txt,raw\大韓民國臨時憲章.txt,clean\大韓民國臨時憲章.txt,,741,23
大韓純宗,大韓純宗.txt,raw\大韓純宗.txt,clean\大韓純宗.txt,,353,21
大韓高宗,大韓高宗.txt,raw\大韓高宗.txt,clean\大韓高宗.txt,,683,44
大館市,大館市.txt,raw\大館市.txt,clean\大館市.txt,,266,14
大馬士革,大馬士革.txt,raw\大馬士革.txt,clean\大馬士革.txt,,80,5
大駱,大駱.txt,raw\大駱.txt,clean\大駱.txt,,333,22
大麥,大麥.txt,raw\大麥.txt,clean\大麥.txt,,938,69
大麻,大麻.txt,raw\大麻.txt,clean\大麻.txt,,96,5
大齊,大齊.txt,raw\大齊.txt,clean\大齊.txt,,282,11
