title,file_base,raw_path,clean_path,categories,cjk_chars,sentences
泰國地方,泰國地方.txt,raw\泰國地方.txt,clean\泰國地方.txt,,421,9
泰國小姐,泰國小姐.txt,raw\泰國小姐.txt,clean\泰國小姐.txt,,185,9
泰國日報,泰國日報.txt,raw\泰國日報.txt,clean\泰國日報.txt,,77,4
泰國灣,泰國灣.txt,raw\泰國灣.txt,clean\泰國灣.txt,,56,4
泰坦,泰坦.txt,raw\泰坦.txt,clean\泰坦.txt,,174,11
泰始,泰始.txt,raw\泰始.txt,clean\泰始.txt,,30,2
泰始 (劉宋),泰始 (劉宋).txt,raw\泰始 (劉宋).txt,clean\泰始 (劉宋).txt,,41,2
泰始 (西晉),泰始 (西晉).txt,raw\泰始 (西晉).txt,clean\泰始 (西晉).txt,,82,11
泰學,泰學.txt,raw\泰學.txt,clean\泰學.txt,,123,4
泰安市,泰安市.txt,raw\泰安市.txt,clean\泰安市.txt,,117,9
泰定帝,泰定帝.txt,raw\泰定帝.txt,clean\泰定帝.txt,,150,9
泰山,泰山.txt,raw\泰山.txt,clean\泰山.txt,,120,7
泰山 (釋義),泰山 (釋義).txt,raw\泰山 (釋義).txt,clean\泰山 (釋義).txt,,45,2
泰山區,泰山區.txt,raw\泰山區.txt,clean\泰山區.txt,,198,6
泰文維基大典,泰文維基大典.txt,raw\泰文維基大典.txt,clean\泰文維基大典.txt,,68,3
泰昌,泰昌.txt,raw\泰昌.txt,clean\泰昌.txt,,38,1
泰西,泰西.txt,raw\泰西.txt,clean\泰西.txt,,31,2
泰西格致史,泰西格致史.txt,raw\泰西格致史.txt,clean\泰西格致史.txt,,1079,38
洋,洋.txt,raw\洋.txt,clean\洋.txt,,105,7
洋務運動,洋務運動.txt,raw\洋務運動.txt,clean\洋務運動.txt,,219,9
洋樂,洋樂.txt,raw\洋樂.txt,clean\洋樂.txt,,1126,47
洋筆,洋筆.txt,raw\洋筆.txt,clean\洋筆.txt,,85,4
洗足池驛,洗足池驛.txt,raw\洗足池驛.txt,clean\洗足池驛.txt,,59,4
洛川君,洛川君.txt,raw\洛川君.txt,clean\洛川君.txt,,158,7
洛杉磯,洛杉磯.txt,raw\洛杉磯.txt,clean\洛杉磯.txt,,55,6
洛水,洛水.txt,raw\洛水.txt,clean\洛水.txt,,214,10
洛陽,洛陽.txt,raw\洛陽.txt,clean\洛陽.txt,,1152,63
洞海航空港,洞海航空港.txt,raw\洞海航空港.txt,clean\洞海航空港.txt,,61,6
洞爺湖,洞爺湖.txt,raw\洞爺湖.txt,clean\洞爺湖.txt,,65,6
洞爺驛,洞爺驛.txt,raw\洞爺驛.txt,clean\洞爺驛.txt,,49,4
洞里薩湖,洞里薩湖.txt,raw\洞里薩湖.txt,clean\洞里薩湖.txt,,137,6
津久見市,津久見市.txt,raw\津久見市.txt,clean\津久見市.txt,,67,4
津山市,津山市.txt,raw\津山市.txt,clean\津山市.txt,,233,8
津島之宮驛,津島之宮驛.txt,raw\津島之宮驛.txt,clean\津島之宮驛.txt,,55,3
津島市,津島市.txt,raw\津島市.txt,clean\津島市.txt,,126,9
津巴布韋,津巴布韋.txt,raw\津巴布韋.txt,clean\津巴布韋.txt,,83,8
津市,津市.txt,raw\津市.txt,clean\津市.txt,,340,18
津輕市,津輕市.txt,raw\津輕市.txt,clean\津輕市.txt,,113,6
洪一峰,洪一峰.txt,raw\洪一峰.txt,clean\洪一峰.txt,,35,4
洪憲,洪憲.txt,raw\洪憲.txt,clean\洪憲.txt,,621,41
洪承疇,洪承疇.txt,raw\洪承疇.txt,clean\洪承疇.txt,,3973,161
洪武,洪武.txt,raw\洪武.txt,clean\洪武.txt,,104,3
洪秀全,洪秀全.txt,raw\洪秀全.txt,clean\洪秀全.txt,,609,27
洪翼漢,洪翼漢.txt,raw\洪翼漢.txt,clean\洪翼漢.txt,,253,22
洲本市,洲本市.txt,raw\洲本市.txt,clean\洲本市.txt,,121,9
洽川,洽川.txt,raw\洽川.txt,clean\洽川.txt,,55,3
流亡政府,流亡政府.txt,raw\流亡政府.txt,clean\流亡政府.txt,,47,4
流山市,流山市.txt,raw\流山市.txt,clean\流山市.txt,,59,4
流星花園,流星花園.txt,raw\流星花園.txt,clean\流星花園.txt,,39,3
流鏑馬,流鏑馬.txt,raw\流鏑馬.txt,clean\流鏑馬.txt,,180,14
流馬,流馬.txt,raw\流馬.txt,clean\流馬.txt,,399,23
浙江大學,浙江大學.txt,raw\浙江大學.txt,clean\浙江大學.txt,,208,16
浙江工業大學,浙江工業大學.txt,raw\浙江工業大學.txt,clean\浙江工業大學.txt,,86,6
浙江省,浙江省.txt,raw\浙江省.txt,clean\浙江省.txt,,459,21
浙江省麗水市,浙江省麗水市.txt,raw\浙江省麗水市.txt,clean\浙江省麗水市.txt,,378,14
浦安市,浦安市.txt,raw\浦安市.txt,clean\浦安市.txt,,59,4
浦東新區,浦東新區.txt,raw\浦東新區.txt,clean\浦東新區.txt,,46,3
浦添市,浦添市.txt,raw\浦添市.txt,clean\浦添市.txt,,82,5
浩周,浩周.txt,raw\浩周.txt,clean\浩周.txt,,296,17
浩罕汗國,浩罕汗國.txt,raw\浩罕汗國.txt,clean\浩罕汗國.txt,,54,4
浩角翔起,浩角翔起.txt,raw\浩角翔起.txt,clean\浩角翔起.txt,,36,4
浪速淀川花火大會,浪速淀川花火大會.txt,raw\浪速淀川花火大會.txt,clean\浪速淀川花火大會.txt,,175,13
浮羽市,浮羽市.txt,raw\浮羽市.txt,clean\浮羽市.txt,,68,5
浴室,浴室.txt,raw\浴室.txt,clean\浴室.txt,,60,3
海,海.txt,raw\海.txt,clean\海.txt,,150,10
海上花,海上花.txt,raw\海上花.txt,clean\海上花.txt,,66,5
海北藏族自治州,海北藏族自治州.txt,raw\海北藏族自治州.txt,clean\海北藏族自治州.txt,,222,10
海南,海南.txt,raw\海南.txt,clean\海南.txt,,41,1
海南島,海南島.txt,raw\海南島.txt,clean\海南島.txt,,175,12
海南市,海南市.txt,raw\海南市.txt,clean\海南市.txt,,101,4
海南省,海南省.txt,raw\海南省.txt,clean\海南省.txt,,520,29
海參崴,海參崴.txt,raw\海參崴.txt,clean\海參崴.txt,,216,12
海口市,海口市.txt,raw\海口市.txt,clean\海口市.txt,,133,9
海國圖志,海國圖志.txt,raw\海國圖志.txt,clean\海國圖志.txt,,529,25
海地,海地.txt,raw\海地.txt,clean\海地.txt,,153,9
海塞拉西,海塞拉西.txt,raw\海塞拉西.txt,clean\海塞拉西.txt,,118,6
海安市,海安市.txt,raw\海安市.txt,clean\海安市.txt,,49,5
海寧市,海寧市.txt,raw\海寧市.txt,clean\海寧市.txt,,232,18
海山驛 (新北市),海山驛 (新北市).txt,raw\海山驛 (新北市).txt,clean\海山驛 (新北市).txt,,39,4
海州市,海州市.txt,raw\海州市.txt,clean\海州市.txt,,57,4
海州青年驛,海州青年驛.txt,raw\海州青年驛.txt,clean\海州青年驛.txt,,50,4
海平面,海平面.txt,raw\海平面.txt,clean\海平面.txt,,98,5
海德堡大學,海德堡大學.txt,raw\海德堡大學.txt,clean\海德堡大學.txt,,338,12
海怡半島驛,海怡半島驛.txt,raw\海怡半島驛.txt,clean\海怡半島驛.txt,,99,4
海拔,海拔.txt,raw\海拔.txt,clean\海拔.txt,,120,8
海東青,海東青.txt,raw\海東青.txt,clean\海東青.txt,,141,7
海洋公園驛,海洋公園驛.txt,raw\海洋公園驛.txt,clean\海洋公園驛.txt,,108,4
海洛因,海洛因.txt,raw\海洛因.txt,clean\海洛因.txt,,31,3
海津市,海津市.txt,raw\海津市.txt,clean\海津市.txt,,116,6
海淀區,海淀區.txt,raw\海淀區.txt,clean\海淀區.txt,,109,5
海灣戰爭,海灣戰爭.txt,raw\海灣戰爭.txt,clean\海灣戰爭.txt,,186,6
海王星,海王星.txt,raw\海王星.txt,clean\海王星.txt,,1284,70
海瑞,海瑞.txt,raw\海瑞.txt,clean\海瑞.txt,,958,46
海老名市,海老名市.txt,raw\海老名市.txt,clean\海老名市.txt,,79,4
海芝浦驛,海芝浦驛.txt,raw\海芝浦驛.txt,clean\海芝浦驛.txt,,58,3
海蘭,海蘭.txt,raw\海蘭.txt,clean\海蘭.txt,,124,8
海賊,海賊.txt,raw\海賊.txt,clean\海賊.txt,,29,4
海部俊樹,海部俊樹.txt,raw\海部俊樹.txt,clean\海部俊樹.txt,,80,5
海部市,海部市.txt,raw\海部市.txt,clean\海部市.txt,,103,5
海關,海關.txt,raw\海關.txt,clean\海關.txt,,46,3
海防,海防.txt,raw\海防.txt,clean\海防.txt,,137,11
海鳥,海鳥.txt,raw\海鳥.txt,clean\海鳥.txt,,139,11
海鹽,海鹽.txt,raw\海鹽.txt,clean\海鹽.txt,,922,52
涇渭分明,涇渭分明.txt,raw\涇渭分明.txt,clean\涇渭分明.txt,,362,21
涇陽安靖王,涇陽安靖王.txt,raw\涇陽安靖王.txt,clean\涇陽安靖王.txt,,146,7
涉川滿賴,涉川滿賴.txt,raw\涉川滿賴.txt,clean\涉川滿賴.txt,,204,19
涕,涕.txt,raw\涕.txt,clean\涕.txt,,244,31
液晶,液晶.txt,raw\液晶.txt,clean\液晶.txt,,66,4
液體,液體.txt,raw\液體.txt,clean\液體.txt,,84,9
涷,涷.txt,raw\涷.txt,clean\涷.txt,,428,56
涼,涼.txt,raw\涼.txt,clean\涼.txt,,58,2
涼哀王,涼哀王.txt,raw\涼哀王.txt,clean\涼哀王.txt,,44,2
涼州,涼州.txt,raw\涼州.txt,clean\涼州.txt,,149,6
涼文王,涼文王.txt,raw\涼文王.txt,clean\涼文王.txt,,41,2
涼武王,涼武王.txt,raw\涼武王.txt,clean\涼武王.txt,,43,2
涿郡,涿郡.txt,raw\涿郡.txt,clean\涿郡.txt,,200,11
淄博市,淄博市.txt,raw\淄博市.txt,clean\淄博市.txt,,48,7
淝水之戰,淝水之戰.txt,raw\淝水之戰.txt,clean\淝水之戰.txt,,141,7
淡水信義路,淡水信義路.txt,raw\淡水信義路.txt,clean\淡水信義路.txt,,36,2
淡水河,淡水河.txt,raw\淡水河.txt,clean\淡水河.txt,,183,12
淡水路,淡水路.txt,raw\淡水路.txt,clean\淡水路.txt,,70,4
淡海輕軌,淡海輕軌.txt,raw\淡海輕軌.txt,clean\淡海輕軌.txt,,38,3
淡路市,淡路市.txt,raw\淡路市.txt,clean\淡路市.txt,,71,4
淨土宗,淨土宗.txt,raw\淨土宗.txt,clean\淨土宗.txt,,152,11
淮水,淮水.txt,raw\淮水.txt,clean\淮水.txt,,173,7
淮陽郡,淮陽郡.txt,raw\淮陽郡.txt,clean\淮陽郡.txt,,926,28
深圳中學,深圳中學.txt,raw\深圳中學.txt,clean\深圳中學.txt,,213,11
深圳大學,深圳大學.txt,raw\深圳大學.txt,clean\深圳大學.txt,,81,7
深圳市,深圳市.txt,raw\深圳市.txt,clean\深圳市.txt,,1168,55
深川市,深川市.txt,raw\深川市.txt,clean\深川市.txt,,124,5
深度,深度.txt,raw\深度.txt,clean\深度.txt,,119,8
深水埗,深水埗.txt,raw\深水埗.txt,clean\深水埗.txt,,285,8
深水埗驛,深水埗驛.txt,raw\深水埗驛.txt,clean\深水埗驛.txt,,101,4
深衣,深衣.txt,raw\深衣.txt,clean\深衣.txt,,255,17
深谷市,深谷市.txt,raw\深谷市.txt,clean\深谷市.txt,,131,8
淳于越,淳于越.txt,raw\淳于越.txt,clean\淳于越.txt,,299,13
淳于髡,淳于髡.txt,raw\淳于髡.txt,clean\淳于髡.txt,,191,14
淳熙,淳熙.txt,raw\淳熙.txt,clean\淳熙.txt,,103,6
淵蓋蘇文,淵蓋蘇文.txt,raw\淵蓋蘇文.txt,clean\淵蓋蘇文.txt,,654,35
混雜物,混雜物.txt,raw\混雜物.txt,clean\混雜物.txt,,202,7
淸須市,淸須市.txt,raw\淸須市.txt,clean\淸須市.txt,,127,7
淺口市,淺口市.txt,raw\淺口市.txt,clean\淺口市.txt,,98,5
清世宗,清世宗.txt,raw\清世宗.txt,clean\清世宗.txt,,241,18
清世祖,清世祖.txt,raw\清世祖.txt,clean\清世祖.txt,,471,14
清仁宗,清仁宗.txt,raw\清仁宗.txt,clean\清仁宗.txt,,259,14
清君側,清君側.txt,raw\清君側.txt,clean\清君側.txt,,239,10
清太宗,清太宗.txt,raw\清太宗.txt,clean\清太宗.txt,,238,15
清太祖,清太祖.txt,raw\清太祖.txt,clean\清太祖.txt,,176,12
清太祖元妃,清太祖元妃.txt,raw\清太祖元妃.txt,clean\清太祖元妃.txt,,293,14
清太祖繼妃,清太祖繼妃.txt,raw\清太祖繼妃.txt,clean\清太祖繼妃.txt,,132,6
清孝慈高皇后,清孝慈高皇后.txt,raw\清孝慈高皇后.txt,clean\清孝慈高皇后.txt,,222,13
清宣宗,清宣宗.txt,raw\清宣宗.txt,clean\清宣宗.txt,,350,20
清德宗,清德宗.txt,raw\清德宗.txt,clean\清德宗.txt,,538,29
清文宗,清文宗.txt,raw\清文宗.txt,clean\清文宗.txt,,565,28
清文鑑,清文鑑.txt,raw\清文鑑.txt,clean\清文鑑.txt,,333,13
清明,清明.txt,raw\清明.txt,clean\清明.txt,,641,36
清明上河圖,清明上河圖.txt,raw\清明上河圖.txt,clean\清明上河圖.txt,,189,5
清河崔氏,清河崔氏.txt,raw\清河崔氏.txt,clean\清河崔氏.txt,,259,18
清河郡,清河郡.txt,raw\清河郡.txt,clean\清河郡.txt,,361,34
清瀨市,清瀨市.txt,raw\清瀨市.txt,clean\清瀨市.txt,,60,4
清真寺,清真寺.txt,raw\清真寺.txt,clean\清真寺.txt,,136,7
清穆宗,清穆宗.txt,raw\清穆宗.txt,clean\清穆宗.txt,,317,16
清聖祖,清聖祖.txt,raw\清聖祖.txt,clean\清聖祖.txt,,268,17
清華大學,清華大學.txt,raw\清華大學.txt,clean\清華大學.txt,,307,15
清談,清談.txt,raw\清談.txt,clean\清談.txt,,330,15
清遠市,清遠市.txt,raw\清遠市.txt,clean\清遠市.txt,,26,3
清風學園,清風學園.txt,raw\清風學園.txt,clean\清風學園.txt,,61,6
清高宗,清高宗.txt,raw\清高宗.txt,clean\清高宗.txt,,255,14
渤海,渤海.txt,raw\渤海.txt,clean\渤海.txt,,97,6
渤海僖王,渤海僖王.txt,raw\渤海僖王.txt,clean\渤海僖王.txt,,111,6
渤海國,渤海國.txt,raw\渤海國.txt,clean\渤海國.txt,,394,9
渤海定王,渤海定王.txt,raw\渤海定王.txt,clean\渤海定王.txt,,105,7
渤海宣王,渤海宣王.txt,raw\渤海宣王.txt,clean\渤海宣王.txt,,215,12
渤海康王,渤海康王.txt,raw\渤海康王.txt,clean\渤海康王.txt,,217,13
渤海成王,渤海成王.txt,raw\渤海成王.txt,clean\渤海成王.txt,,106,5
渤海文王,渤海文王.txt,raw\渤海文王.txt,clean\渤海文王.txt,,468,17
渤海武王,渤海武王.txt,raw\渤海武王.txt,clean\渤海武王.txt,,134,9
渤海簡王,渤海簡王.txt,raw\渤海簡王.txt,clean\渤海簡王.txt,,97,5
渤海高王,渤海高王.txt,raw\渤海高王.txt,clean\渤海高王.txt,,125,6
渥太華,渥太華.txt,raw\渥太華.txt,clean\渥太華.txt,,47,6
渥巴錫,渥巴錫.txt,raw\渥巴錫.txt,clean\渥巴錫.txt,,251,12
測不準原理,測不準原理.txt,raw\測不準原理.txt,clean\測不準原理.txt,,630,28
測地線,測地線.txt,raw\測地線.txt,clean\測地線.txt,,216,4
渭南市,渭南市.txt,raw\渭南市.txt,clean\渭南市.txt,,165,3
渭水,渭水.txt,raw\渭水.txt,clean\渭水.txt,,275,18
港,港.txt,raw\港.txt,clean\港.txt,,60,5
港墘驛,港墘驛.txt,raw\港墘驛.txt,clean\港墘驛.txt,,36,4
港島路,港島路.txt,raw\港島路.txt,clean\港島路.txt,,111,4
港珠澳大橋,港珠澳大橋.txt,raw\港珠澳大橋.txt,clean\港珠澳大橋.txt,,59,5
渴望,渴望.txt,raw\渴望.txt,clean\渴望.txt,,63,4
游楚,游楚.txt,raw\游楚.txt,clean\游楚.txt,,213,9
游殷,游殷.txt,raw\游殷.txt,clean\游殷.txt,,231,14
渾天說,渾天說.txt,raw\渾天說.txt,clean\渾天說.txt,,454,22
湖南,湖南.txt,raw\湖南.txt,clean\湖南.txt,,39,1
湖南大學,湖南大學.txt,raw\湖南大學.txt,clean\湖南大學.txt,,109,6
湖南大學附屬中學,湖南大學附屬中學.txt,raw\湖南大學附屬中學.txt,clean\湖南大學附屬中學.txt,,54,1
湖南市,湖南市.txt,raw\湖南市.txt,clean\湖南市.txt,,91,6
湖南師範大學,湖南師範大學.txt,raw\湖南師範大學.txt,clean\湖南師範大學.txt,,81,6
湖南師範大學附屬中學,湖南師範大學附屬中學.txt,raw\湖南師範大學附屬中學.txt,clean\湖南師範大學附屬中學.txt,,96,4
湖南省,湖南省.txt,raw\湖南省.txt,clean\湖南省.txt,,203,11
湖南省長沙市第一中學,湖南省長沙市第一中學.txt,raw\湖南省長沙市第一中學.txt,clean\湖南省長沙市第一中學.txt,,81,4
湖州市,湖州市.txt,raw\湖州市.txt,clean\湖州市.txt,,606,36
湖西市,湖西市.txt,raw\湖西市.txt,clean\湖西市.txt,,75,6
湖邪尸逐侯鞮單于,湖邪尸逐侯鞮單于.txt,raw\湖邪尸逐侯鞮單于.txt,clean\湖邪尸逐侯鞮單于.txt,,817,30
湘潭大學,湘潭大學.txt,raw\湘潭大學.txt,clean\湘潭大學.txt,,59,5
湘語,湘語.txt,raw\湘語.txt,clean\湘語.txt,,309,18
湛江市,湛江市.txt,raw\湛江市.txt,clean\湛江市.txt,,28,3
湩,湩.txt,raw\湩.txt,clean\湩.txt,,161,5
湩酪,湩酪.txt,raw\湩酪.txt,clean\湩酪.txt,,45,4
湯,湯.txt,raw\湯.txt,clean\湯.txt,,24,2
湯化龍,湯化龍.txt,raw\湯化龍.txt,clean\湯化龍.txt,,161,11
湯圓,湯圓.txt,raw\湯圓.txt,clean\湯圓.txt,,70,6
湯姆·穆爾,湯姆·穆爾.txt,raw\湯姆·穆爾.txt,clean\湯姆·穆爾.txt,,211,9
湯澤市,湯澤市.txt,raw\湯澤市.txt,clean\湯澤市.txt,,184,7
湯顯祖,湯顯祖.txt,raw\湯顯祖.txt,clean\湯顯祖.txt,,446,28
源實朝,源實朝.txt,raw\源實朝.txt,clean\源實朝.txt,,397,19
源義仲,源義仲.txt,raw\源義仲.txt,clean\源義仲.txt,,99,8
準基,準基.txt,raw\準基.txt,clean\準基.txt,,162,5
溪湖鎮,溪湖鎮.txt,raw\溪湖鎮.txt,clean\溪湖鎮.txt,,542,22
溫哥華,溫哥華.txt,raw\溫哥華.txt,clean\溫哥華.txt,,86,7
溫尼伯,溫尼伯.txt,raw\溫尼伯.txt,clean\溫尼伯.txt,,80,7
溫嶺市,溫嶺市.txt,raw\溫嶺市.txt,clean\溫嶺市.txt,,225,11
溫州市,溫州市.txt,raw\溫州市.txt,clean\溫州市.txt,,438,18
溫帶,溫帶.txt,raw\溫帶.txt,clean\溫帶.txt,,65,3
溫帶氣旋,溫帶氣旋.txt,raw\溫帶氣旋.txt,clean\溫帶氣旋.txt,,140,5
溫度換算,溫度換算.txt,raw\溫度換算.txt,clean\溫度換算.txt,,431,16
溫庭筠,溫庭筠.txt,raw\溫庭筠.txt,clean\溫庭筠.txt,,236,11
溫碗,溫碗.txt,raw\溫碗.txt,clean\溫碗.txt,,55,3
溫祚王,溫祚王.txt,raw\溫祚王.txt,clean\溫祚王.txt,,1348,93
溫體仁,溫體仁.txt,raw\溫體仁.txt,clean\溫體仁.txt,,2666,135
溲,溲.txt,raw\溲.txt,clean\溲.txt,,310,34
溲溺,溲溺.txt,raw\溲溺.txt,clean\溲溺.txt,,104,6
溶液,溶液.txt,raw\溶液.txt,clean\溶液.txt,,217,7
滋賀縣,滋賀縣.txt,raw\滋賀縣.txt,clean\滋賀縣.txt,,139,7
滎陽鄭氏,滎陽鄭氏.txt,raw\滎陽鄭氏.txt,clean\滎陽鄭氏.txt,,358,38
滑川市,滑川市.txt,raw\滑川市.txt,clean\滑川市.txt,,100,7
滑輪,滑輪.txt,raw\滑輪.txt,clean\滑輪.txt,,117,5
滕冑,滕冑.txt,raw\滕冑.txt,clean\滕冑.txt,,64,4
滕牧,滕牧.txt,raw\滕牧.txt,clean\滕牧.txt,,124,6
滕耽,滕耽.txt,raw\滕耽.txt,clean\滕耽.txt,,84,4
滕胤,滕胤.txt,raw\滕胤.txt,clean\滕胤.txt,,347,20
滷肉飯,滷肉飯.txt,raw\滷肉飯.txt,clean\滷肉飯.txt,,79,4
滿偉,滿偉.txt,raw\滿偉.txt,clean\滿偉.txt,,125,9
滿地可,滿地可.txt,raw\滿地可.txt,clean\滿地可.txt,,79,7
滿奮,滿奮.txt,raw\滿奮.txt,clean\滿奮.txt,,67,4
滿寵,滿寵.txt,raw\滿寵.txt,clean\滿寵.txt,,1091,74
滿文維基大典,滿文維基大典.txt,raw\滿文維基大典.txt,clean\滿文維基大典.txt,,53,2
滿族,滿族.txt,raw\滿族.txt,clean\滿族.txt,,532,34
滿桂,滿桂.txt,raw\滿桂.txt,clean\滿桂.txt,,1318,91
滿江紅,滿江紅.txt,raw\滿江紅.txt,clean\滿江紅.txt,,881,78
滿洲,滿洲.txt,raw\滿洲.txt,clean\滿洲.txt,,32,2
滿洲國,滿洲國.txt,raw\滿洲國.txt,clean\滿洲國.txt,,184,9
滿長武,滿長武.txt,raw\滿長武.txt,clean\滿長武.txt,,187,14
漁陽,漁陽.txt,raw\漁陽.txt,clean\漁陽.txt,,158,8
漠河市,漠河市.txt,raw\漠河市.txt,clean\漠河市.txt,,235,12
漢,漢.txt,raw\漢.txt,clean\漢.txt,,2610,130
漢 (釋義),漢 (釋義).txt,raw\漢 (釋義).txt,clean\漢 (釋義).txt,,62,2
漢世宗孝武皇帝,漢世宗孝武皇帝.txt,raw\漢世宗孝武皇帝.txt,clean\漢世宗孝武皇帝.txt,,990,57
漢世祖光武皇帝,漢世祖光武皇帝.txt,raw\漢世祖光武皇帝.txt,clean\漢世祖光武皇帝.txt,,659,26
漢中,漢中.txt,raw\漢中.txt,clean\漢中.txt,,46,5
漢中宗孝宣皇帝,漢中宗孝宣皇帝.txt,raw\漢中宗孝宣皇帝.txt,clean\漢中宗孝宣皇帝.txt,,572,37
漢中山靖王,漢中山靖王.txt,raw\漢中山靖王.txt,clean\漢中山靖王.txt,,749,44
漢中郡,漢中郡.txt,raw\漢中郡.txt,clean\漢中郡.txt,,289,22
漢人,漢人.txt,raw\漢人.txt,clean\漢人.txt,,126,7
漢代頃侯,漢代頃侯.txt,raw\漢代頃侯.txt,clean\漢代頃侯.txt,,80,4
漢俳,漢俳.txt,raw\漢俳.txt,clean\漢俳.txt,,38,4
漢傳佛教,漢傳佛教.txt,raw\漢傳佛教.txt,clean\漢傳佛教.txt,,472,25
漢光文帝,漢光文帝.txt,raw\漢光文帝.txt,clean\漢光文帝.txt,,162,8
漢光烈皇后,漢光烈皇后.txt,raw\漢光烈皇后.txt,clean\漢光烈皇后.txt,,326,18
漢勃海孝王,漢勃海孝王.txt,raw\漢勃海孝王.txt,clean\漢勃海孝王.txt,,112,4
漢匈戰爭,漢匈戰爭.txt,raw\漢匈戰爭.txt,clean\漢匈戰爭.txt,,30,1
漢吳王濞,漢吳王濞.txt,raw\漢吳王濞.txt,clean\漢吳王濞.txt,,233,16
漢和熹皇后,漢和熹皇后.txt,raw\漢和熹皇后.txt,clean\漢和熹皇后.txt,,3241,166
漢堡,漢堡.txt,raw\漢堡.txt,clean\漢堡.txt,,121,9
漢堡 (釋義),漢堡 (釋義).txt,raw\漢堡 (釋義).txt,clean\漢堡 (釋義).txt,,48,2
漢堡包,漢堡包.txt,raw\漢堡包.txt,clean\漢堡包.txt,,218,10
漢堡大學,漢堡大學.txt,raw\漢堡大學.txt,clean\漢堡大學.txt,,61,7
漢堡大學 (釋義),漢堡大學 (釋義).txt,raw\漢堡大學 (釋義).txt,clean\漢堡大學 (釋義).txt,,43,5
漢堡大學 (麥當勞),漢堡大學 (麥當勞).txt,raw\漢堡大學 (麥當勞).txt,clean\漢堡大學 (麥當勞).txt,,56,5
漢太祖高皇帝,漢太祖高皇帝.txt,raw\漢太祖高皇帝.txt,clean\漢太祖高皇帝.txt,,1017,63
漢娜·鄂蘭,漢娜·鄂蘭.txt,raw\漢娜·鄂蘭.txt,clean\漢娜·鄂蘭.txt,,568,23
漢字,漢字.txt,raw\漢字.txt,clean\漢字.txt,,453,26
漢孝元皇帝,漢孝元皇帝.txt,raw\漢孝元皇帝.txt,clean\漢孝元皇帝.txt,,360,16
漢孝和皇帝,漢孝和皇帝.txt,raw\漢孝和皇帝.txt,clean\漢孝和皇帝.txt,,398,21
漢孝哀皇帝,漢孝哀皇帝.txt,raw\漢孝哀皇帝.txt,clean\漢孝哀皇帝.txt,,253,15
漢孝安皇帝,漢孝安皇帝.txt,raw\漢孝安皇帝.txt,clean\漢孝安皇帝.txt,,290,16
漢孝平王皇后,漢孝平王皇后.txt,raw\漢孝平王皇后.txt,clean\漢孝平王皇后.txt,,196,11
漢孝平皇帝,漢孝平皇帝.txt,raw\漢孝平皇帝.txt,clean\漢孝平皇帝.txt,,123,10
漢孝惠皇后,漢孝惠皇后.txt,raw\漢孝惠皇后.txt,clean\漢孝惠皇后.txt,,139,6
漢孝惠皇帝,漢孝惠皇帝.txt,raw\漢孝惠皇帝.txt,clean\漢孝惠皇帝.txt,,233,11
漢孝成班婕妤,漢孝成班婕妤.txt,raw\漢孝成班婕妤.txt,clean\漢孝成班婕妤.txt,,404,25
漢孝成皇后,漢孝成皇后.txt,raw\漢孝成皇后.txt,clean\漢孝成皇后.txt,,616,29
漢孝成皇帝,漢孝成皇帝.txt,raw\漢孝成皇帝.txt,clean\漢孝成皇帝.txt,,361,19
漢孝昭皇帝,漢孝昭皇帝.txt,raw\漢孝昭皇帝.txt,clean\漢孝昭皇帝.txt,,186,11
漢孝景皇帝,漢孝景皇帝.txt,raw\漢孝景皇帝.txt,clean\漢孝景皇帝.txt,,351,14
漢孝桓皇帝,漢孝桓皇帝.txt,raw\漢孝桓皇帝.txt,clean\漢孝桓皇帝.txt,,466,25
漢孝殤皇帝,漢孝殤皇帝.txt,raw\漢孝殤皇帝.txt,clean\漢孝殤皇帝.txt,,102,8
漢孝沖皇帝,漢孝沖皇帝.txt,raw\漢孝沖皇帝.txt,clean\漢孝沖皇帝.txt,,117,6
漢孝獻皇帝,漢孝獻皇帝.txt,raw\漢孝獻皇帝.txt,clean\漢孝獻皇帝.txt,,546,26
漢孝質皇帝,漢孝質皇帝.txt,raw\漢孝質皇帝.txt,clean\漢孝質皇帝.txt,,189,11
漢孝靈皇帝,漢孝靈皇帝.txt,raw\漢孝靈皇帝.txt,clean\漢孝靈皇帝.txt,,1082,46
漢孝順皇帝,漢孝順皇帝.txt,raw\漢孝順皇帝.txt,clean\漢孝順皇帝.txt,,171,10
漢學,漢學.txt,raw\漢學.txt,clean\漢學.txt,,83,4
漢孺子嬰,漢孺子嬰.txt,raw\漢孺子嬰.txt,clean\漢孺子嬰.txt,,163,8
漢安思皇后,漢安思皇后.txt,raw\漢安思皇后.txt,clean\漢安思皇后.txt,,681,36
漢少帝弘,漢少帝弘.txt,raw\漢少帝弘.txt,clean\漢少帝弘.txt,,141,11
漢少帝恭,漢少帝恭.txt,raw\漢少帝恭.txt,clean\漢少帝恭.txt,,161,11
漢少帝懿,漢少帝懿.txt,raw\漢少帝懿.txt,clean\漢少帝懿.txt,,105,5
漢少帝辯,漢少帝辯.txt,raw\漢少帝辯.txt,clean\漢少帝辯.txt,,250,16
漢岱,漢岱.txt,raw\漢岱.txt,clean\漢岱.txt,,445,21
