leishu,cited_work,citations,match,resolved
事物紀原,通典,149,author-prefix-stripped,1
事物紀原,世本,43,exact,1
事物紀原,史記,37,line-initial,1
事物紀原,禮記,26,line-initial,1
事物紀原,吕氏春秋,25,exact,1
事物紀原,山海經,22,exact,1
事物紀原,談苑,20,author-prefix-stripped,1
事物紀原,帝王世紀,19,exact,1
事物紀原,古史考,18,author-prefix-stripped,1
事物紀原,管子,17,author-prefix-stripped,1
事物紀原,西京雜記,17,line-initial,1
事物紀原,古今注,16,exact,1
事物紀原,酉陽雜俎,16,exact,1
事物紀原,周書,14,exact,1
事物紀原,淮南子,13,classic-unheld,1
事物紀原,尚書,13,line-initial,1
事物紀原,釋名,13,exact,1
事物紀原,漢書,13,line-initial,1
事物紀原,說文解字,12,alias,1
事物紀原,博物志,12,author-prefix-stripped,1
事物紀原,文心雕龍,11,author-prefix-stripped,1
事物紀原,尸子,11,exact,1
事物紀原,列子,9,exact,1
事物紀原,拾遺記,9,author-prefix-stripped,1
事物紀原,史略,9,author-prefix-stripped,1
事物紀原,墨子,9,exact,1
事物紀原,異苑,8,exact,1
事物紀原,續漢書,7,line-initial,1
事物紀原,春秋左氏傳,6,line-initial,1
事物紀原,爾雅,6,classic-unheld,1
事物紀原,楊文公談苑,6,exact,1
事物紀原,風俗,5,line-initial,1
事物紀原,孟子,5,classic-unheld,1
事物紀原,初學記,5,exact,1
事物紀原,鄴中記,5,author-prefix-stripped,1
事物紀原,風俗通義,4,alias,1
事物紀原,後漢書,4,line-initial,1
事物紀原,蘇氏演義,4,exact,1
事物紀原,列女傳,4,exact,1
事物紀原,穆天子傳,4,exact,1
事物紀原,搜神記,4,exact,1
事物紀原,六韜,4,exact,1
事物紀原,國語,4,exact,1
事物紀原,廣雅,4,exact,1
事物紀原,方言,4,exact,1
事物紀原,物理論,3,exact,1
事物紀原,隋書,3,line-initial,1
事物紀原,樂書,3,exact,1
事物紀原,續齊諧記,3,author-prefix-stripped,1
事物紀原,太白隂經,3,exact,1
事物紀原,孫子,3,exact,1
事物紀原,酉陽雜爼,2,exact,1
事物紀原,劉向,2,line-initial,1
事物紀原,春秋公羊傳,2,exact,1
事物紀原,三禮圖,2,exact,1
事物紀原,舊唐書,2,line-initial,1
事物紀原,春秋繁露,2,exact,1
事物紀原,通志,2,exact,1
事物紀原,文子,2,exact,1
事物紀原,周易正義,2,exact,1
事物紀原,詩序,2,line-initial,1
事物紀原,傅子,2,exact,1
事物紀原,歸田録,2,author-prefix-stripped,1
事物紀原,錦里耆舊傳,2,author-prefix-stripped,1
事物紀原,宋書,2,history-alias,1
事物紀原,春秋後傳,2,exact,1
事物紀原,莊子,2,classic-unheld,1
事物紀原,玉燭寶典,2,exact,1
事物紀原,白虎通,2,line-initial,1
事物紀原,韓詩外傳,2,exact,1
事物紀原,説苑,2,exact,1
事物紀原,新論,2,author-prefix-stripped,1
事物紀原,酒經,2,exact,1
事物紀原,餅賦,2,author-prefix-stripped,1
事物紀原,諡法,2,exact,1
事物紀原,太平御覽,2,exact,1
事物紀原,鬻子,2,exact,1
事物紀原,朝野僉載,2,exact,1
事物紀原,蜀王本紀,2,exact,1
事物紀原,讀書附志,1,author-prefix-stripped,1
事物紀原,漢書音義,1,author-prefix-stripped,1
事物紀原,呂氏春秋,1,author-prefix-stripped,1
事物紀原,萬機論,1,author-prefix-stripped,1
事物紀原,壬午,1,line-initial,1
事物紀原,南史,1,classic-unheld,1
事物紀原,法言,1,line-initial,1
事物紀原,揚子法言,1,author-prefix-stripped,1
事物紀原,教坊記,1,author-prefix-stripped,1
事物紀原,西都賦,1,author-prefix-stripped,1
事物紀原,鬼谷子,1,author-prefix-stripped,1
事物紀原,鹽鐵論,1,author-prefix-stripped,1
事物紀原,獨斷,1,author-prefix-stripped,1
事物紀原,青箱雜記,1,author-prefix-stripped,1
事物紀原,洞冥記,1,author-prefix-stripped,1
事物紀原,南齊書,1,history-alias,1
事物紀原,水經,1,author-prefix-stripped,1
事物紀原,歸藏,1,line-initial,1
事物紀原,家語,1,line-initial,1
事物紀原,政論,1,author-prefix-stripped,1
事物紀原,王莽,1,line-initial,1
事物紀原,老子,1,author-prefix-stripped,1
事物紀原,新唐書,1,line-initial,1
事物紀原,高祖,1,line-initial,1
事物紀原,三秦記,1,author-prefix-stripped,1
事物紀原,四十二章經,1,line-initial,1
事物紀原,本草序,1,author-prefix-stripped,1
事物紀原,易通,1,line-initial,1
事物紀原,發蒙記,1,author-prefix-stripped,1
事物紀原,論語,1,line-initial,1
事物紀原,韓非子,1,alias,1
事物紀原,宣室志,1,author-prefix-stripped,1
事物紀原,茶録,1,author-prefix-stripped,1
事物紀原,廣韻,1,author-prefix-stripped,1
事物紀原,世説新語,1,alias,1
事物紀原,藝文類聚,1,author-prefix-stripped,1
事物紀原,司馬法,1,author-prefix-stripped,1
事物紀原,法制,1,author-prefix-stripped,1
事物紀原,山中,1,line-initial,1
事類賦,漢書,206,bracket-note,1
事類賦,春秋左氏傳,185,alias,1
事類賦,晉書,146,classic-unheld,1
事類賦,淮南子,131,classic-unheld,1
事類賦,史記,122,exact,1
事類賦,後漢書,114,exact,1
事類賦,莊子,109,classic-unheld,1
事類賦,周禮,88,classic-unheld,1
事類賦,爾雅,80,classic-unheld,1
事類賦,舊唐書,75,history-alias,1
事類賦,山海經,69,exact,1
事類賦,宋書,66,exact,1
事類賦,三國志,65,alias,1
事類賦,世説新語,52,alias,1
事類賦,拾遺記,51,author-prefix-stripped,1
事類賦,抱朴子,49,exact,1
事類賦,南齊書,49,exact,1
事類賦,西京雜記,48,exact,1
事類賦,説苑,43,exact,1
事類賦,東觀漢記,41,exact,1
事類賦,梁書,39,classic-unheld,1
事類賦,博物志,39,exact,1
事類賦,列仙傳,37,exact,1
事類賦,列子,35,exact,1
事類賦,說文解字,35,alias,1
事類賦,風俗通義,33,alias,1
事類賦,韓非子,32,alias,1
事類賦,論語,30,exact,1
事類賦,吕氏春秋,29,exact,1
事類賦,楚辭,29,exact,1
事類賦,家語,29,bracket-note,1
事類賦,穆天子傳,29,exact,1
事類賦,魏書,29,history-alias,1
事類賦,古今注,26,author-prefix-stripped,1
事類賦,神仙傳,26,exact,1
事類賦,茶譜,26,exact,1
事類賦,隋書,25,exact,1
事類賦,論衡,24,exact,1
事類賦,異苑,23,exact,1
事類賦,國語,23,exact,1
事類賦,老子,22,exact,1
事類賦,搜神記,22,exact,1
事類賦,周書,21,bracket-note,1
事類賦,述異記,20,exact,1
事類賦,管子,18,exact,1
事類賦,續漢書,17,exact,1
事類賦,海賦,17,author-prefix-stripped,1
事類賦,南史,16,classic-unheld,1
事類賦,大戴禮記,15,history-alias,1
事類賦,釋名,15,exact,1
事類賦,韓詩外傳,15,exact,1
事類賦,戰國策,14,exact,1
事類賦,荀子,14,history-alias,1
事類賦,神異經,13,author-prefix-stripped,1
事類賦,尸子,13,exact,1
事類賦,帝王世紀,13,exact,1
事類賦,鄴中記,13,exact,1
事類賦,孟子,12,classic-unheld,1
事類賦,月賦,11,author-prefix-stripped,1
事類賦,廣雅,10,exact,1
事類賦,尚書大傳,10,exact,1
事類賦,漢武故事,10,exact,1
事類賦,晏子春秋,10,exact,1
事類賦,列女傳,10,exact,1
事類賦,水經,10,exact,1
事類賦,陳書,10,exact,1
事類賦,呂氏春秋,10,exact,1
事類賦,白虎通,9,exact,1
事類賦,晉陽秋,8,exact,1
事類賦,琴操,8,exact,1
事類賦,江賦,8,author-prefix-stripped,1
事類賦,水經注,8,exact,1
事類賦,七命,8,author-prefix-stripped,1
事類賦,物理論,7,author-prefix-stripped,1
事類賦,尚書,7,exact,1
事類賦,六韜,7,exact,1
事類賦,華陽國志,7,exact,1
事類賦,禮記,7,exact,1
事類賦,墨子,7,exact,1
事類賦,北齊書,7,classic-unheld,1
事類賦,孔叢子,7,exact,1
事類賦,新論,6,author-prefix-stripped,1
事類賦,文子,6,exact,1
事類賦,續齊諧記,6,exact,1
事類賦,三秦記,6,exact,1
事類賦,廣州記,6,exact,1
事類賦,新序,6,exact,1
事類賦,漢官儀,6,alias-unheld,1
事類賦,舞賦,6,author-prefix-stripped,1
事類賦,長笛賦,6,author-prefix-stripped,1
事類賦,鼎録,6,exact,1
事類賦,相鶴經,6,exact,1
事類賦,北史,6,classic-unheld,1
事類賦,春秋繁露,5,bracket-note,1
事類賦,太𤣥經,5,exact,1
事類賦,晉紀,5,author-prefix-stripped,1
事類賦,離騷,5,exact,1
事類賦,文房四譜,5,exact,1
事類賦,天問,4,author-prefix-stripped,1
事類賦,范子計然,4,exact,1
事類賦,鶡冠子,4,exact,1
事類賦,星經,4,exact,1
事類賦,鹽鐵論,4,exact,1
事類賦,高士傳,4,exact,1
事類賦,文賦,4,author-prefix-stripped,1
事類賦,春秋,4,classic-unheld,1
事類賦,三禮圖,4,exact,1
事類賦,世本,4,exact,1
事類賦,洛陽伽藍記,4,author-prefix-stripped,1
事類賦,揚子法言,3,exact,1
事類賦,談藪,3,exact,1
事類賦,春秋公羊傳,3,alias,1
事類賦,中論,3,author-prefix-stripped,1
事類賦,秋興賦,3,author-prefix-stripped,1
事類賦,孫子,3,exact,1
事類賦,四民月令,3,exact,1
事類賦,蕪城賦,3,author-prefix-stripped,1
事類賦,丹陽記,3,exact,1
事類賦,洛陽記,3,author-prefix-stripped,1
事類賦,英雄記,3,exact,1
事類賦,七發,3,author-prefix-stripped,1
事類賦,子虛賦,3,exact,1
事類賦,春秋傳,3,author-prefix-stripped,1
事類賦,墨藪,3,exact,1
事類賦,茶經,3,author-prefix-stripped,1
事類賦,新書,3,author-prefix-stripped,1
事類賦,易林,3,exact,1
事類賦,儀禮,3,classic-unheld,1
事類賦,洪範傳,2,author-prefix-stripped,1
事類賦,易傳,2,exact,1
事類賦,爾雅注,2,exact,1
事類賦,漢武帝内傳,2,exact,1
事類賦,易飛候,2,author-prefix-stripped,1
事類賦,北征記,2,exact,1
事類賦,氾勝之書,2,exact,1
事類賦,書儀,2,author-prefix-stripped,1
事類賦,續晉陽秋,2,exact,1
事類賦,襄陽記,2,exact,1
事類賦,法言,2,exact,1
事類賦,蜀都賦,2,author-prefix-stripped,1
事類賦,書傳,2,author-prefix-stripped,1
事類賦,蜀王本紀,2,exact,1
事類賦,子貢,2,author-prefix-stripped,1
事類賦,南康記,2,exact,1
事類賦,尹文子,2,exact,1
事類賦,諸葛亮集,2,exact,1
事類賦,周禮注,2,exact,1
事類賦,錢神論,2,author-prefix-stripped,1
事類賦,獻帝春秋,2,exact,1
事類賦,詩序,2,exact,1
事類賦,亢倉子,2,exact,1
事類賦,新語,2,exact,1
事類賦,傅子,2,exact,1
事類賦,筆陣圖,2,author-prefix-stripped,1
事類賦,古史考,2,exact,1
事類賦,九州春秋,2,exact,1
事類賦,養生論,2,author-prefix-stripped,1
事類賦,金樓子,2,exact,1
事類賦,風俗,2,bracket-note,1
事類賦,笙賦,2,author-prefix-stripped,1
事類賦,七辯,2,exact,1
事類賦,方言,2,exact,1
事類賦,易通,1,bracket-note,1
事類賦,長楊賦,1,author-prefix-stripped,1
事類賦,西京賦,1,author-prefix-stripped,1
事類賦,禮説,1,exact,1
事類賦,交州記,1,exact,1
事類賦,潛夫論,1,exact,1
事類賦,明皇雜錄,1,exact,1
事類賦,浮山記,1,author-prefix-stripped,1
事類賦,史略,1,author-prefix-stripped,1
事類賦,東京賦,1,author-prefix-stripped,1
事類賦,出師表,1,author-prefix-stripped,1
事類賦,鵩鳥賦,1,author-prefix-stripped,1
事類賦,攝生月令,1,exact,1
事類賦,酉陽雜俎,1,exact,1
事類賦,農書,1,author-prefix-stripped,1
事類賦,管仲,1,author-prefix-stripped,1
事類賦,西征賦,1,author-prefix-stripped,1
事類賦,蜀記,1,exact,1
事類賦,啟蒙記,1,author-prefix-stripped,1
事類賦,井賦,1,author-prefix-stripped,1
事類賦,洞冥記,1,exact,1
事類賦,士緯,1,exact,1
事類賦,日出東南隅行,1,author-prefix-stripped,1
事類賦,樂論,1,author-prefix-stripped,1
事類賦,樂書,1,exact,1
事類賦,尉繚子,1,exact,1
事類賦,獨斷,1,author-prefix-stripped,1
事類賦,兵法,1,author-prefix-stripped,1
事類賦,七啟,1,author-prefix-stripped,1
事類賦,筆賦,1,exact,1
事類賦,通典,1,exact,1
事類賦,因話録,1,exact,1
事類賦,非草書,1,author-prefix-stripped,1
事類賦,埤雅,1,exact,1
事類賦,鬼谷子,1,exact,1
事類賦,春秋穀梁傳,1,alias-unheld,1
事類賦,與陳伯之書,1,author-prefix-stripped,1
事類賦,酒經,1,exact,1
事類賦,古樂府,1,exact,1
事類賦,魏晉世語,1,exact,1
事類賦,申鑒,1,author-prefix-stripped,1
事類賦,陸賈,1,exact,1
事類賦,沙州記,1,exact,1
事類賦,萬機論,1,author-prefix-stripped,1
事類賦,籍田賦,1,author-prefix-stripped,1
事類賦,九歌,1,author-prefix-stripped,1
事類賦,竹譜,1,exact,1
事類賦,慎子,1,exact,1
事類賦,顔氏家訓,1,exact,1
事類賦,猛虎行,1,author-prefix-stripped,1
事類賦,僮約,1,author-prefix-stripped,1
事類賦,與吳質書,1,author-prefix-stripped,1
事類賦,人物志,1,exact,1
事類賦,七華,1,author-prefix-stripped,1
事類賦,答客難,1,author-prefix-stripped,1
事類賦,宣驗記,1,exact,1
元和姓纂,風俗,135,line-initial,1
元和姓纂,風俗通義,49,alias,1
元和姓纂,世本,47,line-initial,1
元和姓纂,尚書,18,line-initial,1
元和姓纂,史記,16,line-initial,1
元和姓纂,漢書,13,line-initial,1
元和姓纂,國語,7,line-initial,1
元和姓纂,渤海,5,line-initial,1
元和姓纂,吕氏春秋,5,line-initial,1
元和姓纂,王莽,4,line-initial,1
元和姓纂,論語,4,line-initial,1
元和姓纂,列子,4,line-initial,1
元和姓纂,禮記,3,line-initial,1
元和姓纂,周書,3,line-initial,1
元和姓纂,神仙傳,3,line-initial,1
元和姓纂,尸子,2,line-initial,1
元和姓纂,後漢書,2,line-initial,1
元和姓纂,呂氏春秋,2,line-initial,1
元和姓纂,家語,2,line-initial,1
元和姓纂,春秋左氏傳,2,alias,1
元和姓纂,韓非子,2,alias,1
元和姓纂,郭子,1,line-initial,1
元和姓纂,帝王世紀,1,line-initial,1
元和姓纂,説苑,1,exact,1
元和姓纂,列仙傳,1,line-initial,1
元和姓纂,三國志,1,alias,1
元和姓纂,新序,1,line-initial,1
元和姓纂,易林,1,line-initial,1
元和姓纂,生經,1,line-initial,1
元和姓纂,穆天子傳,1,line-initial,1
元和姓纂,急就篇,1,author-prefix-stripped,1
元和姓纂,晏子春秋,1,line-initial,1
元和姓纂,通志,1,author-prefix-stripped,1
元和姓纂,晉書,1,classic-unheld,1
元和姓纂,魏書,1,history-alias,1
全芳備祖集,漢書,21,bracket-note,1
全芳備祖集,史記,15,bracket-note,1
全芳備祖集,神仙傳,13,bracket-note,1
全芳備祖集,家語,12,bracket-note,1
全芳備祖集,廣雅,11,bracket-note,1
全芳備祖集,禮記,11,bracket-note,1
全芳備祖集,博物志,8,bracket-note,1
全芳備祖集,抱朴子,8,bracket-note,1
全芳備祖集,列子,7,bracket-note,1
全芳備祖集,西京雜記,6,bracket-note,1
全芳備祖集,宋書,6,bracket-note,1
全芳備祖集,戰國策,5,bracket-note,1
全芳備祖集,述異記,5,bracket-note,1
全芳備祖集,異苑,5,bracket-note,1
全芳備祖集,古今注,5,bracket-note,1
全芳備祖集,東觀漢記,5,bracket-note,1
全芳備祖集,論語,5,bracket-note,1
全芳備祖集,玉樓春,4,line-initial,1
全芳備祖集,國語,4,bracket-note,1
全芳備祖集,吕氏春秋,4,bracket-note,1
全芳備祖集,晏子春秋,4,bracket-note,1
全芳備祖集,茶譜,4,bracket-note,1
全芳備祖集,酉陽雜俎,3,bracket-note,1
全芳備祖集,太平廣記,3,bracket-note,1
全芳備祖集,容齋隨筆,3,bracket-note,1
全芳備祖集,管子,3,bracket-note,1
全芳備祖集,離騷,3,bracket-note,1
全芳備祖集,山海經,3,bracket-note,1
全芳備祖集,説苑,3,bracket-note,1
全芳備祖集,南方草木狀,3,bracket-note,1
全芳備祖集,三國志,3,bracket-note,1
全芳備祖集,蜀都賦,3,bracket-note,1
全芳備祖集,鄴中記,3,bracket-note,1
全芳備祖集,楚辭,3,bracket-note,1
全芳備祖集,開元天寳遺事,2,bracket-note,1
全芳備祖集,四民月令,2,bracket-note,1
全芳備祖集,拾遺記,2,bracket-note,1
全芳備祖集,搜神記,2,bracket-note,1
全芳備祖集,續齊諧記,2,bracket-note,1
全芳備祖集,韓詩外傳,2,bracket-note,1
全芳備祖集,列女傳,2,bracket-note,1
全芳備祖集,列仙傳,2,bracket-note,1
全芳備祖集,荀子,2,bracket-note,1
全芳備祖集,方言,2,bracket-note,1
全芳備祖集,廣州記,2,bracket-note,1
全芳備祖集,風俗,2,bracket-note,1
全芳備祖集,周書,2,bracket-note,1
全芳備祖集,洞冥記,2,bracket-note,1
全芳備祖集,水經,2,bracket-note,1
全芳備祖集,尚書,2,bracket-note,1
全芳備祖集,齊民要術,2,bracket-note,1
全芳備祖集,商子,2,exact,1
全芳備祖集,後漢書,2,bracket-note,1
全芳備祖集,茶經,2,bracket-note,1
全芳備祖集,東坡志林,1,bracket-note,1
全芳備祖集,筆賦,1,exact,1
全芳備祖集,東軒筆録,1,bracket-note,1
全芳備祖集,韻語陽秋,1,bracket-note,1
全芳備祖集,麗情集,1,bracket-note,1
全芳備祖集,明皇雜錄,1,bracket-note,1
全芳備祖集,桂苑叢談,1,bracket-note,1
全芳備祖集,洛神賦,1,bracket-note,1
全芳備祖集,續晉陽秋,1,bracket-note,1
全芳備祖集,海錄,1,bracket-note,1
全芳備祖集,齊諧記,1,bracket-note,1
全芳備祖集,文子,1,bracket-note,1
全芳備祖集,博異記,1,bracket-note,1
全芳備祖集,石林燕語,1,bracket-note,1
全芳備祖集,香譜,1,bracket-note,1
全芳備祖集,大全集,1,bracket-note,1
全芳備祖集,仇池筆記,1,bracket-note,1
全芳備祖集,續世說,1,bracket-note,1
全芳備祖集,唐新語,1,bracket-note,1
全芳備祖集,歸田録,1,bracket-note,1
全芳備祖集,糖霜譜,1,author-prefix-stripped,1
全芳備祖集,玉燭寶典,1,bracket-note,1
全芳備祖集,水經注,1,bracket-note,1
全芳備祖集,漢武故事,1,bracket-note,1
全芳備祖集,甄異傳,1,bracket-note,1
全芳備祖集,三秦記,1,bracket-note,1
全芳備祖集,上林賦,1,bracket-note,1
全芳備祖集,東坡詩話,1,bracket-note,1
全芳備祖集,周禮注,1,bracket-note,1
全芳備祖集,新書,1,bracket-note,1
全芳備祖集,唐語林,1,bracket-note,1
全芳備祖集,通志,1,bracket-note,1
全芳備祖集,西都賦,1,bracket-note,1
全芳備祖集,論衡,1,bracket-note,1
全芳備祖集,西京賦,1,bracket-note,1
全芳備祖集,顔氏家訓,1,bracket-note,1
全芳備祖集,續漢書,1,bracket-note,1
全芳備祖集,尹文子,1,bracket-note,1
全芳備祖集,六韜,1,bracket-note,1
全芳備祖集,商君書,1,bracket-note,1
全芳備祖集,廬山記,1,bracket-note,1
全芳備祖集,洛陽記,1,bracket-note,1
全芳備祖集,丹陽記,1,bracket-note,1
全芳備祖集,隋書,1,bracket-note,1
全芳備祖集,爾雅注,1,bracket-note,1
全芳備祖集,古樂府,1,bracket-note,1
全芳備祖集,北夢瑣言,1,bracket-note,1
全芳備祖集,尚書大傳,1,bracket-note,1
全芳備祖集,墨子,1,bracket-note,1
全芳備祖集,韓非子,1,bracket-note,1
全芳備祖集,子貢,1,author-prefix-stripped,1
全芳備祖集,竹譜,1,bracket-note,1
全芳備祖集,華陽國志,1,bracket-note,1
全芳備祖集,笑林,1,bracket-note,1
全芳備祖集,冷齋夜話,1,bracket-note,1
全芳備祖集,麈史,1,bracket-note,1
全芳備祖集,續仙傳,1,bracket-note,1
全芳備祖集,藝文類聚,1,bracket-note,1
全芳備祖集,新序,1,bracket-note,1
全芳備祖集,隋唐嘉話,1,bracket-note,1
全芳備祖集,朝野僉載,1,bracket-note,1
全芳備祖集,笠澤叢書,1,bracket-note,1
全芳備祖集,茶錄,1,bracket-note,1
全芳備祖集,學林,1,bracket-note,1
全芳備祖集,洛陽伽藍記,1,bracket-note,1
全芳備祖集,寒食,1,line-initial,1
八面鋒,禮説,1,line-initial,1
八面鋒,荀子,1,exact,1
八面鋒,管仲,1,line-initial,1
八面鋒,老子,1,exact,1
六帖補,淮南子,3,classic-unheld,1
六帖補,拾遺記,2,exact,1
六帖補,廬山記,1,author-prefix-stripped,1
六帖補,異苑,1,exact,1
六帖補,廣州記,1,author-prefix-stripped,1
六帖補,管子,1,exact,1
六帖補,南齊書,1,history-alias,1
六帖補,史記,1,exact,1
六帖補,新論,1,author-prefix-stripped,1
六帖補,莊子,1,classic-unheld,1
六帖補,七發,1,exact,1
六帖補,洛陽記,1,exact,1
六帖補,兵法,1,exact,1
六帖補,神異經,1,exact,1
六帖補,尚書大傳,1,exact,1
六帖補,方言,1,author-prefix-stripped,1
六帖補,古今注,1,author-prefix-stripped,1
六帖補,顔氏家訓,1,exact,1
六帖補,南史,1,classic-unheld,1
六帖補,列仙傳,1,exact,1
六帖補,酉陽雜俎,1,exact,1
六帖補,逸史,1,author-prefix-stripped,1
冊府元龜,郭子,27,line-initial,1
冊府元龜,管仲,19,line-initial,1
冊府元龜,文子,19,author-prefix-stripped,1
冊府元龜,劉子,18,author-prefix-stripped,1
冊府元龜,劉向,18,line-initial,1
冊府元龜,王莽,17,line-initial,1
冊府元龜,春秋傳,17,exact,1
冊府元龜,周書,16,exact,1
冊府元龜,趙充國,16,line-initial,1
冊府元龜,子貢,15,exact,1
冊府元龜,謝鯤,11,line-initial,1
冊府元龜,陳湯,10,line-initial,1
冊府元龜,殷浩,10,line-initial,1
冊府元龜,孟子,8,classic-unheld,1
冊府元龜,蘇秦,8,line-initial,1
冊府元龜,荀彧,8,line-initial,1
冊府元龜,老子,8,line-initial,1
冊府元龜,兵法,7,exact,1
冊府元龜,陸賈,7,line-initial,1
冊府元龜,渤海,5,line-initial,1
冊府元龜,尚書,5,line-initial,1
冊府元龜,壬午,4,line-initial,1
冊府元龜,鄭莊公,4,line-initial,1
冊府元龜,魯仲連,4,line-initial,1
冊府元龜,莊子,3,classic-unheld,1
冊府元龜,陳書,3,exact,1
冊府元龜,春秋左氏傳,3,exact,1
冊府元龜,孫武,3,line-initial,1
冊府元龜,論語,3,author-prefix-stripped,1
冊府元龜,梅福,3,line-initial,1
冊府元龜,禮記,3,exact,1
冊府元龜,高祖,2,line-initial,1
冊府元龜,諡法,2,line-initial,1
冊府元龜,董安于,2,line-initial,1
冊府元龜,荀卿,2,line-initial,1
冊府元龜,漢書,1,author-prefix-stripped,1
冊府元龜,周禮,1,classic-unheld,1
冊府元龜,遺詔,1,author-prefix-stripped,1
冊府元龜,進說,1,author-prefix-stripped,1
冊府元龜,遺表,1,author-prefix-stripped,1
冊府元龜,吳子,1,line-initial,1
冊府元龜,三國志,1,alias,1
冊府元龜,勸學篇,1,author-prefix-stripped,1
冊府元龜,孔子家語,1,line-initial,1
冊府元龜,春秋穀梁傳,1,alias-unheld,1
冊府元龜,管子,1,line-initial,1
冊府元龜,自序,1,author-prefix-stripped,1
冊府元龜,墨子,1,line-initial,1
冊府元龜,春秋公羊傳,1,alias,1
冊府元龜,信陵君,1,line-initial,1
冊府元龜,項籍,1,line-initial,1
初學記,漢書,237,exact,1
初學記,禮記,141,exact,1
初學記,史記,106,exact,1
初學記,春秋左氏傳,90,alias,1
初學記,尚書,76,line-initial,1
初學記,詩經,76,alias-unheld,1
初學記,周禮,65,classic-unheld,1
初學記,釋名,64,exact,1
初學記,水經注,59,exact,1
初學記,後漢書,56,history-alias,1
初學記,說文解字,50,alias,1
初學記,東觀漢記,48,exact,1
初學記,爾雅,46,classic-unheld,1
初學記,三國志,44,alias,1
初學記,淮南子,38,classic-unheld,1
初學記,西京雜記,36,author-prefix-stripped,1
初學記,山海經,35,exact,1
初學記,論語,32,exact,1
初學記,宋書,31,exact,1
初學記,續漢書,30,history-alias,1
初學記,莊子,28,classic-unheld,1
初學記,拾遺記,26,author-prefix-stripped,1
初學記,風俗通義,25,alias,1
初學記,水經,25,author-prefix-stripped,1
初學記,帝王世紀,24,exact,1
初學記,白虎通,24,exact,1
初學記,吕氏春秋,22,exact,1
初學記,晉書,21,history-alias-unheld,1
初學記,周易,21,classic-unheld,1
初學記,廣雅,20,exact,1
初學記,楚辭,19,exact,1
初學記,古今注,18,author-prefix-stripped,1
初學記,管子,17,author-prefix-stripped,1
初學記,周書,16,exact,1
初學記,抱朴子,16,author-prefix-stripped,1
初學記,家語,16,exact,1
初學記,列仙傳,16,exact,1
初學記,韓詩外傳,16,exact,1
初學記,神仙傳,14,exact,1
初學記,大戴禮記,14,history-alias,1
初學記,魏書,14,history-alias,1
初學記,國語,13,exact,1
初學記,説苑,13,exact,1
初學記,韓非子,13,alias,1
初學記,異苑,13,author-prefix-stripped,1
初學記,列子,12,exact,1
初學記,博物志,12,exact,1
初學記,華陽國志,12,author-prefix-stripped,1
初學記,漢官儀,12,alias-unheld,1
初學記,論衡,10,author-prefix-stripped,1
初學記,鄴中記,10,exact,1
初學記,西京賦,9,exact,1
初學記,世本,9,exact,1
初學記,物理論,8,author-prefix-stripped,1
初學記,穆天子傳,8,exact,1
初學記,新論,8,author-prefix-stripped,1
初學記,漢武故事,8,exact,1
初學記,易林,8,author-prefix-stripped,1
初學記,戰國策,8,exact,1
初學記,春秋,8,classic-unheld,1
初學記,儀禮,8,classic-unheld,1
初學記,文子,7,bracket-note,1
初學記,尸子,7,exact,1
初學記,搜神記,7,author-prefix-stripped,1
初學記,神異經,7,author-prefix-stripped,1
初學記,琴操,7,bracket-note,1
初學記,三秦記,7,author-prefix-stripped,1
初學記,荀子,7,history-alias,1
初學記,墨子,7,exact,1
初學記,丹陽記,7,author-prefix-stripped,1
初學記,方言,7,exact,1
初學記,三禮圖,7,exact,1
初學記,孔叢子,6,exact,1
初學記,西都賦,6,author-prefix-stripped,1
初學記,尚書大傳,6,author-prefix-stripped,1
初學記,孟子,5,classic-unheld,1
初學記,洞冥記,5,exact,1
初學記,四民月令,5,author-prefix-stripped,1
初學記,舞賦,5,author-prefix-stripped,1
初學記,法言,5,author-prefix-stripped,1
初學記,范子計然,4,exact,1
初學記,歸藏,4,exact,1
初學記,漢武帝内傳,4,exact,1
初學記,七命,4,author-prefix-stripped,1
初學記,蜀都賦,4,author-prefix-stripped,1
初學記,續齊諧記,4,exact,1
初學記,晉陽秋,4,author-prefix-stripped,1
初學記,古史考,4,author-prefix-stripped,1
初學記,離騷,4,exact,1
初學記,列女傳,4,exact,1
初學記,東都賦,4,author-prefix-stripped,1
初學記,謝靈運晉書,4,exact,1
初學記,六韜,4,author-prefix-stripped,1
初學記,續晉陽秋,3,author-prefix-stripped,1
初學記,詩序,3,author-prefix-stripped,1
初學記,南康記,3,author-prefix-stripped,1
初學記,老子,3,exact,1
初學記,鹽鐵論,3,author-prefix-stripped,1
初學記,詩譜,3,exact,1
初學記,十六國春秋,3,exact,1
初學記,劉向,3,bracket-note,1
初學記,五經異義,3,exact,1
初學記,東京賦,3,author-prefix-stripped,1
初學記,晏子春秋,3,exact,1
初學記,笙賦,3,author-prefix-stripped,1
初學記,與吳質書,3,author-prefix-stripped,1
初學記,廣州記,3,author-prefix-stripped,1
初學記,芙蓉賦,3,author-prefix-stripped,1
初學記,安石榴賦,3,author-prefix-stripped,1
初學記,柳賦,3,exact,1
初學記,竹譜,3,author-prefix-stripped,1
初學記,北征記,2,author-prefix-stripped,1
初學記,七發,2,author-prefix-stripped,1
初學記,燕歌行,2,author-prefix-stripped,1
