leishu,cited_work,citations,match,resolved
御定佩文韻府,劇秦美新,2,bracket-note,1
御定佩文韻府,宅經,2,bracket-note,1
御定佩文韻府,兩都賦序,2,bracket-note,1
御定佩文韻府,三秦記,2,author-prefix-stripped,1
御定佩文韻府,釋勸論,2,author-prefix-stripped,1
御定佩文韻府,揮麈後錄,2,bracket-note,1
御定佩文韻府,雲笈七籤,2,line-initial,1
御定佩文韻府,南部新書,2,bracket-note,1
御定佩文韻府,滄浪詩話,2,bracket-note,1
御定佩文韻府,資治通鑑,2,bracket-note,1
御定佩文韻府,談苑,2,bracket-note,1
御定佩文韻府,孟子,2,classic-unheld,1
御定佩文韻府,新序,2,bracket-note,1
御定佩文韻府,元經,2,bracket-note,1
御定佩文韻府,鼎録,2,bracket-note,1
御定佩文韻府,神異經,2,exact,1
御定佩文韻府,湘山野録,2,bracket-note,1
御定佩文韻府,論書,2,author-prefix-stripped,1
御定佩文韻府,漢武故事,2,bracket-note,1
御定佩文韻府,文苑英華,2,bracket-note,1
御定佩文韻府,白虎通,2,line-initial,1
御定佩文韻府,逸史,2,bracket-note,1
御定佩文韻府,廣州記,2,author-prefix-stripped,1
御定佩文韻府,荀卿,2,author-prefix-stripped,1
御定佩文韻府,玉樓春,2,author-prefix-stripped,1
御定佩文韻府,鶴林玉露,2,bracket-note,1
御定佩文韻府,桂苑叢談,1,bracket-note,1
御定佩文韻府,太平廣記,1,bracket-note,1
御定佩文韻府,西清詩話,1,bracket-note,1
御定佩文韻府,鬻子,1,bracket-note,1
御定佩文韻府,雜事秘辛,1,bracket-note,1
御定佩文韻府,天問,1,bracket-note,1
御定佩文韻府,連珠,1,line-initial,1
御定佩文韻府,文賦,1,bracket-note,1
御定佩文韻府,雲溪友議,1,bracket-note,1
御定佩文韻府,三略,1,bracket-note,1
御定佩文韻府,菊譜,1,bracket-note,1
御定佩文韻府,漢晉春秋,1,bracket-note,1
御定佩文韻府,周禮正義,1,bracket-note,1
御定佩文韻府,齊乗,1,bracket-note,1
御定佩文韻府,續晉陽秋,1,bracket-note,1
御定佩文韻府,幽通賦,1,exact,1
御定佩文韻府,水經注,1,author-prefix-stripped,1
御定佩文韻府,與陽休之書,1,author-prefix-stripped,1
御定佩文韻府,清暑筆談,1,bracket-note,1
御定佩文韻府,列仙傳,1,author-prefix-stripped,1
御定佩文韻府,岱史,1,bracket-note,1
御定佩文韻府,周禮注,1,author-prefix-stripped,1
御定佩文韻府,北堂書鈔,1,bracket-note,1
御定佩文韻府,後山談叢,1,bracket-note,1
御定佩文韻府,漁樵問對,1,bracket-note,1
御定佩文韻府,爾雅注,1,author-prefix-stripped,1
御定佩文韻府,酒賦,1,author-prefix-stripped,1
御定佩文韻府,東坡詩話,1,bracket-note,1
御定佩文韻府,茶譜,1,bracket-note,1
御定佩文韻府,典引,1,bracket-note,1
御定佩文韻府,益部方物略記,1,bracket-note,1
御定佩文韻府,四民月令,1,bracket-note,1
御定佩文韻府,放光般若經,1,bracket-note,1
御定佩文韻府,忠經,1,bracket-note,1
御定佩文韻府,抱朴子,1,exact,1
御定佩文韻府,周易正義,1,bracket-note,1
御定佩文韻府,圖繪寶鑑,1,bracket-note,1
御定佩文韻府,周易集解,1,bracket-note,1
御定佩文韻府,列女傳,1,author-prefix-stripped,1
御定佩文韻府,玉篇,1,bracket-note,1
御定佩文韻府,墨經,1,bracket-note,1
御定佩文韻府,楊文公談苑,1,author-prefix-stripped,1
御定佩文韻府,六藝論,1,author-prefix-stripped,1
御定佩文韻府,明皇雜錄,1,bracket-note,1
御定佩文韻府,古今注,1,author-prefix-stripped,1
御定佩文韻府,樂書,1,author-prefix-stripped,1
御定佩文韻府,席上腐談,1,bracket-note,1
御定佩文韻府,出塞,1,exact,1
御定佩文韻府,漢官舊儀,1,bracket-note,1
御定佩文韻府,述異記,1,author-prefix-stripped,1
御定佩文韻府,書史,1,bracket-note,1
御定佩文韻府,詩地理攷,1,bracket-note,1
御定佩文韻府,本草衍義,1,exact,1
御定佩文韻府,後漢書,1,line-initial,1
御定佩文韻府,書譜,1,bracket-note,1
御定佩文韻府,燕太子丹,1,author-prefix-stripped,1
御定佩文韻府,洞冥記,1,author-prefix-stripped,1
御定佩文韻府,鄭莊公,1,author-prefix-stripped,1
御定佩文韻府,自論,1,author-prefix-stripped,1
御定佩文韻府,進說,1,author-prefix-stripped,1
御定佩文韻府,茅亭客話,1,bracket-note,1
御定佩文韻府,容齋隨筆,1,bracket-note,1
御定佩文韻府,問神,1,author-prefix-stripped,1
御定佩文韻府,桂海虞衡志,1,line-initial,1
御定佩文韻府,螢雪叢說,1,bracket-note,1
御定佩文韻府,皇覽,1,author-prefix-stripped,1
御定佩文韻府,與兄瑾書,1,author-prefix-stripped,1
御定佩文韻府,解惑,1,bracket-note,1
御定佩文韻府,經説,1,exact,1
御定佩文韻府,性情,1,bracket-note,1
御定佩文韻府,廬山記,1,author-prefix-stripped,1
御定佩文韻府,遼志,1,bracket-note,1
御定佩文韻府,樂論,1,author-prefix-stripped,1
御定佩文韻府,有所思,1,author-prefix-stripped,1
御定佩文韻府,董安于,1,author-prefix-stripped,1
御定佩文韻府,倉子,1,exact,1
御定佩文韻府,商子,1,bracket-note,1
御定佩文韻府,清波雜志,1,bracket-note,1
御定佩文韻府,法帖刋誤,1,bracket-note,1
御定佩文韻府,王氏談録,1,bracket-note,1
御定佩文韻府,游宦紀聞,1,bracket-note,1
御定佩文韻府,湘山野錄,1,bracket-note,1
御定佩文韻府,吳子,1,line-initial,1
御定佩文韻府,軍令,1,author-prefix-stripped,1
御定佩文韻府,北夢瑣言,1,bracket-note,1
御定佩文韻府,司馬法,1,author-prefix-stripped,1
御定佩文韻府,酒譜,1,bracket-note,1
御定佩文韻府,新語,1,bracket-note,1
御定佩文韻府,洞天清録,1,bracket-note,1
御定佩文韻府,公孫龍子,1,bracket-note,1
御定佩文韻府,冊府元龜,1,bracket-note,1
御定佩文韻府,煎茶水記,1,bracket-note,1
御定佩文韻府,即事,1,exact,1
御定佩文韻府,品茶要錄,1,bracket-note,1
御定佩文韻府,虎苑,1,bracket-note,1
御定佩文韻府,莊子,1,classic-unheld,1
御定佩文韻府,詩所,1,bracket-note,1
御定佩文韻府,諫逐客書,1,author-prefix-stripped,1
御定佩文韻府,桐譜,1,bracket-note,1
御定佩文韻府,白孔六帖,1,bracket-note,1
御定佩文韻府,吏道,1,bracket-note,1
御定佩文韻府,子虛賦,1,author-prefix-stripped,1
御定佩文韻府,陌上桑,1,bracket-note,1
御定佩文韻府,後山詩話,1,bracket-note,1
御定佩文韻府,青囊,1,bracket-note,1
御定佩文韻府,博物志,1,exact,1
御定佩文韻府,唐國史補,1,bracket-note,1
御定佩文韻府,淮南子,1,classic-unheld,1
御定佩文韻府,談藪,1,bracket-note,1
御定佩文韻府,捜神後記,1,bracket-note,1
御定佩文韻府,兵法,1,author-prefix-stripped,1
御定佩文韻府,稽聖賦,1,author-prefix-stripped,1
御定佩文韻府,搜神後記,1,bracket-note,1
御定佩文韻府,尚書故實,1,bracket-note,1
御定佩文韻府,金漳蘭譜,1,bracket-note,1
御定佩文韻府,律吕新書,1,bracket-note,1
御定佩文韻府,墨客揮犀,1,bracket-note,1
御定佩文韻府,鵩鳥賦,1,author-prefix-stripped,1
御定佩文韻府,書品,1,bracket-note,1
御定佩文韻府,遊皖山記,1,author-prefix-stripped,1
御定佩文韻府,尸子,1,bracket-note,1
御定佩文韻府,佳人,1,line-initial,1
御定分類字錦,漢書,59,bracket-note,1
御定分類字錦,宋史,50,bracket-note,1
御定分類字錦,禮記,41,bracket-note,1
御定分類字錦,史記,25,bracket-note,1
御定分類字錦,隋書,15,bracket-note,1
御定分類字錦,禽經,12,exact,1
御定分類字錦,酉陽雜俎,9,bracket-note,1
御定分類字錦,魏書,9,bracket-note,1
御定分類字錦,杜陽雜編,9,bracket-note,1
御定分類字錦,宋書,8,bracket-note,1
御定分類字錦,文獻通考,8,bracket-note,1
御定分類字錦,玉海,7,line-initial,1
御定分類字錦,釋名,7,bracket-note,1
御定分類字錦,楚辭,6,bracket-note,1
御定分類字錦,論衡,6,bracket-note,1
御定分類字錦,西京雜記,6,bracket-note,1
御定分類字錦,管子,6,bracket-note,1
御定分類字錦,水經,6,bracket-note,1
御定分類字錦,廣雅,6,author-prefix-stripped,1
御定分類字錦,韓詩外傳,6,bracket-note,1
御定分類字錦,荀子,6,bracket-note,1
御定分類字錦,國語,6,bracket-note,1
御定分類字錦,拾遺記,6,author-prefix-stripped,1
御定分類字錦,冊府元龜,6,bracket-note,1
御定分類字錦,夢溪筆談,6,bracket-note,1
御定分類字錦,家語,5,bracket-note,1
御定分類字錦,文心雕龍,4,bracket-note,1
御定分類字錦,論語,4,bracket-note,1
御定分類字錦,元史,4,bracket-note,1
御定分類字錦,雲仙雜記,4,bracket-note,1
御定分類字錦,説苑,4,author-prefix-stripped,1
御定分類字錦,本草綱目,4,bracket-note,1
御定分類字錦,范子計然,3,exact,1
御定分類字錦,列子,3,bracket-note,1
御定分類字錦,山海經,3,author-prefix-stripped,1
御定分類字錦,子貢,3,author-prefix-stripped,1
御定分類字錦,尚書,3,bracket-note,1
御定分類字錦,方言,3,bracket-note,1
御定分類字錦,老子,3,bracket-note,1
御定分類字錦,化書,3,bracket-note,1
御定分類字錦,鶴林玉露,3,bracket-note,1
御定分類字錦,墨子,3,author-prefix-stripped,1
御定分類字錦,東觀漢記,3,bracket-note,1
御定分類字錦,呂氏春秋,3,bracket-note,1
御定分類字錦,宣和書譜,3,bracket-note,1
御定分類字錦,法苑珠林,3,bracket-note,1
御定分類字錦,埤雅,3,bracket-note,1
御定分類字錦,白虎通,2,author-prefix-stripped,1
御定分類字錦,華陽國志,2,bracket-note,1
御定分類字錦,茅亭客話,2,bracket-note,1
御定分類字錦,文子,2,bracket-note,1
御定分類字錦,春秋傳,2,author-prefix-stripped,1
御定分類字錦,法言,2,bracket-note,1
御定分類字錦,顏氏家訓,2,bracket-note,1
御定分類字錦,朝野僉載,2,bracket-note,1
御定分類字錦,帝王世紀,2,bracket-note,1
御定分類字錦,雲笈七籖,2,bracket-note,1
御定分類字錦,周書,2,bracket-note,1
御定分類字錦,齊東野語,2,bracket-note,1
御定分類字錦,齊民要術,2,bracket-note,1
御定分類字錦,易林,2,author-prefix-stripped,1
御定分類字錦,佳人,2,line-initial,1
御定分類字錦,兵法,2,author-prefix-stripped,1
御定分類字錦,北堂書鈔,2,bracket-note,1
御定分類字錦,通典,2,bracket-note,1
御定分類字錦,續漢書,2,author-prefix-stripped,1
御定分類字錦,吕氏春秋,2,bracket-note,1
御定分類字錦,異苑,2,bracket-note,1
御定分類字錦,數術記遺,2,bracket-note,1
御定分類字錦,圖繪寳鑑,2,bracket-note,1
御定分類字錦,抱朴子,2,author-prefix-stripped,1
御定分類字錦,劉子,2,bracket-note,1
御定分類字錦,漢書音義,2,author-prefix-stripped,1
御定分類字錦,孫子,2,author-prefix-stripped,1
御定分類字錦,說文解字,2,author-prefix-stripped,1
御定分類字錦,竹坡詩話,2,bracket-note,1
御定分類字錦,博物志,2,author-prefix-stripped,1
御定分類字錦,酉陽雜爼,2,bracket-note,1
御定分類字錦,續博物志,2,bracket-note,1
御定分類字錦,寒食,1,line-initial,1
御定分類字錦,易通,1,bracket-note,1
御定分類字錦,避暑録話,1,bracket-note,1
御定分類字錦,解嘲,1,line-initial,1
御定分類字錦,桯史,1,bracket-note,1
御定分類字錦,風俗,1,bracket-note,1
御定分類字錦,歸田錄,1,author-prefix-stripped,1
御定分類字錦,後漢書,1,author-prefix-stripped,1
御定分類字錦,楊公筆録,1,bracket-note,1
御定分類字錦,西溪叢語,1,bracket-note,1
御定分類字錦,管仲,1,author-prefix-stripped,1
御定分類字錦,女紅餘志,1,bracket-note,1
御定分類字錦,談藪,1,bracket-note,1
御定分類字錦,通書,1,bracket-note,1
御定分類字錦,潛夫論,1,bracket-note,1
御定分類字錦,申鑒,1,bracket-note,1
御定分類字錦,揚子法言,1,author-prefix-stripped,1
御定分類字錦,法書要録,1,bracket-note,1
御定分類字錦,武林舊事,1,bracket-note,1
御定分類字錦,洛陽記,1,author-prefix-stripped,1
御定分類字錦,劉向,1,bracket-note,1
御定分類字錦,事物紀原,1,bracket-note,1
御定分類字錦,古史考,1,exact,1
御定分類字錦,書斷,1,bracket-note,1
御定分類字錦,廣韻,1,bracket-note,1
御定分類字錦,鄴中記,1,author-prefix-stripped,1
御定分類字錦,高祖,1,author-prefix-stripped,1
御定分類字錦,陳書,1,line-initial,1
御定分類字錦,長歌,1,bracket-note,1
御定分類字錦,竹譜,1,author-prefix-stripped,1
御定分類字錦,秋夜,1,line-initial,1
御定分類字錦,韓非子,1,author-prefix-stripped,1
御定分類字錦,北夢瑣言,1,bracket-note,1
御定分類字錦,元經,1,line-initial,1
御定分類字錦,石林燕語,1,bracket-note,1
御定分類字錦,傅子,1,author-prefix-stripped,1
御定分類字錦,湘山野録,1,bracket-note,1
御定分類字錦,金史,1,bracket-note,1
御定分類字錦,太平廣記,1,bracket-note,1
御定分類字錦,陸賈,1,line-initial,1
御定分類字錦,揮麈前錄,1,bracket-note,1
御定分類字錦,洞天清錄,1,bracket-note,1
御定分類字錦,周髀算經,1,bracket-note,1
御定分類字錦,射經,1,author-prefix-stripped,1
御定分類字錦,宋稗類鈔,1,bracket-note,1
御定分類字錦,宣和畫譜,1,bracket-note,1
御定分類字錦,五燈㑹元,1,bracket-note,1
御定分類字錦,山中,1,line-initial,1
御定分類字錦,史略,1,author-prefix-stripped,1
御定分類字錦,藝文類聚,1,bracket-note,1
御定分類字錦,神仙傳,1,author-prefix-stripped,1
御定分類字錦,仇池筆記,1,bracket-note,1
御定分類字錦,海録碎事,1,bracket-note,1
御定分類字錦,泉南雜志,1,bracket-note,1
御定分類字錦,橘録,1,bracket-note,1
御定分類字錦,意林,1,author-prefix-stripped,1
御定分類字錦,易説,1,exact,1
御定分類字錦,鹽鐵論,1,author-prefix-stripped,1
御定分類字錦,鬼谷子,1,author-prefix-stripped,1
御定分類字錦,南康記,1,exact,1
御定分類字錦,新論,1,exact,1
御定分類字錦,游宦紀聞,1,bracket-note,1
御定分類字錦,捜神後記,1,bracket-note,1
御定分類字錦,海賦,1,author-prefix-stripped,1
御定分類字錦,蜩笑偶言,1,bracket-note,1
御定分類字錦,古今注,1,author-prefix-stripped,1
御定分類字錦,農書,1,author-prefix-stripped,1
御定分類字錦,爾雅注,1,exact,1
御定分類字錦,通志,1,bracket-note,1
御定分類字錦,慎子,1,author-prefix-stripped,1
御定分類字錦,列女傳,1,author-prefix-stripped,1
御定分類字錦,小學紺珠,1,bracket-note,1
御定分類字錦,春秋,1,classic-unheld,1
御定分類字錦,燕太子丹,1,line-initial,1
御定子史精華,漢書,118,bracket-note,1
御定子史精華,宋史,94,bracket-note,1
御定子史精華,史記,77,bracket-note,1
御定子史精華,宋書,59,bracket-note,1
御定子史精華,魏書,44,bracket-note,1
御定子史精華,管子,36,bracket-note,1
御定子史精華,隋書,34,bracket-note,1
御定子史精華,荀子,18,bracket-note,1
御定子史精華,遼史,14,bracket-note,1
御定子史精華,元史,14,bracket-note,1
御定子史精華,國語,13,bracket-note,1
御定子史精華,列子,13,bracket-note,1
御定子史精華,金史,12,bracket-note,1
御定子史精華,周書,10,bracket-note,1
御定子史精華,陳書,9,bracket-note,1
御定子史精華,墨子,8,exact,1
御定子史精華,劉向,8,bracket-note,1
御定子史精華,老子,7,bracket-note,1
御定子史精華,常談,4,line-initial,1
御定子史精華,管仲,4,author-prefix-stripped,1
御定子史精華,顔氏家訓,4,bracket-note,1
御定子史精華,漢書音義,4,exact,1
御定子史精華,尸子,3,bracket-note,1
御定子史精華,西京賦,3,exact,1
御定子史精華,尚書,3,author-prefix-stripped,1
御定子史精華,高祖,3,exact,1
御定子史精華,續漢書,3,author-prefix-stripped,1
御定子史精華,穆天子傳,3,bracket-note,1
御定子史精華,吕氏春秋,3,bracket-note,1
御定子史精華,風俗,2,line-initial,1
御定子史精華,子貢,2,exact,1
御定子史精華,商子,2,bracket-note,1
御定子史精華,禮記,2,author-prefix-stripped,1
御定子史精華,孫子,2,author-prefix-stripped,1
御定子史精華,莊子,2,classic-unheld,1
御定子史精華,呂氏春秋,2,bracket-note,1
御定子史精華,月賦,1,author-prefix-stripped,1
御定子史精華,論語,1,author-prefix-stripped,1
御定子史精華,搜神記,1,author-prefix-stripped,1
御定子史精華,異苑,1,author-prefix-stripped,1
御定子史精華,水經,1,author-prefix-stripped,1
御定子史精華,白虎通,1,author-prefix-stripped,1
御定子史精華,陸賈,1,author-prefix-stripped,1
御定子史精華,籍田賦,1,author-prefix-stripped,1
御定子史精華,漢官儀,1,alias-unheld,1
御定子史精華,焚書,1,bracket-note,1
御定子史精華,勞生論,1,author-prefix-stripped,1
御定子史精華,論書,1,author-prefix-stripped,1
御定子史精華,漢晉春秋,1,author-prefix-stripped,1
御定子史精華,九州春秋,1,exact,1
御定子史精華,夜行,1,line-initial,1
御定子史精華,家傳,1,author-prefix-stripped,1
御定子史精華,蘇秦,1,author-prefix-stripped,1
御定子史精華,起世經,1,exact,1
御定子史精華,雜阿含經,1,bracket-note,1
御定子史精華,羯磨,1,bracket-note,1
御定子史精華,易傳,1,author-prefix-stripped,1
御定子史精華,春秋,1,classic-unheld,1
御定子史精華,宣和畫譜,1,bracket-note,1
御定子史精華,博物志,1,exact,1
御定子史精華,問神,1,author-prefix-stripped,1
御定子史精華,法言,1,author-prefix-stripped,1
御定子史精華,信陵君,1,author-prefix-stripped,1
御定子史精華,六韜,1,bracket-note,1
御定子史精華,文子,1,author-prefix-stripped,1
御定子史精華,方言,1,author-prefix-stripped,1
御定子史精華,禽經,1,bracket-note,1
御定子史精華,儒林公議,1,bracket-note,1
御定子史精華,英雄記,1,author-prefix-stripped,1
御定子史精華,釋名,1,author-prefix-stripped,1
御定淵鑑𩔖函,文獻通考,822,exact,1
御定淵鑑𩔖函,漢書,679,history-alias,1
御定淵鑑𩔖函,舊唐書,635,history-alias,1
御定淵鑑𩔖函,原詩,473,line-initial,1
御定淵鑑𩔖函,史記,438,exact,1
御定淵鑑𩔖函,春秋左氏傳,415,alias,1
御定淵鑑𩔖函,後漢書,408,exact,1
御定淵鑑𩔖函,通典,397,author-prefix-stripped,1
御定淵鑑𩔖函,晉書,371,classic-unheld,1
御定淵鑑𩔖函,三國志,363,alias,1
御定淵鑑𩔖函,禮記,359,exact,1
御定淵鑑𩔖函,淮南子,344,classic-unheld,1
御定淵鑑𩔖函,說文解字,344,alias,1
御定淵鑑𩔖函,釋名,340,exact,1
御定淵鑑𩔖函,宋史,289,exact,1
御定淵鑑𩔖函,東觀漢記,280,exact,1
御定淵鑑𩔖函,爾雅,277,classic-unheld,1
御定淵鑑𩔖函,莊子,260,classic-unheld,1
御定淵鑑𩔖函,周禮,234,classic-unheld,1
御定淵鑑𩔖函,冊府元龜,222,exact,1
御定淵鑑𩔖函,宋書,220,history-alias,1
御定淵鑑𩔖函,拾遺記,208,author-prefix-stripped,1
御定淵鑑𩔖函,山堂肆考,204,exact,1
御定淵鑑𩔖函,詩經,195,alias-unheld,1
御定淵鑑𩔖函,山海經,187,exact,1
御定淵鑑𩔖函,世説新語,183,alias,1
御定淵鑑𩔖函,魏書,175,exact,1
御定淵鑑𩔖函,抱朴子,164,exact,1
御定淵鑑𩔖函,南史,162,classic-unheld,1
御定淵鑑𩔖函,元史,146,exact,1
御定淵鑑𩔖函,南齊書,143,history-alias,1
御定淵鑑𩔖函,玉海,142,exact,1
御定淵鑑𩔖函,韓非子,142,alias,1
御定淵鑑𩔖函,説苑,140,exact,1
御定淵鑑𩔖函,尚書,139,exact,1
御定淵鑑𩔖函,酉陽雜俎,137,author-prefix-stripped,1
御定淵鑑𩔖函,博物志,128,exact,1
御定淵鑑𩔖函,周書,126,exact,1
御定淵鑑𩔖函,西京雜記,126,exact,1
御定淵鑑𩔖函,續漢書,122,exact,1
御定淵鑑𩔖函,隋書,117,exact,1
御定淵鑑𩔖函,梁書,115,classic-unheld,1
御定淵鑑𩔖函,吕氏春秋,113,exact,1
御定淵鑑𩔖函,管子,112,exact,1
御定淵鑑𩔖函,列子,110,exact,1
御定淵鑑𩔖函,水經注,109,author-prefix-stripped,1
御定淵鑑𩔖函,風俗通義,107,alias,1
御定淵鑑𩔖函,家語,105,exact,1
御定淵鑑𩔖函,天中記,104,exact,1
御定淵鑑𩔖函,異苑,102,exact,1
御定淵鑑𩔖函,古今注,102,author-prefix-stripped,1
御定淵鑑𩔖函,白虎通,100,exact,1
御定淵鑑𩔖函,北史,92,classic-unheld,1
御定淵鑑𩔖函,廣雅,91,exact,1
御定淵鑑𩔖函,帝王世紀,90,exact,1
御定淵鑑𩔖函,論衡,89,exact,1
御定淵鑑𩔖函,韓詩外傳,89,exact,1
御定淵鑑𩔖函,戰國策,83,exact,1
御定淵鑑𩔖函,荀子,83,history-alias,1
御定淵鑑𩔖函,述異記,82,exact,1
御定淵鑑𩔖函,國語,78,exact,1
御定淵鑑𩔖函,金史,77,exact,1
御定淵鑑𩔖函,神仙傳,76,author-prefix-stripped,1
御定淵鑑𩔖函,論語,73,exact,1
御定淵鑑𩔖函,列仙傳,73,exact,1
御定淵鑑𩔖函,楚辭,70,exact,1
御定淵鑑𩔖函,尸子,69,exact,1
御定淵鑑𩔖函,大戴禮記,67,history-alias,1
御定淵鑑𩔖函,老子,66,exact,1
御定淵鑑𩔖函,方言,66,exact,1
御定淵鑑𩔖函,埤雅,65,exact,1
御定淵鑑𩔖函,呂氏春秋,64,exact,1
御定淵鑑𩔖函,孟子,61,classic-unheld,1
御定淵鑑𩔖函,北齊書,60,classic-unheld,1
御定淵鑑𩔖函,文子,59,exact,1
御定淵鑑𩔖函,搜神記,58,exact,1
御定淵鑑𩔖函,酉陽雜爼,57,exact,1
御定淵鑑𩔖函,記纂淵海,57,exact,1
御定淵鑑𩔖函,列女傳,55,exact,1
御定淵鑑𩔖函,尚書大傳,53,exact,1
御定淵鑑𩔖函,新唐書,52,exact,1
御定淵鑑𩔖函,墨子,51,exact,1
御定淵鑑𩔖函,遼史,48,exact,1
御定淵鑑𩔖函,初學記,48,exact,1
御定淵鑑𩔖函,華陽國志,48,author-prefix-stripped,1
御定淵鑑𩔖函,穆天子傳,48,exact,1
御定淵鑑𩔖函,六韜,46,exact,1
御定淵鑑𩔖函,神異經,46,exact,1
御定淵鑑𩔖函,書傳,46,author-prefix-stripped,1
御定淵鑑𩔖函,太平御覽,42,exact,1
御定淵鑑𩔖函,孔叢子,41,exact,1
御定淵鑑𩔖函,鄴中記,41,author-prefix-stripped,1
御定淵鑑𩔖函,方輿勝覽,41,exact,1
御定淵鑑𩔖函,翰苑新書,39,exact,1
御定淵鑑𩔖函,新論,39,author-prefix-stripped,1
御定淵鑑𩔖函,漢武故事,38,exact,1
御定淵鑑𩔖函,新序,38,exact,1
御定淵鑑𩔖函,詩序,38,author-prefix-stripped,1
御定淵鑑𩔖函,鹽鐵論,37,exact,1
御定淵鑑𩔖函,洞冥記,35,exact,1
御定淵鑑𩔖函,陳書,35,exact,1
御定淵鑑𩔖函,廣州記,35,exact,1
御定淵鑑𩔖函,物理論,34,exact,1
御定淵鑑𩔖函,朝野僉載,34,exact,1
御定淵鑑𩔖函,周易,32,classic-unheld,1
御定淵鑑𩔖函,春秋繁露,31,exact,1
御定淵鑑𩔖函,晉陽秋,31,exact,1
御定淵鑑𩔖函,蜀都賦,29,author-prefix-stripped,1
御定淵鑑𩔖函,春秋公羊傳,28,alias,1
御定淵鑑𩔖函,離騷,28,exact,1
御定淵鑑𩔖函,易林,27,author-prefix-stripped,1
御定淵鑑𩔖函,爾雅翼,27,exact,1
御定淵鑑𩔖函,金樓子,26,exact,1
御定淵鑑𩔖函,名山藏,26,exact,1
御定淵鑑𩔖函,四民月令,26,author-prefix-stripped,1
御定淵鑑𩔖函,夢溪筆談,26,exact,1
御定淵鑑𩔖函,清異録,26,exact,1
御定淵鑑𩔖函,獨斷,25,author-prefix-stripped,1
御定淵鑑𩔖函,兵法,24,line-initial,1
御定淵鑑𩔖函,東都事略,24,exact,1
御定淵鑑𩔖函,漢官儀,23,alias-unheld,1
御定淵鑑𩔖函,家傳,23,author-prefix-stripped,1
御定淵鑑𩔖函,孫子,23,exact,1
御定淵鑑𩔖函,南康記,23,author-prefix-stripped,1
御定淵鑑𩔖函,樂書,23,author-prefix-stripped,1
御定淵鑑𩔖函,宣室志,22,exact,1
御定淵鑑𩔖函,晏子春秋,22,exact,1
御定淵鑑𩔖函,三秦記,22,exact,1
御定淵鑑𩔖函,輟耕録,22,exact,1
御定淵鑑𩔖函,西京賦,21,author-prefix-stripped,1
御定淵鑑𩔖函,傅子,21,exact,1
御定淵鑑𩔖函,英雄記,21,exact,1
御定淵鑑𩔖函,郭子,21,exact,1
御定淵鑑𩔖函,世本,21,exact,1
御定淵鑑𩔖函,法言,21,author-prefix-stripped,1
御定淵鑑𩔖函,水經,21,exact,1
御定淵鑑𩔖函,新書,20,author-prefix-stripped,1
御定淵鑑𩔖函,南部新書,20,exact,1
御定淵鑑𩔖函,顔氏家訓,20,exact,1
御定淵鑑𩔖函,禽經,20,author-prefix-stripped,1
御定淵鑑𩔖函,馬詩,20,author-prefix-stripped,1
御定淵鑑𩔖函,廬山記,19,author-prefix-stripped,1
御定淵鑑𩔖函,范子計然,19,exact,1
御定淵鑑𩔖函,儀禮,19,classic-unheld,1
御定淵鑑𩔖函,尉繚子,18,exact,1
御定淵鑑𩔖函,琴操,18,exact,1
御定淵鑑𩔖函,法書要録,18,exact,1
御定淵鑑𩔖函,洛陽記,18,exact,1
御定淵鑑𩔖函,通志,17,exact,1
御定淵鑑𩔖函,續博物志,17,exact,1
御定淵鑑𩔖函,交州記,17,author-prefix-stripped,1
御定淵鑑𩔖函,晉紀,17,author-prefix-stripped,1
御定淵鑑𩔖函,雜詩,17,author-prefix-stripped,1
御定淵鑑𩔖函,東京賦,17,author-prefix-stripped,1
御定淵鑑𩔖函,真誥,16,exact,1
御定淵鑑𩔖函,鶡冠子,16,exact,1
御定淵鑑𩔖函,孝經,16,classic-unheld,1
御定淵鑑𩔖函,宣和書譜,16,exact,1
御定淵鑑𩔖函,江賦,16,author-prefix-stripped,1
御定淵鑑𩔖函,連珠,15,author-prefix-stripped,1
御定淵鑑𩔖函,古史考,15,exact,1
御定淵鑑𩔖函,新語,14,author-prefix-stripped,1
御定淵鑑𩔖函,唐新語,14,author-prefix-stripped,1
御定淵鑑𩔖函,資治通鑑,14,exact,1
御定淵鑑𩔖函,潛夫論,14,exact,1
御定淵鑑𩔖函,司馬法,14,exact,1
御定淵鑑𩔖函,尹文子,14,exact,1
御定淵鑑𩔖函,續齊諧記,14,exact,1
御定淵鑑𩔖函,人物志,14,exact,1
御定淵鑑𩔖函,續晉陽秋,13,exact,1
御定淵鑑𩔖函,西都賦,13,author-prefix-stripped,1
御定淵鑑𩔖函,海録碎事,13,exact,1
御定淵鑑𩔖函,十國春秋,13,author-prefix-stripped,1
御定淵鑑𩔖函,墨客揮犀,13,exact,1
御定淵鑑𩔖函,易傳,12,author-prefix-stripped,1
御定淵鑑𩔖函,談藪,12,exact,1
御定淵鑑𩔖函,夷堅志,12,exact,1
御定淵鑑𩔖函,錦繡萬花谷,12,exact,1
御定淵鑑𩔖函,杜陽雜編,12,exact,1
御定淵鑑𩔖函,東坡志林,12,exact,1
御定淵鑑𩔖函,北夢瑣言,12,exact,1
御定淵鑑𩔖函,太𤣥經,11,exact,1
御定淵鑑𩔖函,春秋穀梁傳,11,alias-unheld,1
御定淵鑑𩔖函,談苑,11,exact,1
