edition,testament,book,chapter,unit,file,verses,chars,source_url
委辦,新約,馬太福音,14,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬太福音/第十四章.txt,36,578,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬太福音
委辦,新約,馬太福音,15,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬太福音/第十五章.txt,39,717,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬太福音
委辦,新約,馬太福音,16,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬太福音/第十六章.txt,28,660,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬太福音
委辦,新約,馬太福音,17,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬太福音/第十七章.txt,27,608,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬太福音
委辦,新約,馬太福音,18,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬太福音/第十八章.txt,35,742,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬太福音
委辦,新約,馬太福音,19,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬太福音/第十九章.txt,30,636,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬太福音
委辦,新約,馬太福音,20,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬太福音/第二十章.txt,34,711,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬太福音
委辦,新約,馬太福音,21,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬太福音/第二十一章.txt,46,1036,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬太福音
委辦,新約,馬太福音,22,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬太福音/第二十二章.txt,46,819,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬太福音
委辦,新約,馬太福音,23,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬太福音/第二十三章.txt,39,963,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬太福音
委辦,新約,馬太福音,24,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬太福音/第二十四章.txt,51,924,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬太福音
委辦,新約,馬太福音,25,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬太福音/第二十五章.txt,46,918,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬太福音
委辦,新約,馬太福音,26,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬太福音/第二十六章.txt,75,1562,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬太福音
委辦,新約,馬太福音,27,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬太福音/第二十七章.txt,66,1310,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬太福音
委辦,新約,馬太福音,28,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬太福音/第二十八章.txt,20,402,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬太福音
委辦,新約,馬可福音,1,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬可福音/第一章.txt,45,826,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬可福音
委辦,新約,馬可福音,2,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬可福音/第二章.txt,28,656,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬可福音
委辦,新約,馬可福音,3,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬可福音/第三章.txt,35,639,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬可福音
委辦,新約,馬可福音,4,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬可福音/第四章.txt,41,759,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬可福音
委辦,新約,馬可福音,5,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬可福音/第五章.txt,43,744,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬可福音
委辦,新約,馬可福音,6,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬可福音/第六章.txt,56,1122,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬可福音
委辦,新約,馬可福音,7,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬可福音/第七章.txt,37,780,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬可福音
委辦,新約,馬可福音,8,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬可福音/第八章.txt,38,729,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬可福音
委辦,新約,馬可福音,9,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬可福音/第九章.txt,50,1093,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬可福音
委辦,新約,馬可福音,10,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬可福音/第十章.txt,52,1087,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬可福音
委辦,新約,馬可福音,11,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬可福音/第十一章.txt,33,685,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬可福音
委辦,新約,馬可福音,12,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬可福音/第十二章.txt,44,1018,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬可福音
委辦,新約,馬可福音,13,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬可福音/第十三章.txt,37,770,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬可福音
委辦,新約,馬可福音,14,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬可福音/第十四章.txt,72,1508,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬可福音
委辦,新約,馬可福音,15,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬可福音/第十五章.txt,47,911,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬可福音
委辦,新約,馬可福音,16,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/馬可福音/第十六章.txt,20,421,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/馬可福音
委辦,新約,路加福音,1,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第一章.txt,80,1380,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,2,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第二章.txt,52,967,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,3,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第三章.txt,38,1029,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,4,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第四章.txt,44,877,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,5,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第五章.txt,39,858,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,6,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第六章.txt,49,1145,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,7,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第七章.txt,50,1125,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,8,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第八章.txt,56,1273,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,9,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第九章.txt,62,1334,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,10,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第十章.txt,42,959,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,11,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第十一章.txt,54,1300,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,12,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第十二章.txt,59,1267,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,13,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第十三章.txt,35,815,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,14,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第十四章.txt,35,690,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,15,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第十五章.txt,32,604,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,16,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第十六章.txt,31,737,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,17,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第十七章.txt,37,662,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,18,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第十八章.txt,43,827,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,19,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第十九章.txt,48,881,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,20,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第二十章.txt,47,930,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,21,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第二十一章.txt,38,683,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,22,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第二十二章.txt,71,1269,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,23,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第二十三章.txt,56,1059,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,路加福音,24,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/路加福音/第二十四章.txt,53,894,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/路加福音
委辦,新約,約翰福音,1,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/約翰福音/第一章.txt,51,1060,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/約翰福音
委辦,新約,約翰福音,2,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/約翰福音/第二章.txt,25,468,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/約翰福音
委辦,新約,約翰福音,3,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/約翰福音/第三章.txt,36,728,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/約翰福音
委辦,新約,約翰福音,4,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/約翰福音/第四章.txt,54,1036,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/約翰福音
委辦,新約,約翰福音,5,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/約翰福音/第五章.txt,47,901,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/約翰福音
委辦,新約,約翰福音,6,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/約翰福音/第六章.txt,71,1357,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/約翰福音
委辦,新約,約翰福音,7,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/約翰福音/第七章.txt,52,985,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/約翰福音
委辦,新約,約翰福音,8,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/約翰福音/第八章.txt,59,1293,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/約翰福音
委辦,新約,約翰福音,9,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/約翰福音/第九章.txt,41,825,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/約翰福音
委辦,新約,約翰福音,10,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/約翰福音/第十章.txt,42,763,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/約翰福音
委辦,新約,約翰福音,11,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/約翰福音/第十一章.txt,57,1095,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/約翰福音
委辦,新約,約翰福音,12,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/約翰福音/第十二章.txt,50,1043,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/約翰福音
委辦,新約,約翰福音,13,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/約翰福音/第十三章.txt,38,793,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/約翰福音
委辦,新約,約翰福音,14,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/約翰福音/第十四章.txt,31,736,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/約翰福音
委辦,新約,約翰福音,15,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/約翰福音/第十五章.txt,27,560,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/約翰福音
委辦,新約,約翰福音,16,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/約翰福音/第十六章.txt,33,704,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/約翰福音
委辦,新約,約翰福音,17,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/約翰福音/第十七章.txt,26,635,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/約翰福音
委辦,新約,約翰福音,18,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/約翰福音/第十八章.txt,40,945,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/約翰福音
委辦,新約,約翰福音,19,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/約翰福音/第十九章.txt,42,1042,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/約翰福音
委辦,新約,約翰福音,20,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/約翰福音/第二十章.txt,31,679,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/約翰福音
委辦,新約,約翰福音,21,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/約翰福音/第二十一章.txt,25,659,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/約翰福音
委辦,新約,使徒行傳,1,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第一章.txt,26,636,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,2,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第二章.txt,47,1039,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,3,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第三章.txt,26,607,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,4,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第四章.txt,37,805,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,5,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第五章.txt,42,909,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,6,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第六章.txt,15,382,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,7,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第七章.txt,60,1385,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,8,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第八章.txt,40,838,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,9,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第九章.txt,43,994,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,10,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第十章.txt,48,1043,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,11,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第十一章.txt,30,655,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,12,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第十二章.txt,25,572,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,13,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第十三章.txt,52,1236,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,14,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第十四章.txt,28,622,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,15,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第十五章.txt,41,937,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,16,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第十六章.txt,40,878,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,17,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第十七章.txt,34,925,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,18,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第十八章.txt,28,727,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,19,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第十九章.txt,41,967,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,20,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第二十章.txt,38,902,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,21,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第二十一章.txt,40,963,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,22,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第二十二章.txt,30,695,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,23,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第二十三章.txt,35,831,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,24,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第二十四章.txt,27,631,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,25,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第二十五章.txt,27,717,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,26,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第二十六章.txt,32,813,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,27,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第二十七章.txt,44,886,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,使徒行傳,28,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/使徒行傳/第二十八章.txt,31,716,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/使徒行傳
委辦,新約,羅馬人書,1,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/羅馬人書/第一章.txt,31,799,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/羅馬人書
委辦,新約,羅馬人書,2,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/羅馬人書/第二章.txt,29,625,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/羅馬人書
委辦,新約,羅馬人書,3,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/羅馬人書/第三章.txt,31,659,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/羅馬人書
委辦,新約,羅馬人書,4,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/羅馬人書/第四章.txt,25,642,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/羅馬人書
委辦,新約,羅馬人書,5,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/羅馬人書/第五章.txt,21,529,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/羅馬人書
委辦,新約,羅馬人書,6,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/羅馬人書/第六章.txt,23,519,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/羅馬人書
委辦,新約,羅馬人書,7,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/羅馬人書/第七章.txt,25,562,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/羅馬人書
委辦,新約,羅馬人書,8,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/羅馬人書/第八章.txt,38,870,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/羅馬人書
委辦,新約,羅馬人書,9,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/羅馬人書/第九章.txt,33,790,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/羅馬人書
委辦,新約,羅馬人書,10,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/羅馬人書/第十章.txt,21,493,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/羅馬人書
委辦,新約,羅馬人書,11,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/羅馬人書/第十一章.txt,36,831,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/羅馬人書
委辦,新約,羅馬人書,12,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/羅馬人書/第十二章.txt,21,379,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/羅馬人書
委辦,新約,羅馬人書,13,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/羅馬人書/第十三章.txt,14,355,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/羅馬人書
委辦,新約,羅馬人書,14,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/羅馬人書/第十四章.txt,23,500,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/羅馬人書
委辦,新約,羅馬人書,15,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/羅馬人書/第十五章.txt,32,756,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/羅馬人書
委辦,新約,羅馬人書,16,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/羅馬人書/第十六章.txt,26,644,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/羅馬人書
委辦,新約,哥林多前書,1,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/哥林多前書/第一章.txt,31,741,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/哥林多前書
委辦,新約,哥林多前書,2,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/哥林多前書/第二章.txt,16,372,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/哥林多前書
委辦,新約,哥林多前書,3,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/哥林多前書/第三章.txt,23,472,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/哥林多前書
委辦,新約,哥林多前書,4,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/哥林多前書/第四章.txt,21,484,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/哥林多前書
委辦,新約,哥林多前書,5,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/哥林多前書/第五章.txt,13,339,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/哥林多前書
委辦,新約,哥林多前書,6,章,中國漢文/clean/清朝/大清/聖經 (委辦譯本)/新約/哥林多前書/第六章.txt,20,447,https://zh.wikisource.org/wiki/聖經_(委辦譯本或稱代表譯本)/哥林多前書
