corpus_root,grouping,work,author,times,pages,chars,empty_pages,min_juan,max_juan,gaps,src
中國漢文,元朝,小瀛洲記,,,1,510,0,1,1,0,index_元朝.csv
中國漢文,元朝,小獵,,,1,61,0,1,1,0,index_元朝.csv
中國漢文,元朝,小獵詩,,,1,177,0,1,1,0,index_元朝.csv
中國漢文,元朝,小隐園擬樂天,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,少年行 (耶律鑄),,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,尚志齋記,,,1,446,0,1,1,0,index_元朝.csv
中國漢文,元朝,尚志齋記 (有辭),,,1,528,0,1,1,0,index_元朝.csv
中國漢文,元朝,局方發揮,,,1,14979,0,1,1,0,index_元朝.csv
中國漢文,元朝,居家必用事類全集,,,1,38,0,1,1,0,index_元朝.csv
中國漢文,元朝,居庸闗 (耶律鑄),,,1,91,0,1,1,0,index_元朝.csv
中國漢文,元朝,層樓,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,層樓感舊,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,山中 (潘伯修),,,1,78,0,1,1,0,index_元朝.csv
中國漢文,元朝,山中懷友六首,,,1,369,0,1,1,0,index_元朝.csv
中國漢文,元朝,山中答客問,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,山坡羊,,,2,682,0,1,2,0,index_元朝.csv
中國漢文,元朝,山坡羊 (張養浩),,,1,180,0,1,1,0,index_元朝.csv
中國漢文,元朝,山坡羊 (曾瑞),,,1,888,0,1,1,0,index_元朝.csv
中國漢文,元朝,山坡羊 潼關懷古,,,1,94,0,1,1,0,index_元朝.csv
中國漢文,元朝,山坡羊 道情,,,1,94,0,1,1,0,index_元朝.csv
中國漢文,元朝,山坡羊 驪山懷古,,,1,107,0,1,1,0,index_元朝.csv
中國漢文,元朝,山居新話,,,6,23674,0,1,6,0,index_元朝.csv
中國漢文,元朝,山居新語,,,1,23506,0,1,1,0,index_元朝.csv
中國漢文,元朝,山市吟,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,山房隨筆,,,1,7176,0,1,1,0,index_元朝.csv
中國漢文,元朝,山東勾龍瀛英孺,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,山臺,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,岳墳行,,,1,238,0,1,1,0,index_元朝.csv
中國漢文,元朝,岳武穆,,,1,32,0,1,1,0,index_元朝.csv
中國漢文,元朝,岳武穆王墓,,,1,128,0,1,1,0,index_元朝.csv
中國漢文,元朝,岳武穆祠 (張憲),,,1,48,0,1,1,0,index_元朝.csv
中國漢文,元朝,岳武穆精忠廟,,,1,48,0,1,1,0,index_元朝.csv
中國漢文,元朝,岳王墓 (柯九思),,,1,64,0,1,1,0,index_元朝.csv
中國漢文,元朝,岳王廟 (鄭元祐),,,1,32,0,1,1,0,index_元朝.csv
中國漢文,元朝,岳王廟二首,,,1,131,0,1,1,0,index_元朝.csv
中國漢文,元朝,岳王祠,,,1,64,0,1,1,0,index_元朝.csv
中國漢文,元朝,岳臺懐古,,,1,107,0,1,1,0,index_元朝.csv
中國漢文,元朝,岳顎王墳上作,,,1,64,0,1,1,0,index_元朝.csv
中國漢文,元朝,岳飛墓次劉治中韻,,,1,65,0,1,1,0,index_元朝.csv
中國漢文,元朝,岳飛墓次吳府判韻,,,1,65,0,1,1,0,index_元朝.csv
中國漢文,元朝,島夷誌略,,,1,21132,0,1,1,0,index_元朝.csv
中國漢文,元朝,崇奉聖旨碑,,,1,431,0,1,1,0,index_元朝.csv
中國漢文,元朝,席上 (耶律鑄),,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,席上和光祖上僉事壽詩韻,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,席上腐談,,,1,22141,0,1,1,0,index_元朝.csv
中國漢文,元朝,帶將來,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,常州分省席上,,,1,147,0,1,1,0,index_元朝.csv
中國漢文,元朝,常州江陰再失無錫告警病中自鴻山將遷海上,,,1,89,0,1,1,0,index_元朝.csv
中國漢文,元朝,常氏雲斎詩序,,,1,465,0,1,1,0,index_元朝.csv
中國漢文,元朝,常湖等處茶園都提舉司記,,,1,671,0,1,1,0,index_元朝.csv
中國漢文,元朝,平南將,,,1,130,0,1,1,0,index_元朝.csv
中國漢文,元朝,平宋錄,,,4,18100,0,1,4,0,index_元朝.csv
中國漢文,元朝,平川幽居二首,,,1,145,0,1,1,0,index_元朝.csv
中國漢文,元朝,平望驛道,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,平江路常熟州知州王公善政記,,,1,353,0,1,1,0,index_元朝.csv
中國漢文,元朝,幽懷久不寫,,,1,939,0,1,1,0,index_元朝.csv
中國漢文,元朝,庚申嵗夏囙六盤之變嘗與巴特瑪其名者質諸天日約分二道邀擊西師頃聞其人為敵謀将遂賦此為食言者之戒,,,1,114,0,1,1,0,index_元朝.csv
中國漢文,元朝,庚辰元旦,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,度嶺輿至崇安命棹建溪,,,1,523,0,1,1,0,index_元朝.csv
中國漢文,元朝,度閩關,,,1,159,0,1,1,0,index_元朝.csv
中國漢文,元朝,庭州,,,1,175,0,1,1,0,index_元朝.csv
中國漢文,元朝,庶齋老學叢談,,,4,32286,0,1,4,0,index_元朝.csv
中國漢文,元朝,康桂華府君墓表處士,,,1,758,0,1,1,0,index_元朝.csv
中國漢文,元朝,廣平馬懷素寓居姑蘇雨中見過,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,廣東僉憲去惡碑,,,1,1000,0,1,1,0,index_元朝.csv
中國漢文,元朝,廣東僉憲張公生祠記,,,1,1235,0,1,1,0,index_元朝.csv
中國漢文,元朝,廣東宣慰司同知德政碑,,,1,1276,0,1,1,0,index_元朝.csv
中國漢文,元朝,廬山蓮宗寶鑑,,,10,68789,0,1,10,0,index_元朝.csv
中國漢文,元朝,建康層樓,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,建德路重修兜率寺記,,,1,960,0,1,1,0,index_元朝.csv
中國漢文,元朝,建德道中,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,廻飛狐,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,弔岳武穆文,,,1,312,0,1,1,0,index_元朝.csv
中國漢文,元朝,弔王文從之終於泰山,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,弔脫脫丞相,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,張先生南歸序,,,1,407,0,1,1,0,index_元朝.csv
中國漢文,元朝,張北山和陶集序,,,1,490,0,1,1,0,index_元朝.csv
中國漢文,元朝,張文獻公祠堂記,,,1,669,0,1,1,0,index_元朝.csv
中國漢文,元朝,張氏瑞蘭記,,,1,391,0,1,1,0,index_元朝.csv
中國漢文,元朝,張載集,,,1,1286,0,1,1,0,index_元朝.csv
中國漢文,元朝,彭城懷古二首 (洪焱祖),,,1,153,0,1,1,0,index_元朝.csv
中國漢文,元朝,彭城雜詠呈廉公亮僉事,,,1,213,0,1,1,0,index_元朝.csv
中國漢文,元朝,彰所知論,,,1,18577,0,1,1,0,index_元朝.csv
中國漢文,元朝,往敭名開化二鄉掩骼,,,1,203,0,1,1,0,index_元朝.csv
中國漢文,元朝,征婦怨 (耶律鑄),,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,征婦怨 (薩都剌),,,1,335,0,1,1,0,index_元朝.csv
中國漢文,元朝,後凱歌詞九首,,,18,2660,0,1,18,0,index_元朝.csv
中國漢文,元朝,後凱歌詞九首 (至元丙子冬西北藩王弄邊明年春詔大將征之),,,1,619,0,1,1,0,index_元朝.csv
中國漢文,元朝,後凱歌詞九首 (詔發諸軍有事於朔方也),,,1,1595,0,1,1,0,index_元朝.csv
中國漢文,元朝,後出塞,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,後無題,,,1,393,0,1,1,0,index_元朝.csv
中國漢文,元朝,後突厥三䑓,,,1,127,0,1,1,0,index_元朝.csv
中國漢文,元朝,後騎吹曲詞九首,,,9,723,0,1,9,0,index_元朝.csv
中國漢文,元朝,徐仙翰藻,,,14,87328,0,1,14,0,index_元朝.csv
中國漢文,元朝,得兒掖書時戊申歲,,,1,89,0,1,1,0,index_元朝.csv
中國漢文,元朝,得雲齋所遺竹箭因以此寄時雲齋南遊未回,,,1,82,0,1,1,0,index_元朝.csv
中國漢文,元朝,從渙然覔紙,,,1,136,0,1,1,0,index_元朝.csv
中國漢文,元朝,御牀,,,1,95,0,1,1,0,index_元朝.csv
中國漢文,元朝,復劉龍洲墓,,,1,197,0,1,1,0,index_元朝.csv
中國漢文,元朝,復次前韻柬龍江上人,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,復次趙虎巖元韻,,,1,113,0,1,1,0,index_元朝.csv
中國漢文,元朝,復次過玉泉詩韻四首,,,1,177,0,1,1,0,index_元朝.csv
中國漢文,元朝,德勝樂二首,,,1,85,0,1,1,0,index_元朝.csv
中國漢文,元朝,德林堂記,,,1,442,0,1,1,0,index_元朝.csv
中國漢文,元朝,德泉銘,,,1,459,0,1,1,0,index_元朝.csv
中國漢文,元朝,心樂齋志,,,1,471,0,1,1,0,index_元朝.csv
中國漢文,元朝,忍經,,,1,14062,0,1,1,0,index_元朝.csv
中國漢文,元朝,悅親堂記,,,1,542,0,1,1,0,index_元朝.csv
中國漢文,元朝,悲建紹,,,1,102,0,1,1,0,index_元朝.csv
中國漢文,元朝,悲苦行,,,1,319,0,1,1,0,index_元朝.csv
中國漢文,元朝,悼亡 (楊弘道),,,1,257,0,1,1,0,index_元朝.csv
中國漢文,元朝,悼止齋王先生,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,惜别 (耶律鑄),,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,惜花御史,,,1,114,0,1,1,0,index_元朝.csv
中國漢文,元朝,惟實集,,,7,45801,0,1,7,0,index_元朝.csv
中國漢文,元朝,惠安禪寺重興記,,,1,723,0,1,1,0,index_元朝.csv
中國漢文,元朝,感兴诗,,,1,34,0,1,1,0,index_元朝.csv
中國漢文,元朝,感懷 (耶律鑄),,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,慶紹海運千戶所記,,,1,592,0,1,1,0,index_元朝.csv
中國漢文,元朝,憩奉真道院,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,憫飢民,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,憶大人領省二首,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,憶尊大人領省二首,,,1,106,0,1,1,0,index_元朝.csv
中國漢文,元朝,憶李東軒,,,1,134,0,1,1,0,index_元朝.csv
中國漢文,元朝,憶秦娥 (耶律鑄),,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,憶雙溪,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,應教題梅,,,1,108,0,1,1,0,index_元朝.csv
中國漢文,元朝,懐春怨,,,1,85,0,1,1,0,index_元朝.csv
中國漢文,元朝,懷曹通甫,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,懷李舜卿,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,懷舜卿,,,1,61,0,1,1,0,index_元朝.csv
中國漢文,元朝,懷趙虎巖吕龍山,,,1,61,0,1,1,0,index_元朝.csv
中國漢文,元朝,懷馬文郁御史靳惟正同知兼簡陸公敘薛孟式,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,懷髙敞,,,1,61,0,1,1,0,index_元朝.csv
中國漢文,元朝,戊午冬十一月二十八日過閬州楊氏獻小桃十二月二日又獻杏花,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,戊申己酉北中大風,,,1,146,0,1,1,0,index_元朝.csv
中國漢文,元朝,我儂詞,,,1,98,0,1,1,0,index_元朝.csv
中國漢文,元朝,戯書太極宫舊碑隂,,,1,155,0,1,1,0,index_元朝.csv
中國漢文,元朝,戯詠花鳥名,,,1,179,0,1,1,0,index_元朝.csv
中國漢文,元朝,戰三封,,,1,238,0,1,1,0,index_元朝.csv
中國漢文,元朝,戰國策 (士禮居叢書本),,,2,2563,0,1,2,0,index_元朝.csv
中國漢文,元朝,戰城南 (耶律鑄),,,1,386,0,1,1,0,index_元朝.csv
中國漢文,元朝,戰扼狐,,,1,262,0,1,1,0,index_元朝.csv
中國漢文,元朝,戰沙陀,,,1,77,0,1,1,0,index_元朝.csv
中國漢文,元朝,戱題所賦芍藥花辭,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,戲友人,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,戲答游麟之,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,戲諸公省集,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,戲贈隠士劉仲明,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,戲題與牡丹同名芍葯,,,1,137,0,1,1,0,index_元朝.csv
中國漢文,元朝,所思 (耶律鑄),,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,扁舟,,,1,89,0,1,1,0,index_元朝.csv
中國漢文,元朝,扁鵲神應針灸玉龍經,,,1,24200,0,1,1,0,index_元朝.csv
中國漢文,元朝,投宿龍潭道林寺,,,1,89,0,1,1,0,index_元朝.csv
中國漢文,元朝,投鄧州節副劉光甫祖謙,,,1,213,0,1,1,0,index_元朝.csv
中國漢文,元朝,折桂令,,,2,207,0,1,2,0,index_元朝.csv
中國漢文,元朝,抵楚门,,,1,70,0,1,1,0,index_元朝.csv
中國漢文,元朝,抹撚氏注道德經序,,,1,485,0,1,1,0,index_元朝.csv
中國漢文,元朝,拊掌錄,,,1,4934,0,1,1,0,index_元朝.csv
中國漢文,元朝,拒馬河,,,1,88,0,1,1,0,index_元朝.csv
中國漢文,元朝,招隱首山分韻得生字,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,拜岳顎王墓,,,1,48,0,1,1,0,index_元朝.csv
中國漢文,元朝,拜書尊大人領省甕山原塋域寢園之壁,,,1,259,0,1,1,0,index_元朝.csv
中國漢文,元朝,挽吳孟思,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,挽皇太子詞,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,採荷調并序,,,1,340,0,1,1,0,index_元朝.csv
中國漢文,元朝,採蓮曲 (耶律鑄),,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,摘阮行呈吕西岡,,,1,287,0,1,1,0,index_元朝.csv
中國漢文,元朝,擁爐夜酌嘲張友寄詩謝,,,1,107,0,1,1,0,index_元朝.csv
中國漢文,元朝,擬古七首,,,1,390,0,1,1,0,index_元朝.csv
中國漢文,元朝,擬回文二首,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,擬孟郊古怨,,,1,61,0,1,1,0,index_元朝.csv
中國漢文,元朝,擬西崑體後閣,,,1,89,0,1,1,0,index_元朝.csv
中國漢文,元朝,擬詠落梅,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,擬賦岳顎王墓,,,1,64,0,1,1,0,index_元朝.csv
中國漢文,元朝,擬賦岳顎王墓再二首,,,1,129,0,1,1,0,index_元朝.csv
中國漢文,元朝,攣跛中雜興,,,1,192,0,1,1,0,index_元朝.csv
中國漢文,元朝,放鴈詞,,,1,189,0,1,1,0,index_元朝.csv
中國漢文,元朝,故南臺侍御史周公挽辭,,,1,523,0,1,1,0,index_元朝.csv
中國漢文,元朝,故宫對雪三首,,,1,143,0,1,1,0,index_元朝.csv
中國漢文,元朝,故處士倪君墓誌銘,,,1,742,0,1,1,0,index_元朝.csv
中國漢文,元朝,故處士馮君墓誌銘,,,1,517,0,1,1,0,index_元朝.csv
中國漢文,元朝,敕修百丈清规,,,8,73944,0,1,8,0,index_元朝.csv
中國漢文,元朝,敬題諭淮安朱安撫詔後,,,1,175,0,1,1,0,index_元朝.csv
中國漢文,元朝,敬齋古今黈,,,11,92177,0,1,11,0,index_元朝.csv
中國漢文,元朝,文丞相傳,,,1,7530,0,1,1,0,index_元朝.csv
中國漢文,元朝,文天祥傳,,,1,3970,0,1,1,0,index_元朝.csv
中國漢文,元朝,文獻通考,,,347,1973749,186,1,347,0,index_元朝.csv
中國漢文,元朝,新建瑞金譙樓記,,,1,746,0,1,1,0,index_元朝.csv
中國漢文,元朝,新建都水庸田使司記,,,1,1177,0,1,1,0,index_元朝.csv
中國漢文,元朝,新月 (愛猷識理達臘),,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,新註資治通鑑序,,,1,2350,0,1,1,0,index_元朝.csv
中國漢文,元朝,新開天平水碑記,,,1,817,0,1,1,0,index_元朝.csv
中國漢文,元朝,新鷹,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,方湖別業賦,,,1,208,0,1,1,0,index_元朝.csv
中國漢文,元朝,方湖釣魚臺,,,1,81,0,1,1,0,index_元朝.csv
中國漢文,元朝,日南至,,,1,119,0,1,1,0,index_元朝.csv
中國漢文,元朝,日將出,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,日日亭午大風樹杪忽見桃花一枝,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,日聞録,,,1,10607,0,1,1,0,index_元朝.csv
中國漢文,元朝,早春宴上次髙麗入國使詩韻,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,早春歌,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,早梅 (耶律鑄),,,1,83,0,1,1,0,index_元朝.csv
中國漢文,元朝,早發清泠泉戲題行厨家僮名三老者,,,1,70,0,1,1,0,index_元朝.csv
中國漢文,元朝,早發釣臺,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,早發黃河即事,,,1,327,0,1,1,0,index_元朝.csv
中國漢文,元朝,早行 (耶律鑄),,,1,132,0,1,1,0,index_元朝.csv
中國漢文,元朝,明上人畫蘭圖,,,1,143,0,1,1,0,index_元朝.csv
中國漢文,元朝,明妃二首,,,1,113,0,1,1,0,index_元朝.csv
中國漢文,元朝,明目至寶,,,1,49592,0,1,1,0,index_元朝.csv
中國漢文,元朝,明道篇,,,1,6588,0,1,1,0,index_元朝.csv
中國漢文,元朝,春别,,,1,141,0,1,1,0,index_元朝.csv
中國漢文,元朝,春園 (耶律鑄),,,1,170,0,1,1,0,index_元朝.csv
中國漢文,元朝,春寒 (王冕),,,1,97,0,1,1,0,index_元朝.csv
中國漢文,元朝,春寒代人有寄,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,春意 (耶律鑄),,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,春懷 (耶律鑄),,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,春日即事 (客中草草過清明),,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,春日即事 (耶律鑄),,,1,97,0,1,1,0,index_元朝.csv
中國漢文,元朝,春日和林寄趙虎巖呂龍山,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,春日寄懐魏隐居邦彦,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,春日寓懐,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,春日席上次髙麗國使新安公詩韻二首,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,春日懐趙超然,,,1,89,0,1,1,0,index_元朝.csv
中國漢文,元朝,春日懷王澹逰禧伯,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,春日西園招雪庭,,,1,107,0,1,1,0,index_元朝.csv
中國漢文,元朝,春日遊玉泉道院,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,春日過丹陽石仲和宅會茅山道士石山輝,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,春日鎮陽柳溪道院,,,1,71,0,1,1,0,index_元朝.csv
中國漢文,元朝,春旱郊園諸花猶盛醉歸憇槐盖隂下,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,春晚 (耶律鑄),,,1,61,0,1,1,0,index_元朝.csv
中國漢文,元朝,春晚客懷,,,1,89,0,1,1,0,index_元朝.csv
中國漢文,元朝,春晚懐吕龍山,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,春晴極寒登池樓書事,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,春曉 (耶律鑄),,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,春曉月下觀白牡丹,,,1,89,0,1,1,0,index_元朝.csv
中國漢文,元朝,春梅 (耶律鑄),,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,春梅怨笛歌,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,春水船記,,,1,658,0,1,1,0,index_元朝.csv
中國漢文,元朝,春秋左氏傳類編序,,,1,465,0,1,1,0,index_元朝.csv
中國漢文,元朝,春秋百問序,,,1,382,0,1,1,0,index_元朝.csv
中國漢文,元朝,春自來,,,1,134,0,1,1,0,index_元朝.csv
中國漢文,元朝,春色浮山外,,,1,119,0,1,1,0,index_元朝.csv
中國漢文,元朝,春詞 (薩都剌),,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,春詞二首,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,春遊太真觀,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,春遠軒記,,,1,403,0,1,1,0,index_元朝.csv
中國漢文,元朝,春雷琴,,,1,61,0,1,1,0,index_元朝.csv
中國漢文,元朝,昭忠錄,,,1,21308,0,1,1,0,index_元朝.csv
中國漢文,元朝,晚眺 (王冕),,,1,89,0,1,1,0,index_元朝.csv
中國漢文,元朝,晚集瑤華殿,,,1,103,0,1,1,0,index_元朝.csv
中國漢文,元朝,晝臥雲際亭,,,1,89,0,1,1,0,index_元朝.csv
中國漢文,元朝,晨詣香山禪寺觀兩閣前後玉簮,,,1,71,0,1,1,0,index_元朝.csv
中國漢文,元朝,晨鷄,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,暮春登凌雲臺,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,暮春過劉氏園亭,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,暮春過故宫,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,曉上石壁灘,,,1,141,0,1,1,0,index_元朝.csv
中國漢文,元朝,曉發牛山驛,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,曉聞行宫遷居,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,曉起 (薩都剌),,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,曲延春,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,曲水遊,,,1,176,0,1,1,0,index_元朝.csv
中國漢文,元朝,書三樂軒壁,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,書後堂壁,,,1,89,0,1,1,0,index_元朝.csv
中國漢文,元朝,書烏馬沙侯德政記後,,,1,416,0,1,1,0,index_元朝.csv
中國漢文,元朝,書聲齋記,,,1,409,0,1,1,0,index_元朝.csv
中國漢文,元朝,書負蝂傳後,,,1,231,0,1,1,0,index_元朝.csv
中國漢文,元朝,書錢氏世科記後,,,1,326,0,1,1,0,index_元朝.csv
中國漢文,元朝,書齋展西墻,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,曹氏雪齋弦歌集序,,,1,529,0,1,1,0,index_元朝.csv
中國漢文,元朝,曹雲西山水,,,1,159,0,1,1,0,index_元朝.csv
中國漢文,元朝,會杜清碧,,,1,145,0,1,1,0,index_元朝.csv
中國漢文,元朝,月令七十二候集解,,,1,5939,0,1,1,0,index_元朝.csv
中國漢文,元朝,月宫遊,,,1,233,0,1,1,0,index_元朝.csv
中國漢文,元朝,月山記,,,1,390,0,1,1,0,index_元朝.csv
中國漢文,元朝,月臺雪霽,,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,有以擬卞彬禽獸決録目為請者戲為賦此,,,1,96,0,1,1,0,index_元朝.csv
中國漢文,元朝,有感 (江南古客無寸田),,,1,285,0,1,1,0,index_元朝.csv
中國漢文,元朝,有感 (王冕),,,1,145,0,1,1,0,index_元朝.csv
中國漢文,元朝,有竹人家記,,,1,523,0,1,1,0,index_元朝.csv
中國漢文,元朝,望南極,,,1,141,0,1,1,0,index_元朝.csv
中國漢文,元朝,望武夷,,,1,89,0,1,1,0,index_元朝.csv
中國漢文,元朝,望金陵,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,望雲軒記,,,1,395,0,1,1,0,index_元朝.csv
中國漢文,元朝,望鼓山,,,1,89,0,1,1,0,index_元朝.csv
中國漢文,元朝,木天禁語,,,1,5236,0,1,1,0,index_元朝.csv
中國漢文,元朝,木蘭花慢 (耶律鑄),,,1,161,0,1,1,0,index_元朝.csv
中國漢文,元朝,朱家奴阮辭,,,1,187,0,1,1,0,index_元朝.csv
中國漢文,元朝,朱明優戲序,,,1,367,0,1,1,0,index_元朝.csv
中國漢文,元朝,朱氏德厚庵記,,,1,672,0,1,1,0,index_元朝.csv
中國漢文,元朝,李仲虞詩序,,,1,446,0,1,1,0,index_元朝.csv
中國漢文,元朝,李參政倡和詩序,,,1,293,0,1,1,0,index_元朝.csv
中國漢文,元朝,李庸宮詞序,,,1,308,0,1,1,0,index_元朝.csv
中國漢文,元朝,李廷珪墨歌,,,1,231,0,1,1,0,index_元朝.csv
中國漢文,元朝,李氏全歸庵記,,,1,765,0,1,1,0,index_元朝.csv
中國漢文,元朝,村居 (王冕),,,1,89,0,1,1,0,index_元朝.csv
中國漢文,元朝,村行一篇未第時在大坂作,,,1,159,0,1,1,0,index_元朝.csv
中國漢文,元朝,杭州路重建北門迎恩館記,,,1,657,0,1,1,0,index_元朝.csv
中國漢文,元朝,杭州龍翔宮重建碑,,,1,1009,0,1,1,0,index_元朝.csv
中國漢文,元朝,東南紀聞,,,1,15405,0,1,1,0,index_元朝.csv
中國漢文,元朝,東坡詩話,,,1,18348,0,1,1,0,index_元朝.csv
中國漢文,元朝,東城李微子微,,,1,173,0,1,1,0,index_元朝.csv
中國漢文,元朝,東堂老勸破家子弟,,,1,15951,0,1,1,0,index_元朝.csv
中國漢文,元朝,東明張特立文舉,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,松室記,,,1,479,0,1,1,0,index_元朝.csv
中國漢文,元朝,松月寮記,,,1,595,0,1,1,0,index_元朝.csv
中國漢文,元朝,松聲 (耶律鑄),,,1,329,0,1,1,0,index_元朝.csv
中國漢文,元朝,松聲 (風低滿地蛟螭走),,,1,69,0,1,1,0,index_元朝.csv
中國漢文,元朝,松聲行,,,1,177,0,1,1,0,index_元朝.csv
中國漢文,元朝,松風閣記,,,1,339,0,1,1,0,index_元朝.csv
中國漢文,元朝,松齋梅譜,,,4,9671,0,1,4,0,index_元朝.csv
中國漢文,元朝,析津李惟寅舜臣 (地僻心偏遠),,,1,89,0,1,1,0,index_元朝.csv
中國漢文,元朝,析津李惟寅舜臣 (浩浩干戈裏),,,1,89,0,1,1,0,index_元朝.csv
中國漢文,元朝,枕流亭,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,林外野言,,,2,12078,0,1,2,0,index_元朝.csv
中國漢文,元朝,枯荷,,,1,105,0,1,1,0,index_元朝.csv
中國漢文,元朝,柯博士畫竹,,,1,205,0,1,1,0,index_元朝.csv
中國漢文,元朝,根本說一切有部出家授近圓羯磨儀範,,,1,11112,0,1,1,0,index_元朝.csv
中國漢文,元朝,根本說一切有部苾芻習學略法,,,1,4693,0,1,1,0,index_元朝.csv
