cited_head,citations,leishu_count,leishu
鮑昱傳,1,1,御定淵鑑𩔖函
晉書張重華傳,1,1,御定淵鑑𩔖函
晉書王諒傳,1,1,御定淵鑑𩔖函
辛憑傳,1,1,御定淵鑑𩔖函
宋書徐廣傳,1,1,御定淵鑑𩔖函
陳書岳陽王叔慎傳,1,1,御定淵鑑𩔖函
後周書令狐整傳,1,1,御定淵鑑𩔖函
隋書盧楚傳,1,1,御定淵鑑𩔖函
唐蘇世長傳,1,1,御定淵鑑𩔖函
鄭惟忠傳,1,1,御定淵鑑𩔖函
安金藏傳,1,1,御定淵鑑𩔖函
唐書顔真卿傳,1,1,御定淵鑑𩔖函
顔杲卿傳,1,1,御定淵鑑𩔖函
張廵傳,1,1,御定淵鑑𩔖函
韋處厚傳,1,1,御定淵鑑𩔖函
韓愈傳,1,1,御定淵鑑𩔖函
宋史田重進傳,1,1,御定淵鑑𩔖函
寇準傳,1,1,御定淵鑑𩔖函
乂傳,1,1,御定淵鑑𩔖函
乂以血大書衣裾,1,1,御定淵鑑𩔖函
乂以首觸柱礎流血,1,1,御定淵鑑𩔖函
乂忠節顯著上,1,1,御定淵鑑𩔖函
趙鼎傳,1,1,御定淵鑑𩔖函
金史畢資倫傳,1,1,御定淵鑑𩔖函
完顔禪華善傳,1,1,御定淵鑑𩔖函
文天祥集,1,1,御定淵鑑𩔖函
元史郭嘉傳,1,1,御定淵鑑𩔖函
喬彛傳,1,1,御定淵鑑𩔖函
巴延子中傳,1,1,御定淵鑑𩔖函
蔡子英傳,1,1,御定淵鑑𩔖函
花雲傳略,1,1,御定淵鑑𩔖函
方孝孺傳略,1,1,御定淵鑑𩔖函
鐡鉉傳略,1,1,御定淵鑑𩔖函
胡閏傳略,1,1,御定淵鑑𩔖函
景清傳略,1,1,御定淵鑑𩔖函
陳迪傳略,1,1,御定淵鑑𩔖函
于謙傳略,1,1,御定淵鑑𩔖函
鍾同傳略,1,1,御定淵鑑𩔖函
楊瑄傳略,1,1,御定淵鑑𩔖函
世廟識餘錄,1,1,御定淵鑑𩔖函
智文子使告趙孟,1,1,御定淵鑑𩔖函
漢紀范滂,1,1,御定淵鑑𩔖函
漢龎參傳段恭上疏,1,1,御定淵鑑𩔖函
北齊書趙郡王叡,1,1,御定淵鑑𩔖函
唐書李襲志,1,1,御定淵鑑𩔖函
生同食祿可,1,1,御定淵鑑𩔖函
詩魏曹植怨歌行,1,1,御定淵鑑𩔖函
唐李白咏蘇武詩,1,1,御定淵鑑𩔖函
張廵守睢陽詩,1,1,御定淵鑑𩔖函
夜聞笛詩,1,1,御定淵鑑𩔖函
宋文天祥正氣歌,1,1,御定淵鑑𩔖函
元趙孟頫弔岳飛詩,1,1,御定淵鑑𩔖函
虞集挽文天祥詩,1,1,御定淵鑑𩔖函
明方孝孺絶命辭,1,1,御定淵鑑𩔖函
李東陽花将軍歌,1,1,御定淵鑑𩔖函
楊繼盛臨刑詩,1,1,御定淵鑑𩔖函
敕明太祖敕禮官,1,1,御定淵鑑𩔖函
諭明太祖諭羣臣,1,1,御定淵鑑𩔖函
明史傳略,1,1,御定淵鑑𩔖函
序晉書忠義列傳序,1,1,御定淵鑑𩔖函
忠臣傳陳爭篇,1,1,御定淵鑑𩔖函
東平思王宇傳,1,1,御定淵鑑𩔖函
范升𫝊,1,1,御定淵鑑𩔖函
陳書徐陵𫝊,1,1,御定淵鑑𩔖函
宋孫固𫝊,1,1,御定淵鑑𩔖函
涑水司馬氏,1,1,御定淵鑑𩔖函
戰國策陳軫謂秦王,1,1,御定淵鑑𩔖函
漢書延篤𫝊,1,1,御定淵鑑𩔖函
卞壼𫝊,1,1,御定淵鑑𩔖函
謝琰𫝊,1,1,御定淵鑑𩔖函
南史劉敬宣𫝊,1,1,御定淵鑑𩔖函
袁粲傳,1,1,御定淵鑑𩔖函
梁書謝藺𫝊,1,1,御定淵鑑𩔖函
魏書彭城王勰𫝊,1,1,御定淵鑑𩔖函
邢巒𫝊,1,1,御定淵鑑𩔖函
名臣錄,1,1,御定淵鑑𩔖函
唐李源𫝊,1,1,御定淵鑑𩔖函
宋史楊政傳,1,1,御定淵鑑𩔖函
元巴延布哈德濟傳,1,1,御定淵鑑𩔖函
明鄭克敬𫝊略,1,1,御定淵鑑𩔖函
明馮恩傳略,1,1,御定淵鑑𩔖函
性理樂菴李氏,1,1,御定淵鑑𩔖函
然出涕,1,1,御定淵鑑𩔖函
序馬融忠經序,1,1,御定淵鑑𩔖函
孝經鈎命,1,1,御定淵鑑𩔖函
北史孝行論,1,1,御定淵鑑𩔖函
萬石君傳,1,1,御定淵鑑𩔖函
江革傳,1,1,御定淵鑑𩔖函
魏志髙柔傳,1,1,御定淵鑑𩔖函
晉夏方傳,1,1,御定淵鑑𩔖函
許孜傳,1,1,御定淵鑑𩔖函
桑虞傳,1,1,御定淵鑑𩔖函
王裒傳,1,1,御定淵鑑𩔖函
王延傳,1,1,御定淵鑑𩔖函
殷仲堪傳,1,1,御定淵鑑𩔖函
何子平傳,1,1,御定淵鑑𩔖函
南史裴子野傳,1,1,御定淵鑑𩔖函
丘傑傳,1,1,御定淵鑑𩔖函
謝貞傳,1,1,御定淵鑑𩔖函
司馬暠傳,1,1,御定淵鑑𩔖函
魏書趙琰傳,1,1,御定淵鑑𩔖函
蕭祗傳,1,1,御定淵鑑𩔖函
北周陸通傳,1,1,御定淵鑑𩔖函
隋李顯達傳,1,1,御定淵鑑𩔖函
田翼傳,1,1,御定淵鑑𩔖函
李徳饒傳,1,1,御定淵鑑𩔖函
劉徳威傳,1,1,御定淵鑑𩔖函
唐竇抗傳,1,1,御定淵鑑𩔖函
鄭善果傳,1,1,御定淵鑑𩔖函
崔璵傳,1,1,御定淵鑑𩔖函
宋王仁鎬傳,1,1,御定淵鑑𩔖函
張齊賢傳,1,1,御定淵鑑𩔖函
顧忻傳,1,1,御定淵鑑𩔖函
成象傳,1,1,御定淵鑑𩔖函
杜誼傳,1,1,御定淵鑑𩔖函
支漸傳,1,1,御定淵鑑𩔖函
遼史耶律安圖傳,1,1,御定淵鑑𩔖函
金史陳顔傳,1,1,御定淵鑑𩔖函
元史蕭道壽傳,1,1,御定淵鑑𩔖函
劉通傳,1,1,御定淵鑑𩔖函
湯霖傳,1,1,御定淵鑑𩔖函
明蔡遷傳略,1,1,御定淵鑑𩔖函
宋濂危孝子傳,1,1,御定淵鑑𩔖函
陳繼傳略,1,1,御定淵鑑𩔖函
儲福傳略,1,1,御定淵鑑𩔖函
劉文煥傳略,1,1,御定淵鑑𩔖函
後䘮母哀毁骨立人,1,1,御定淵鑑𩔖函
嵇康思親詩,1,1,御定淵鑑𩔖函
晉束晳補亡詩,1,1,御定淵鑑𩔖函
孫綽表哀詩,1,1,御定淵鑑𩔖函
晉傅咸孝經詩,1,1,御定淵鑑𩔖函
明太祖思親歌,1,1,御定淵鑑𩔖函
賦魏曹植懐親賦,1,1,御定淵鑑𩔖函
晉陸機祖德賦,1,1,御定淵鑑𩔖函
詔漢宣帝詔,1,1,御定淵鑑𩔖函
梁元帝孝德傳序,1,1,御定淵鑑𩔖函
頌漢蔡邕祖德頌,1,1,御定淵鑑𩔖函
前漢翟方進傳,1,1,御定淵鑑𩔖函
後漢賈逵傳,1,1,御定淵鑑𩔖函
吳魯肅傳,1,1,御定淵鑑𩔖函
晉何琦傳,1,1,御定淵鑑𩔖函
南史薛濬傳,1,1,御定淵鑑𩔖函
梁書謝朏傳,1,1,御定淵鑑𩔖函
劉之遴傳,1,1,御定淵鑑𩔖函
徐孝克傳,1,1,御定淵鑑𩔖函
陳何子平傳,1,1,御定淵鑑𩔖函
宋史王萬傳,1,1,御定淵鑑𩔖函
張巨源傳,1,1,御定淵鑑𩔖函
元史博囉哈雅傳,1,1,御定淵鑑𩔖函
書隋薛濬與弟書,1,1,御定淵鑑𩔖函
序後漢孝友列傳序,1,1,御定淵鑑𩔖函
北史魏裴訥之𫝊,1,1,御定淵鑑𩔖函
魏閻元眀𫝊,1,1,御定淵鑑𩔖函
周書劉璠𫝊,1,1,御定淵鑑𩔖函
宋史彭乗𫝊,1,1,御定淵鑑𩔖函
支漸𫝊,1,1,御定淵鑑𩔖函
元史尹莘𫝊,1,1,御定淵鑑𩔖函
詩晉夏侯湛離親詠,1,1,御定淵鑑𩔖函
序晉潘岳間居賦序,1,1,御定淵鑑𩔖函
八刑糾萬民一,1,1,御定淵鑑𩔖函
小學外篇,1,1,御定淵鑑𩔖函
方孝孺侯城雜識,1,1,御定淵鑑𩔖函
後漢虞延𫝊,1,1,御定淵鑑𩔖函
陳蕃𫝊,1,1,御定淵鑑𩔖函
北魏邢巒𫝊,1,1,御定淵鑑𩔖函
南史劉湛𫝊,1,1,御定淵鑑𩔖函
隋鄭譯𫝊,1,1,御定淵鑑𩔖函
宋范成大姑惡詩,1,1,御定淵鑑𩔖函
疏唐韋挺正風俗疏,1,1,御定淵鑑𩔖函
論眀方孝孺論,1,1,御定淵鑑𩔖函
春秋左𫝊先軫,1,1,御定淵鑑𩔖函
鮑永𫝊張湛,1,1,御定淵鑑𩔖函
晉書天文志嵗星,1,1,御定淵鑑𩔖函
子樞言篇,1,1,御定淵鑑𩔖函
司馬子,1,1,御定淵鑑𩔖函
黌山子,1,1,御定淵鑑𩔖函
漢寇榮𫝊,1,1,御定淵鑑𩔖函
論衡定賢篇,1,1,御定淵鑑𩔖函
隋書循吏傳,1,1,御定淵鑑𩔖函
漢董仲舒𫝊,1,1,御定淵鑑𩔖函
吴孫權𫝊,1,1,御定淵鑑𩔖函
南史何穎𫝊,1,1,御定淵鑑𩔖函
南齊張岱𫝊,1,1,御定淵鑑𩔖函
隋辛公義𫝊,1,1,御定淵鑑𩔖函
唐徐有功𫝊,1,1,御定淵鑑𩔖函
五代後梁紀,1,1,御定淵鑑𩔖函
宋曹彬𫝊,1,1,御定淵鑑𩔖函
遼耶律休格𫝊,1,1,御定淵鑑𩔖函
元劉秉忠𫝊,1,1,御定淵鑑𩔖函
王克敬𫝊,1,1,御定淵鑑𩔖函
眀宋濓𫝊,1,1,御定淵鑑𩔖函
陳遇𫝊,1,1,御定淵鑑𩔖函
汪叡𫝊,1,1,御定淵鑑𩔖函
太平御覧周公,1,1,御定淵鑑𩔖函
詩晉張華勵志詩,1,1,御定淵鑑𩔖函
宋邵雍仁術詩,1,1,御定淵鑑𩔖函
銘宋朱子依仁齋銘,1,1,御定淵鑑𩔖函
漢卓茂𫝊論,1,1,御定淵鑑𩔖函
世說衛洗馬,1,1,御定淵鑑𩔖函
宋史吕蒙正,1,1,御定淵鑑𩔖函
杜延年𫝊,1,1,御定淵鑑𩔖函
漢書王訢𫝊,1,1,御定淵鑑𩔖函
丙吉𫝊,1,1,御定淵鑑𩔖函
者茂避人問之,1,1,御定淵鑑𩔖函
郭躬𫝊,1,1,御定淵鑑𩔖函
陳寵𫝊,1,1,御定淵鑑𩔖函
班超傳,1,1,御定淵鑑𩔖函
三國蒋琬𫝊,1,1,御定淵鑑𩔖函
王朗傳,1,1,御定淵鑑𩔖函
王承𫝊,1,1,御定淵鑑𩔖函
北史房景伯𫝊,1,1,御定淵鑑𩔖函
蕭撝𫝊,1,1,御定淵鑑𩔖函
宋如周𫝊,1,1,御定淵鑑𩔖函
唐書崔羣𫝊,1,1,御定淵鑑𩔖函
崔仁師𫝊,1,1,御定淵鑑𩔖函
宋王溥𫝊,1,1,御定淵鑑𩔖函
王超𫝊,1,1,御定淵鑑𩔖函
宋冦凖𫝊,1,1,御定淵鑑𩔖函
宋范純仁𫝊,1,1,御定淵鑑𩔖函
性理河間劉氏,1,1,御定淵鑑𩔖函
武夷胡氏,1,1,御定淵鑑𩔖函
宋史浩𫝊,1,1,御定淵鑑𩔖函
遼耶律阿穆爾𫝊,1,1,御定淵鑑𩔖函
金世紀,1,1,御定淵鑑𩔖函
牛徳昌𫝊,1,1,御定淵鑑𩔖函
元謝讓𫝊,1,1,御定淵鑑𩔖函
眀陶安傳,1,1,御定淵鑑𩔖函
眀蹇義𫝊,1,1,御定淵鑑𩔖函
周忱𫝊,1,1,御定淵鑑𩔖函
以俟吉,1,1,御定淵鑑𩔖函
師徳愀然,1,1,御定淵鑑𩔖函
袒謝安國,1,1,御定淵鑑𩔖函
吏叩頭諫,1,1,御定淵鑑𩔖函
賈誼𫝊,1,1,御定淵鑑𩔖函
公孫𢎞𫝊,1,1,御定淵鑑𩔖函
司馬遷𫝊,1,1,御定淵鑑𩔖函
李固杜喬𫝊,1,1,御定淵鑑𩔖函
宋張栻𫝊栻甞,1,1,御定淵鑑𩔖函
曰君子有常交,1,1,御定淵鑑𩔖函
性理司馬光,1,1,御定淵鑑𩔖函
楊繼盛,1,1,御定淵鑑𩔖函
漢鄒陽𫝊,1,1,御定淵鑑𩔖函
韓詩外𫝊子路,1,1,御定淵鑑𩔖函
史記吴世家,1,1,御定淵鑑𩔖函
漢桓典𫝊,1,1,御定淵鑑𩔖函
廉范𫝊,1,1,御定淵鑑𩔖函
三國王朗别𫝊,1,1,御定淵鑑𩔖函
晉應詹𫝊,1,1,御定淵鑑𩔖函
北史楊愔𫝊,1,1,御定淵鑑𩔖函
唐竇參𫝊,1,1,御定淵鑑𩔖函
五代史鄭遨𫝊,1,1,御定淵鑑𩔖函
宋史趙汝愚𫝊,1,1,御定淵鑑𩔖函
栁開𫝊,1,1,御定淵鑑𩔖函
金史宋可𫝊,1,1,御定淵鑑𩔖函
輟耕録唐義士𫝊,1,1,御定淵鑑𩔖函
元史杜本𫝊,1,1,御定淵鑑𩔖函
眀方孝孺𫝊,1,1,御定淵鑑𩔖函
屬莫對鼎臣獨,1,1,御定淵鑑𩔖函
吕子士節篇,1,1,御定淵鑑𩔖函
漢韓信𫝊信,1,1,御定淵鑑𩔖函
韓延夀𫝊,1,1,御定淵鑑𩔖函
田叔傳,1,1,御定淵鑑𩔖函
後漢鄧訓𫝊,1,1,御定淵鑑𩔖函
申屠蟠𫝊,1,1,御定淵鑑𩔖函
三國牽招𫝊,1,1,御定淵鑑𩔖函
太史慈𫝊,1,1,御定淵鑑𩔖函
晉劉𢎞𫝊,1,1,御定淵鑑𩔖函
劉敏元𫝊,1,1,御定淵鑑𩔖函
北史蘇瓊𫝊,1,1,御定淵鑑𩔖函
房景伯𫝊,1,1,御定淵鑑𩔖函
宋史蘇軾𫝊,1,1,御定淵鑑𩔖函
金張潛𫝊,1,1,御定淵鑑𩔖函
元多爾濟巴勒𫝊,1,1,御定淵鑑𩔖函
吕思誠𫝊,1,1,御定淵鑑𩔖函
李之兄弟相謂,1,1,御定淵鑑𩔖函
眀陶安𫝊略,1,1,御定淵鑑𩔖函
之皆不容口乃見盎,1,1,御定淵鑑𩔖函
書漢鄒陽上梁王書,1,1,御定淵鑑𩔖函
易曰包羞又,1,1,御定淵鑑𩔖函
董仲舒𫝊,1,1,御定淵鑑𩔖函
司馬相如𫝊,1,1,御定淵鑑𩔖函
司馬𨗇𫝊,1,1,御定淵鑑𩔖函
王磐𫝊,1,1,御定淵鑑𩔖函
管子修權篇,1,1,御定淵鑑𩔖函
卲子皇極篇,1,1,御定淵鑑𩔖函
明田藝蘅玉笑零音,1,1,御定淵鑑𩔖函
飽之羞又,1,1,御定淵鑑𩔖函
漢董仲舒傳,1,1,御定淵鑑𩔖函
子法言脩身篇,1,1,御定淵鑑𩔖函
史記孔子弟子列𫝊,1,1,御定淵鑑𩔖函
蘇秦𫝊,1,1,御定淵鑑𩔖函
范雎𫝊,1,1,御定淵鑑𩔖函
季布𫝊,1,1,御定淵鑑𩔖函
前漢書項籍𫝊,1,1,御定淵鑑𩔖函
田儋𫝊,1,1,御定淵鑑𩔖函
王式𫝊,1,1,御定淵鑑𩔖函
式客罷讓諸生,1,1,御定淵鑑𩔖函
郭解𫝊,1,1,御定淵鑑𩔖函
後漢書劉聖公𫝊,1,1,御定淵鑑𩔖函
李膺𫝊,1,1,御定淵鑑𩔖函
吳志徐盛𫝊,1,1,御定淵鑑𩔖函
晋書王羲之𫝊,1,1,御定淵鑑𩔖函
宋書謝晦𫝊,1,1,御定淵鑑𩔖函
南史何尚之𫝊,1,1,御定淵鑑𩔖函
孫㢘𫝊,1,1,御定淵鑑𩔖函
新唐書張元素𫝊,1,1,御定淵鑑𩔖函
杜審言𫝊,1,1,御定淵鑑𩔖函
竇懐貞𫝊,1,1,御定淵鑑𩔖函
新唐書郗士美𫝊,1,1,御定淵鑑𩔖函
段秀實𫝊,1,1,御定淵鑑𩔖函
李傑𫝊,1,1,御定淵鑑𩔖函
裴坦𫝊,1,1,御定淵鑑𩔖函
後五代梁紀,1,1,御定淵鑑𩔖函
宋孟珙𫝊,1,1,御定淵鑑𩔖函
賈似道𫝊,1,1,御定淵鑑𩔖函
明茹瑺𫝊略,1,1,御定淵鑑𩔖函
王銘𫝊略,1,1,御定淵鑑𩔖函
上遥謂之,1,1,御定淵鑑𩔖函
漢王暢傳劉表,1,1,御定淵鑑𩔖函
其小兒乃,1,1,御定淵鑑𩔖函
傲仁傑因啟,1,1,御定淵鑑𩔖函
徳叩頭服罪太后,1,1,御定淵鑑𩔖函
弟子何如𤣥笑,1,1,御定淵鑑𩔖函
之書彼人恭拜忽,1,1,御定淵鑑𩔖函
序五代史雜𫝊序,1,1,御定淵鑑𩔖函
論晋𥞇康養生論,1,1,御定淵鑑𩔖函
正䝉,1,1,御定淵鑑𩔖函
明王陽明,1,1,御定淵鑑𩔖函
曰子木問於趙孟,1,1,御定淵鑑𩔖函
海內先賢傳,1,1,御定淵鑑𩔖函
後漢書鄭元傳,1,1,御定淵鑑𩔖函
王烈傳,1,1,御定淵鑑𩔖函
大臣傳,1,1,御定淵鑑𩔖函
宋史富弼傳,1,1,御定淵鑑𩔖函
司馬光傳,1,1,御定淵鑑𩔖函
范純仁傳,1,1,御定淵鑑𩔖函
蘇頌傳,1,1,御定淵鑑𩔖函
尹焞傳,1,1,御定淵鑑𩔖函
蔡覺軒近思後錄,1,1,御定淵鑑𩔖函
性理和間劉氏,1,1,御定淵鑑𩔖函
尚書而康而色,1,1,御定淵鑑𩔖函
曰誠,1,1,御定淵鑑𩔖函
晉陶潛詩,1,1,御定淵鑑𩔖函
序梁元帝全徳志序,1,1,御定淵鑑𩔖函
頌晉左九嬪徳柔頌,1,1,御定淵鑑𩔖函
賛晉左九嬪徳剛賛,1,1,御定淵鑑𩔖函
宋張詠自題像賛,1,1,御定淵鑑𩔖函
朱子程明道賛,1,1,御定淵鑑𩔖函
程伊川賛,1,1,御定淵鑑𩔖函
論梁元帝全徳志論,1,1,御定淵鑑𩔖函
宋朱子據徳齋銘,1,1,御定淵鑑𩔖函
枚乗傳,1,1,御定淵鑑𩔖函
葉夢得避暑録,1,1,御定淵鑑𩔖函
楚史檮杌,1,1,御定淵鑑𩔖函
漢書何敞傳,1,1,御定淵鑑𩔖函
丙吉傳,1,1,御定淵鑑𩔖函
趙熹傳,1,1,御定淵鑑𩔖函
孔融傳,1,1,御定淵鑑𩔖函
陳重傳,1,1,御定淵鑑𩔖函
和熹鄧皇后紀,1,1,御定淵鑑𩔖函
北史李士謙傳,1,1,御定淵鑑𩔖函
張文詡傳,1,1,御定淵鑑𩔖函
周書宇文測傳,1,1,御定淵鑑𩔖函
李昌齡樂善録,1,1,御定淵鑑𩔖函
宋史袁韶傳,1,1,御定淵鑑𩔖函
樂善錄,1,1,御定淵鑑𩔖函
元史張廷瑞傳,1,1,御定淵鑑𩔖函
明劉基傳略,1,1,御定淵鑑𩔖函
李友直等傳略,1,1,御定淵鑑𩔖函
明文,1,1,御定淵鑑𩔖函
指必大,1,1,御定淵鑑𩔖函
詔魏文帝詔報何䕫,1,1,御定淵鑑𩔖函
周官大司徒職,1,1,御定淵鑑𩔖函
北史蘇綽,1,1,御定淵鑑𩔖函
衛琯傳,1,1,御定淵鑑𩔖函
張安世傳,1,1,御定淵鑑𩔖函
張延夀傳,1,1,御定淵鑑𩔖函
韋元成傳,1,1,御定淵鑑𩔖函
龔遂傳,1,1,御定淵鑑𩔖函
後漢賈復傳,1,1,御定淵鑑𩔖函
南齊書謝脁傳,1,1,御定淵鑑𩔖函
南史桓閎傳,1,1,御定淵鑑𩔖函
馮道根傳,1,1,御定淵鑑𩔖函
歐陽頠傳,1,1,御定淵鑑𩔖函
北史辛紹先傳,1,1,御定淵鑑𩔖函
陸俟傳,1,1,御定淵鑑𩔖函
趙善傳,1,1,御定淵鑑𩔖函
泉仚傳,1,1,御定淵鑑𩔖函
隋陸知命傳,1,1,御定淵鑑𩔖函
新唐書溫彦博傳,1,1,御定淵鑑𩔖函
王珪傳,1,1,御定淵鑑𩔖函
宋史蘇易簡傳,1,1,御定淵鑑𩔖函
范百禄傳,1,1,御定淵鑑𩔖函
黄裳傳,1,1,御定淵鑑𩔖函
杜生傳,1,1,御定淵鑑𩔖函
元史克埒濟蘇傳,1,1,御定淵鑑𩔖函
高昌王博果密𫝊,1,1,御定淵鑑𩔖函
劉賡傳,1,1,御定淵鑑𩔖函
明沈士謙明良錄略,1,1,御定淵鑑𩔖函
明丘福傳,1,1,御定淵鑑𩔖函
按叙爾雅,1,1,御定淵鑑𩔖函
曰巘山有草木,1,1,御定淵鑑𩔖函
山精,1,1,御定淵鑑𩔖函
嶃然也上鋭而長,1,1,御定淵鑑𩔖函
荆南圖副,1,1,御定淵鑑𩔖函
玉笥山錄,1,1,御定淵鑑𩔖函
闗令尹喜内傳,1,1,御定淵鑑𩔖函
庾肅之山贊,1,1,御定淵鑑𩔖函
魏文帝登山望遠詩,1,1,御定淵鑑𩔖函
郭仲彦雍州記,1,1,御定淵鑑𩔖函
補亡詩,1,1,御定淵鑑𩔖函
五岳圖聚,1,1,御定淵鑑𩔖函
登作樂山詩,1,1,御定淵鑑𩔖函
登半石山詩,1,1,御定淵鑑𩔖函
贈留真人東山還詩,1,1,御定淵鑑𩔖函
遊黄檗山詩,1,1,御定淵鑑𩔖函
賦得山詩,1,1,御定淵鑑𩔖函
周蕭撝上蓮山詩,1,1,御定淵鑑𩔖函
雲居寺髙頂詩,1,1,御定淵鑑𩔖函
陳釋惠摽詠山詩,1,1,御定淵鑑𩔖函
唐太宗詠小山詩,1,1,御定淵鑑𩔖函
唐崔仲方小山詩,1,1,御定淵鑑𩔖函
唐杜甫白鹽山詩,1,1,御定淵鑑𩔖函
唐李白天門山詩,1,1,御定淵鑑𩔖函
登峨眉山詩,1,1,御定淵鑑𩔖函
唐劉長卿洞陽山詩,1,1,御定淵鑑𩔖函
唐權徳輿玉山嶺詩,1,1,御定淵鑑𩔖函
唐林璠入北山詩,1,1,御定淵鑑𩔖函
唐項斯山中詩,1,1,御定淵鑑𩔖函
唐李頻尋山詩,1,1,御定淵鑑𩔖函
宋梅聖俞望山詩,1,1,御定淵鑑𩔖函
宋王庭珪山行詩,1,1,御定淵鑑𩔖函
明瀋定王山行詩,1,1,御定淵鑑𩔖函
吟晉夏侯湛山路吟,1,1,御定淵鑑𩔖函
歌唐顧况苔蘚山歌,1,1,御定淵鑑𩔖函
梁吳均八公山賦,1,1,御定淵鑑𩔖函
唐太宗小山賦,1,1,御定淵鑑𩔖函
唐許敬宗掖庭山賦,1,1,御定淵鑑𩔖函
唐周鉞土積成山賦,1,1,御定淵鑑𩔖函
贊晉庾肅之山贊,1,1,御定淵鑑𩔖函
晉郭璞炎山贊,1,1,御定淵鑑𩔖函
明月山銘,1,1,御定淵鑑𩔖函
與朱元思書,1,1,御定淵鑑𩔖函
莊子湯譲務光,1,1,御定淵鑑𩔖函
廬而逃去留書與盛,1,1,御定淵鑑𩔖函
唐書朱仁軌,1,1,御定淵鑑𩔖函
家語金人銘,1,1,御定淵鑑𩔖函
詩唐陳子昂感遇詩,1,1,御定淵鑑𩔖函
陸肱謙賦,1,1,御定淵鑑𩔖函
表晉羊祜讓開府表,1,1,御定淵鑑𩔖函
孫盛周泰伯三讓論,1,1,御定淵鑑𩔖函
韓康伯辨謙論略,1,1,御定淵鑑𩔖函
碑梁陸雲泰伯碑,1,1,御定淵鑑𩔖函
漢書匡衡傳,1,1,御定淵鑑𩔖函
張載正𫎇,1,1,御定淵鑑𩔖函
性理程顥,1,1,御定淵鑑𩔖函
曰顔淵問於孔子,1,1,御定淵鑑𩔖函
漢書曹參傳,1,1,御定淵鑑𩔖函
史記季布傳,1,1,御定淵鑑𩔖函
石奮傳,1,1,御定淵鑑𩔖函
于定國傳,1,1,御定淵鑑𩔖函
三國志陳矯傳,1,1,御定淵鑑𩔖函
南齊書陸慧曉傳,1,1,御定淵鑑𩔖函
南史隋何子平傳,1,1,御定淵鑑𩔖函
唐書姚崇傳,1,1,御定淵鑑𩔖函
苗晉卿傳,1,1,御定淵鑑𩔖函
宋史曹彬傳,1,1,御定淵鑑𩔖函
富弼傳,1,1,御定淵鑑𩔖函
文彦博傳,1,1,御定淵鑑𩔖函
韓億傳,1,1,御定淵鑑𩔖函
吕大防傳,1,1,御定淵鑑𩔖函
孫復傳,1,1,御定淵鑑𩔖函
范鎮傳,1,1,御定淵鑑𩔖函
宋史廖德明傳,1,1,御定淵鑑𩔖函
王栢傳,1,1,御定淵鑑𩔖函
亷希憲傳,1,1,御定淵鑑𩔖函
許有壬傳,1,1,御定淵鑑𩔖函
韓性傳,1,1,御定淵鑑𩔖函
明掾曹名臣錄,1,1,御定淵鑑𩔖函
夏原吉𫝊,1,1,御定淵鑑𩔖函
三國志陳登,1,1,御定淵鑑𩔖函
朱子感興詩,1,1,御定淵鑑𩔖函
箴宋朱子敬齋箴,1,1,御定淵鑑𩔖函
張栻主一箴,1,1,御定淵鑑𩔖函
銘正考父鼎銘,1,1,御定淵鑑𩔖函
宋張栻敬齋銘,1,1,御定淵鑑𩔖函
元吴澄敬銘,1,1,御定淵鑑𩔖函
宋史常安民,1,1,御定淵鑑𩔖函
栁宗元梓人傳,1,1,御定淵鑑𩔖函
性理潛室陳氏,1,1,御定淵鑑𩔖函
前漢古今人表,1,1,御定淵鑑𩔖函
青𥠖子,1,1,御定淵鑑𩔖函
史記樗里子傳,1,1,御定淵鑑𩔖函
史記漢髙帝本紀,1,1,御定淵鑑𩔖函
漢書楚元王傳,1,1,御定淵鑑𩔖函
史記鼂錯傳,1,1,御定淵鑑𩔖函
後漢書魯恭傳,1,1,御定淵鑑𩔖函
干寳晉書,1,1,御定淵鑑𩔖函
三國志夏侯淵傳,1,1,御定淵鑑𩔖函
晉紀賈模傳,1,1,御定淵鑑𩔖函
南史趙知禮傳,1,1,御定淵鑑𩔖函
虞寄傳,1,1,御定淵鑑𩔖函
北史裴矩傳,1,1,御定淵鑑𩔖函
張瓊傳,1,1,御定淵鑑𩔖函
五代史王朴傳,1,1,御定淵鑑𩔖函
王旦神道碑,1,1,御定淵鑑𩔖函
宋史曹瑋傳,1,1,御定淵鑑𩔖函
王鬷傳,1,1,御定淵鑑𩔖函
宋史張舜民傳,1,1,御定淵鑑𩔖函
金史張中彦傳,1,1,御定淵鑑𩔖函
賢勲録,1,1,御定淵鑑𩔖函
沈士謙明良録略,1,1,御定淵鑑𩔖函
康茂才傳略,1,1,御定淵鑑𩔖函
張輔傳略,1,1,御定淵鑑𩔖函
陳諤傳略,1,1,御定淵鑑𩔖函
李遠傳略,1,1,御定淵鑑𩔖函
程濟傳略,1,1,御定淵鑑𩔖函
傳略,1,1,御定淵鑑𩔖函
丞受金安仁,1,1,御定淵鑑𩔖函
世說新語何平叔,1,1,御定淵鑑𩔖函
左編劉巴字子初備,1,1,御定淵鑑𩔖函
詩晉陶潛勸農詩,1,1,御定淵鑑𩔖函
辨奸論,1,1,御定淵鑑𩔖函
雜文唐韓愈送窮文,1,1,御定淵鑑𩔖函
元臨川吳氏,1,1,御定淵鑑𩔖函
