leishu,category_path,category_leaf,cited_work,citations,genmoku
事物紀原,䃺古磨字,䃺古磨字,後漢書,2,0
事物紀原,䃺古磨字,䃺古磨字,吕氏春秋,2,0
事物紀原,䃺古磨字,䃺古磨字,世本,2,0
事物紀原,䃺古磨字,䃺古磨字,搜神記,2,0
事物紀原,䃺古磨字,䃺古磨字,新論,1,0
事物紀原,三省綱轄部二十二,三省綱轄部二十二,尚書,1,0
事物紀原,三省綱轄部二十二,三省綱轄部二十二,通典,1,0
事物紀原,上聽八風之氣乃畫八卦,上聽八風之氣乃畫八卦,帝王世紀,2,0
事物紀原,上聽八風之氣乃畫八卦,上聽八風之氣乃畫八卦,周易正義,2,0
事物紀原,上聽八風之氣乃畫八卦,上聽八風之氣乃畫八卦,通典,2,0
事物紀原,上聽八風之氣乃畫八卦,上聽八風之氣乃畫八卦,歸藏,1,0
事物紀原,上聽八風之氣乃畫八卦,上聽八風之氣乃畫八卦,漢書,1,0
事物紀原,上聽八風之氣乃畫八卦,上聽八風之氣乃畫八卦,史記,1,0
事物紀原,世,世,吕氏春秋,2,0
事物紀原,世,世,史記,2,0
事物紀原,中又増置順容之官,中又増置順容之官,通典,5,0
事物紀原,中又増置順容之官,中又増置順容之官,南史,1,0
事物紀原,中又増置順容之官,中又増置順容之官,春秋左氏傳,1,0
事物紀原,中古有號死而以行為諡,中古有號死而以行為諡,穆天子傳,2,0
事物紀原,中古有號死而以行為諡 > 博弈嬉戯部四十八,博弈嬉戯部四十八,博物志,4,0
事物紀原,中古有號死而以行為諡 > 博弈嬉戯部四十八,博弈嬉戯部四十八,世説新語,1,0
事物紀原,中古有號死而以行為諡 > 博弈嬉戯部四十八,博弈嬉戯部四十八,劉向,1,0
事物紀原,中古有號死而以行為諡 > 博弈嬉戯部四十八,博弈嬉戯部四十八,禮記,1,0
事物紀原,中古有號死而以行為諡 > 博弈嬉戯部四十八,博弈嬉戯部四十八,藝文類聚,1,0
事物紀原,中古有號死而以行為諡 > 博弈嬉戯部四十八,博弈嬉戯部四十八,說文解字,1,0
事物紀原,之以事而諭諸徳之義 > 九寺卿少部二十四,九寺卿少部二十四,禮記,2,0
事物紀原,之以事而諭諸徳之義 > 九寺卿少部二十四,九寺卿少部二十四,初學記,1,0
事物紀原,之初始有此官,之初始有此官,歸田録,1,0
事物紀原,之初有三白鳥故生衆鳥 > 正朔厯數部二,正朔厯數部二,世本,2,1
事物紀原,之則史之原起於黄帝,之則史之原起於黄帝,文心雕龍,4,0
事物紀原,之則史之原起於黄帝,之則史之原起於黄帝,樂書,2,0
事物紀原,之則史之原起於黄帝,之則史之原起於黄帝,詩序,2,0
事物紀原,之則史之原起於黄帝,之則史之原起於黄帝,管子,2,0
事物紀原,之則史之原起於黄帝,之則史之原起於黄帝,史記,1,0
事物紀原,之則史之原起於黄帝 > 官爵封建部十八,官爵封建部十八,通典,2,0
事物紀原,之則史之原起於黄帝 > 官爵封建部十八,官爵封建部十八,帝王世紀,2,0
事物紀原,之則史之原起於黄帝 > 官爵封建部十八,官爵封建部十八,史記,1,0
事物紀原,之則史之原起於黄帝 > 官爵封建部十八,官爵封建部十八,政論,1,0
事物紀原,之則防别金節取茲義爾,之則防别金節取茲義爾,古今注,4,0
事物紀原,之則防别金節取茲義爾,之則防别金節取茲義爾,管子,2,0
事物紀原,之則防别金節取茲義爾,之則防别金節取茲義爾,世本,2,0
事物紀原,之味同食,之味同食,鄴中記,2,0
事物紀原,之始,之始,禮記,1,0
事物紀原,之始 > 城市藩禦部四十四,城市藩禦部四十四,吕氏春秋,2,0
事物紀原,之始 > 城市藩禦部四十四,城市藩禦部四十四,管子,2,0
事物紀原,之始 > 城市藩禦部四十四,城市藩禦部四十四,淮南子,2,0
事物紀原,之始 > 城市藩禦部四十四,城市藩禦部四十四,釋名,2,0
事物紀原,之始 > 城市藩禦部四十四,城市藩禦部四十四,說文解字,2,0
事物紀原,之始 > 城市藩禦部四十四,城市藩禦部四十四,古史考,2,0
事物紀原,之始 > 城市藩禦部四十四,城市藩禦部四十四,楊文公談苑,2,0
事物紀原,之始 > 城市藩禦部四十四,城市藩禦部四十四,世本,1,0
事物紀原,之始 > 城市藩禦部四十四,城市藩禦部四十四,爾雅,1,0
事物紀原,之始 > 城市藩禦部四十四,城市藩禦部四十四,史記,1,0
事物紀原,之始 > 宫室居處部四十三,宫室居處部四十三,爾雅,2,0
事物紀原,之始 > 宫室居處部四十三,宫室居處部四十三,史記,2,0
事物紀原,之始 > 宫室居處部四十三,宫室居處部四十三,韓詩外傳,2,0
事物紀原,之始 > 宫室居處部四十三,宫室居處部四十三,說文解字,2,0
事物紀原,之始 > 宫室居處部四十三,宫室居處部四十三,列子,2,0
事物紀原,之始 > 宫室居處部四十三,宫室居處部四十三,釋名,2,0
事物紀原,之始 > 宫室居處部四十三,宫室居處部四十三,帝王世紀,2,0
事物紀原,之始 > 宫室居處部四十三,宫室居處部四十三,蘇氏演義,1,0
事物紀原,之始 > 宫室居處部四十三,宫室居處部四十三,白虎通,1,0
事物紀原,之始 > 宫室居處部四十三,宫室居處部四十三,管子,1,0
事物紀原,之始 > 宫室居處部四十三,宫室居處部四十三,漢書,1,0
事物紀原,之始 > 宫室居處部四十三,宫室居處部四十三,周書,1,0
事物紀原,之始 > 宫室居處部四十三,宫室居處部四十三,孟子,1,0
事物紀原,之始 > 宫室居處部四十三,宫室居處部四十三,尸子,1,0
事物紀原,乎備,乎備,通典,2,0
事物紀原,也今人亦謂之唱題目,也今人亦謂之唱題目,春秋左氏傳,2,0
事物紀原,也今人亦謂之唱題目 > 戎容兵械部四十九,戎容兵械部四十九,世本,3,0
事物紀原,也今人亦謂之唱題目 > 戎容兵械部四十九,戎容兵械部四十九,管子,2,0
事物紀原,也今人亦謂之唱題目 > 戎容兵械部四十九,戎容兵械部四十九,吕氏春秋,1,0
事物紀原,也今人亦謂之唱題目 > 戎容兵械部四十九,戎容兵械部四十九,拾遺記,1,0
事物紀原,事未知孰是,事未知孰是,鄴中記,3,0
事物紀原,事未知孰是,事未知孰是,續漢書,2,0
事物紀原,事未知孰是,事未知孰是,風俗通義,1,0
事物紀原,事未知孰是,事未知孰是,風俗,1,0
事物紀原,事雜用士人唐用流外,事雜用士人唐用流外,通典,2,0
事物紀原,事雜用士人唐用流外 > 布帛雜事部五十三,布帛雜事部五十三,管子,2,0
事物紀原,事雜用士人唐用流外 > 布帛雜事部五十三,布帛雜事部五十三,通典,2,0
事物紀原,事雜用士人唐用流外 > 布帛雜事部五十三,布帛雜事部五十三,國語,1,0
事物紀原,于鑚木造火之後,于鑚木造火之後,尸子,4,0
事物紀原,于鑚木造火之後,于鑚木造火之後,世本,2,0
事物紀原,于鑚木造火之後,于鑚木造火之後,古史考,2,0
事物紀原,于鑚木造火之後 > 酒醴飲食部四十六,酒醴飲食部四十六,古史考,6,0
事物紀原,于鑚木造火之後 > 酒醴飲食部四十六,酒醴飲食部四十六,周書,4,0
事物紀原,于鑚木造火之後 > 酒醴飲食部四十六,酒醴飲食部四十六,談苑,4,0
事物紀原,于鑚木造火之後 > 酒醴飲食部四十六,酒醴飲食部四十六,酒經,2,0
事物紀原,于鑚木造火之後 > 酒醴飲食部四十六,酒醴飲食部四十六,吕氏春秋,2,0
事物紀原,于鑚木造火之後 > 酒醴飲食部四十六,酒醴飲食部四十六,楊文公談苑,2,0
事物紀原,于鑚木造火之後 > 酒醴飲食部四十六,酒醴飲食部四十六,世本,2,0
事物紀原,于鑚木造火之後 > 酒醴飲食部四十六,酒醴飲食部四十六,博物志,1,0
事物紀原,于鑚木造火之後 > 酒醴飲食部四十六,酒醴飲食部四十六,歸田録,1,0
事物紀原,于鑚木造火之後 > 酒醴飲食部四十六,酒醴飲食部四十六,茶録,1,0
事物紀原,五音畢,五音畢,吕氏春秋,4,0
事物紀原,五音畢,五音畢,禮記,3,0
事物紀原,五音畢,五音畢,世本,2,0
事物紀原,人善緣竿百戯,人善緣竿百戯,通典,2,0
事物紀原,人掃青黛眉,人掃青黛眉,酉陽雜俎,2,0
事物紀原,代之事爾,代之事爾,孫子,1,0
事物紀原,令無文開寳通禮新加,令無文開寳通禮新加,通典,4,0
事物紀原,令無文開寳通禮新加,令無文開寳通禮新加,隋書,1,0
事物紀原,以冕説為當,以冕説為當,蘇氏演義,1,0
事物紀原,以名官,以名官,新唐書,1,0
事物紀原,以名曹,以名曹,通典,2,0
事物紀原,以為光宅元年,以為光宅元年,通典,2,0
事物紀原,以為晉制,以為晉制,通典,3,0
事物紀原,以為黄帝堯舜之事,以為黄帝堯舜之事,禮記,4,0
事物紀原,以為黄帝堯舜之事,以為黄帝堯舜之事,管子,2,0
事物紀原,以為黄帝堯舜之事,以為黄帝堯舜之事,諡法,2,0
事物紀原,以為黄帝堯舜之事,以為黄帝堯舜之事,廣韻,1,0
事物紀原,以為黄帝堯舜之事,以為黄帝堯舜之事,孟子,1,0
事物紀原,以獄訟者揮鞀,以獄訟者揮鞀,山海經,2,0
事物紀原,以獄訟者揮鞀,以獄訟者揮鞀,拾遺記,2,0
事物紀原,佐是也唐為參軍事,佐是也唐為參軍事,錦里耆舊傳,1,0
事物紀原,何賀故今以為鳯池,何賀故今以為鳯池,通典,2,0
事物紀原,佩魚,佩魚,通典,1,0
事物紀原,使,使,史記,1,0
事物紀原,偽號至是始易之,偽號至是始易之,漢書,1,0
事物紀原,偽號至是始易之 > 樂舞聲歌部十一,樂舞聲歌部十一,山海經,2,0
事物紀原,備此二者以為儀衛,備此二者以為儀衛,通典,2,0
事物紀原,備此二者以為儀衛,備此二者以為儀衛,鬼谷子,1,0
事物紀原,八月改,八月改,通典,2,0
事物紀原,六旬,六旬,史記,2,0
事物紀原,其事在熈寧中,其事在熈寧中,通典,2,0
事物紀原,其事蓋始於漢,其事蓋始於漢,西京雜記,2,0
事物紀原,其事蓋始於漢,其事蓋始於漢,續齊諧記,2,0
事物紀原,其書各從其號為真經,其書各從其號為真經,隋書,1,0
事物紀原,兼二代故兼稱之,兼二代故兼稱之,說文解字,1,0
事物紀原,兼二代故兼稱之,兼二代故兼稱之,劉向,1,0
事物紀原,兼二代故兼稱之,兼二代故兼稱之,萬機論,1,0
事物紀原,兼二代故兼稱之,兼二代故兼稱之,後漢書,1,0
事物紀原,凡伎術皆自軒轅始,凡伎術皆自軒轅始,帝王世紀,1,0
事物紀原,制,制,西京雜記,2,0
事物紀原,制,制,續齊諧記,1,0
事物紀原,務淳化元年置 > 州郡方域部三十五,州郡方域部三十五,高祖,1,0
事物紀原,務淳化元年置 > 州郡方域部三十五,州郡方域部三十五,史記,1,0
事物紀原,博弈者乎荘子博塞以㳺,博弈者乎荘子博塞以㳺,西京雜記,2,0
事物紀原,即占歲為起於黄帝,即占歲為起於黄帝,異苑,2,0
事物紀原,即占歲為起於黄帝,即占歲為起於黄帝,尸子,2,0
事物紀原,即占歲為起於黄帝,即占歲為起於黄帝,吕氏春秋,1,0
事物紀原,即占歲為起於黄帝,即占歲為起於黄帝,易通,1,0
事物紀原,取春秋小君之義爾 > 朝廷注措部五,朝廷注措部五,史記,2,0
事物紀原,司天,司天,帝王世紀,2,0
事物紀原,司天,司天,拾遺記,1,0
事物紀原,司天,司天,漢書音義,1,0
事物紀原,名乃定 > 環衛中貴部二十七,環衛中貴部二十七,史記,2,0
事物紀原,名乃定 > 環衛中貴部二十七,環衛中貴部二十七,老子,1,0
事物紀原,周公始為之,周公始為之,管子,1,0
事物紀原,周柱下史所造,周柱下史所造,尚書,1,0
事物紀原,員已上總知教門公事,員已上總知教門公事,史略,3,0
事物紀原,員已上總知教門公事,員已上總知教門公事,漢書,1,0
事物紀原,員已上總知教門公事,員已上總知教門公事,宋書,1,0
事物紀原,員已上總知教門公事,員已上總知教門公事,四十二章經,1,0
事物紀原,嚳平共工之亂作控掲,嚳平共工之亂作控掲,通典,2,0
事物紀原,四年始有折杖之制,四年始有折杖之制,山海經,2,0
事物紀原,因折蓋之形而制曲蓋,因折蓋之形而制曲蓋,楊文公談苑,2,0
事物紀原,因折蓋之形而制曲蓋,因折蓋之形而制曲蓋,吕氏春秋,2,0
事物紀原,因折蓋之形而制曲蓋 > 冠冕首飾部十四,冠冕首飾部十四,三禮圖,2,0
事物紀原,因折蓋之形而制曲蓋 > 冠冕首飾部十四,冠冕首飾部十四,世本,2,0
事物紀原,因折蓋之形而制曲蓋 > 冠冕首飾部十四,冠冕首飾部十四,通典,2,0
事物紀原,因折蓋之形而制曲蓋 > 冠冕首飾部十四,冠冕首飾部十四,說文解字,1,0
事物紀原,因折蓋之形而制曲蓋 > 冠冕首飾部十四,冠冕首飾部十四,鹽鐵論,1,0
事物紀原,因折蓋之形而制曲蓋 > 冠冕首飾部十四,冠冕首飾部十四,獨斷,1,0
事物紀原,因折蓋之形而制曲蓋 > 冠冕首飾部十四,冠冕首飾部十四,漢書,1,0
事物紀原,因折蓋之形而制曲蓋 > 冠冕首飾部十四,冠冕首飾部十四,青箱雜記,1,0
事物紀原,國又以寄祿新格為名,國又以寄祿新格為名,通典,2,0
事物紀原,國又以寄祿新格為名,國又以寄祿新格為名,列女傳,2,0
事物紀原,國又以寄祿新格為名,國又以寄祿新格為名,列子,1,0
事物紀原,地圖疑始於此,地圖疑始於此,春秋後傳,2,0
事物紀原,地圖疑始於此,地圖疑始於此,三秦記,1,0
事物紀原,地帥座之任,地帥座之任,漢書,1,0
事物紀原,城建威指揮 > 律令刑罰部五十二,律令刑罰部五十二,風俗通義,1,0
事物紀原,城建威指揮 > 律令刑罰部五十二,律令刑罰部五十二,風俗,1,0
事物紀原,執笏,執笏,通典,2,0
事物紀原,執笏,執笏,史記,1,0
事物紀原,壬子朔上玉皇大帝號 > 保生天尊,保生天尊,談苑,1,0
事物紀原,天地生植部一,天地生植部一,列子,2,1
事物紀原,天寳末置内庫諸使,天寳末置内庫諸使,通典,6,0
事物紀原,太子詹事,太子詹事,禮記,1,0
事物紀原,夫以簾士以幃,夫以簾士以幃,搜神記,2,0
事物紀原,夫以簾士以幃,夫以簾士以幃,六韜,2,0
事物紀原,夫以簾士以幃,夫以簾士以幃,西京雜記,2,0
事物紀原,夫以簾士以幃,夫以簾士以幃,孟子,1,0
事物紀原,夫以簾士以幃,夫以簾士以幃,論語,1,0
事物紀原,奉大夫,奉大夫,通典,4,0
事物紀原,奴帝之小字,奴帝之小字,博物志,2,0
事物紀原,奴帝之小字,奴帝之小字,酉陽雜俎,2,0
事物紀原,奴帝之小字,奴帝之小字,山中,1,0
事物紀原,如圓扇,如圓扇,通典,2,0
事物紀原,如圓扇,如圓扇,古今注,2,0
事物紀原,始,始,世本,2,0
事物紀原,始,始,史記,2,0
事物紀原,始,始,淮南子,1,0
事物紀原,始以郡監領縣,始以郡監領縣,通典,2,0
事物紀原,始以郡監領縣,始以郡監領縣,山海經,2,0
事物紀原,始以郡監領縣,始以郡監領縣,談苑,2,0
事物紀原,始以郡監領縣,始以郡監領縣,史記,1,0
事物紀原,字傅咸燕賦有其說,字傅咸燕賦有其說,玉燭寶典,2,0
事物紀原,宋朝新制,宋朝新制,古今注,2,0
事物紀原,宗時王涯始𣙜茶,宗時王涯始𣙜茶,孟子,1,0
事物紀原,官,官,通典,2,0
事物紀原,官,官,王莽,1,0
事物紀原,官通古今,官通古今,通典,2,0
事物紀原,寛,寛,管子,2,0
事物紀原,寛,寛,傅子,2,0
事物紀原,小吏,小吏,山海經,2,0
事物紀原,小吏,小吏,蜀王本紀,2,0
事物紀原,屬之,屬之,風俗通義,1,0
事物紀原,屬之,屬之,風俗,1,0
事物紀原,屬之,屬之,通典,1,0
事物紀原,嵗,嵗,通典,2,0
事物紀原,嵗,嵗,史略,1,0
事物紀原,嵗,嵗,史記,1,0
事物紀原,川嶽,川嶽,酉陽雜爼,2,0
事物紀原,川嶽,川嶽,淮南子,1,0
事物紀原,左史以舍人為右史,左史以舍人為右史,通典,2,0
事物紀原,左史以舍人為右史,左史以舍人為右史,初學記,2,0
事物紀原,巧人,巧人,山海經,2,0
事物紀原,帝作藥方以救時疾,帝作藥方以救時疾,帝王世紀,6,0
事物紀原,帝作藥方以救時疾,帝作藥方以救時疾,世本,2,0
事物紀原,帝作藥方以救時疾,帝作藥方以救時疾,本草序,1,0
事物紀原,帝作藥方以救時疾,帝作藥方以救時疾,淮南子,1,0
事物紀原,帝作藥方以救時疾,帝作藥方以救時疾,史記,1,0
事物紀原,帝分八節以始農功,帝分八節以始農功,通典,2,0
事物紀原,年,年,淮南子,1,0
事物紀原,年 > 蟲魚禽獸部五十五,蟲魚禽獸部五十五,古今注,2,0
事物紀原,年之喪始于成王,年之喪始于成王,通典,2,0
事物紀原,年之喪始于成王,年之喪始于成王,淮南子,1,0
事物紀原,府儀同三司為輕車都尉 > 師保輔相部二十,師保輔相部二十,尚書,1,0
事物紀原,度何如耳,度何如耳,穆天子傳,2,0
事物紀原,建鼓周人懸之謂之懸鼓,建鼓周人懸之謂之懸鼓,通典,6,0
事物紀原,建鼓周人懸之謂之懸鼓,建鼓周人懸之謂之懸鼓,禮記,2,0
事物紀原,建鼓周人懸之謂之懸鼓,建鼓周人懸之謂之懸鼓,山海經,2,0
事物紀原,建鼓周人懸之謂之懸鼓,建鼓周人懸之謂之懸鼓,世本,2,0
事物紀原,建鼓周人懸之謂之懸鼓,建鼓周人懸之謂之懸鼓,說文解字,1,0
事物紀原,建鼓周人懸之謂之懸鼓,建鼓周人懸之謂之懸鼓,古史考,1,0
事物紀原,建鼓周人懸之謂之懸鼓,建鼓周人懸之謂之懸鼓,西都賦,1,0
事物紀原,建鼓周人懸之謂之懸鼓,建鼓周人懸之謂之懸鼓,爾雅,1,0
事物紀原,得稱勅勅之名遂定于此,得稱勅勅之名遂定于此,文心雕龍,3,0
事物紀原,得稱勅勅之名遂定于此,得稱勅勅之名遂定于此,蘇氏演義,2,0
事物紀原,得稱勅勅之名遂定于此,得稱勅勅之名遂定于此,尚書,1,0
事物紀原,文騎尉為承議郎,文騎尉為承議郎,通典,2,0
事物紀原,於陶唐之土簋,於陶唐之土簋,爾雅,1,0
事物紀原,於陶唐之土簋,於陶唐之土簋,史記,1,0
事物紀原,旌表門及天子五門之制,旌表門及天子五門之制,通典,2,0
事物紀原,旌表門及天子五門之制,旌表門及天子五門之制,史記,1,0
事物紀原,旌表門及天子五門之制,旌表門及天子五門之制,續漢書,1,0
事物紀原,旌表門及天子五門之制,旌表門及天子五門之制,西京雜記,1,0
事物紀原,旗旐采章部十三,旗旐采章部十三,古今注,4,0
事物紀原,明也今京東之俗猶然,明也今京東之俗猶然,酉陽雜俎,2,0
事物紀原,明也今京東之俗猶然,明也今京東之俗猶然,初學記,2,0
事物紀原,明也今京東之俗猶然,明也今京東之俗猶然,史略,2,0
事物紀原,明也今京東之俗猶然,明也今京東之俗猶然,宣室志,1,0
事物紀原,明也今京東之俗猶然,明也今京東之俗猶然,樂書,1,0
事物紀原,明也今京東之俗猶然,明也今京東之俗猶然,史記,1,0
事物紀原,晉之代尚書始置駕部郎,晉之代尚書始置駕部郎,尚書,1,0
事物紀原,有商紂始以象為之耳,有商紂始以象為之耳,古史考,3,0
事物紀原,有商紂始以象為之耳,有商紂始以象為之耳,世本,2,0
事物紀原,有商紂始以象為之耳,有商紂始以象為之耳,周書,2,0
事物紀原,有商紂始以象為之耳,有商紂始以象為之耳,吕氏春秋,2,0
事物紀原,有商紂始以象為之耳,有商紂始以象為之耳,後漢書,1,0
事物紀原,有商紂始以象為之耳,有商紂始以象為之耳,說文解字,1,0
事物紀原,有商紂始以象為之耳,有商紂始以象為之耳,博物志,1,0
事物紀原,有提舉將兵之官,有提舉將兵之官,錦里耆舊傳,1,0
事物紀原,未知孰是,未知孰是,列女傳,2,0
事物紀原,杜鵑,杜鵑,酉陽雜俎,4,0
事物紀原,東廊,東廊,通典,2,0
事物紀原,校試官皆神龍已後有之,校試官皆神龍已後有之,通典,2,0
事物紀原,校試官皆神龍已後有之,校試官皆神龍已後有之,尚書,2,0
事物紀原,梁始于太僕置主簿,梁始于太僕置主簿,通典,1,0
事物紀原,條有鴛鴦褥,條有鴛鴦褥,山海經,2,0
事物紀原,條有鴛鴦褥,條有鴛鴦褥,淮南子,1,0
事物紀原,條有鴛鴦褥,條有鴛鴦褥,拾遺記,1,0
事物紀原,樓犁省力過半,樓犁省力過半,世本,3,0
事物紀原,樓犁省力過半,樓犁省力過半,周書,2,0
事物紀原,樓犁省力過半,樓犁省力過半,説苑,2,0
事物紀原,樓犁省力過半,樓犁省力過半,方言,2,0
事物紀原,樓犁省力過半,樓犁省力過半,新論,1,0
事物紀原,横行武列部二十八,横行武列部二十八,通典,2,0
事物紀原,横行武列部二十八,横行武列部二十八,談苑,2,0
事物紀原,次乃設位于氐星之間,次乃設位于氐星之間,尚書,1,0
事物紀原,次乃設位于氐星之間,次乃設位于氐星之間,史記,1,0
事物紀原,次乃設位于氐星之間,次乃設位于氐星之間,史略,1,0
事物紀原,此兩制,此兩制,史記,1,0
事物紀原,此兩制,此兩制,壬午,1,0
事物紀原,此為定制 > 利源調度部七,利源調度部七,通典,7,0
事物紀原,此為定制 > 利源調度部七,利源調度部七,孟子,1,0
事物紀原,殺頭曼單于者,殺頭曼單于者,列子,2,0
事物紀原,殺頭曼單于者,殺頭曼單于者,通典,2,0
事物紀原,殺頭曼單于者,殺頭曼單于者,鬻子,2,0
事物紀原,殺頭曼單于者,殺頭曼單于者,吕氏春秋,2,0
事物紀原,氏分晝夜,氏分晝夜,史記,1,0
事物紀原,民間猶呼之 > 治理政體部六,治理政體部六,通典,2,0
事物紀原,民間猶呼之 > 治理政體部六,治理政體部六,尚書,1,0
事物紀原,漢因之,漢因之,尚書,2,0
事物紀原,漢置官亦用公族,漢置官亦用公族,漢書,2,0
事物紀原,漢置官亦用公族,漢置官亦用公族,通典,1,0
事物紀原,火攻,火攻,墨子,2,0
事物紀原,火攻,火攻,國語,1,0
事物紀原,火攻,火攻,史記,1,0
事物紀原,火攻,火攻,莊子,1,0
事物紀原,火攻,火攻,太白隂經,1,0
事物紀原,火攻,火攻,漢書,1,0
事物紀原,為之者亦少,為之者亦少,博物志,2,0
事物紀原,為之者亦少,為之者亦少,太平御覽,2,0
事物紀原,為名,為名,物理論,2,0
事物紀原,為名,為名,呂氏春秋,1,0
事物紀原,為得,為得,通典,3,0
事物紀原,為得,為得,世本,3,0
事物紀原,為得,為得,釋名,2,0
事物紀原,為得,為得,風俗通義,1,0
事物紀原,為得,為得,風俗,1,0
事物紀原,為得,為得,說文解字,1,0
事物紀原,為著令,為著令,異苑,2,0
事物紀原,爾漢晉以來盛用於此,爾漢晉以來盛用於此,帝王世紀,2,0
事物紀原,爾漢晉以來盛用於此,爾漢晉以來盛用於此,通典,2,0
事物紀原,爾漢晉以來盛用於此,爾漢晉以來盛用於此,六韜,2,0
事物紀原,爾漢晉以來盛用於此,爾漢晉以來盛用於此,西京雜記,1,0
事物紀原,爾漢晉以來盛用於此 > 什物器用部四十一,什物器用部四十一,史記,2,0
事物紀原,爾漢晉以來盛用於此 > 什物器用部四十一,什物器用部四十一,韓非子,1,0
事物紀原,犧氏之前,犧氏之前,禮記,1,0
事物紀原,王天下造耕種以省穀,王天下造耕種以省穀,山海經,2,0
事物紀原,王天下造耕種以省穀,王天下造耕種以省穀,白虎通,1,0
事物紀原,瑗輩復用其制作之,瑗輩復用其制作之,山海經,4,0
事物紀原,瑗輩復用其制作之,瑗輩復用其制作之,教坊記,1,0
事物紀原,瑗輩復用其制作之,瑗輩復用其制作之,禮記,1,0
事物紀原,當出于此,當出于此,春秋繁露,2,0
事物紀原,當出于此,當出于此,通典,2,0
事物紀原,盖始于炎帝,盖始于炎帝,淮南子,1,0
事物紀原,監置太史正,監置太史正,通典,2,0
事物紀原,監置太史正,監置太史正,續漢書,1,0
事物紀原,目,目,談苑,4,0
事物紀原,直昭文,直昭文,談苑,1,0
事物紀原,石為攻城械號將軍礮,石為攻城械號將軍礮,墨子,2,0
事物紀原,石為攻城械號將軍礮,石為攻城械號將軍礮,司馬法,1,0
事物紀原,神農嚗然放杖之文,神農嚗然放杖之文,國語,2,0
事物紀原,禮儀則有四品,禮儀則有四品,文心雕龍,2,0
事物紀原,禮儀則有四品,禮儀則有四品,隋書,1,0
事物紀原,禮隔者如公狀體為大狀,禮隔者如公狀體為大狀,釋名,2,0
事物紀原,禮隔者如公狀體為大狀,禮隔者如公狀體為大狀,春秋左氏傳,2,0
事物紀原,禮隔者如公狀體為大狀,禮隔者如公狀體為大狀,帝王世紀,2,0
事物紀原,禮隔者如公狀體為大狀,禮隔者如公狀體為大狀,法言,1,0
事物紀原,筩,筩,通典,4,0
事物紀原,簽首級,簽首級,世本,2,0
事物紀原,簽首級,簽首級,春秋左氏傳,1,0
事物紀原,糉屈原姊所作,糉屈原姊所作,餅賦,2,0
事物紀原,糉屈原姊所作,糉屈原姊所作,續漢書,2,0
事物紀原,糉屈原姊所作,糉屈原姊所作,廣雅,2,0
事物紀原,經籍藝文部十七,經籍藝文部十七,淮南子,1,0
事物紀原,經籍藝文部十七,經籍藝文部十七,水經,1,0
事物紀原,繩即此也在如意後,繩即此也在如意後,廣雅,2,0
事物紀原,繩即此也在如意後,繩即此也在如意後,爾雅,1,0
事物紀原,置河隄使者,置河隄使者,漢書,3,0
事物紀原,美名有徳妃為三夫人,美名有徳妃為三夫人,春秋公羊傳,2,0
事物紀原,義,義,說文解字,1,0
事物紀原,者更環其底,者更環其底,西京雜記,4,0
事物紀原,者更環其底,者更環其底,古史考,2,0
事物紀原,者更環其底,者更環其底,方言,2,0
事物紀原,者更環其底,者更環其底,禮記,2,0
事物紀原,者更環其底,者更環其底,古今注,1,0
事物紀原,者更環其底,者更環其底,淮南子,1,0
事物紀原,耳,耳,文心雕龍,2,0
事物紀原,耳,耳,吕氏春秋,2,0
事物紀原,耳,耳,家語,1,0
事物紀原,胡麻,胡麻,博物志,2,0
事物紀原,自黄帝始,自黄帝始,世本,2,0
事物紀原,舊也起於憲宗之世,舊也起於憲宗之世,風俗,1,0
事物紀原,舟車帷幄部四十,舟車帷幄部四十,拾遺記,2,0
事物紀原,舟車帷幄部四十,舟車帷幄部四十,淮南子,1,0
事物紀原,舟車帷幄部四十,舟車帷幄部四十,物理論,1,0
事物紀原,舟車帷幄部四十,舟車帷幄部四十,發蒙記,1,0
事物紀原,舟車帷幄部四十,舟車帷幄部四十,釋名,1,0
事物紀原,舟車帷幄部四十,舟車帷幄部四十,舊唐書,1,0
事物紀原,舟車帷幄部四十,舟車帷幄部四十,莊子,1,0
事物紀原,色,色,舊唐書,1,0
事物紀原,色為生熟匹帛,色為生熟匹帛,談苑,2,0
事物紀原,花子之作疑起于此,花子之作疑起于此,墨子,2,0
事物紀原,花子之作疑起于此 > 衣裘帶服部十五,衣裘帶服部十五,通典,2,0
事物紀原,蒙恬所製耳,蒙恬所製耳,西京雜記,2,0
事物紀原,蒙恬所製耳 > 嵗時風俗部四十二,嵗時風俗部四十二,禮記,1,0
事物紀原,蒙恬所製耳 > 嵗時風俗部四十二,嵗時風俗部四十二,續漢書,1,0
事物紀原,虞始又以泰名樽,虞始又以泰名樽,墨子,2,0
事物紀原,蜀人呼蔓菁為諸葛菜,蜀人呼蔓菁為諸葛菜,酉陽雜俎,2,0
事物紀原,蟲魚禽獸部五十五,蟲魚禽獸部五十五,讀書附志,1,0
事物紀原,親 > 禮祭郊祀部九,禮祭郊祀部九,禮記,2,0
事物紀原,親 > 禮祭郊祀部九,禮祭郊祀部九,揚子法言,1,0
事物紀原,親 > 禮祭郊祀部九,禮祭郊祀部九,拾遺記,1,0
事物紀原,設明法科,設明法科,史記,1,0
事物紀原,詔以大安輦為名,詔以大安輦為名,通典,2,0
