source_url,author_page,work_title,section,page_title,output_clean_path,output_raw_path,segment_mode,median_default_score,prop_literary,prop_modern,prop_uncertain,suspected_baihua,score_error
https://zh.wikisource.org/wiki/%E7%89%A9%E8%B3%AA%E5%BB%BA%E8%A8%AD%2F%E7%AF%87%E9%A6%96,作者:孫中山,物質建設/篇首,,物質建設/篇首,C:\Users\chipp\OneDrive\Documents\fanyahanwen-corpus\scrape_output\clean\孫中山\物質建設_篇首\物質建設_篇首__juan_01.txt,C:\Users\chipp\OneDrive\Documents\fanyahanwen-corpus\scrape_output\raw\孫中山\物質建設_篇首\物質建設_篇首__juan_01.txt,paragraph,0.000000,0.342105,0.000000,0.657895,False,
https://zh.wikisource.org/wiki/%E7%89%A9%E8%B3%AA%E5%BB%BA%E8%A8%AD%2F%E7%B5%90%E8%AB%96,作者:孫中山,物質建設/結論,,物質建設/結論,C:\Users\chipp\OneDrive\Documents\fanyahanwen-corpus\scrape_output\clean\孫中山\物質建設_結論\物質建設_結論__juan_01.txt,C:\Users\chipp\OneDrive\Documents\fanyahanwen-corpus\scrape_output\raw\孫中山\物質建設_結論\物質建設_結論__juan_01.txt,paragraph,27.500000,1.000000,0.000000,0.000000,False,
https://zh.wikisource.org/wiki/%E7%89%A9%E8%B3%AA%E5%BB%BA%E8%A8%AD%2F%E8%87%AA%E5%BA%8F,作者:孫中山,物質建設/自序,,物質建設/自序,C:\Users\chipp\OneDrive\Documents\fanyahanwen-corpus\scrape_output\clean\孫中山\物質建設_自序\物質建設_自序__juan_01.txt,C:\Users\chipp\OneDrive\Documents\fanyahanwen-corpus\scrape_output\raw\孫中山\物質建設_自序\物質建設_自序__juan_01.txt,paragraph,26.350000,0.500000,0.000000,0.500000,False,
https://zh.wikisource.org/wiki/%E7%89%A9%E8%B3%AA%E5%BB%BA%E8%A8%AD%2F%E9%99%84%E9%8C%84%E4%B8%80,作者:孫中山,物質建設/附錄一,,物質建設/附錄一,C:\Users\chipp\OneDrive\Documents\fanyahanwen-corpus\scrape_output\clean\孫中山\物質建設_附錄一\物質建設_附錄一__juan_01.txt,C:\Users\chipp\OneDrive\Documents\fanyahanwen-corpus\scrape_output\raw\孫中山\物質建設_附錄一\物質建設_附錄一__juan_01.txt,paragraph,4.500000,0.661017,0.016949,0.322034,False,
https://zh.wikisource.org/wiki/%E7%89%A9%E8%B3%AA%E5%BB%BA%E8%A8%AD%2F%E9%99%84%E9%8C%84%E4%B8%89,作者:孫中山,物質建設/附錄三,,物質建設/附錄三,C:\Users\chipp\OneDrive\Documents\fanyahanwen-corpus\scrape_output\clean\孫中山\物質建設_附錄三\物質建設_附錄三__juan_01.txt,C:\Users\chipp\OneDrive\Documents\fanyahanwen-corpus\scrape_output\raw\孫中山\物質建設_附錄三\物質建設_附錄三__juan_01.txt,paragraph,0.000000,0.285714,0.000000,0.714286,False,
https://zh.wikisource.org/wiki/%E7%89%A9%E8%B3%AA%E5%BB%BA%E8%A8%AD%2F%E9%99%84%E9%8C%84%E4%BA%8C,作者:孫中山,物質建設/附錄二,,物質建設/附錄二,C:\Users\chipp\OneDrive\Documents\fanyahanwen-corpus\scrape_output\clean\孫中山\物質建設_附錄二\物質建設_附錄二__juan_01.txt,C:\Users\chipp\OneDrive\Documents\fanyahanwen-corpus\scrape_output\raw\孫中山\物質建設_附錄二\物質建設_附錄二__juan_01.txt,paragraph,6.403000,0.636364,0.000000,0.363636,False,
https://zh.wikisource.org/wiki/%E7%89%A9%E8%B3%AA%E5%BB%BA%E8%A8%AD%2F%E9%99%84%E9%8C%84%E4%BA%94,作者:孫中山,物質建設/附錄五,,物質建設/附錄五,C:\Users\chipp\OneDrive\Documents\fanyahanwen-corpus\scrape_output\clean\孫中山\物質建設_附錄五\物質建設_附錄五__juan_01.txt,C:\Users\chipp\OneDrive\Documents\fanyahanwen-corpus\scrape_output\raw\孫中山\物質建設_附錄五\物質建設_附錄五__juan_01.txt,paragraph,0.409500,0.400000,0.000000,0.600000,False,
https://zh.wikisource.org/wiki/%E7%89%A9%E8%B3%AA%E5%BB%BA%E8%A8%AD%2F%E9%99%84%E9%8C%84%E5%85%AD,作者:孫中山,物質建設/附錄六,,物質建設/附錄六,C:\Users\chipp\OneDrive\Documents\fanyahanwen-corpus\scrape_output\clean\孫中山\物質建設_附錄六\物質建設_附錄六__juan_01.txt,C:\Users\chipp\OneDrive\Documents\fanyahanwen-corpus\scrape_output\raw\孫中山\物質建設_附錄六\物質建設_附錄六__juan_01.txt,paragraph,0.662500,0.428571,0.357143,0.214286,False,
https://zh.wikisource.org/wiki/%E7%89%A9%E8%B3%AA%E5%BB%BA%E8%A8%AD%2F%E9%99%84%E9%8C%84%E5%9B%9B,作者:孫中山,物質建設/附錄四,,物質建設/附錄四,C:\Users\chipp\OneDrive\Documents\fanyahanwen-corpus\scrape_output\clean\孫中山\物質建設_附錄四\物質建設_附錄四__juan_01.txt,C:\Users\chipp\OneDrive\Documents\fanyahanwen-corpus\scrape_output\raw\孫中山\物質建設_附錄四\物質建設_附錄四__juan_01.txt,paragraph,4.494500,0.500000,0.000000,0.500000,False,
https://zh.wikisource.org/wiki/%E7%99%B8%E5%8D%AF%E5%AD%AB%E7%B8%BD%E7%90%86%E5%9C%A8%E6%97%A5%E6%9C%AC%E7%8B%80%E6%B3%81,作者:孫中山,癸卯孫總理在日本狀況,,癸卯孫總理在日本狀況,C:\Users\chipp\OneDrive\Documents\fanyahanwen-corpus\scrape_output\clean\孫中山\癸卯孫總理在日本狀況\癸卯孫總理在日本狀況__juan_01.txt,C:\Users\chipp\OneDrive\Documents\fanyahanwen-corpus\scrape_output\raw\孫中山\癸卯孫總理在日本狀況\癸卯孫總理在日本狀況__juan_01.txt,paragraph,24.886616,1.000000,0.000000,0.000000,False,
