status,error,source_categories,category_path,work_title,page_title,chapter,sequence,source_url,header_nation,header_categories,year,ws_categories,ws_category_scope,raw_path,clean_path,chars_raw,chars_clean,wenyan_median_default_score,wenyan_prop_literary,wenyan_prop_modern,wenyan_prop_uncertain,wenyan_suspected_modern,wenyan_error
saved,,越南典籍，阮朝,越南 > 越南典籍,國朝史撮要,國朝史撮要/銜名,銜名,5,https://zh.wikisource.org/wiki/%E5%9C%8B%E6%9C%9D%E5%8F%B2%E6%92%AE%E8%A6%81%2F%E9%8A%9C%E5%90%8D,,越南典籍，阮朝,,50%，PD-old，編年，越南典籍，阮朝,root_fallback,raw\國朝史撮要\國朝史撮要__0005__銜名.txt,clean\國朝史撮要\國朝史撮要__0005__銜名.txt,692,490,0.000000,0.000000,0.000000,1.000000,0,
saved,,阮朝,越南 > 阮朝,國朝正編撮要,國朝正編撮要/卷之一,卷之一,1,https://zh.wikisource.org/wiki/%E5%9C%8B%E6%9C%9D%E6%AD%A3%E7%B7%A8%E6%92%AE%E8%A6%81%2F%E5%8D%B7%E4%B9%8B%E4%B8%80,,阮朝,,PD-old，阮朝，高春育,root_fallback,raw\國朝正編撮要\國朝正編撮要__0001__卷之一.txt,clean\國朝正編撮要\國朝正編撮要__0001__卷之一.txt,19732,18727,0.810000,0.439394,0.000000,0.560606,0,
saved,,阮朝,越南 > 阮朝,國朝正編撮要,國朝正編撮要/卷之三,卷之三,2,https://zh.wikisource.org/wiki/%E5%9C%8B%E6%9C%9D%E6%AD%A3%E7%B7%A8%E6%92%AE%E8%A6%81%2F%E5%8D%B7%E4%B9%8B%E4%B8%89,,阮朝,,PD-old，阮朝，高春育,root_fallback,raw\國朝正編撮要\國朝正編撮要__0002__卷之三.txt,clean\國朝正編撮要\國朝正編撮要__0002__卷之三.txt,62670,61287,1.760000,0.495294,0.002353,0.502353,0,
saved,,阮朝,越南 > 阮朝,國朝正編撮要,國朝正編撮要/卷之二,卷之二,3,https://zh.wikisource.org/wiki/%E5%9C%8B%E6%9C%9D%E6%AD%A3%E7%B7%A8%E6%92%AE%E8%A6%81%2F%E5%8D%B7%E4%B9%8B%E4%BA%8C,,阮朝,,PD-old，阮朝，高春育,root_fallback,raw\國朝正編撮要\國朝正編撮要__0003__卷之二.txt,clean\國朝正編撮要\國朝正編撮要__0003__卷之二.txt,26626,26030,2.900000,0.506361,0.002545,0.491094,0,
saved,,阮朝,越南 > 阮朝,國朝正編撮要,國朝正編撮要/卷之五,卷之五,4,https://zh.wikisource.org/wiki/%E5%9C%8B%E6%9C%9D%E6%AD%A3%E7%B7%A8%E6%92%AE%E8%A6%81%2F%E5%8D%B7%E4%B9%8B%E4%BA%94,,阮朝,,PD-old，阮朝，高春育,root_fallback,raw\國朝正編撮要\國朝正編撮要__0004__卷之五.txt,clean\國朝正編撮要\國朝正編撮要__0004__卷之五.txt,57828,54979,0.560000,0.452214,0.003497,0.544289,0,
saved,,阮朝,越南 > 阮朝,國朝正編撮要,國朝正編撮要/卷之六,卷之六,5,https://zh.wikisource.org/wiki/%E5%9C%8B%E6%9C%9D%E6%AD%A3%E7%B7%A8%E6%92%AE%E8%A6%81%2F%E5%8D%B7%E4%B9%8B%E5%85%AD,,阮朝,,PD-old，阮朝，高春育,root_fallback,raw\國朝正編撮要\國朝正編撮要__0005__卷之六.txt,clean\國朝正編撮要\國朝正編撮要__0005__卷之六.txt,10800,9919,0.246000,0.379310,0.000000,0.620690,0,
saved,,阮朝,越南 > 阮朝,國朝正編撮要,國朝正編撮要/卷之四,卷之四,6,https://zh.wikisource.org/wiki/%E5%9C%8B%E6%9C%9D%E6%AD%A3%E7%B7%A8%E6%92%AE%E8%A6%81%2F%E5%8D%B7%E4%B9%8B%E5%9B%9B,,阮朝,,PD-old，阮朝，高春育,root_fallback,raw\國朝正編撮要\國朝正編撮要__0006__卷之四.txt,clean\國朝正編撮要\國朝正編撮要__0006__卷之四.txt,20479,19731,2.530000,0.509346,0.004673,0.485981,0,
saved,,越南典籍，阮朝,越南 > 越南典籍,國朝科榜錄,國朝科榜錄/序,序,1,https://zh.wikisource.org/wiki/%E5%9C%8B%E6%9C%9D%E7%A7%91%E6%A6%9C%E9%8C%84%2F%E5%BA%8F,,越南典籍，阮朝,1894年,1894年，PD-old，科舉文獻，越南典籍，阮朝,root_fallback,raw\國朝科榜錄\國朝科榜錄__0001__序.txt,clean\國朝科榜錄\國朝科榜錄__0001__序.txt,2081,1942,302.627861,0.666667,0.000000,0.333333,0,
saved,,越南典籍，阮朝,越南 > 越南典籍,國朝科榜錄,國朝科榜錄/凡例,凡例,2,https://zh.wikisource.org/wiki/%E5%9C%8B%E6%9C%9D%E7%A7%91%E6%A6%9C%E9%8C%84%2F%E5%87%A1%E4%BE%8B,,越南典籍，阮朝,1894年,1894年，PD-old，科舉文獻，越南典籍，阮朝,root_fallback,raw\國朝科榜錄\國朝科榜錄__0002__凡例.txt,clean\國朝科榜錄\國朝科榜錄__0002__凡例.txt,2413,2233,0.000000,0.380952,0.000000,0.619048,0,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍，阮朝,越南 > 越南典籍,國朝科榜錄,國朝科榜錄/卷一,卷一,3,https://zh.wikisource.org/wiki/%E5%9C%8B%E6%9C%9D%E7%A7%91%E6%A6%9C%E9%8C%84%2F%E5%8D%B7%E4%B8%80,,越南典籍，阮朝,1894年,1894年，PD-old，科舉文獻，越南典籍，阮朝,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍，阮朝,越南 > 越南典籍,國朝科榜錄,國朝科榜錄/卷一（页面不存在）,卷一（页面不存在）,4,https://zh.wikisource.org/wiki/%E5%9C%8B%E6%9C%9D%E7%A7%91%E6%A6%9C%E9%8C%84%2F%E5%8D%B7%E4%B8%80%EF%BC%88%E9%A1%B5%E9%9D%A2%E4%B8%8D%E5%AD%98%E5%9C%A8%EF%BC%89,,越南典籍，阮朝,1894年,1894年，PD-old，科舉文獻，越南典籍，阮朝,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍，阮朝,越南 > 越南典籍,國朝科榜錄,國朝科榜錄/卷二,卷二,5,https://zh.wikisource.org/wiki/%E5%9C%8B%E6%9C%9D%E7%A7%91%E6%A6%9C%E9%8C%84%2F%E5%8D%B7%E4%BA%8C,,越南典籍，阮朝,1894年,1894年，PD-old，科舉文獻，越南典籍，阮朝,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍，阮朝,越南 > 越南典籍,國朝科榜錄,國朝科榜錄/卷二（页面不存在）,卷二（页面不存在）,6,https://zh.wikisource.org/wiki/%E5%9C%8B%E6%9C%9D%E7%A7%91%E6%A6%9C%E9%8C%84%2F%E5%8D%B7%E4%BA%8C%EF%BC%88%E9%A1%B5%E9%9D%A2%E4%B8%8D%E5%AD%98%E5%9C%A8%EF%BC%89,,越南典籍，阮朝,1894年,1894年，PD-old，科舉文獻，越南典籍，阮朝,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍，阮朝,越南 > 越南典籍,國朝科榜錄,國朝科榜錄/卷三,卷三,7,https://zh.wikisource.org/wiki/%E5%9C%8B%E6%9C%9D%E7%A7%91%E6%A6%9C%E9%8C%84%2F%E5%8D%B7%E4%B8%89,,越南典籍，阮朝,1894年,1894年，PD-old，科舉文獻，越南典籍，阮朝,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍，阮朝,越南 > 越南典籍,國朝科榜錄,國朝科榜錄/卷三（页面不存在）,卷三（页面不存在）,8,https://zh.wikisource.org/wiki/%E5%9C%8B%E6%9C%9D%E7%A7%91%E6%A6%9C%E9%8C%84%2F%E5%8D%B7%E4%B8%89%EF%BC%88%E9%A1%B5%E9%9D%A2%E4%B8%8D%E5%AD%98%E5%9C%A8%EF%BC%89,,越南典籍，阮朝,1894年,1894年，PD-old，科舉文獻，越南典籍，阮朝,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍，阮朝,越南 > 越南典籍,國朝科榜錄,國朝科榜錄/續編卷四,續編卷四,9,https://zh.wikisource.org/wiki/%E5%9C%8B%E6%9C%9D%E7%A7%91%E6%A6%9C%E9%8C%84%2F%E7%BA%8C%E7%B7%A8%E5%8D%B7%E5%9B%9B,,越南典籍，阮朝,1894年,1894年，PD-old，科舉文獻，越南典籍，阮朝,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍，阮朝,越南 > 越南典籍,國朝科榜錄,國朝科榜錄/續編卷四（页面不存在）,續編卷四（页面不存在）,10,https://zh.wikisource.org/wiki/%E5%9C%8B%E6%9C%9D%E7%A7%91%E6%A6%9C%E9%8C%84%2F%E7%BA%8C%E7%B7%A8%E5%8D%B7%E5%9B%9B%EF%BC%88%E9%A1%B5%E9%9D%A2%E4%B8%8D%E5%AD%98%E5%9C%A8%EF%BC%89,,越南典籍，阮朝,1894年,1894年，PD-old，科舉文獻，越南典籍，阮朝,root_fallback,,,0,0,,,,,,
saved,,阮朝,越南 > 阮朝,堅太王行狀,堅太王行狀,root,1,https://zh.wikisource.org/wiki/%E5%A0%85%E5%A4%AA%E7%8E%8B%E8%A1%8C%E7%8B%80,,阮朝,1917年,1845年 (提及)，1864年 (提及)，1865年 (提及)，1869年 (提及)，1871年 (提及)，1876年 (提及)，1882年 (提及)，1886年 (提及)，1888年 (提及)，1903年 (提及)，1917年，1917年 (提及)，PD-old，阮朝，阮福晙,page,raw\堅太王行狀\堅太王行狀__0001__front_matter.txt,clean\堅太王行狀\堅太王行狀__0001__front_matter.txt,1427,1037,4.500000,0.666667,0.000000,0.333333,0,
saved,,阮朝,越南 > 阮朝,士夫自治論,士夫自治論,root,1,https://zh.wikisource.org/wiki/%E5%A3%AB%E5%A4%AB%E8%87%AA%E6%B2%BB%E8%AB%96,,阮朝,,PD-old，阮朝，陳季恰,page,raw\士夫自治論\士夫自治論__0001__front_matter.txt,clean\士夫自治論\士夫自治論__0001__front_matter.txt,617,452,26.064000,1.000000,0.000000,0.000000,0,
saved,,後黎朝,越南 > 後黎朝,壬申科進士題名記,壬申科進士題名記,root,1,https://zh.wikisource.org/wiki/%E5%A3%AC%E7%94%B3%E7%A7%91%E9%80%B2%E5%A3%AB%E9%A1%8C%E5%90%8D%E8%A8%98,,後黎朝,1773年,1753年 (提及)，1773年，PD-old，後黎朝，汝廷瓚,page,raw\壬申科進士題名記\壬申科進士題名記__0001__front_matter.txt,clean\壬申科進士題名記\壬申科進士題名記__0001__front_matter.txt,979,762,0.000000,0.285714,0.000000,0.714286,0,
saved,,後黎朝,越南 > 後黎朝,壬辰科進士題名碑,壬辰科進士題名碑,root,1,https://zh.wikisource.org/wiki/%E5%A3%AC%E8%BE%B0%E7%A7%91%E9%80%B2%E5%A3%AB%E9%A1%8C%E5%90%8D%E7%A2%91,,後黎朝,1772年,1772年，1772年 (提及)，PD-old，後黎朝，潘仲藩,page,raw\壬辰科進士題名碑\壬辰科進士題名碑__0001__front_matter.txt,clean\壬辰科進士題名碑\壬辰科進士題名碑__0001__front_matter.txt,1432,1113,9.000000,0.850000,0.000000,0.150000,0,
saved,,阮朝,越南 > 阮朝,夜泊六頭江,夜泊六頭江,root,1,https://zh.wikisource.org/wiki/%E5%A4%9C%E6%B3%8A%E5%85%AD%E9%A0%AD%E6%B1%9F,,阮朝,1918年,1918年，1918年詩，詩，阮朝，阮福晙,page,raw\夜泊六頭江\夜泊六頭江__0001__front_matter.txt,clean\夜泊六頭江\夜泊六頭江__0001__front_matter.txt,471,346,4.500000,0.500000,0.000000,0.500000,0,
saved,,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之一,卷之一,1,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E4%B8%80,,越南典籍,1910年,50%，1910年，PD-old，地理，越南典籍，高春育,page_plus_root,raw\大南一統志 (高春育)\大南一統志 (高春育)__0001__卷之一.txt,clean\大南一統志 (高春育)\大南一統志 (高春育)__0001__卷之一.txt,48845,29533,0.000000,0.382212,0.002404,0.615385,0,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之七,卷之七,2,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E4%B8%83,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之七（页面不存在）,卷之七（页面不存在）,3,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E4%B8%83%EF%BC%88%E9%A1%B5%E9%9D%A2%E4%B8%8D%E5%AD%98%E5%9C%A8%EF%BC%89,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之三,卷之三,4,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E4%B8%89,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之三（页面不存在）,卷之三（页面不存在）,5,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E4%B8%89%EF%BC%88%E9%A1%B5%E9%9D%A2%E4%B8%8D%E5%AD%98%E5%9C%A8%EF%BC%89,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之九,卷之九,6,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E4%B9%9D,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之九（页面不存在）,卷之九（页面不存在）,7,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E4%B9%9D%EF%BC%88%E9%A1%B5%E9%9D%A2%E4%B8%8D%E5%AD%98%E5%9C%A8%EF%BC%89,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之二,卷之二,8,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E4%BA%8C,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之二（页面不存在）,卷之二（页面不存在）,9,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E4%BA%8C%EF%BC%88%E9%A1%B5%E9%9D%A2%E4%B8%8D%E5%AD%98%E5%9C%A8%EF%BC%89,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之五,卷之五,10,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E4%BA%94,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之五（页面不存在）,卷之五（页面不存在）,11,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E4%BA%94%EF%BC%88%E9%A1%B5%E9%9D%A2%E4%B8%8D%E5%AD%98%E5%9C%A8%EF%BC%89,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之八,卷之八,12,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E5%85%AB,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之八（页面不存在）,卷之八（页面不存在）,13,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E5%85%AB%EF%BC%88%E9%A1%B5%E9%9D%A2%E4%B8%8D%E5%AD%98%E5%9C%A8%EF%BC%89,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之六,卷之六,14,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E5%85%AD,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之六（页面不存在）,卷之六（页面不存在）,15,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E5%85%AD%EF%BC%88%E9%A1%B5%E9%9D%A2%E4%B8%8D%E5%AD%98%E5%9C%A8%EF%BC%89,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
saved,,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之十,卷之十,16,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E5%8D%81,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,raw\大南一統志 (高春育)\大南一統志 (高春育)__0016__卷之十.txt,clean\大南一統志 (高春育)\大南一統志 (高春育)__0016__卷之十.txt,2777,1530,0.000000,0.307692,0.000000,0.692308,0,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之十一,卷之十一,17,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E5%8D%81%E4%B8%80,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之十一（页面不存在）,卷之十一（页面不存在）,18,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E5%8D%81%E4%B8%80%EF%BC%88%E9%A1%B5%E9%9D%A2%E4%B8%8D%E5%AD%98%E5%9C%A8%EF%BC%89,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之十七,卷之十七,19,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E5%8D%81%E4%B8%83,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之十七（页面不存在）,卷之十七（页面不存在）,20,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E5%8D%81%E4%B8%83%EF%BC%88%E9%A1%B5%E9%9D%A2%E4%B8%8D%E5%AD%98%E5%9C%A8%EF%BC%89,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之十三,卷之十三,21,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E5%8D%81%E4%B8%89,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之十三（页面不存在）,卷之十三（页面不存在）,22,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E5%8D%81%E4%B8%89%EF%BC%88%E9%A1%B5%E9%9D%A2%E4%B8%8D%E5%AD%98%E5%9C%A8%EF%BC%89,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之十二,卷之十二,23,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E5%8D%81%E4%BA%8C,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之十二（页面不存在）,卷之十二（页面不存在）,24,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E5%8D%81%E4%BA%8C%EF%BC%88%E9%A1%B5%E9%9D%A2%E4%B8%8D%E5%AD%98%E5%9C%A8%EF%BC%89,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之十五,卷之十五,25,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E5%8D%81%E4%BA%94,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
skipped_empty,No clean rendered body text retrieved after removing Wikisource furniture. No file written.,越南典籍,越南 > 越南典籍,大南一統志 (高春育),大南一統志 (高春育)/卷之十五（页面不存在）,卷之十五（页面不存在）,26,https://zh.wikisource.org/wiki/%E5%A4%A7%E5%8D%97%E4%B8%80%E7%B5%B1%E5%BF%97%20%28%E9%AB%98%E6%98%A5%E8%82%B2%29%2F%E5%8D%B7%E4%B9%8B%E5%8D%81%E4%BA%94%EF%BC%88%E9%A1%B5%E9%9D%A2%E4%B8%8D%E5%AD%98%E5%9C%A8%EF%BC%89,,越南典籍,1910年,1910年，PD-old，地理，越南典籍，高春育,root_fallback,,,0,0,,,,,,
