glyph,moe_id,grade,canonical_moe_id,canonical_glyph
󱘀,A01008-007,異體字 ,A01008,宅
󱘃,A01008-010,異體字 ,A01008,宅
󱘄,A01008-011,異體字 ,A01008,宅
垞,A01008-012,異體字 ,A01008,宅
󱘅,A01008-013,異體字 ,A01008,宅
󱘆,A01008-014,異體字 ,A01008,宅
安,A01009,正字 ,A01009,安
󱘇,A01009-001,異體字 ,A01009,安
󱘈,A01009-002,異體字 ,A01009,安
󱘉,A01009-003,異體字 ,A01009,安
󱘊,A01009-004,異體字 ,A01009,安
󱘋,A01009-006,異體字 ,A01009,安
侒,A01009-007,異體字 ,A01009,安
完,A01010,正字 ,A01010,完
皃,A01010-001,異體字 ,A01010,完
宋,A01011,正字 ,A01011,宋
宏,A01012,正字 ,A01012,宏
󱘍,A01012-001,異體字 ,A01012,宏
䆖,A01012-002,異體字 ,A01012,宏
宗,A01013,正字 ,A01013,宗
󱘐,A01013-004,附錄字 ,A01013,宗
定,A01014,正字 ,A01014,定
㝎,A01014-001,異體字 ,A01014,定
󱘑,A01014-002,異體字 ,A01014,定
󱘓,A01014-004,異體字 ,A01014,定
󱘕,A01014-006,異體字 ,A01014,定
󱘖,A01014-007,異體字 ,A01014,定
㱏,A01014-008,異體字 ,A01014,定
官,A01015,正字 ,A01015,官
𠕍,A01015-001,異體字 ,A01015,官
𡧺,A01015-002,異體字 ,A01015,官
󱘘,A01015-003,異體字 ,A01015,官
𡦹,A01015-004-1,異體字 ,A01015,官
󱘙,A01015-005,異體字 ,A01015,官
󱘚,A01015-006,異體字 ,A01015,官
󱘛,A01015-007,異體字 ,A01015,官
󱘜,A01015-008,異體字 ,A01015,官
󱘞,A01015-010,異體字 ,A01015,官
宜,A01016,正字 ,A01016,宜
冝,A01016-001,異體字 ,A01016,宜
𠣨,A01016-002,異體字 ,A01016,宜
,A01016-003,異體字 ,A01016,宜
㝖,A01016-005,異體字 ,A01016,宜
𡨆,A01016-006,異體字 ,A01016,宜
𡪀,A01016-007,異體字 ,A01016,宜
󱘟,A01016-008,異體字 ,A01016,宜
󱘠,A01016-010,異體字 ,A01016,宜
󱘢,A01016-012,異體字 ,A01016,宜
󱘣,A01016-013,異體字 ,A01016,宜
󱘤,A01016-015,異體字 ,A01016,宜
󴯆,A01016-016,異體字 ,A01016,宜
󱘦,A01016-017,異體字 ,A01016,宜
󱘧,A01016-018,異體字 ,A01016,宜
󱘨,A01016-018-1,異體字 ,A01016,宜
󱘩,A01016-019,附錄字 ,A01016,宜
󱘪,A01016-020,附錄字 ,A01016,宜
宙,A01017,正字 ,A01017,宙
𥥉,A01017-001,異體字 ,A01017,宙
󱘫,A01017-002,異體字 ,A01017,宙
㣙,A01017-003,異體字 ,A01017,宙
宛,A01018,正字 ,A01018,宛
惌,A01018-001,異體字 ,A01018,宛
󱘬,A01018-002,異體字 ,A01018,宛
󱘭,A01018-003,異體字 ,A01018,宛
󱘮,A01018-004,異體字 ,A01018,宛
󱘯,A01018-005,異體字 ,A01018,宛
󱘰,A01018-006,異體字 ,A01018,宛
󱘱,A01018-007,異體字 ,A01018,宛
󱘲,A01018-009,異體字 ,A01018,宛
宣,A01019,正字 ,A01019,宣
𡨈,A01019-001,異體字 ,A01019,宣
𡪏,A01019-002,異體字 ,A01019,宣
𠖚,A01019-003,異體字 ,A01019,宣
𡩦,A01019-004,異體字 ,A01019,宣
󱘳,A01019-005,異體字 ,A01019,宣
󱘴,A01019-006,異體字 ,A01019,宣
󱘵,A01019-007,異體字 ,A01019,宣
󱘶,A01019-008,異體字 ,A01019,宣
󱘷,A01019-009,異體字 ,A01019,宣
󱘸,A01019-010,異體字 ,A01019,宣
󱘹,A01019-011,異體字 ,A01019,宣
󱘺,A01019-012,異體字 ,A01019,宣
󱘻,A01019-013,異體字 ,A01019,宣
󱘼,A01019-014,異體字 ,A01019,宣
󱘽,A01019-015,異體字 ,A01019,宣
宦,A01020,正字 ,A01020,宦
𠈄,A01020-001,異體字 ,A01020,宦
䆠,A01020-002,異體字 ,A01020,宦
𠋪,A01020-003,異體字 ,A01020,宦
󱘘,A01020-004,異體字 ,A01020,宦
󱘿,A01020-006,異體字 ,A01020,宦
󱙀,A01020-007,異體字 ,A01020,宦
󱙁,A01020-008,異體字 ,A01020,宦
󱙂,A01020-009,異體字 ,A01020,宦
󱙃,A01020-010,異體字 ,A01020,宦
室,A01021,正字 ,A01021,室
󱙄,A01021-001,異體字 ,A01021,室
󱙅,A01021-002,異體字 ,A01021,室
󱙆,A01021-003,異體字 ,A01021,室
󱙇,A01021-004,異體字 ,A01021,室
󱙈,A01021-005,異體字 ,A01021,室
󱙉,A01021-006,異體字 ,A01021,室
󱙊,A01021-007,異體字 ,A01021,室
󱙋,A01021-008,異體字 ,A01021,室
󱙌,A01021-009,異體字 ,A01021,室
客,A01022,正字 ,A01022,客
󱙍,A01022-001,異體字 ,A01022,客
宥,A01023,正字 ,A01023,宥
䆜,A01023-001,異體字 ,A01023,宥
宰,A01024,正字 ,A01024,宰
𠈾,A01024-001,異體字 ,A01024,宰
󱙎,A01024-002,異體字 ,A01024,宰
𡨔,A01024-003,異體字 ,A01024,宰
𡪤,A01024-004,異體字 ,A01024,宰
󱙏,A01024-005,異體字 ,A01024,宰
𡨧,A01024-006,異體字 ,A01024,宰
󱙐,A01024-007,異體字 ,A01024,宰
󱙑,A01024-008,異體字 ,A01024,宰
害,A01025,正字 ,A01025,害
𠕛,A01025-001,異體字 ,A01025,害
𡧱,A01025-002,異體字 ,A01025,害
󱙒,A01025-003,異體字 ,A01025,害
𡨟,A01025-004,異體字 ,A01025,害
󱙔,A01025-007,異體字 ,A01025,害
𤇵,A01025-009,異體字 ,A01025,害
󱙕,A01025-010,異體字 ,A01025,害
󱙖,A01025-011,異體字 ,A01025,害
󱙗,A01025-012,異體字 ,A01025,害
󱙘,A01025-013,附錄字 ,A01025,害
家,A01026,正字 ,A01026,家
𠖔,A01026-001,異體字 ,A01026,家
𡧚,A01026-002,異體字 ,A01026,家
𡩅,A01026-003,異體字 ,A01026,家
宊,A01026-004,異體字 ,A01026,家
𡩙,A01026-005,異體字 ,A01026,家
𡩀,A01026-006,異體字 ,A01026,家
󱙙,A01026-007,異體字 ,A01026,家
󱙚,A01026-008,異體字 ,A01026,家
󱙛,A01026-009,異體字 ,A01026,家
󱙜,A01026-010,異體字 ,A01026,家
󱙝,A01026-011,異體字 ,A01026,家
󰛆,A01026-012,異體字 ,A01026,家
󱙞,A01026-013,異體字 ,A01026,家
󱙟,A01026-014,異體字 ,A01026,家
󱙠,A01026-015,異體字 ,A01026,家
宴,A01027,正字 ,A01027,宴
󱙡,A01027-001,異體字 ,A01027,宴
󱙢,A01027-002,異體字 ,A01027,宴
󱙣,A01027-003,異體字 ,A01027,宴
󱙤,A01027-004,異體字 ,A01027,宴
󱙥,A01027-005,異體字 ,A01027,宴
󱙦,A01027-006,異體字 ,A01027,宴
宮,A01028,正字 ,A01028,宮
宫,A01028-001,異體字 ,A01028,宮
宵,A01029,正字 ,A01029,宵
󱙨,A01029-002,異體字 ,A01029,宵
󱙩,A01029-005,異體字 ,A01029,宵
󱙪,A01029-009,異體字 ,A01029,宵
容,A01030,正字 ,A01030,容
𠕺,A01030-001,異體字 ,A01030,容
㝐,A01030-002,異體字 ,A01030,容
󱙫,A01030-003,異體字 ,A01030,容
󱙬,A01030-004,異體字 ,A01030,容
󱙭,A01030-005,異體字 ,A01030,容
󱙮,A01030-007,異體字 ,A01030,容
󱙯,A01030-008,異體字 ,A01030,容
󱙰,A01030-009,異體字 ,A01030,容
󱙱,A01030-010,異體字 ,A01030,容
󱙲,A01030-011,異體字 ,A01030,容
󱙳,A01030-012,異體字 ,A01030,容
󱙴,A01030-013,異體字 ,A01030,容
󱙵,A01030-014,異體字 ,A01030,容
󱙶,A01030-015,異體字 ,A01030,容
,A01030-016,異體字 ,A01030,容
󱙷,A01030-017,異體字 ,A01030,容
㣑,A01030-018,異體字 ,A01030,容
宸,A01031,正字 ,A01031,宸
󱙸,A01031-001,異體字 ,A01031,宸
󱙹,A01031-002,異體字 ,A01031,宸
󱙺,A01031-003,異體字 ,A01031,宸
󱙻,A01031-004,異體字 ,A01031,宸
󱙼,A01031-005,異體字 ,A01031,宸
䆣,A01031-007,異體字 ,A01031,宸
寇,A01032,正字 ,A01032,寇
冦,A01032-001,異體字 ,A01032,寇
𢽉,A01032-002,異體字 ,A01032,寇
󱙽,A01032-004,異體字 ,A01032,寇
㓂,A01032-005,異體字 ,A01032,寇
宼,A01032-006,異體字 ,A01032,寇
𡨥,A01032-007,異體字 ,A01032,寇
𡯷,A01032-008,異體字 ,A01032,寇
󰚋,A01032-009,異體字 ,A01032,寇
󱙾,A01032-010,異體字 ,A01032,寇
󱙿,A01032-011,異體字 ,A01032,寇
󱚀,A01032-012,異體字 ,A01032,寇
󱚁,A01032-013,異體字 ,A01032,寇
󱚂,A01032-014-1,異體字 ,A01032,寇
󱚃,A01032-015-1,異體字 ,A01032,寇
󱚄,A01032-016,異體字 ,A01032,寇
󱚅,A01032-017-1,異體字 ,A01032,寇
󱚆,A01032-018-1,異體字 ,A01032,寇
󱚇,A01032-019,異體字 ,A01032,寇
󱚈,A01032-020-1,異體字 ,A01032,寇
󱚉,A01032-021,異體字 ,A01032,寇
󱚊,A01032-022-1,異體字 ,A01032,寇
󱚋,A01032-023,異體字 ,A01032,寇
𥦲,A01032-024,異體字 ,A01032,寇
𥦆,A01032-025,異體字 ,A01032,寇
󱚌,A01032-026,異體字 ,A01032,寇
󱚍,A01032-027,異體字 ,A01032,寇
󱚎,A01032-028,異體字 ,A01032,寇
󱚏,A01032-031,異體字 ,A01032,寇
窛,A01032-032,異體字 ,A01032,寇
寅,A01033,正字 ,A01033,寅
𡓵,A01033-001,異體字 ,A01033,寅
𡩟,A01033-002,異體字 ,A01033,寅
𦦚,A01033-003,異體字 ,A01033,寅
󱚐,A01033-004,異體字 ,A01033,寅
㝙,A01033-005,異體字 ,A01033,寅
𡩪,A01033-006,異體字 ,A01033,寅
𢁐,A01033-007,異體字 ,A01033,寅
󱚑,A01033-008,異體字 ,A01033,寅
󱚒,A01033-009,異體字 ,A01033,寅
󱚓,A01033-010,異體字 ,A01033,寅
󱚔,A01033-011,異體字 ,A01033,寅
󱚕,A01033-012,異體字 ,A01033,寅
󱚖,A01033-013,異體字 ,A01033,寅
󱚗,A01033-014,異體字 ,A01033,寅
󱚘,A01033-016,異體字 ,A01033,寅
󱚙,A01033-017,異體字 ,A01033,寅
󱚚,A01033-018,異體字 ,A01033,寅
󱚛,A01033-019,異體字 ,A01033,寅
󱚜,A01033-020,異體字 ,A01033,寅
󱚝,A01033-021,異體字 ,A01033,寅
󱚞,A01033-022,異體字 ,A01033,寅
󱚟,A01033-023,異體字 ,A01033,寅
󱚠,A01033-024,異體字 ,A01033,寅
󱚡,A01033-025,異體字 ,A01033,寅
󱚢,A01033-026,異體字 ,A01033,寅
󱚣,A01033-027,異體字 ,A01033,寅
󱚤,A01033-028,異體字 ,A01033,寅
󱚥,A01033-029,異體字 ,A01033,寅
󱚦,A01033-030,異體字 ,A01033,寅
󱚧,A01033-031,異體字 ,A01033,寅
󱚨,A01033-032,異體字 ,A01033,寅
󱚩,A01033-033,異體字 ,A01033,寅
󱚪,A01033-033-1,異體字 ,A01033,寅
󱚫,A01033-034,附錄字 ,A01033,寅
󱚬,A01033-036,附錄字 ,A01033,寅
寄,A01034,正字 ,A01034,寄
󱚭,A01034-001,異體字 ,A01034,寄
󱚮,A01034-002,異體字 ,A01034,寄
󱚯,A01034-003,異體字 ,A01034,寄
󱚰,A01034-004,異體字 ,A01034,寄
寂,A01035,正字 ,A01035,寂
𡧘,A01035-001,異體字 ,A01035,寂
𡧴,A01035-002,異體字 ,A01035,寂
𡧯,A01035-003,異體字 ,A01035,寂
𡨜,A01035-004,異體字 ,A01035,寂
𡨁,A01035-005,異體字 ,A01035,寂
𢚍,A01035-006,異體字 ,A01035,寂
𥤽,A01035-007,異體字 ,A01035,寂
𥥒,A01035-008,異體字 ,A01035,寂
𧧌,A01035-009,異體字 ,A01035,寂
󱚱,A01035-010,異體字 ,A01035,寂
󱚲,A01035-011,異體字 ,A01035,寂
󱚳,A01035-012,異體字 ,A01035,寂
󱚴,A01035-013,異體字 ,A01035,寂
󱚵,A01035-014,異體字 ,A01035,寂
󱚶,A01035-016,異體字 ,A01035,寂
󱚷,A01035-017,異體字 ,A01035,寂
󱚸,A01035-018,異體字 ,A01035,寂
󱚹,A01035-019,異體字 ,A01035,寂
󱚺,A01035-020,異體字 ,A01035,寂
󱚻,A01035-021,異體字 ,A01035,寂
󱚼,A01035-022,異體字 ,A01035,寂
󱚽,A01035-024,異體字 ,A01035,寂
󱚾,A01035-026,異體字 ,A01035,寂
󱚿,A01035-027,異體字 ,A01035,寂
󱛁,A01035-032,異體字 ,A01035,寂
䆥,A01035-033,異體字 ,A01035,寂
󱛂,A01035-034,異體字 ,A01035,寂
宿,A01036,正字 ,A01036,宿
㝛,A01036-001,異體字 ,A01036,宿
󱛃,A01036-002,異體字 ,A01036,宿
𡪴,A01036-003,異體字 ,A01036,宿
󱛄,A01036-004,異體字 ,A01036,宿
󱛅,A01036-005,異體字 ,A01036,宿
󱛆,A01036-006,異體字 ,A01036,宿
󱛇,A01036-007,異體字 ,A01036,宿
󱛈,A01036-008,異體字 ,A01036,宿
𡩤,A01036-010,異體字 ,A01036,宿
󱛉,A01036-011,異體字 ,A01036,宿
密,A01037,正字 ,A01037,密
宻,A01037-001,異體字 ,A01037,密
󱛊,A01037-002,異體字 ,A01037,密
𢛬,A01037-003,異體字 ,A01037,密
𡪖,A01037-004,異體字 ,A01037,密
𡶇,A01037-005,異體字 ,A01037,密
󱛋,A01037-006,異體字 ,A01037,密
󱛌,A01037-007,異體字 ,A01037,密
󱛍,A01037-008,異體字 ,A01037,密
󱛎,A01037-009,異體字 ,A01037,密
󱛏,A01037-010,異體字 ,A01037,密
󱛑,A01037-012,異體字 ,A01037,密
󱛒,A01037-013,異體字 ,A01037,密
󱛓,A01037-014,異體字 ,A01037,密
󱛔,A01037-015,異體字 ,A01037,密
󱛕,A01037-016,異體字 ,A01037,密
󱛖,A01037-017,異體字 ,A01037,密
󱛗,A01037-018,異體字 ,A01037,密
󱛘,A01037-019,異體字 ,A01037,密
󱛙,A01037-020,異體字 ,A01037,密
󱛚,A01037-021,異體字 ,A01037,密
寒,A01038,正字 ,A01038,寒
𡫜,A01038-001,異體字 ,A01038,寒
𣽬,A01038-002,異體字 ,A01038,寒
󱛛,A01038-003,異體字 ,A01038,寒
𡫮,A01038-004,異體字 ,A01038,寒
𡫾,A01038-005,異體字 ,A01038,寒
󱛜,A01038-006,異體字 ,A01038,寒
㥶,A01038-007,異體字 ,A01038,寒
󱛝,A01038-008,異體字 ,A01038,寒
󱛞,A01038-009,異體字 ,A01038,寒
󱛟,A01038-010,異體字 ,A01038,寒
󱛠,A01038-011,異體字 ,A01038,寒
󱛡,A01038-012,異體字 ,A01038,寒
󱛢,A01038-013,異體字 ,A01038,寒
󱛤,A01038-015,異體字 ,A01038,寒
󱛥,A01038-016,附錄字 ,A01038,寒
富,A01039,正字 ,A01039,富
冨,A01039-001,異體字 ,A01039,富
󱛦,A01039-002,異體字 ,A01039,富
󱛧,A01039-003,異體字 ,A01039,富
󱛨,A01039-004,異體字 ,A01039,富
󱛩,A01039-005,異體字 ,A01039,富
󱛪,A01039-006,異體字 ,A01039,富
󱛫,A01039-007,異體字 ,A01039,富
󱛬,A01039-008,異體字 ,A01039,富
󱛭,A01039-013,異體字 ,A01039,富
寓,A01040,正字 ,A01040,寓
庽,A01040-001,異體字 ,A01040,寓
𡪾,A01040-002,異體字 ,A01040,寓
寐,A01041,正字 ,A01041,寐
󱛮,A01041-001,異體字 ,A01041,寐
󱛯,A01041-002,異體字 ,A01041,寐
,A01041-003,異體字 ,A01041,寐
󱛰,A01041-004,異體字 ,A01041,寐
󱛱,A01041-005,異體字 ,A01041,寐
󱛲,A01041-007,異體字 ,A01041,寐
󱛳,A01041-008,異體字 ,A01041,寐
󱛴,A01041-009,異體字 ,A01041,寐
󱛵,A01041-010,異體字 ,A01041,寐
󱛶,A01041-011,異體字 ,A01041,寐
󱛷,A01041-012,異體字 ,A01041,寐
󱛸,A01041-013,異體字 ,A01041,寐
󱛹,A01041-014,異體字 ,A01041,寐
󱛺,A01041-015,異體字 ,A01041,寐
󱛻,A01041-016,異體字 ,A01041,寐
󱛼,A01041-017,異體字 ,A01041,寐
󱛽,A01041-018,異體字 ,A01041,寐
󱛾,A01041-020,異體字 ,A01041,寐
𥧴,A01041-021,異體字 ,A01041,寐
󱛿,A01041-022,異體字 ,A01041,寐
󱜀,A01041-024,異體字 ,A01041,寐
󱜁,A01041-025,附錄字 ,A01041,寐
寞,A01042,正字 ,A01042,寞
󱜂,A01042-001,異體字 ,A01042,寞
󱜃,A01042-002,異體字 ,A01042,寞
𡖶,A01042-003,異體字 ,A01042,寞
󱜄,A01042-005,異體字 ,A01042,寞
󱜅,A01042-006,異體字 ,A01042,寞
󱜆,A01042-007,異體字 ,A01042,寞
寧,A01043,正字 ,A01043,寧
𡨴,A01043-001,異體字 ,A01043,寧
寧,A01043-002,異體字 ,A01043,寧
󱜇,A01043-003,異體字 ,A01043,寧
󱜈,A01043-004,異體字 ,A01043,寧
寍,A01043-005,異體字 ,A01043,寧
󱜉,A01043-006,異體字 ,A01043,寧
󱜊,A01043-006-1,異體字 ,A01043,寧
㝕,A01043-007,異體字 ,A01043,寧
寕,A01043-008,異體字 ,A01043,寧
寜,A01043-009,異體字 ,A01043,寧
𡬛,A01043-010,異體字 ,A01043,寧
󱜋,A01043-011,異體字 ,A01043,寧
󱜌,A01043-012,異體字 ,A01043,寧
󱜍,A01043-013,異體字 ,A01043,寧
󱜎,A01043-014,異體字 ,A01043,寧
宁,A01043-015,異體字 ,A01043,寧
󱜏,A01043-016,異體字 ,A01043,寧
󱜐,A01043-017,異體字 ,A01043,寧
󱜑,A01043-018,異體字 ,A01043,寧
󱜒,A01043-019,異體字 ,A01043,寧
󱜓,A01043-020,異體字 ,A01043,寧
󱜔,A01043-021,異體字 ,A01043,寧
󱜕,A01043-022,異體字 ,A01043,寧
󱜖,A01043-023,異體字 ,A01043,寧
󱜗,A01043-024,異體字 ,A01043,寧
𡩬,A01043-025,異體字 ,A01043,寧
󱜘,A01043-026,異體字 ,A01043,寧
󱜙,A01043-027,異體字 ,A01043,寧
󱜚,A01043-028,異體字 ,A01043,寧
󱜛,A01043-029,異體字 ,A01043,寧
󱜜,A01043-029-1,異體字 ,A01043,寧
󱜝,A01043-029-2,異體字 ,A01043,寧
󱜞,A01043-030,附錄字 ,A01043,寧
寡,A01044,正字 ,A01044,寡
𠆣,A01044-001,異體字 ,A01044,寡
󱜟,A01044-002,異體字 ,A01044,寡
󱜠,A01044-003,異體字 ,A01044,寡
󱜡,A01044-004,異體字 ,A01044,寡
𡩼,A01044-005,異體字 ,A01044,寡
𧵿,A01044-006,異體字 ,A01044,寡
󱜢,A01044-007,異體字 ,A01044,寡
󱜣,A01044-008,異體字 ,A01044,寡
󱜤,A01044-009,異體字 ,A01044,寡
󱜥,A01044-010,異體字 ,A01044,寡
󱜦,A01044-011,異體字 ,A01044,寡
󱜧,A01044-012,異體字 ,A01044,寡
󱜨,A01044-013,異體字 ,A01044,寡
󱜩,A01044-014,異體字 ,A01044,寡
󱜪,A01044-015,異體字 ,A01044,寡
󱜫,A01044-016,異體字 ,A01044,寡
󱜬,A01044-017,異體字 ,A01044,寡
󱜭,A01044-018,異體字 ,A01044,寡
󱜮,A01044-019,異體字 ,A01044,寡
󱜯,A01044-020,異體字 ,A01044,寡
󱜰,A01044-021,異體字 ,A01044,寡
󱜱,A01044-022,異體字 ,A01044,寡
󱜲,A01044-023,異體字 ,A01044,寡
󱜳,A01044-024,異體字 ,A01044,寡
󱜴,A01044-025,異體字 ,A01044,寡
󱜵,A01044-026,異體字 ,A01044,寡
󱜶,A01044-027,異體字 ,A01044,寡
󱜷,A01044-028,異體字 ,A01044,寡
󱜸,A01044-030,異體字 ,A01044,寡
󱜹,A01044-031,異體字 ,A01044,寡
󱜺,A01044-032,異體字 ,A01044,寡
󱜻,A01044-033,異體字 ,A01044,寡
󱜼,A01044-034,異體字 ,A01044,寡
寥,A01045,正字 ,A01045,寥
𡽐,A01045-001,異體字 ,A01045,寥
廫,A01045-002,異體字 ,A01045,寥
󱜽,A01045-003,異體字 ,A01045,寥
𡽦,A01045-004,異體字 ,A01045,寥
󱜾,A01045-005,異體字 ,A01045,寥
󱜿,A01045-006,異體字 ,A01045,寥
󱝀,A01045-007,異體字 ,A01045,寥
󱝁,A01045-008,異體字 ,A01045,寥
󱝂,A01045-009,異體字 ,A01045,寥
󱝃,A01045-010,異體字 ,A01045,寥
󱝄,A01045-011,異體字 ,A01045,寥
,A01045-012,異體字 ,A01045,寥
󱝅,A01045-013,異體字 ,A01045,寥
󱝆,A01045-014,異體字 ,A01045,寥
󱝇,A01045-015,異體字 ,A01045,寥
實,A01046,正字 ,A01046,實
实,A01046-001,異體字 ,A01046,實
実,A01046-002,異體字 ,A01046,實
𡾍,A01046-003,異體字 ,A01046,實
󱝉,A01046-004,異體字 ,A01046,實
󱝊,A01046-005,異體字 ,A01046,實
󱝋,A01046-006,異體字 ,A01046,實
󱝌,A01046-007,異體字 ,A01046,實
󱝍,A01046-008,異體字 ,A01046,實
󱝎,A01046-009,異體字 ,A01046,實
󱝏,A01046-010,異體字 ,A01046,實
󱝐,A01046-011,異體字 ,A01046,實
󱝑,A01046-012,異體字 ,A01046,實
宲,A01046-014-1,異體字 ,A01046,實
󱝕,A01046-017,異體字 ,A01046,實
寨,A01047,正字 ,A01047,寨
砦,A01047-001,異體字 ,A01047,寨
󱝖,A01047-003,異體字 ,A01047,寨
寢,A01048,正字 ,A01048,寢
寝,A01048-001,異體字 ,A01048,寢
𡫒,A01048-002,異體字 ,A01048,寢
㝲,A01048-003,異體字 ,A01048,寢
𥨊,A01048-004,異體字 ,A01048,寢
𡨦,A01048-005,異體字 ,A01048,寢
𡨞,A01048-006,異體字 ,A01048,寢
寑,A01048-007,異體字 ,A01048,寢
𡪢,A01048-008,異體字 ,A01048,寢
󱝘,A01048-011,異體字 ,A01048,寢
󱝙,A01048-012,異體字 ,A01048,寢
󱝚,A01048-013,異體字 ,A01048,寢
󱝛,A01048-014,異體字 ,A01048,寢
󱝜,A01048-015,異體字 ,A01048,寢
󱝝,A01048-016,異體字 ,A01048,寢
󱝞,A01048-017,異體字 ,A01048,寢
󱝟,A01048-019,異體字 ,A01048,寢
󱝠,A01048-020,異體字 ,A01048,寢
󱝡,A01048-021,異體字 ,A01048,寢
󱝢,A01048-022,異體字 ,A01048,寢
󱝣,A01048-023,異體字 ,A01048,寢
󱝤,A01048-024,異體字 ,A01048,寢
󱝥,A01048-025,異體字 ,A01048,寢
󱝦,A01048-026,異體字 ,A01048,寢
󱝧,A01048-027,異體字 ,A01048,寢
󱝨,A01048-028,異體字 ,A01048,寢
󱝩,A01048-029,異體字 ,A01048,寢
󱝪,A01048-030,異體字 ,A01048,寢
󱝫,A01048-031,異體字 ,A01048,寢
󱝬,A01048-032,異體字 ,A01048,寢
󱝭,A01048-033,異體字 ,A01048,寢
󱝮,A01048-034,異體字 ,A01048,寢
󱝯,A01048-035,異體字 ,A01048,寢
󱝰,A01048-036,異體字 ,A01048,寢
󱝱,A01048-037,異體字 ,A01048,寢
󱝲,A01048-038,異體字 ,A01048,寢
󱝳,A01048-039,異體字 ,A01048,寢
󱝴,A01048-040,異體字 ,A01048,寢
𡬓,A01048-041,異體字 ,A01048,寢
󱝵,A01048-042,異體字 ,A01048,寢
󱝶,A01048-043,異體字 ,A01048,寢
󱝷,A01048-044,異體字 ,A01048,寢
󱝸,A01048-045,異體字 ,A01048,寢
󱝹,A01048-046,異體字 ,A01048,寢
󱝺,A01048-047,異體字 ,A01048,寢
󱝻,A01048-048,異體字 ,A01048,寢
󱝼,A01048-050,異體字 ,A01048,寢
󱝽,A01048-051,異體字 ,A01048,寢
󱝾,A01048-052,附錄字 ,A01048,寢
󱝿,A01048-053,附錄字 ,A01048,寢
寤,A01049,正字 ,A01049,寤
𡬑,A01049-001,異體字 ,A01049,寤
󱞀,A01049-002,異體字 ,A01049,寤
窹,A01049-003,異體字 ,A01049,寤
𡨂,A01049-004,異體字 ,A01049,寤
󱞁,A01049-005,異體字 ,A01049,寤
󱞂,A01049-006,異體字 ,A01049,寤
󱞃,A01049-007,異體字 ,A01049,寤
󱞄,A01049-008,異體字 ,A01049,寤
󱞅,A01049-009,異體字 ,A01049,寤
󱞆,A01049-011,異體字 ,A01049,寤
󱞇,A01049-012,異體字 ,A01049,寤
󱞈,A01049-013,異體字 ,A01049,寤
󱞉,A01049-014,異體字 ,A01049,寤
𡨟,A01049-015,異體字 ,A01049,寤
󱞊,A01049-016,異體字 ,A01049,寤
察,A01050,正字 ,A01050,察
詧,A01050-001,異體字 ,A01050,察
󱞋,A01050-002,異體字 ,A01050,察
󱞌,A01050-002-1,異體字 ,A01050,察
󱞍,A01050-003,異體字 ,A01050,察
󱞎,A01050-004,異體字 ,A01050,察
󱞏,A01050-005,異體字 ,A01050,察
󱞐,A01050-006,異體字 ,A01050,察
󱞑,A01050-007,異體字 ,A01050,察
󱞒,A01050-008,異體字 ,A01050,察
󱞓,A01050-009,異體字 ,A01050,察
󱞔,A01050-010,異體字 ,A01050,察
寮,A01051,正字 ,A01051,寮
竂,A01051-001,異體字 ,A01051,寮
󱞕,A01051-002,異體字 ,A01051,寮
󱜡,A01051-003,異體字 ,A01051,寮
󱞖,A01051-004,異體字 ,A01051,寮
󱞗,A01051-005,異體字 ,A01051,寮
󱞘,A01051-006,異體字 ,A01051,寮
󱞙,A01051-007,異體字 ,A01051,寮
󱞚,A01051-008,異體字 ,A01051,寮
󱞛,A01051-009,異體字 ,A01051,寮
󱞜,A01051-010,異體字 ,A01051,寮
寬,A01052,正字 ,A01052,寬
寛,A01052-001,異體字 ,A01052,寬
󱞝,A01052-001-1,異體字 ,A01052,寬
𥦀,A01052-002,異體字 ,A01052,寬
󱞞,A01052-003,異體字 ,A01052,寬
󱞟,A01052-004,異體字 ,A01052,寬
󱞠,A01052-005,異體字 ,A01052,寬
㝟,A01052-006,異體字 ,A01052,寬
󱞡,A01052-007,異體字 ,A01052,寬
󱞢,A01052-008,異體字 ,A01052,寬
󱞣,A01052-009,異體字 ,A01052,寬
󱞤,A01052-010,異體字 ,A01052,寬
󱞥,A01052-011,異體字 ,A01052,寬
󱞦,A01052-012,異體字 ,A01052,寬
󱞧,A01052-013,異體字 ,A01052,寬
󱞨,A01052-015,異體字 ,A01052,寬
󱞩,A01052-016,異體字 ,A01052,寬
󱞪,A01052-017,異體字 ,A01052,寬
󱞫,A01052-018,異體字 ,A01052,寬
󱞬,A01052-019,異體字 ,A01052,寬
󱞭,A01052-021,異體字 ,A01052,寬
󱞮,A01052-022,異體字 ,A01052,寬
󱞯,A01052-023,異體字 ,A01052,寬
󱞰,A01052-024,異體字 ,A01052,寬
󱞱,A01052-027,異體字 ,A01052,寬
審,A01053,正字 ,A01053,審
宷,A01053-001,異體字 ,A01053,審
󱞲,A01053-002,異體字 ,A01053,審
󱞳,A01053-003,異體字 ,A01053,審
𡩨,A01053-004,異體字 ,A01053,審
󱞴,A01053-005,異體字 ,A01053,審
󱞵,A01053-006,異體字 ,A01053,審
讅,A01053-007,異體字 ,A01053,審
寫,A01054,正字 ,A01054,寫
写,A01054-001,異體字 ,A01054,寫
󱞶,A01054-002,異體字 ,A01054,寫
㝍,A01054-003,異體字 ,A01054,寫
