polity_id	display_name	start_year	end_year	type	periods	english_name	english_page_title	ja_page_title	ja_name_source	raw_dates	interval_index	date_basis	region_en	province_en	review_status	notes
japan.yagi		1585	1591	藩	安土桃山時代	Yagi	Yagi Domain			1585-1591		polity	Kansai	Tajima Province (Present-day Northern Hyogo Prefecture)	missing_japanese_name	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.kaibara	柏原藩	1598	1650	藩	安土桃山時代;江戸時代	Kaibara	Kaibara Domain	柏原藩	html_alternate_ja	1598-1650/1695-1871	1	polity	Kansai	Tajima Province (Present-day Northern Hyogo Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.kaibara	柏原藩	1695	1871	藩	江戸時代;明治時代	Kaibara	Kaibara Domain	柏原藩	html_alternate_ja	1598-1650/1695-1871	2	polity	Kansai	Tajima Province (Present-day Northern Hyogo Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.awaji_sumoto		1678	1725	藩	江戸時代	Awaji-sumoto	Awaji-sumoto Domain			1678-1725		polity	Kansai	Awaji Province (Present-day City of Hyogo Prefecture)	missing_japanese_name	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.kurayoshi		1614	1622	藩	江戸時代	Kurayoshi	Kurayoshi Domain			1614-1622		polity	Chūgoku	Hōki Province (Present-day Western Tottori Prefecture)	missing_japanese_name	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.kurosaka		1611	1618	藩	江戸時代	Kurosaka	Kurosaka Domain			1611-1618		polity	Chūgoku	Hōki Province (Present-day Western Tottori Prefecture)	missing_japanese_name	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.yabase		1610	1616	藩	江戸時代	Yabase	Yabase Domain			1610-1616		polity	Chūgoku	Hōki Province (Present-day Western Tottori Prefecture)	missing_japanese_name	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.mori	松江藩	1677	1871	藩	江戸時代;明治時代	Mori	Mori Domain (Izumo)	松江藩	html_alternate_ja	1677-1871		polity	Chūgoku	Izumo Province (Present-day Eastern Shimane Prefecture)	link_label_differs_from_page	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.matsueshinden		1701	1704	藩	江戸時代	Matsueshinden	Matsueshinden Domain			1701-1704		polity	Chūgoku	Izumo Province (Present-day Eastern Shimane Prefecture)	missing_japanese_name	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.yoshinaga		1682	1871	藩	江戸時代;明治時代	Yoshinaga	Yoshinaga Domain			1682-1871		polity	Chūgoku	Iwami Province (Present-day Western Shimane Prefecture)	missing_japanese_name	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.koshima		1648	1649	藩	江戸時代	Koshima	Koshima Domain			1648-1649		polity	Chūgoku	Bizen Province (Present-day Southwestern Okayama Prefecture)	missing_japanese_name	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.tsuyamashinden		1676	1697	藩	江戸時代	Tsuyamashinden	Tsuyamashinden Domain			1676-1697		polity	Chūgoku	Mimasaka Province (Present-day Northeastern Okayama Prefecture)	missing_japanese_name	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.katsuyama	美作勝山藩	1624	1683	藩	江戸時代	Katsuyama	Katsuyama Domain	美作勝山藩	html_alternate_ja	1624-1683/1691-1871	1	polity	Chūgoku	Mimasaka Province (Present-day Northeastern Okayama Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.katsuyama	美作勝山藩	1691	1871	藩	江戸時代;明治時代	Katsuyama	Katsuyama Domain	美作勝山藩	html_alternate_ja	1624-1683/1691-1871	2	polity	Chūgoku	Mimasaka Province (Present-day Northeastern Okayama Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.niwase	庭瀬藩	1600	1679	藩	安土桃山時代;江戸時代	Niwase	Niwase Domain	庭瀬藩	html_alternate_ja	1600-1679/16831683/1693-1697/1699-1871	1	polity	Chūgoku	Bitchū Province (Present-day Western Okayama Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.niwase	庭瀬藩	1693	1697	藩	江戸時代	Niwase	Niwase Domain	庭瀬藩	html_alternate_ja	1600-1679/16831683/1693-1697/1699-1871	2	polity	Chūgoku	Bitchū Province (Present-day Western Okayama Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.niwase	庭瀬藩	1699	1871	藩	江戸時代;明治時代	Niwase	Niwase Domain	庭瀬藩	html_alternate_ja	1600-1679/16831683/1693-1697/1699-1871	3	polity	Chūgoku	Bitchū Province (Present-day Western Okayama Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.ikusaka		1672	1871	藩	江戸時代;明治時代	Ikusaka	Ikusaka Domain			1672 - 1871		polity	Chūgoku	Bitchū Province (Present-day Western Okayama Prefecture)	missing_japanese_name	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.asao		1603	1871	藩	江戸時代;明治時代	Asao	Asao Domain			1603-1871		polity	Chūgoku	Bitchū Province (Present-day Western Okayama Prefecture)	missing_japanese_name	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.kamogata		1672	1868	藩	江戸時代	Kamogata	Kamogata Domain			1672-1868		polity	Chūgoku	Bitchū Province (Present-day Western Okayama Prefecture)	missing_japanese_name	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.bitchu_matsuyama	備中松山藩	1600	1871	藩	安土桃山時代;江戸時代;明治時代	Bitchu-Matsuyama	Bitchū-Matsuyama Domain	備中松山藩	html_alternate_ja	1600-1871		polity	Chūgoku	Bitchū Province (Present-day Western Okayama Prefecture)	link_label_differs_from_page	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.nariwa		1639	1868	藩	江戸時代	Nariwa	Nariwa Domain			1639-1868		polity	Chūgoku	Bitchū Province (Present-day Western Okayama Prefecture)	missing_japanese_name	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.nishiebara				藩	""	Nishiebara	Nishiebara Domain			dates unknown		polity	Chūgoku	Bitchū Province (Present-day Western Okayama Prefecture)	unknown_dates;missing_japanese_name	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.fukuyama	備後福山藩	1619	1698	藩	江戸時代	Fukuyama	Fukuyama Domain	備後福山藩	html_alternate_ja	1619-1698/1700-1871	1	polity	Chūgoku	Bingo Province (Present-day Eastern Hiroshima Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.fukuyama	備後福山藩	1700	1871	藩	江戸時代;明治時代	Fukuyama	Fukuyama Domain	備後福山藩	html_alternate_ja	1619-1698/1700-1871	2	polity	Chūgoku	Bingo Province (Present-day Eastern Hiroshima Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.mihara	三原浅野家	1582	1608	藩	安土桃山時代;江戸時代	Mihara	Mihara Domain	三原浅野家	html_alternate_ja	1582-1608/1619-1871	1	polity	Chūgoku	Bingo Province (Present-day Eastern Hiroshima Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.mihara	三原浅野家	1619	1871	藩	江戸時代;明治時代	Mihara	Mihara Domain	三原浅野家	html_alternate_ja	1582-1608/1619-1871	2	polity	Chūgoku	Bingo Province (Present-day Eastern Hiroshima Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.miyoshi		1632	1720	藩	江戸時代	Miyoshi	Miyoshi Domain			1632-1720		polity	Chūgoku	Bingo Province (Present-day Eastern Hiroshima Prefecture)	missing_japanese_name	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.kudamatsu				藩	""	Kudamatsu	Kudamatsu Domain			dates unknown		polity	Chūgoku	Suō Province (Present-day Eastern Yamaguchi Prefecture)	unknown_dates;missing_japanese_name	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.takamatsu	高松藩	1587	1640	藩	安土桃山時代;江戸時代	Takamatsu	Takamatsu Domain	高松藩	html_alternate_ja	1587-1640/1642-1871	1	polity	Shikoku	Sanuki Province (Present-day Kagawa Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.takamatsu	高松藩	1642	1871	藩	江戸時代;明治時代	Takamatsu	Takamatsu Domain	高松藩	html_alternate_ja	1587-1640/1642-1871	2	polity	Shikoku	Sanuki Province (Present-day Kagawa Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.marugame	丸亀藩	1587	1640	藩	安土桃山時代;江戸時代	Marugame	Marugame Domain	丸亀藩	html_alternate_ja	1587-1640/1642-1871	1	polity	Shikoku	Sanuki Province (Present-day Kagawa Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.marugame	丸亀藩	1642	1871	藩	江戸時代;明治時代	Marugame	Marugame Domain	丸亀藩	html_alternate_ja	1587-1640/1642-1871	2	polity	Shikoku	Sanuki Province (Present-day Kagawa Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.tadotsu	丸亀藩	1694	1871	藩	江戸時代;明治時代	Tadotsu	Marugame Domain	丸亀藩	html_alternate_ja	1694-1871		polity	Shikoku	Sanuki Province (Present-day Kagawa Prefecture)	link_label_differs_from_page	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.saijo	西条藩	1636	1665	藩	江戸時代	Saijō	Saijō Domain	西条藩	html_alternate_ja	1636-1665/1670-1871	1	polity	Shikoku	Iyo Province (Present-day Ehime Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.saijo	西条藩	1670	1871	藩	江戸時代;明治時代	Saijō	Saijō Domain	西条藩	html_alternate_ja	1636-1665/1670-1871	2	polity	Shikoku	Iyo Province (Present-day Ehime Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.imabari	今治藩	1600	1608	藩	安土桃山時代;江戸時代	Imabari	Imabari Domain	今治藩	html_alternate_ja	1600-1608/1635-1871	1	polity	Shikoku	Iyo Province (Present-day Ehime Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.imabari	今治藩	1635	1871	藩	江戸時代;明治時代	Imabari	Imabari Domain	今治藩	html_alternate_ja	1600-1608/1635-1871	2	polity	Shikoku	Iyo Province (Present-day Ehime Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.uwajima	宇和島藩	1608	1613	藩	江戸時代	Uwajima	Uwajima Domain	宇和島藩	html_alternate_ja	1608-1613/1614--1871	1	polity	Shikoku	Iyo Province (Present-day Ehime Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.uwajima	宇和島藩	1614	1871	藩	江戸時代;明治時代	Uwajima	Uwajima Domain	宇和島藩	html_alternate_ja	1608-1613/1614--1871	2	polity	Shikoku	Iyo Province (Present-day Ehime Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.tomida				藩	""	Tomida	Tomida Domain			dates unknown		polity	Shikoku	Iyo Province (Present-day Ehime Prefecture)	unknown_dates;missing_japanese_name	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.matsuyamashinden		1720	1765	藩	江戸時代	Matsuyamashinden	Matsuyamashinden Domain			1720-1765		polity	Shikoku	Iyo Province (Present-day Ehime Prefecture)	missing_japanese_name	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.tosa_shinden	土佐藩	1780	1871	藩	江戸時代;明治時代	Tosa-Shinden	Tosa Domain	土佐藩	html_alternate_ja	1780-1871		polity	Shikoku	Tosa Province (Present-day Kochi Prefecture)	link_label_differs_from_page	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.torenji		1623	1677	藩	江戸時代	Tōrenji	Tōrenji Domain			1623-1677/1688-1720	1	polity	Kyūshū	Chikuzen Province (Present-day Northwestern Fukuoka Prefecture)	missing_japanese_name;multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.torenji		1688	1720	藩	江戸時代	Tōrenji	Tōrenji Domain			1623-1677/1688-1720	2	polity	Kyūshū	Chikuzen Province (Present-day Northwestern Fukuoka Prefecture)	missing_japanese_name;multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.miike	三池藩	1621	1806	藩	江戸時代	Miike	Miike Domain	三池藩	html_alternate_ja	1621-1806/1868-1871	1	polity	Kyūshū	Chikugo Province (Present-day Southern Fukuoka Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.miike	三池藩	1868	1871	藩	明治時代	Miike	Miike Domain	三池藩	html_alternate_ja	1621-1806/1868-1871	2	polity	Kyūshū	Chikugo Province (Present-day Southern Fukuoka Prefecture)	multiple_intervals	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.kokura_shinden	小倉藩	1667	1871	藩	江戸時代;明治時代	Kokura Shinden	Kokura Domain	小倉藩	html_alternate_ja	1667-1871		polity	Kyūshū	Buzen Province (Present-day Northeastern Fukuoka and Northwestern Oita Prefecture)	link_label_differs_from_page	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.kitsuki	杵築藩	1394	1871	藩	室町時代;安土桃山時代;江戸時代;明治時代	Kitsuki	Kitsuki Domain	杵築藩	html_alternate_ja	de facto: 1394-1871/de jure: 1632-1871		polity	Kyūshū	Bungo Province (Present-day Central Oita Prefecture)	selected_de_facto_dates	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.mori	森藩	1601	1871	藩	安土桃山時代;江戸時代;明治時代	Mori	Mori Domain (Bungo)	森藩	html_alternate_ja	1601-1871		polity	Kyūshū	Bungo Province (Present-day Central Oita Prefecture)	link_label_differs_from_page	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.tsushima	対馬府中藩	1587	1868	藩	安土桃山時代;江戸時代	Tsushima	Tsushima Fuchū Domain	対馬府中藩	html_alternate_ja	1587-1868		polity	Kyūshū	Tsushima Province (Present-day City of Nagasaki Prefecture)	link_label_differs_from_page	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.satsuma	薩摩藩	1196	1871	藩	鎌倉時代;室町時代;安土桃山時代;江戸時代;明治時代	Satsuma	Satsuma Domain	薩摩藩	html_alternate_ja	De Facto :1196-1871/ De jure:1602-1871		polity	Kyūshū	Satsuma Province and Ōsumi Province (Present-day merged as Kagoshima Prefecture)	selected_de_facto_dates	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.ryukyu	琉球藩	1609	1879	藩	江戸時代;明治時代	Ryūkyū	Ryūkyū Domain	琉球藩	html_alternate_ja	De Facto :1609-1879 / De jure:1872-1879		polity	Kyūshū	Satsuma Province and Ōsumi Province (Present-day merged as Kagoshima Prefecture)	selected_de_facto_dates	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.bolitho_harold				藩	""	Bolitho, Harold	Harold Bolitho Domain			1974		polity	References		no_parseable_date_range;link_label_differs_from_page;missing_japanese_name	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
japan.https_web_archive_org_web_20141105132143_http_www_asahi_net_or_jp_me4k_skri_han_hantop_html_edo_300_han_html				藩	""	"[https://web.archive.org/web/20141105132143/http://www.asahi-net.or.jp/~me4k-skri/han/hantop.html ""Edo 300 Han HTML""]"	"[https://web.archive.org/web/20141105132143/http://www.asahi-net.or.jp/~me4k-skri/han/hantop.html ""Edo 300 Han HTML""] Domain"			ret. 5 Feb. 2008		polity	External links		no_parseable_date_range;missing_japanese_name	Dates from English List of han; Japanese names resolved from manual overrides or non-API English page HTML.
