display_name	ja_page_title	aliases	region_ja	province_ja	date_hint	raw_ja_line
岡崎藩	岡崎藩	1602年 - 	東海地方	三河国	（1602年 - ）	岡崎藩（1602年 - ）
西大平藩	西大平藩	1748年 - 	東海地方	三河国	（1748年 - ）	西大平藩（1748年 - ）
西端藩	西端藩	1864年 - 	東海地方	三河国	（1864年 - ）	西端藩（1864年 - ）
西尾藩	西尾藩	1601年 - 	東海地方	三河国	（1601年 - ）	西尾藩（1601年 - ）
吉田藩	三河吉田藩	豊橋藩; 1601年 - 	東海地方	三河国	（1601年 - ）	吉田藩（豊橋藩）（1601年 - ）
田原藩	田原藩	1601年 - 	東海地方	三河国	（1601年 - ）	田原藩（1601年 - ）
半原藩	半原藩	1868年 - 	東海地方	三河国	（1868年 - ）	半原藩（1868年 - ）
作手藩	作手藩	1602年 - 	東海地方	三河国	（1602年 - ）	作手藩（1602年 - ）
新城藩	新城藩	1606年 - 	東海地方	三河国	（1606年 - ）	新城藩（1606年 - ）
畑村藩	畑村藩	1688年 - 	東海地方	三河国	（1688年 - ）	畑村藩（1688年 - ）
足助藩	足助藩	1683年 - 	東海地方	三河国	（1683年 - ）	足助藩（1683年 - ）
伊保藩	伊保藩	1600年 - 	東海地方	三河国	（1600年 - ）	伊保藩（1600年 - ）
奥殿藩	奥殿藩	1711年 - 	東海地方	三河国	（1711年 - ）	奥殿藩（1711年 - ）
三河中島藩	三河中島藩	1639年 - 	東海地方	三河国	（1639年 - ）	三河中島藩（1639年 - ）
深溝藩	深溝藩	1601年 - 	東海地方	三河国	（1601年 - ）	深溝藩（1601年 - ）
形原藩	形原藩	1618年 - 	東海地方	三河国	（1618年 - ）	形原藩（1618年 - ）
大浜藩	大浜藩	1768年 - 	東海地方	三河国	（1768年 - ）	大浜藩（1768年 - ）
三河水野藩	三河水野藩	1600年 - 	東海地方	三河国	（1600年 - ）	三河水野藩（1600年 - ）
犬山藩	犬山藩	尾張藩附家老; 1868年 - 	東海地方	尾張国	（1868年 - ）	犬山藩（尾張藩附家老）（1868年 - ）
尾張藩	尾張藩	名古屋藩; 1607年 - 	東海地方	尾張国	（1607年 - ）	尾張藩（名古屋藩）（1607年 - ）
緒川藩	緒川藩	1601年 - 	東海地方	尾張国	（1601年 - ）	緒川藩（1601年 - ）
尾張黒田藩	尾張黒田藩	""	東海地方	尾張国		尾張黒田藩
清洲藩	清洲藩	1600年 - 	東海地方	尾張国	（1600年 - ）	清洲藩（1600年 - ）
飛騨高山藩	飛騨高山藩	高山藩	東海地方	飛騨国		飛騨高山藩（高山藩）
今尾藩	今尾藩	尾張藩附家老	東海地方	美濃国		今尾藩（尾張藩附家老）
八幡藩	郡上藩	郡上藩; 1600年 - 	東海地方	美濃国	（1600年 - ）	八幡藩＜郡上藩＞（1600年 - ）
岐阜藩	岐阜藩	""	東海地方	美濃国		岐阜藩
苗木藩	苗木藩	1600年 - 	東海地方	美濃国	（1600年 - ）	苗木藩（1600年 - ）
大垣藩	大垣藩	1601年 - 	東海地方	美濃国	（1601年 - ）	大垣藩（1601年 - ）
加納藩	加納藩	1601年 - 	東海地方	美濃国	（1601年 - ）	加納藩（1601年 - ）
加賀野井藩	加賀野井藩	""	東海地方	美濃国		加賀野井藩
岩村藩	岩村藩	1601年 - 	東海地方	美濃国	（1601年 - ）	岩村藩（1601年 - ）
高須藩	高須藩	尾張藩支藩; 1600年 - 	東海地方	美濃国	（1600年 - ）	高須藩（尾張藩支藩）（1600年 - ）
揖斐藩	揖斐藩	""	東海地方	美濃国		揖斐藩
黒野藩	黒野藩	""	東海地方	美濃国		黒野藩
大垣新田藩	大垣新田藩	大垣藩支藩; 1688年 - 	東海地方	美濃国	（1688年 - ）	大垣新田藩（大垣藩支藩）（1688年 - ）
福束藩	福束藩	""	東海地方	美濃国		福束藩
美濃平塚藩	美濃平塚藩	""	東海地方	美濃国		美濃平塚藩
青野藩	青野藩	1682年 - 	東海地方	美濃国	（1682年 - ）	青野藩（1682年 - ）
多良藩	多良藩	""	東海地方	美濃国		多良藩
十七条藩	十七条藩	1607年 - 	東海地方	美濃国	（1607年 - ）	十七条藩（1607年 - ）
太田山藩	太田山藩	""	東海地方	美濃国		太田山藩
高富藩	高富藩	1705年 - 	東海地方	美濃国	（1705年 - ）	高富藩（1705年 - ）
関藩	関藩	""	東海地方	美濃国		関藩
上有知藩	上有知藩	1600年 - 	東海地方	美濃国	（1600年 - ）	上有知藩（1600年 - ）
岩滝藩	岩滝藩	1705年 - 	東海地方	美濃国	（1705年 - ）	岩滝藩（1705年 - ）
金山藩	金山藩	1600年 - 	東海地方	美濃国	（1600年 - ）	金山藩（1600年 - ）
徳野藩	徳野藩	1604年 - 	東海地方	美濃国	（1604年 - ）	徳野藩（1604年 - ）
美濃高松藩	美濃高松藩	松ノ木藩	東海地方	美濃国		美濃高松藩＜松ノ木藩＞
清水藩	清水藩	""	東海地方	美濃国		清水藩
曽根藩	曽根藩	""	東海地方	美濃国		曽根藩
野村藩	野村藩	""	東海地方	美濃国		野村藩
美濃長谷川藩	美濃長谷川藩	""	東海地方	美濃国		美濃長谷川藩
美濃脇坂藩	美濃脇坂藩	1615年 - 	東海地方	美濃国	（1615年 - ）	美濃脇坂藩（1615年 - ）
長島藩	長島藩	1601年 - 	近畿地方	伊勢国	（1601年 - ）	長島藩（1601年 - ）
桑名藩	桑名藩	1601年 - 	近畿地方	伊勢国	（1601年 - ）	桑名藩（1601年 - ）
菰野藩	菰野藩	""	近畿地方	伊勢国		菰野藩
伊勢亀山藩	伊勢亀山藩	1601年 - 	近畿地方	伊勢国	（1601年 - ）	伊勢亀山藩（1601年 - ）
神戸藩	神戸藩	1601年 - 	近畿地方	伊勢国	（1601年 - ）	神戸藩（1601年 - ）
津藩	津藩	安濃津藩; 1608年 - 	近畿地方	伊勢国	（1608年 - ）	津藩（安濃津藩）（1608年 - ）
久居藩	久居藩	津藩支藩; 1669年 - 	近畿地方	伊勢国	（1669年 - ）	久居藩（津藩支藩）（1669年 - ）
八田藩	八田藩	1726年 - 	近畿地方	伊勢国	（1726年 - ）	八田藩（1726年 - ）
伊勢西条藩	伊勢西条藩	1727年 - 	近畿地方	伊勢国	（1727年 - ）	伊勢西条藩（1727年 - ）
南林崎藩	南林崎藩	1745年 - 	近畿地方	伊勢国	（1745年 - ）	南林崎藩（1745年 - ）
伊勢上野藩	伊勢上野藩	""	近畿地方	伊勢国		伊勢上野藩
伊勢林藩	伊勢林藩	""	近畿地方	伊勢国		伊勢林藩
雲出藩	雲出藩	""	近畿地方	伊勢国		雲出藩
松坂藩	松坂藩	""	近畿地方	伊勢国		松坂藩
竹原藩	竹原藩	八知藩	近畿地方	伊勢国		竹原藩＜八知藩＞
伊勢岩手藩	伊勢岩手藩	""	近畿地方	伊勢国		伊勢岩手藩
田丸藩	田丸藩	1600年 - 	近畿地方	伊勢国	（1600年 - ）	田丸藩（1600年 - ）
井生藩	井生藩	""	近畿地方	伊勢国		井生藩
伊賀上野藩	伊賀上野藩	""	近畿地方	伊賀国		伊賀上野藩
鳥羽藩	鳥羽藩	""	近畿地方	志摩国		鳥羽藩
朝日山藩	朝日山藩	1870年 - 	近畿地方	近江国	（1870年 - ）	朝日山藩（1870年 - ）
近江宮川藩	近江宮川藩	1698年 - 	近畿地方	近江国	（1698年 - ）	近江宮川藩（1698年 - ）
長浜藩	長浜藩	1606年 - 	近畿地方	近江国	（1606年 - ）	長浜藩（1606年 - ）
彦根藩	彦根藩	1606年 - 	近畿地方	近江国	（1606年 - ）	彦根藩（1606年 - ）
彦根新田藩	彦根新田藩	彦根藩支藩; 1714年 - 	近畿地方	近江国	（1714年 - ）	彦根新田藩（彦根藩支藩）（1714年 - ）
大溝藩	大溝藩	1619年 - 	近畿地方	近江国	（1619年 - ）	大溝藩（1619年 - ）
朽木藩	朽木藩	""	近畿地方	近江国		朽木藩
堅田藩	堅田藩	1698年 - 	近畿地方	近江国	（1698年 - ）	堅田藩（1698年 - ）
大森藩	大森藩	1622年 - 	近畿地方	近江国	（1622年 - ）	大森藩（1622年 - ）
山上藩	山上藩	1698年 - 	近畿地方	近江国	（1698年 - ）	山上藩（1698年 - ）
三上藩	三上藩	1698年 - 	近畿地方	近江国	（1698年 - ）	三上藩（1698年 - ）
仁正寺藩	仁正寺藩	1620年 - 	近畿地方	近江国	（1620年 - ）	仁正寺藩（1620年 - ）
膳所藩	膳所藩	1601年 - 	近畿地方	近江国	（1601年 - ）	膳所藩（1601年 - ）
水口藩	水口藩	1682年 - 	近畿地方	近江国	（1682年 - ）	水口藩（1682年 - ）
佐和山藩	佐和山藩	1600年 - 	近畿地方	近江国	（1600年 - ）	佐和山藩（1600年 - ）
近江高島藩	近江高島藩	""	近畿地方	近江国		近江高島藩
大津藩	大津藩	1601年 - 	近畿地方	近江国	（1601年 - ）	大津藩（1601年 - ）
近江小室藩	近江小室藩	1619年 - 	近畿地方	近江国	（1619年 - ）	近江小室藩（1619年 - ）
淀藩	淀藩	1623年 - 	近畿地方	山城国	（1623年 - ）	淀藩（1623年 - ）
山城長岡藩	山城長岡藩	1615年 - 	近畿地方	山城国	（1615年 - ）	山城長岡藩（1615年 - ）
伏見藩	伏見藩	1607年 - 	近畿地方	山城国	（1607年 - ）	伏見藩（1607年 - ）
御牧藩	御牧藩	""	近畿地方	山城国		御牧藩
柳生藩	柳生藩	1636年 - 	近畿地方	大和国	（1636年 - ）	柳生藩（1636年 - ）
郡山藩	郡山藩	1615年 - 	近畿地方	大和国	（1615年 - ）	郡山藩（1615年 - ）
小泉藩	小泉藩	1600年 - 	近畿地方	大和国	（1600年 - ）	小泉藩（1600年 - ）
柳本藩	柳本藩	1600年 - 	近畿地方	大和国	（1600年 - ）	柳本藩（1600年 - ）
戒重藩	戒重藩	1615年 - 	近畿地方	大和国	（1615年 - ）	戒重藩（1615年 - ）
芝村藩	芝村藩	1745年 - 	近畿地方	大和国	（1745年 - ）	芝村藩（1745年 - ）
櫛羅藩	櫛羅藩	1863年 - 	近畿地方	大和国	（1863年 - ）	櫛羅藩（1863年 - ）
宇陀松山藩	宇陀松山藩	1600年 - 	近畿地方	大和国	（1600年 - ）	宇陀松山藩（1600年 - ）
高取藩	高取藩	""	近畿地方	大和国		高取藩
興留藩	興留藩	1679年 - 	近畿地方	大和国	（1679年 - ）	興留藩（1679年 - ）
竜田藩	竜田藩	1601年 - 	近畿地方	大和国	（1601年 - ）	竜田藩（1601年 - ）
田原本藩	田原本藩	1868年 - 	近畿地方	大和国	（1868年 - ）	田原本藩（1868年 - ）
岸田藩	岸田藩	""	近畿地方	大和国		岸田藩
大和新庄藩	大和新庄藩	1600年 - 	近畿地方	大和国	（1600年 - ）	大和新庄藩（1600年 - ）
御所藩	御所藩	1600年 - 	近畿地方	大和国	（1600年 - ）	御所藩（1600年 - ）
大和五条藩	大和五条藩	1600年 - 	近畿地方	大和国	（1600年 - ）	大和五条藩（1600年 - ）
紀州藩	紀州藩	和歌山藩; 1600年 - 	近畿地方	紀伊国	（1600年 - ）	紀州藩（和歌山藩）（1600年 - ）
田辺藩	紀伊田辺藩	紀州藩附家老; 1868年 - 	近畿地方	紀伊国	（1868年 - ）	田辺藩（紀州藩附家老）（1868年 - ）
新宮藩	紀伊新宮藩	紀州藩附家老; 1868年 - 	近畿地方	紀伊国	（1868年 - ）	新宮藩（紀州藩附家老）（1868年 - ）
陶器藩	陶器藩	1604年 - 	近畿地方	和泉国	（1604年 - ）	陶器藩（1604年 - ）
伯太藩	伯太藩	大庭寺藩; 1698年 - 	近畿地方	和泉国	（1698年 - ）	伯太藩（大庭寺藩）（1698年 - ）
岸和田藩	岸和田藩	""	近畿地方	和泉国		岸和田藩
谷川藩	谷川藩	""	近畿地方	和泉国		谷川藩
吉見藩	吉見藩	1870年 - 	近畿地方	和泉国	（1870年 - ）	吉見藩（1870年 - ）
丹南藩	丹南藩	1623年 - 	近畿地方	河内国	（1623年 - ）	丹南藩（1623年 - ）
狭山藩	狭山藩	1600年 - 	近畿地方	河内国	（1600年 - ）	狭山藩（1600年 - ）
西代藩	西代藩	1679年 - 	近畿地方	河内国	（1679年 - ）	西代藩（1679年 - ）
三田藩	三田藩	""	近畿地方	摂津国		三田藩
高槻藩	高槻藩	""	近畿地方	摂津国		高槻藩
麻田藩	麻田藩	1615年 - 	近畿地方	摂津国	（1615年 - ）	麻田藩（1615年 - ）
尼崎藩	尼崎藩	1615年 - 	近畿地方	摂津国	（1615年 - ）	尼崎藩（1615年 - ）
大坂藩	大坂藩	""	近畿地方	摂津国		大坂藩
茨木藩	茨木藩	""	近畿地方	摂津国		茨木藩
摂津中島藩	摂津中島藩	1616？年 - 	近畿地方	摂津国		摂津中島藩（1616？年 - ）
味舌藩	味舌藩	ましたはん	近畿地方	摂津国		味舌藩（ましたはん）
福知山藩	福知山藩	1600年 - 	近畿地方	丹波国	（1600年 - ）	福知山藩（1600年 - ）
綾部藩	綾部藩	1633年 - 	近畿地方	丹波国	（1633年 - ）	綾部藩（1633年 - ）
山家藩	山家藩	""	近畿地方	丹波国		山家藩
丹波柏原藩	丹波柏原藩	""	近畿地方	丹波国		丹波柏原藩
篠山藩	篠山藩	1609年 - 	近畿地方	丹波国	（1609年 - ）	篠山藩（1609年 - ）
園部藩	園部藩	1619年 - 	近畿地方	丹波国	（1619年 - ）	園部藩（1619年 - ）
丹波亀山藩	丹波亀山藩	""	近畿地方	丹波国		丹波亀山藩
八上藩	八上藩	1602年 - 	近畿地方	丹波国	（1602年 - ）	八上藩（1602年 - ）
峰山藩	峰山藩	1616年 - 	近畿地方	丹後国	（1616年 - ）	峰山藩（1616年 - ）
宮津藩	宮津藩	1600年 - 	近畿地方	丹後国	（1600年 - ）	宮津藩（1600年 - ）
丹後田辺藩	丹後田辺藩	舞鶴藩; 1622年 - 	近畿地方	丹後国	（1622年 - ）	丹後田辺藩（舞鶴藩）（1622年 - ）
山崎藩	山崎藩	1615年 - 	近畿地方	播磨国	（1615年 - ）	山崎藩（1615年 - ）
安志藩	安志藩	1716年 - 	近畿地方	播磨国	（1716年 - ）	安志藩（1716年 - ）
三日月藩	三日月藩	1697年 - 	近畿地方	播磨国	（1697年 - ）	三日月藩（1697年 - ）
林田藩	林田藩	1617年 - 	近畿地方	播磨国	（1617年 - ）	林田藩（1617年 - ）
三草藩	三草藩	1746年 - 	近畿地方	播磨国	（1746年 - ）	三草藩（1746年 - ）
龍野藩	龍野藩	1617年 - 	近畿地方	播磨国	（1617年 - ）	龍野藩（1617年 - ）
小野藩	小野藩	1637年 - 	近畿地方	播磨国	（1637年 - ）	小野藩（1637年 - ）
姫路藩	姫路藩	1600年 - 	近畿地方	播磨国	（1600年 - ）	姫路藩（1600年 - ）
赤穂藩	赤穂藩	1615年 - 	近畿地方	播磨国	（1615年 - ）	赤穂藩（1615年 - ）
明石藩	明石藩	1617年 - 	近畿地方	播磨国	（1617年 - ）	明石藩（1617年 - ）
福本藩	福本藩	1662年 - 	近畿地方	播磨国	（1662年 - ）	福本藩（1662年 - ）
播磨新宮藩	播磨新宮藩	1617年 - 	近畿地方	播磨国	（1617年 - ）	播磨新宮藩（1617年 - ）
姫路新田藩	姫路新田藩	1617年 - 	近畿地方	播磨国	（1617年 - ）	姫路新田藩（1617年 - ）
平福藩	平福藩	1615年 - 	近畿地方	播磨国	（1615年 - ）	平福藩（1615年 - ）
清富藩	清富藩	1627年 - 	近畿地方	但馬国	（1627年 - ）	清富藩（1627年 - ）
出石藩	出石藩	""	近畿地方	但馬国		出石藩
豊岡藩	豊岡藩	""	近畿地方	但馬国		豊岡藩
村岡藩	村岡藩	1601年 - 	近畿地方	但馬国	（1601年 - ）	村岡藩（1601年 - ）
八木藩	八木藩	""	近畿地方	但馬国		八木藩
竹田藩	竹田藩	""	近畿地方	但馬国		竹田藩
淡路洲本藩	淡路洲本藩	""	近畿地方	淡路国		淡路洲本藩
今治藩	今治藩	""	近畿地方	淡路国		今治藩
姫路藩	姫路藩	""	近畿地方	淡路国		姫路藩
徳島藩	徳島藩	""	近畿地方	淡路国		徳島藩
鳥取藩	鳥取藩	1600年 - 	中国地方	因幡国	（1600年 - ）	鳥取藩（1600年 - ）
鹿野藩	鹿野藩	""	中国地方	因幡国		鹿野藩
鹿奴藩	鹿奴藩	鳥取藩支藩、鳥取東館新田藩; 1685年 - 	中国地方	因幡国	（1685年 - ）	鹿奴藩（鳥取藩支藩、鳥取東館新田藩）（1685年 - ）
若桜藩	若桜藩	1601年 - 	中国地方	因幡国	（1601年 - ）	若桜藩（1601年 - ）
米子藩	米子藩	1600年 - 	中国地方	伯耆国	（1600年 - ）	米子藩（1600年 - ）
倉吉藩	倉吉藩	1614年 - 	中国地方	伯耆国	（1614年 - ）	倉吉藩（1614年 - ）
黒坂藩	黒坂藩	1610年 - 	中国地方	伯耆国	（1610年 - ）	黒坂藩（1610年 - ）
矢橋藩	矢橋藩	1610年 - 	中国地方	伯耆国	（1610年 - ）	矢橋藩（1610年 - ）
松江藩	松江藩	1600年 - 	中国地方	出雲国	（1600年 - ）	松江藩（1600年 - ）
松江新田藩	松江新田藩	松江藩支藩; 1701年 - 	中国地方	出雲国	（1701年 - ）	松江新田藩（松江藩支藩）（1701年 - ）
広瀬藩	広瀬藩	松江藩支藩; 1666年 - 	中国地方	出雲国	（1666年 - ）	広瀬藩（松江藩支藩）（1666年 - ）
母里藩	母里藩	松江藩支藩; 1666年 - 	中国地方	出雲国	（1666年 - ）	母里藩（松江藩支藩）（1666年 - ）
津山藩	津山藩	1603年 - 	中国地方	美作国	（1603年 - ）	津山藩（1603年 - ）
美作勝山藩	美作勝山藩	1764年 - 	中国地方	美作国	（1764年 - ）	美作勝山藩（1764年 - ）
津山新田藩	津山新田藩	1; 津山藩支藩; 1676年 - 	中国地方	美作国	（1676年 - ）	津山新田藩（1）（津山藩支藩）（1676年 - ）
美作宮川藩	美作宮川藩	津山藩支藩; 1634年 - 諸説あり	中国地方	美作国		美作宮川藩（津山藩支藩）（1634年 - 諸説あり）
鶴田藩	鶴田藩	1867年 - 	中国地方	美作国	（1867年 - ）	鶴田藩（1867年 - ）
吉永藩	吉永藩	1643年 - 	中国地方	石見国	（1643年 - ）	吉永藩（1643年 - ）
浜田藩	浜田藩	1619年 - 	中国地方	石見国	（1619年 - ）	浜田藩（1619年 - ）
津和野藩	津和野藩	1601年 - 	中国地方	石見国	（1601年 - ）	津和野藩（1601年 - ）
岡山藩	岡山藩	1600年 - 	中国地方	備前国	（1600年 - ）	岡山藩（1600年 - ）
児島藩	児島藩	1648年 - 	中国地方	備前国	（1648年 - ）	児島藩（1648年 - ）
新見藩	新見藩	1697年 - 	中国地方	備中国	（1697年 - ）	新見藩（1697年 - ）
備中松山藩	備中松山藩	1617年 - 	中国地方	備中国	（1617年 - ）	備中松山藩（1617年 - ）
成羽藩	成羽藩	1617年 - 	中国地方	備中国	（1617年 - ）	成羽藩（1617年 - ）
浅尾藩	浅尾藩	1603年 - 	中国地方	備中国	（1603年 - ）	浅尾藩（1603年 - ）
足守藩	足守藩	1601年 - 	中国地方	備中国	（1601年 - ）	足守藩（1601年 - ）
岡田藩	岡田藩	1615年 - 	中国地方	備中国	（1615年 - ）	岡田藩（1615年 - ）
庭瀬藩	庭瀬藩	1600年 - 	中国地方	備中国	（1600年 - ）	庭瀬藩（1600年 - ）
生坂藩	生坂藩	岡山藩支藩; 1672年 - 	中国地方	備中国	（1672年 - ）	生坂藩（岡山藩支藩）（1672年 - ）
鴨方藩	鴨方藩	岡山藩支藩; 1672年 - 	中国地方	備中国	（1672年 - ）	鴨方藩（岡山藩支藩）（1672年 - ）
西江原藩	西江原藩	1697年 - 	中国地方	備中国	（1697年 - ）	西江原藩（1697年 - ）
三次藩	三次藩	広島藩支藩; 1632年 - 	中国地方	備後国	（1632年 - ）	三次藩（広島藩支藩）（1632年 - ）
備後福山藩	備後福山藩	1619年 - 	中国地方	備後国	（1619年 - ）	備後福山藩（1619年 - ）
広島藩	広島藩	1600年 - 	中国地方	安芸国	（1600年 - ）	広島藩（1600年 - ）
広島新田藩	広島新田藩	広島藩支藩; 1730年 - 	中国地方	安芸国	（1730年 - ）	広島新田藩（広島藩支藩）（1730年 - ）
岩国藩	岩国藩	長州藩支藩; 1868年 - 	中国地方	周防国	（1868年 - ）	岩国藩（長州藩支藩）（1868年 - ）
徳山藩	徳山藩	下松藩、長州藩支藩; 1617年 - 	中国地方	周防国	（1617年 - ）	徳山藩（下松藩、長州藩支藩）（1617年 - ）
長州藩	長州藩	萩藩、毛利藩	中国地方	長門国		長州藩（萩藩、毛利藩）
長府藩	長府藩	長州藩支藩	中国地方	長門国		長府藩（長州藩支藩）
清末藩	清末藩	長府藩支藩; 1653年 - 	中国地方	長門国	（1653年 - ）	清末藩（長府藩支藩）（1653年 - ）
高松藩	高松藩	""	四国地方	讃岐国		高松藩
丸亀藩	丸亀藩	1641年 - 	四国地方	讃岐国	（1641年 - ）	丸亀藩（1641年 - ）
多度津藩	多度津藩	丸亀藩支藩; 1694年 - 	四国地方	讃岐国	（1694年 - ）	多度津藩（丸亀藩支藩）（1694年 - ）
徳島藩	徳島藩	""	四国地方	阿波国		徳島藩
阿波富田藩	阿波富田藩	徳島藩支藩; 1678年 - 	四国地方	阿波国	（1678年 - ）	阿波富田藩（徳島藩支藩）（1678年 - ）
川之江藩	川之江藩	1636年 - 	四国地方	伊予国	（1636年 - ）	川之江藩（1636年 - ）
今治藩	今治藩	1600年 - 	四国地方	伊予国	（1600年 - ）	今治藩（1600年 - ）
西条藩	西条藩	紀州藩支藩; 1636年 - 	四国地方	伊予国	（1636年 - ）	西条藩（紀州藩支藩）（1636年 - ）
小松藩	小松藩	1636年 - 	四国地方	伊予国	（1636年 - ）	小松藩（1636年 - ）
伊予松山藩	伊予松山藩	""	四国地方	伊予国		伊予松山藩
松山新田藩	松山新田藩	伊予松山藩支藩; 1720年 - 	四国地方	伊予国	（1720年 - ）	松山新田藩（伊予松山藩支藩）（1720年 - ）
大洲藩	大洲藩	1608年 - 	四国地方	伊予国	（1608年 - ）	大洲藩（1608年 - ）
新谷藩	新谷藩	大洲藩支藩; 1623年 - 	四国地方	伊予国	（1623年 - ）	新谷藩（大洲藩支藩）（1623年 - ）
伊予吉田藩	伊予吉田藩	宇和島藩支藩; 1657年 - 	四国地方	伊予国	（1657年 - ）	伊予吉田藩（宇和島藩支藩）（1657年 - ）
宇和島藩	宇和島藩	1608年 - 	四国地方	伊予国	（1608年 - ）	宇和島藩（1608年 - ）
土佐藩	土佐藩	高知藩; 1601年 - 	四国地方	土佐国	（1601年 - ）	土佐藩（高知藩）（1601年 - ）
土佐新田藩	土佐新田藩	土佐藩支藩; 1780年 - 	四国地方	土佐国	（1780年 - ）	土佐新田藩（土佐藩支藩）（1780年 - ）
中村藩	土佐中村藩	土佐藩支藩; 1656年 - 	四国地方	土佐国	（1656年 - ）	中村藩（土佐藩支藩）（1656年 - ）
浦戸藩	浦戸藩	""	四国地方	土佐国		浦戸藩
小倉藩	小倉藩	1602年 - 	九州地方	豊前国	（1602年 - ）	小倉藩（1602年 - ）
千束藩	千束藩	小倉藩支藩; 1667年 - 	九州地方	豊前国	（1667年 - ）	千束藩（小倉藩支藩）（1667年 - ）
中津藩	中津藩	1600年 - 	九州地方	豊前国	（1600年 - ）	中津藩（1600年 - ）
竜王藩	竜王藩	1632年 - 	九州地方	豊前国	（1632年 - ）	竜王藩（1632年 - ）
杵築藩	杵築藩	1632年 - 	九州地方	豊後国	（1632年 - ）	杵築藩（1632年 - ）
高田藩	高田藩 (豊後国)	1632年 - 	九州地方	豊後国	（1632年 - ）	高田藩（1632年 - ）
日出藩	日出藩	1600年 - 	九州地方	豊後国	（1600年 - ）	日出藩（1600年 - ）
日田藩	日田藩	""	九州地方	豊後国		日田藩
森藩	森藩	1601年 - 	九州地方	豊後国	（1601年 - ）	森藩（1601年 - ）
府内藩	府内藩	1601年 - 	九州地方	豊後国	（1601年 - ）	府内藩（1601年 - ）
臼杵藩	臼杵藩	1600年 - 	九州地方	豊後国	（1600年 - ）	臼杵藩（1600年 - ）
佐伯藩	佐伯藩	1601年 - 	九州地方	豊後国	（1601年 - ）	佐伯藩（1601年 - ）
岡藩	岡藩	""	九州地方	豊後国		岡藩
豊後高松藩	豊後高松藩	""	九州地方	豊後国		豊後高松藩
東蓮寺藩	東蓮寺藩	福岡藩支藩; 1623年 - 	九州地方	筑前国	（1623年 - ）	東蓮寺藩（福岡藩支藩）（1623年 - ）
福岡藩	福岡藩	1600年 - 	九州地方	筑前国	（1600年 - ）	福岡藩（1600年 - ）
秋月藩	秋月藩	福岡藩支藩; 1623年 - 	九州地方	筑前国	（1623年 - ）	秋月藩（福岡藩支藩）（1623年 - ）
松崎藩	松崎藩	久留米藩支藩; 1668年 - 	九州地方	筑後国	（1668年 - ）	松崎藩（久留米藩支藩）（1668年 - ）
久留米藩	久留米藩	1620年 - 	九州地方	筑後国	（1620年 - ）	久留米藩（1620年 - ）
柳河藩	柳河藩	1600年 - 	九州地方	筑後国	（1600年 - ）	柳河藩（1600年 - ）
三池藩	三池藩	1621年 - 	九州地方	筑後国	（1621年 - ）	三池藩（1621年 - ）
唐津藩	唐津藩	""	九州地方	肥前国		唐津藩
平戸藩	平戸藩	""	九州地方	肥前国		平戸藩
平戸新田藩	平戸新田藩	平戸藩支藩; 1689年 - 	九州地方	肥前国	（1689年 - ）	平戸新田藩（平戸藩支藩）（1689年 - ）
小城藩	小城藩	佐賀藩支藩; 1642年 - 	九州地方	肥前国	（1642年 - ）	小城藩（佐賀藩支藩）（1642年 - ）
蓮池藩	蓮池藩	佐賀藩支藩; 1642年 - 	九州地方	肥前国	（1642年 - ）	蓮池藩（佐賀藩支藩）（1642年 - ）
佐賀藩	佐賀藩	""	九州地方	肥前国		佐賀藩
鹿島藩	鹿島藩	佐賀藩支藩; 1610年 - 	九州地方	肥前国	（1610年 - ）	鹿島藩（佐賀藩支藩）（1610年 - ）
大村藩	大村藩	""	九州地方	肥前国		大村藩
島原藩	島原藩	""	九州地方	肥前国		島原藩
福江藩	福江藩	五島藩	九州地方	肥前国		福江藩（五島藩）
富江藩	富江藩	五島藩支藩	九州地方	肥前国		富江藩（五島藩支藩）
対馬府中藩	対馬府中藩	厳原藩	九州地方	対馬国		対馬府中藩（厳原藩）
高瀬藩	高瀬藩	熊本藩支藩; 1666年 - 	九州地方	肥後国	（1666年 - ）	高瀬藩（熊本藩支藩）（1666年 - ）
熊本藩	熊本藩	肥後藩	九州地方	肥後国		熊本藩（肥後藩）
宇土藩	宇土藩	熊本藩支藩; 1646年 - 	九州地方	肥後国	（1646年 - ）	宇土藩（熊本藩支藩）（1646年 - ）
人吉藩	人吉藩	""	九州地方	肥後国		人吉藩
富岡藩	富岡藩	天草藩; 1638年 - 	九州地方	肥後国	（1638年 - ）	富岡藩（天草藩）（1638年 - ）
延岡藩	延岡藩	""	九州地方	日向国		延岡藩
高鍋藩	高鍋藩	""	九州地方	日向国		高鍋藩
佐土原藩	佐土原藩	1603年 - 	九州地方	日向国	（1603年 - ）	佐土原藩（1603年 - ）
飫肥藩	飫肥藩	""	九州地方	日向国		飫肥藩
薩摩藩	薩摩藩	鹿児島藩	九州地方	薩摩国		薩摩藩（鹿児島藩）
琉球藩	琉球藩	1872年 - 	九州地方	琉球国	（1872年 - ）	琉球藩（1872年 - ）
藩翰譜	藩翰譜	""	九州地方	琉球国		藩翰譜
[https://www.touken-world.jp/edo-domain100/ 主な江戸100藩｜刀剣ワールド]	[https://www.touken-world.jp/edo-domain100/ 主な江戸100藩｜刀剣ワールド]	""	九州地方	琉球国		[https://www.touken-world.jp/edo-domain100/ 主な江戸100藩｜刀剣ワールド]
